date,HBAN,HBAN_EPS,PE Ratio
2006-11-14,24.77,1.58,15.677215189873417
2006-11-15,24.64,1.58,15.594936708860759
2006-11-16,24.84,1.58,15.72151898734177
2006-11-17,24.78,1.58,15.683544303797468
2006-11-20,24.81,1.58,15.70253164556962
2006-11-21,24.76,1.58,15.670886075949367
2006-11-22,24.76,1.58,15.670886075949367
2006-11-24,24.63,1.58,15.588607594936708
2006-11-27,24.24,1.58,15.341772151898732
2006-11-28,24.24,1.58,15.341772151898732
2006-11-29,24.46,1.58,15.481012658227847
2006-11-30,24.31,1.58,15.386075949367086
2006-12-01,24.25,1.58,15.348101265822784
2006-12-04,24.59,1.58,15.563291139240505
2006-12-05,24.6,1.58,15.569620253164556
2006-12-06,24.57,1.58,15.550632911392405
2006-12-07,24.47,1.58,15.487341772151897
2006-12-08,24.49,1.58,15.499999999999998
2006-12-11,24.71,1.58,15.639240506329113
2006-12-12,24.81,1.58,15.70253164556962
2006-12-13,24.61,1.58,15.575949367088606
2006-12-14,24.72,1.58,15.645569620253163
2006-12-15,24.91,1.58,15.765822784810126
2006-12-18,24.86,1.58,15.734177215189872
2006-12-19,24.77,1.58,15.677215189873417
2006-12-20,24.7,1.58,15.632911392405061
2006-12-21,22.96,1.58,14.531645569620252
2006-12-22,23.35,1.58,14.778481012658228
2006-12-26,23.45,1.58,14.841772151898732
2006-12-27,23.66,1.58,14.974683544303797
2006-12-28,23.66,1.58,14.974683544303797
2006-12-29,23.75,1.58,15.031645569620252
2007-01-03,24.02,1.58,15.20253164556962
2007-01-04,24.0,1.58,15.189873417721518
2007-01-05,23.78,1.58,15.050632911392405
2007-01-08,23.73,1.58,15.018987341772151
2007-01-09,23.71,1.58,15.00632911392405
2007-01-10,23.56,1.58,14.911392405063289
2007-01-11,23.57,1.58,14.91772151898734
2007-01-12,23.51,1.58,14.879746835443038
2007-01-16,23.28,1.58,14.734177215189874
2007-01-17,23.12,1.58,14.632911392405063
2007-01-18,23.19,1.58,14.677215189873419
2007-01-19,23.1,1.58,14.620253164556962
2007-01-22,22.98,1.58,14.544303797468354
2007-01-23,22.99,1.58,14.550632911392404
2007-01-24,23.0,1.58,14.556962025316455
2007-01-25,23.01,1.58,14.563291139240507
2007-01-26,23.01,1.58,14.563291139240507
2007-01-29,22.97,1.58,14.537974683544302
2007-01-30,23.12,1.58,14.632911392405063
2007-01-31,23.28,1.58,14.734177215189874
2007-02-01,23.15,1.58,14.651898734177214
2007-02-02,23.28,1.58,14.734177215189874
2007-02-05,23.3,1.58,14.746835443037975
2007-02-06,23.55,1.58,14.905063291139241
2007-02-07,23.81,1.58,15.069620253164555
2007-02-08,23.75,1.58,15.031645569620252
2007-02-09,23.65,1.58,14.968354430379746
2007-02-12,23.74,1.58,15.025316455696201
2007-02-13,23.96,1.58,15.164556962025316
2007-02-14,23.98,1.58,15.177215189873417
2007-02-15,23.9,1.58,15.126582278481012
2007-02-16,23.99,1.58,15.183544303797467
2007-02-20,24.05,1.58,15.221518987341772
2007-02-21,23.96,1.58,15.164556962025316
2007-02-22,23.85,1.95,12.230769230769232
2007-02-23,23.71,1.95,12.15897435897436
2007-02-26,23.68,1.95,12.143589743589743
2007-02-27,23.12,1.95,11.856410256410257
2007-02-28,23.15,1.95,11.87179487179487
2007-03-01,22.93,1.95,11.75897435897436
2007-03-02,22.73,1.95,11.656410256410258
2007-03-05,22.39,1.95,11.482051282051282
2007-03-06,22.73,1.95,11.656410256410258
2007-03-07,22.54,1.95,11.558974358974359
2007-03-08,22.93,1.95,11.75897435897436
2007-03-09,22.9,1.95,11.743589743589743
2007-03-12,22.86,1.95,11.723076923076922
2007-03-13,21.9,1.95,11.23076923076923
2007-03-14,22.08,1.95,11.323076923076922
2007-03-15,22.22,1.95,11.394871794871795
2007-03-16,22.21,1.95,11.38974358974359
2007-03-19,22.32,1.95,11.446153846153846
2007-03-20,22.41,1.95,11.492307692307692
2007-03-21,22.75,1.95,11.666666666666666
2007-03-22,22.59,1.95,11.584615384615384
2007-03-23,22.58,1.95,11.57948717948718
2007-03-26,22.49,1.95,11.533333333333333
2007-03-27,22.23,1.95,11.4
2007-03-28,21.97,1.95,11.266666666666666
2007-03-29,21.99,1.95,11.276923076923076
2007-03-30,21.85,1.95,11.205128205128206
2007-04-02,21.6,1.95,11.076923076923078
2007-04-03,21.94,1.95,11.251282051282052
2007-04-04,21.65,1.95,11.102564102564102
2007-04-05,21.67,1.95,11.112820512820514
2007-04-09,21.53,1.95,11.041025641025643
2007-04-10,21.61,1.95,11.082051282051282
2007-04-11,21.5,1.95,11.025641025641026
2007-04-12,21.42,1.95,10.984615384615386
2007-04-13,21.68,1.95,11.117948717948718
2007-04-16,22.12,1.95,11.343589743589744
2007-04-17,22.1,1.95,11.333333333333334
2007-04-18,22.47,1.95,11.523076923076923
2007-04-19,22.21,1.95,11.38974358974359
2007-04-20,22.23,1.95,11.4
2007-04-23,22.04,1.95,11.302564102564103
2007-04-24,21.96,1.95,11.261538461538462
2007-04-25,22.11,1.95,11.338461538461539
2007-04-26,22.18,1.95,11.374358974358975
2007-04-27,22.36,1.95,11.466666666666667
2007-04-30,22.18,1.95,11.374358974358975
2007-05-01,22.3,1.95,11.435897435897436
2007-05-02,22.37,1.95,11.471794871794872
2007-05-03,22.5,1.95,11.538461538461538
2007-05-04,22.49,1.95,11.533333333333333
2007-05-07,22.55,1.95,11.564102564102564
2007-05-08,22.54,1.95,11.558974358974359
2007-05-09,22.55,1.95,11.564102564102564
2007-05-10,22.25,1.95,11.41025641025641
2007-05-11,22.47,1.95,11.523076923076923
2007-05-14,22.39,1.95,11.482051282051282
2007-05-15,22.35,1.95,11.461538461538462
2007-05-16,22.43,1.95,11.502564102564103
2007-05-17,22.6,1.95,11.589743589743591
2007-05-18,22.55,1.95,11.564102564102564
2007-05-21,22.53,1.95,11.553846153846155
2007-05-22,22.42,1.95,11.4974358974359
2007-05-23,22.35,1.95,11.461538461538462
2007-05-24,22.23,1.95,11.4
2007-05-25,22.31,1.95,11.441025641025641
2007-05-29,22.12,1.95,11.343589743589744
2007-05-30,22.28,1.95,11.425641025641026
2007-05-31,22.46,1.95,11.517948717948718
2007-06-01,22.79,1.95,11.687179487179487
2007-06-04,22.73,1.95,11.656410256410258
2007-06-05,22.41,1.95,11.492307692307692
2007-06-06,22.39,1.95,11.482051282051282
2007-06-07,22.1,1.95,11.333333333333334
2007-06-08,22.43,1.95,11.502564102564103
2007-06-11,22.5,1.95,11.538461538461538
2007-06-12,22.19,1.95,11.37948717948718
2007-06-13,22.3,1.95,11.435897435897436
2007-06-14,22.28,1.95,11.425641025641026
2007-06-15,22.41,1.95,11.492307692307692
2007-06-18,22.42,1.95,11.4974358974359
2007-06-19,22.44,1.95,11.50769230769231
2007-06-20,22.17,1.95,11.36923076923077
2007-06-21,22.04,1.95,11.302564102564103
2007-06-22,21.8,1.95,11.17948717948718
2007-06-25,21.88,1.95,11.22051282051282
2007-06-26,22.19,1.95,11.37948717948718
2007-06-27,22.25,1.95,11.41025641025641
2007-06-28,22.49,1.95,11.533333333333333
2007-06-29,22.74,1.95,11.661538461538461
2007-07-02,22.59,1.95,11.584615384615384
2007-07-03,22.91,1.95,11.74871794871795
2007-07-05,22.57,1.95,11.574358974358974
2007-07-06,22.64,1.95,11.610256410256412
2007-07-09,21.85,1.95,11.205128205128206
2007-07-10,21.02,1.95,10.77948717948718
2007-07-11,21.04,1.95,10.789743589743589
2007-07-12,21.33,1.95,10.938461538461539
2007-07-13,21.33,1.95,10.938461538461539
2007-07-16,21.12,1.95,10.830769230769231
2007-07-17,21.16,1.95,10.851282051282052
2007-07-18,20.74,1.95,10.635897435897435
2007-07-19,20.38,1.95,10.451282051282051
2007-07-20,20.18,1.95,10.34871794871795
2007-07-23,20.01,1.95,10.261538461538462
2007-07-24,19.48,1.95,9.98974358974359
2007-07-25,19.71,1.95,10.107692307692309
2007-07-26,19.5,1.95,10.0
2007-07-27,19.59,1.95,10.046153846153846
2007-07-30,19.75,1.95,10.128205128205128
2007-07-31,19.2,1.95,9.846153846153847
2007-08-01,19.29,1.95,9.892307692307693
2007-08-02,19.26,1.95,9.876923076923077
2007-08-03,18.0,1.95,9.230769230769232
2007-08-06,18.65,1.95,9.564102564102564
2007-08-07,18.53,1.95,9.502564102564103
2007-08-08,18.77,1.95,9.625641025641025
2007-08-09,17.27,0.75,23.026666666666667
2007-08-10,18.09,0.75,24.12
2007-08-13,17.55,0.75,23.400000000000002
2007-08-14,16.66,0.75,22.213333333333335
2007-08-15,16.53,0.75,22.040000000000003
2007-08-16,17.38,0.75,23.173333333333332
2007-08-17,18.13,0.75,24.173333333333332
2007-08-20,18.0,0.75,24.0
2007-08-21,18.1,0.75,24.133333333333336
2007-08-22,17.89,0.75,23.853333333333335
2007-08-23,17.74,0.75,23.653333333333332
2007-08-24,17.85,0.75,23.8
2007-08-27,17.58,0.75,23.439999999999998
2007-08-28,17.0,0.75,22.666666666666668
2007-08-29,17.25,0.75,23.0
2007-08-30,16.97,0.75,22.626666666666665
2007-08-31,17.21,0.75,22.94666666666667
2007-09-04,17.28,0.75,23.040000000000003
2007-09-05,17.02,0.75,22.69333333333333
2007-09-06,17.04,0.75,22.72
2007-09-07,16.94,0.75,22.58666666666667
2007-09-10,16.82,0.75,22.426666666666666
2007-09-11,17.13,0.75,22.84
2007-09-12,16.91,0.75,22.546666666666667
2007-09-13,17.26,0.75,23.013333333333335
2007-09-14,17.33,0.75,23.106666666666666
2007-09-17,17.2,0.75,22.933333333333334
2007-09-18,18.06,0.75,24.08
2007-09-19,18.1,0.75,24.133333333333336
2007-09-20,17.75,0.75,23.666666666666668
2007-09-21,17.64,0.75,23.52
2007-09-24,17.36,0.75,23.146666666666665
2007-09-25,17.17,0.75,22.893333333333334
2007-09-26,17.23,0.75,22.973333333333333
2007-09-27,17.24,0.75,22.986666666666665
2007-09-28,16.98,0.75,22.64
2007-10-01,17.61,0.75,23.48
2007-10-02,17.9,0.75,23.866666666666664
2007-10-03,17.83,0.75,23.77333333333333
2007-10-04,17.92,0.75,23.893333333333334
2007-10-05,18.24,0.75,24.319999999999997
2007-10-08,18.14,0.75,24.186666666666667
2007-10-09,18.28,0.75,24.373333333333335
2007-10-10,18.01,0.75,24.013333333333335
2007-10-11,17.86,0.75,23.813333333333333
2007-10-12,18.02,0.75,24.026666666666667
2007-10-15,17.84,0.75,23.786666666666665
2007-10-16,16.97,0.75,22.626666666666665
2007-10-17,16.96,0.75,22.613333333333333
2007-10-18,17.15,0.75,22.866666666666664
2007-10-19,17.12,0.75,22.826666666666668
2007-10-22,17.26,0.75,23.013333333333335
2007-10-23,17.15,0.75,22.866666666666664
2007-10-24,17.04,0.75,22.72
2007-10-25,17.18,0.75,22.906666666666666
2007-10-26,17.66,1.13,15.628318584070797
2007-10-29,17.63,1.13,15.601769911504425
2007-10-30,17.65,1.13,15.619469026548673
2007-10-31,17.91,1.13,15.849557522123895
2007-11-01,16.92,1.13,14.973451327433631
2007-11-02,16.69,1.13,14.769911504424782
2007-11-05,16.45,1.13,14.557522123893806
2007-11-06,16.57,1.13,14.663716814159294
2007-11-07,15.78,1.13,13.964601769911505
2007-11-08,16.08,1.13,14.23008849557522
2007-11-09,16.26,1.13,14.389380530973455
2007-11-12,16.33,1.13,14.451327433628318
2007-11-13,17.08,1.13,15.11504424778761
2007-11-14,16.58,1.13,14.672566371681416
2007-11-15,16.08,1.13,14.23008849557522
2007-11-16,14.75,1.13,13.053097345132745
2007-11-19,14.2,1.13,12.56637168141593
2007-11-20,13.9,1.13,12.300884955752213
2007-11-21,14.07,1.13,12.45132743362832
2007-11-23,14.56,1.13,12.884955752212392
2007-11-26,13.51,1.13,11.955752212389381
2007-11-27,14.05,1.13,12.433628318584073
2007-11-28,15.26,1.13,13.504424778761063
2007-11-29,15.29,1.13,13.530973451327434
2007-11-30,15.69,1.13,13.88495575221239
2007-12-03,15.62,1.13,13.823008849557523
2007-12-04,15.24,1.13,13.486725663716816
2007-12-05,15.7,1.13,13.893805309734514
2007-12-06,16.25,1.13,14.380530973451329
2007-12-07,16.16,1.13,14.300884955752213
2007-12-10,16.77,1.13,14.840707964601771
2007-12-11,15.59,1.13,13.796460176991152
2007-12-12,15.25,1.13,13.495575221238939
2007-12-13,14.74,1.13,13.04424778761062
2007-12-14,14.17,1.13,12.53982300884956
2007-12-17,13.93,1.13,12.327433628318586
2007-12-18,14.2,1.13,12.56637168141593
2007-12-19,13.92,1.13,12.318584070796462
2007-12-20,13.88,1.13,12.283185840707967
2007-12-21,15.01,1.13,13.283185840707965
2007-12-24,14.92,1.13,13.203539823008851
2007-12-26,14.98,1.13,13.256637168141594
2007-12-27,14.69,1.13,13.0
2007-12-28,14.79,1.13,13.08849557522124
2007-12-31,14.76,1.13,13.061946902654869
2008-01-02,14.3,1.13,12.65486725663717
2008-01-03,14.08,1.13,12.460176991150444
2008-01-04,13.52,1.13,11.964601769911505
2008-01-07,14.06,1.13,12.442477876106196
2008-01-08,13.25,1.13,11.72566371681416
2008-01-09,13.23,1.13,11.707964601769913
2008-01-10,12.65,1.13,11.194690265486727
2008-01-11,12.48,1.13,11.04424778761062
2008-01-14,12.33,1.13,10.911504424778762
2008-01-15,12.12,1.13,10.725663716814159
2008-01-16,12.43,1.13,11.0
2008-01-17,11.35,1.13,10.04424778761062
2008-01-18,10.66,1.13,9.433628318584072
2008-01-22,11.1,1.13,9.823008849557523
2008-01-23,11.9,1.13,10.530973451327435
2008-01-24,12.11,1.13,10.716814159292037
2008-01-25,11.74,1.13,10.389380530973453
2008-01-28,12.58,1.13,11.13274336283186
2008-01-29,12.96,1.13,11.469026548672568
2008-01-30,12.89,1.13,11.407079646017701
2008-01-31,13.45,1.13,11.902654867256638
2008-02-01,14.11,1.13,12.486725663716815
2008-02-04,13.14,1.13,11.628318584070797
2008-02-05,12.9,1.13,11.415929203539825
2008-02-06,12.77,1.13,11.300884955752213
2008-02-07,12.97,1.13,11.477876106194692
2008-02-08,12.6,1.13,11.150442477876107
2008-02-11,12.27,1.13,10.858407079646017
2008-02-12,12.49,1.13,11.053097345132745
2008-02-13,12.73,1.13,11.265486725663719
2008-02-14,12.4,1.13,10.97345132743363
2008-02-15,12.71,1.13,11.24778761061947
2008-02-19,12.46,1.13,11.026548672566374
2008-02-20,12.7,1.13,11.238938053097346
2008-02-21,12.34,1.13,10.920353982300886
2008-02-22,12.72,1.13,11.256637168141594
2008-02-25,13.11,1.13,11.601769911504425
2008-02-26,13.18,0.25,52.72
2008-02-27,13.14,0.25,52.56
2008-02-28,12.5,0.25,50.0
2008-02-29,12.22,0.25,48.88
2008-03-03,12.44,0.25,49.76
2008-03-04,12.13,0.25,48.52
2008-03-05,11.64,0.25,46.56
2008-03-06,11.24,0.25,44.96
2008-03-07,11.48,0.25,45.92
2008-03-10,11.24,0.25,44.96
2008-03-11,12.1,0.25,48.4
2008-03-12,11.58,0.25,46.32
2008-03-13,11.91,0.25,47.64
2008-03-14,11.46,0.25,45.84
2008-03-17,10.22,0.25,40.88
2008-03-18,10.8,0.25,43.2
2008-03-19,10.62,0.25,42.48
2008-03-20,11.24,0.25,44.96
2008-03-24,11.67,0.25,46.68
2008-03-25,12.04,0.25,48.16
2008-03-26,11.37,0.25,45.48
2008-03-27,11.02,0.25,44.08
2008-03-28,10.7,0.25,42.8
2008-03-31,10.75,0.25,43.0
2008-04-01,11.47,0.25,45.88
2008-04-02,11.3,0.25,45.2
2008-04-03,11.27,0.25,45.08
2008-04-04,11.08,0.25,44.32
2008-04-07,11.42,0.25,45.68
2008-04-08,11.05,0.25,44.2
2008-04-09,10.55,0.25,42.2
2008-04-10,10.57,0.25,42.28
2008-04-11,9.91,0.25,39.64
2008-04-14,8.99,0.25,35.96
2008-04-15,9.3,0.25,37.2
2008-04-16,9.96,0.25,39.84
2008-04-17,10.04,0.25,40.16
2008-04-18,9.69,0.25,38.76
2008-04-21,9.43,0.25,37.72
2008-04-22,9.56,0.25,38.24
2008-04-23,9.12,0.25,36.48
2008-04-24,9.44,0.25,37.76
2008-04-25,9.69,0.25,38.76
2008-04-28,9.62,0.25,38.48
2008-04-29,9.59,0.25,38.36
2008-04-30,9.39,0.25,37.56
2008-05-01,9.86,0.25,39.44
2008-05-02,9.83,0.25,39.32
2008-05-05,9.72,0.25,38.88
2008-05-06,9.84,0.25,39.36
2008-05-07,9.46,0.25,37.84
2008-05-08,9.39,0.25,37.56
2008-05-09,9.17,0.25,36.68
2008-05-12,9.32,0.25,37.28
2008-05-13,9.32,0.25,37.28
2008-05-14,9.41,0.25,37.64
2008-05-15,9.4,0.25,37.6
2008-05-16,9.4,0.25,37.6
2008-05-19,9.38,0.25,37.52
2008-05-20,9.18,0.25,36.72
2008-05-21,8.98,0.25,35.92
2008-05-22,9.23,0.25,36.92
2008-05-23,9.15,0.25,36.6
2008-05-27,9.51,0.25,38.04
2008-05-28,9.04,0.25,36.16
2008-05-29,9.1,0.25,36.4
2008-05-30,8.91,0.25,35.64
2008-06-02,8.7,0.25,34.8
2008-06-03,8.51,0.25,34.04
2008-06-04,8.41,0.25,33.64
2008-06-05,8.39,0.25,33.56
2008-06-06,8.06,0.25,32.24
2008-06-09,7.68,0.25,30.72
2008-06-10,7.53,0.25,30.12
2008-06-11,6.92,0.25,27.68
2008-06-12,6.64,0.25,26.56
2008-06-13,6.53,0.25,26.12
2008-06-16,6.67,0.25,26.68
2008-06-17,6.1,0.25,24.4
2008-06-18,5.52,0.25,22.08
2008-06-19,5.14,0.25,20.56
2008-06-20,6.67,0.25,26.68
2008-06-23,5.8,0.25,23.2
2008-06-24,5.77,0.25,23.08
2008-06-25,6.02,0.25,24.08
2008-06-26,6.12,0.25,24.48
2008-06-27,6.11,0.25,24.44
2008-06-30,5.77,0.25,23.08
2008-07-01,6.03,0.25,24.12
2008-07-02,5.74,0.25,22.96
2008-07-03,5.49,0.25,21.96
2008-07-07,5.32,0.25,21.28
2008-07-08,6.18,0.25,24.72
2008-07-09,5.54,0.25,22.16
2008-07-10,5.72,0.25,22.88
2008-07-11,5.64,0.25,22.56
2008-07-14,4.67,0.25,18.68
2008-07-15,4.64,0.25,18.56
2008-07-16,5.69,0.25,22.76
2008-07-17,7.98,0.25,31.92
2008-07-18,7.03,0.25,28.12
2008-07-21,6.97,0.25,27.88
2008-07-22,7.9,0.25,31.6
2008-07-23,7.63,0.25,30.52
2008-07-24,6.96,0.25,27.84
2008-07-25,7.0,0.25,28.0
2008-07-28,6.43,0.25,25.72
2008-07-29,7.17,0.25,28.68
2008-07-30,7.17,0.25,28.68
2008-07-31,7.02,0.25,28.08
2008-08-01,7.34,0.25,29.36
2008-08-04,7.31,0.25,29.24
2008-08-05,7.77,0.25,31.08
2008-08-06,7.85,0.25,31.4
2008-08-07,7.29,0.25,29.16
2008-08-08,7.84,0.25,31.36
2008-08-11,8.1,0.59,13.728813559322035
2008-08-12,7.56,0.59,12.813559322033898
2008-08-13,7.12,0.59,12.067796610169493
2008-08-14,7.8,0.59,13.220338983050848
2008-08-15,7.97,0.59,13.508474576271187
2008-08-18,7.31,0.59,12.389830508474576
2008-08-19,7.1,0.59,12.033898305084746
2008-08-20,7.11,0.59,12.05084745762712
2008-08-21,6.97,0.59,11.813559322033898
2008-08-22,7.51,0.59,12.728813559322035
2008-08-25,7.0,0.59,11.864406779661017
2008-08-26,7.09,0.59,12.016949152542374
2008-08-27,7.05,0.59,11.949152542372882
2008-08-28,7.38,0.59,12.508474576271187
2008-08-29,7.32,0.59,12.40677966101695
2008-09-02,7.86,0.59,13.322033898305087
2008-09-03,8.09,0.59,13.711864406779661
2008-09-04,7.56,0.59,12.813559322033898
2008-09-05,8.35,0.59,14.152542372881356
2008-09-08,8.85,0.59,15.0
2008-09-09,8.48,0.59,14.372881355932204
2008-09-10,8.06,0.59,13.661016949152543
2008-09-11,8.3,0.59,14.067796610169493
2008-09-12,8.6,0.59,14.576271186440678
2008-09-15,8.2,0.59,13.898305084745763
2008-09-16,9.01,0.59,15.271186440677967
2008-09-17,8.14,0.59,13.796610169491528
2008-09-18,10.5,0.59,17.796610169491526
2008-09-19,12.75,0.59,21.610169491525426
2008-09-22,9.81,0.59,16.6271186440678
2008-09-23,9.05,0.59,15.33898305084746
2008-09-24,9.3,0.59,15.762711864406782
2008-09-25,9.23,0.59,15.644067796610171
2008-09-26,9.33,0.59,15.8135593220339
2008-09-29,7.45,0.59,12.627118644067798
2008-09-30,7.99,0.59,13.542372881355933
2008-10-01,9.8,0.59,16.610169491525426
2008-10-02,9.24,0.59,15.661016949152543
2008-10-03,10.72,0.59,18.16949152542373
2008-10-06,10.9,0.59,18.474576271186443
2008-10-07,9.31,0.59,15.779661016949154
2008-10-08,8.24,0.59,13.966101694915256
2008-10-09,6.79,0.59,11.508474576271187
2008-10-10,7.39,0.59,12.525423728813559
2008-10-13,6.75,0.59,11.440677966101696
2008-10-14,10.13,0.59,17.16949152542373
2008-10-15,8.6,0.59,14.576271186440678
2008-10-16,9.48,0.59,16.06779661016949
2008-10-17,9.25,0.59,15.677966101694915
2008-10-20,9.3,0.59,15.762711864406782
2008-10-21,9.76,0.59,16.542372881355934
2008-10-22,9.18,0.59,15.559322033898306
2008-10-23,8.42,0.59,14.271186440677967
2008-10-24,8.0,0.59,13.559322033898306
2008-10-27,9.17,0.59,15.542372881355933
2008-10-28,11.0,0.59,18.64406779661017
2008-10-29,10.07,0.59,17.06779661016949
2008-10-30,10.0,0.59,16.949152542372882
2008-10-31,9.45,0.59,16.016949152542374
2008-11-03,9.63,0.59,16.322033898305087
2008-11-04,10.73,0.59,18.186440677966104
2008-11-05,10.04,0.59,17.016949152542374
2008-11-06,9.75,0.59,16.52542372881356
2008-11-07,9.48,0.59,16.06779661016949
2008-11-10,8.79,0.77,11.415584415584414
2008-11-11,8.67,0.77,11.25974025974026
2008-11-12,7.91,0.77,10.272727272727273
2008-11-13,8.43,0.77,10.948051948051948
2008-11-14,7.79,0.77,10.116883116883116
2008-11-17,7.43,0.77,9.649350649350648
2008-11-18,7.49,0.77,9.727272727272727
2008-11-19,6.75,0.77,8.766233766233766
2008-11-20,6.28,0.77,8.155844155844155
2008-11-21,6.26,0.77,8.12987012987013
2008-11-24,7.22,0.77,9.376623376623376
2008-11-25,7.58,0.77,9.844155844155845
2008-11-26,7.76,0.77,10.077922077922077
2008-11-28,8.0,0.77,10.38961038961039
2008-12-01,6.6,0.77,8.571428571428571
2008-12-02,7.02,0.77,9.116883116883116
2008-12-03,7.65,0.77,9.935064935064934
2008-12-04,7.38,0.77,9.584415584415584
2008-12-05,7.94,0.77,10.311688311688313
2008-12-08,8.02,0.77,10.415584415584414
2008-12-09,7.92,0.77,10.285714285714285
2008-12-10,7.94,0.77,10.311688311688313
2008-12-11,7.37,0.77,9.571428571428571
2008-12-12,7.31,0.77,9.493506493506493
2008-12-15,6.97,0.77,9.05194805194805
2008-12-16,7.91,0.77,10.272727272727273
2008-12-17,7.75,0.77,10.064935064935066
2008-12-18,7.73,0.77,10.03896103896104
2008-12-19,7.31,0.77,9.493506493506493
2008-12-22,6.88,0.77,8.935064935064934
2008-12-23,6.94,0.77,9.012987012987013
2008-12-24,7.23,0.77,9.38961038961039
2008-12-26,7.02,0.77,9.116883116883116
2008-12-29,7.04,0.77,9.142857142857142
2008-12-30,7.13,0.77,9.25974025974026
2008-12-31,7.66,0.77,9.948051948051948
2009-01-02,7.98,0.77,10.363636363636363
2009-01-05,7.79,0.77,10.116883116883116
2009-01-06,7.7,0.77,10.0
2009-01-07,7.15,0.77,9.285714285714286
2009-01-08,7.02,0.77,9.116883116883116
2009-01-09,6.64,0.77,8.623376623376624
2009-01-12,6.01,0.77,7.805194805194804
2009-01-13,5.91,0.77,7.675324675324675
2009-01-14,4.95,0.77,6.428571428571429
2009-01-15,4.29,0.77,5.571428571428571
2009-01-16,4.56,0.77,5.922077922077921
2009-01-20,3.81,0.77,4.948051948051948
2009-01-21,4.61,0.77,5.987012987012987
2009-01-22,3.2,0.77,4.155844155844156
2009-01-23,3.27,0.77,4.246753246753246
2009-01-26,3.11,0.77,4.038961038961038
2009-01-27,3.13,0.77,4.064935064935065
2009-01-28,3.69,0.77,4.792207792207792
2009-01-29,3.43,0.77,4.454545454545455
2009-01-30,2.88,0.77,3.74025974025974
2009-02-02,2.02,0.77,2.623376623376623
2009-02-03,1.81,0.77,2.3506493506493507
2009-02-04,1.44,0.77,1.87012987012987
2009-02-05,1.79,0.77,2.3246753246753245
2009-02-06,2.36,0.77,3.0649350649350646
2009-02-09,2.61,0.77,3.3896103896103895
2009-02-10,1.96,0.77,2.5454545454545454
2009-02-11,1.88,0.77,2.4415584415584415
2009-02-12,1.81,0.77,2.3506493506493507
2009-02-13,1.69,0.77,2.1948051948051948
2009-02-17,1.31,0.77,1.7012987012987013
2009-02-18,1.31,0.77,1.7012987012987013
2009-02-19,1.03,0.77,1.3376623376623378
2009-02-20,1.36,0.77,1.7662337662337664
2009-02-23,1.16,0.77,1.5064935064935063
2009-02-24,1.41,-0.44,-3.204545454545454
2009-02-25,1.66,-0.44,-3.7727272727272725
2009-02-26,1.98,-0.44,-4.5
2009-02-27,1.46,-0.44,-3.318181818181818
2009-03-02,1.28,-0.44,-2.909090909090909
2009-03-03,1.2,-0.44,-2.727272727272727
2009-03-04,1.18,-0.44,-2.6818181818181817
2009-03-05,1.06,-0.44,-2.409090909090909
2009-03-06,1.02,-0.44,-2.3181818181818183
2009-03-09,1.08,-0.44,-2.4545454545454546
2009-03-10,1.34,-0.44,-3.0454545454545454
2009-03-11,1.25,-0.44,-2.840909090909091
2009-03-12,1.68,-0.44,-3.818181818181818
2009-03-13,1.56,-0.44,-3.5454545454545454
2009-03-16,1.76,-0.44,-4.0
2009-03-17,1.74,-0.44,-3.9545454545454546
2009-03-18,2.02,-0.44,-4.590909090909091
2009-03-19,1.8,-0.44,-4.090909090909091
2009-03-20,1.76,-0.44,-4.0
2009-03-23,2.09,-0.44,-4.75
2009-03-24,1.74,-0.44,-3.9545454545454546
2009-03-25,1.62,-0.44,-3.681818181818182
2009-03-26,1.59,-0.44,-3.6136363636363638
2009-03-27,1.68,-0.44,-3.818181818181818
2009-03-30,1.44,-0.44,-3.2727272727272725
2009-03-31,1.66,-0.44,-3.7727272727272725
2009-04-01,1.9,-0.44,-4.318181818181818
2009-04-02,1.96,-0.44,-4.454545454545454
2009-04-03,2.01,-0.44,-4.5681818181818175
2009-04-06,1.94,-0.44,-4.409090909090909
2009-04-07,1.75,-0.44,-3.977272727272727
2009-04-08,1.71,-0.44,-3.8863636363636362
2009-04-09,2.15,-0.44,-4.886363636363636
2009-04-13,2.86,-0.44,-6.5
2009-04-14,2.59,-0.44,-5.886363636363636
2009-04-15,3.06,-0.44,-6.954545454545455
2009-04-16,3.31,-0.44,-7.5227272727272725
2009-04-17,3.89,-0.44,-8.840909090909092
2009-04-20,3.11,-0.44,-7.0681818181818175
2009-04-21,3.45,-0.44,-7.840909090909092
2009-04-22,3.35,-0.44,-7.613636363636364
2009-04-23,3.47,-0.44,-7.886363636363637
2009-04-24,3.24,-0.44,-7.363636363636364
2009-04-27,2.97,-0.44,-6.75
2009-04-28,2.78,-0.44,-6.3181818181818175
2009-04-29,2.94,-0.44,-6.681818181818182
2009-04-30,2.79,-0.44,-6.340909090909091
2009-05-01,2.69,-0.44,-6.113636363636363
2009-05-04,2.92,-0.44,-6.636363636363636
2009-05-05,3.0,-0.44,-6.818181818181818
2009-05-06,3.45,-0.44,-7.840909090909092
2009-05-07,3.89,-0.44,-8.840909090909092
2009-05-08,5.2,-0.44,-11.818181818181818
2009-05-11,5.71,-0.44,-12.977272727272727
2009-05-12,5.18,-0.44,-11.772727272727272
