date,COST,COST_EPS,PE Ratio
2007-02-01,56.39,0.52,108.4423076923077
2007-02-02,56.01,0.52,107.71153846153845
2007-02-05,56.21,0.52,108.09615384615384
2007-02-06,56.57,0.52,108.78846153846153
2007-02-07,57.13,0.52,109.86538461538461
2007-02-08,56.62,0.52,108.88461538461537
2007-02-09,55.98,0.52,107.65384615384615
2007-02-12,55.8,0.52,107.30769230769229
2007-02-13,56.46,0.52,108.57692307692308
2007-02-14,57.05,0.52,109.71153846153845
2007-02-15,57.9,0.52,111.34615384615384
2007-02-16,57.8,0.52,111.15384615384615
2007-02-20,58.28,0.52,112.07692307692308
2007-02-21,58.18,0.52,111.88461538461539
2007-02-22,58.09,0.52,111.71153846153847
2007-02-23,57.47,0.52,110.51923076923076
2007-02-26,57.4,0.52,110.38461538461537
2007-02-27,55.4,0.52,106.53846153846153
2007-02-28,55.89,0.52,107.48076923076923
2007-03-01,56.0,0.52,107.6923076923077
2007-03-02,55.75,0.52,107.21153846153845
2007-03-05,55.25,0.52,106.25
2007-03-06,55.72,0.52,107.15384615384615
2007-03-07,56.12,0.52,107.92307692307692
2007-03-08,54.26,0.52,104.34615384615384
2007-03-09,54.34,0.52,104.5
2007-03-12,53.65,0.52,103.17307692307692
2007-03-13,52.96,0.52,101.84615384615384
2007-03-14,52.53,0.52,101.01923076923077
2007-03-15,53.19,0.52,102.28846153846153
2007-03-16,52.98,0.52,101.88461538461537
2007-03-19,53.24,0.52,102.38461538461539
2007-03-20,53.18,0.52,102.26923076923076
2007-03-21,54.34,0.52,104.5
2007-03-22,54.24,0.52,104.3076923076923
2007-03-23,54.56,0.52,104.92307692307692
2007-03-26,54.52,0.52,104.84615384615385
2007-03-27,54.13,0.52,104.09615384615385
2007-03-28,53.71,0.52,103.28846153846153
2007-03-29,53.7,0.52,103.26923076923077
2007-03-30,53.84,0.55,97.89090909090909
2007-04-02,53.91,0.55,98.0181818181818
2007-04-03,54.55,0.55,99.18181818181817
2007-04-04,54.45,0.55,99.0
2007-04-05,54.88,0.55,99.78181818181818
2007-04-09,54.82,0.55,99.67272727272727
2007-04-10,54.67,0.55,99.39999999999999
2007-04-11,54.03,0.55,98.23636363636363
2007-04-12,54.68,0.55,99.41818181818181
2007-04-13,54.16,0.55,98.47272727272725
2007-04-16,54.4,0.55,98.90909090909089
2007-04-17,55.6,0.55,101.09090909090908
2007-04-18,55.02,0.55,100.03636363636363
2007-04-19,55.32,0.55,100.58181818181818
2007-04-20,55.12,0.55,100.2181818181818
2007-04-23,54.88,0.55,99.78181818181818
2007-04-24,54.25,0.55,98.63636363636363
2007-04-25,54.27,0.55,98.67272727272727
2007-04-26,54.04,0.55,98.25454545454545
2007-04-27,54.46,0.55,99.01818181818182
2007-04-30,53.57,0.55,97.39999999999999
2007-05-01,53.46,0.55,97.19999999999999
2007-05-02,53.35,0.55,97.0
2007-05-03,53.14,0.55,96.61818181818181
2007-05-04,53.79,0.55,97.8
2007-05-07,54.08,0.55,98.32727272727271
2007-05-08,54.61,0.55,99.29090909090908
2007-05-09,54.94,0.55,99.89090909090908
2007-05-10,54.95,0.55,99.9090909090909
2007-05-11,54.97,0.55,99.94545454545454
2007-05-14,54.7,0.55,99.45454545454545
2007-05-15,54.21,0.55,98.56363636363636
2007-05-16,54.81,0.55,99.65454545454546
2007-05-17,55.58,0.55,101.05454545454545
2007-05-18,56.41,0.55,102.56363636363635
2007-05-21,55.77,0.55,101.39999999999999
2007-05-22,55.95,0.55,101.72727272727272
2007-05-23,56.02,0.55,101.85454545454546
2007-05-24,56.3,0.55,102.36363636363635
2007-05-25,56.4,0.55,102.54545454545453
2007-05-29,56.57,0.55,102.85454545454544
2007-05-30,56.53,0.55,102.78181818181818
2007-05-31,56.47,0.55,102.67272727272726
2007-06-01,56.29,0.55,102.34545454545453
2007-06-04,56.12,0.55,102.03636363636362
2007-06-05,55.45,0.55,100.81818181818181
2007-06-06,55.82,0.55,101.49090909090908
2007-06-07,55.26,0.55,100.47272727272725
2007-06-08,56.01,0.55,101.83636363636363
2007-06-11,55.7,0.55,101.27272727272727
2007-06-12,55.16,0.55,100.29090909090908
2007-06-13,55.97,0.55,101.76363636363635
2007-06-14,55.76,0.55,101.38181818181818
2007-06-15,56.09,0.5,112.18
2007-06-18,56.0,0.5,112.0
2007-06-19,56.33,0.5,112.66
2007-06-20,56.35,0.5,112.7
2007-06-21,57.19,0.5,114.38
2007-06-22,57.17,0.5,114.34
2007-06-25,57.2,0.5,114.4
2007-06-26,57.33,0.5,114.66
2007-06-27,58.38,0.5,116.76
2007-06-28,58.22,0.5,116.44
2007-06-29,58.52,0.5,117.04
2007-07-02,60.25,0.5,120.5
2007-07-03,60.08,0.5,120.16
2007-07-05,60.12,0.5,120.24
2007-07-06,61.44,0.5,122.88
2007-07-09,61.36,0.5,122.72
2007-07-10,60.51,0.5,121.02
2007-07-11,60.72,0.5,121.44
2007-07-12,61.74,0.5,123.48
2007-07-13,62.98,0.5,125.96
2007-07-16,61.85,0.5,123.7
2007-07-17,62.13,0.5,124.26
2007-07-18,62.42,0.5,124.84
2007-07-19,62.18,0.5,124.36
2007-07-20,61.25,0.5,122.5
2007-07-23,60.9,0.5,121.8
2007-07-24,60.15,0.5,120.3
2007-07-25,60.3,0.5,120.6
2007-07-26,59.05,0.5,118.1
2007-07-27,58.57,0.5,117.14
2007-07-30,59.48,0.5,118.96
2007-07-31,59.8,0.5,119.6
2007-08-01,60.12,0.5,120.24
2007-08-02,60.84,0.5,121.68
2007-08-03,60.49,0.5,120.98
2007-08-06,62.93,0.5,125.86
2007-08-07,64.39,0.5,128.78
2007-08-08,64.95,0.5,129.9
2007-08-09,63.24,0.5,126.48
2007-08-10,63.25,0.5,126.5
2007-08-13,61.78,0.5,123.56
2007-08-14,60.8,0.5,121.6
2007-08-15,58.49,0.5,116.98
2007-08-16,59.23,0.5,118.46
2007-08-17,58.37,0.5,116.74
2007-08-20,57.93,0.5,115.86
2007-08-21,60.28,0.5,120.56
2007-08-22,61.26,0.5,122.52
2007-08-23,60.85,0.5,121.7
2007-08-24,61.68,0.5,123.36
2007-08-27,61.03,0.5,122.06
2007-08-28,59.0,0.5,118.0
2007-08-29,61.31,0.5,122.62
2007-08-30,61.02,0.5,122.04
2007-08-31,61.75,0.5,123.5
2007-09-04,61.61,0.5,123.22
2007-09-05,59.0,0.5,118.0
2007-09-06,58.29,0.5,116.58
2007-09-07,57.0,0.5,114.0
2007-09-10,57.24,0.5,114.48
2007-09-11,58.59,0.5,117.18
2007-09-12,58.48,0.5,116.96
2007-09-13,59.95,0.5,119.9
2007-09-14,59.96,0.5,119.92
2007-09-17,59.51,0.5,119.02
2007-09-18,61.82,0.5,123.64
2007-09-19,61.92,0.5,123.84
2007-09-20,61.15,0.5,122.3
2007-09-21,60.72,0.5,121.44
2007-09-24,60.25,0.5,120.5
2007-09-25,59.38,0.5,118.76
2007-09-26,60.69,0.5,121.38
2007-09-27,61.12,0.5,122.24
2007-09-28,61.37,0.5,122.74
2007-10-01,61.81,0.5,123.62
2007-10-02,61.62,0.5,123.24
2007-10-03,61.92,0.5,123.84
2007-10-04,62.09,0.5,124.18
2007-10-05,63.27,0.5,126.54
2007-10-08,63.71,0.5,127.42
2007-10-09,63.31,0.5,126.62
2007-10-10,69.13,0.5,138.26
2007-10-11,69.24,0.5,138.48
2007-10-12,68.0,0.5,136.0
2007-10-15,66.57,0.5,133.14
2007-10-16,65.95,0.5,131.9
2007-10-17,66.52,0.5,133.04
2007-10-18,66.53,0.5,133.06
2007-10-19,65.7,0.5,131.4
2007-10-22,67.05,0.5,134.1
2007-10-23,66.19,0.5,132.38
2007-10-24,65.24,0.5,130.48
2007-10-25,64.82,2.42,26.785123966942148
2007-10-26,65.53,2.42,27.078512396694215
2007-10-29,67.0,2.42,27.685950413223143
2007-10-30,67.15,2.42,27.747933884297524
2007-10-31,67.26,2.42,27.79338842975207
2007-11-01,64.86,2.42,26.801652892561982
2007-11-02,65.58,2.42,27.09917355371901
2007-11-05,65.92,2.42,27.239669421487605
2007-11-06,67.29,2.42,27.805785123966945
2007-11-07,66.15,2.42,27.334710743801654
2007-11-08,66.58,2.42,27.512396694214875
2007-11-09,65.29,2.42,26.97933884297521
2007-11-12,65.73,2.42,27.16115702479339
2007-11-13,67.41,2.42,27.855371900826444
2007-11-14,66.06,2.42,27.297520661157026
2007-11-15,66.34,2.42,27.41322314049587
2007-11-16,66.8,2.42,27.60330578512397
2007-11-19,66.46,2.42,27.46280991735537
2007-11-20,66.33,2.42,27.40909090909091
2007-11-21,66.07,2.42,27.301652892561982
2007-11-23,66.97,2.42,27.673553719008265
2007-11-26,65.38,2.42,27.016528925619834
2007-11-27,65.95,2.42,27.25206611570248
2007-11-28,66.98,2.42,27.677685950413224
2007-11-29,67.09,2.42,27.72314049586777
2007-11-30,67.4,2.42,27.851239669421492
2007-12-03,66.94,2.42,27.66115702479339
2007-12-04,69.17,2.42,28.582644628099175
2007-12-05,69.65,2.42,28.780991735537192
2007-12-06,70.83,2.42,29.268595041322314
2007-12-07,71.83,2.42,29.681818181818183
2007-12-10,71.25,2.42,29.44214876033058
2007-12-11,69.96,2.42,28.909090909090907
2007-12-12,70.19,2.42,29.00413223140496
2007-12-13,68.54,2.42,28.32231404958678
2007-12-14,68.49,2.42,28.301652892561982
2007-12-17,68.17,2.42,28.16942148760331
2007-12-18,68.45,2.42,28.28512396694215
2007-12-19,68.4,2.42,28.264462809917358
2007-12-20,68.89,2.42,28.46694214876033
2007-12-21,70.08,0.6,116.8
2007-12-24,70.76,0.6,117.93333333333335
2007-12-26,70.59,0.6,117.65
2007-12-27,69.86,0.6,116.43333333333334
2007-12-28,70.22,0.6,117.03333333333333
2007-12-31,69.76,0.6,116.26666666666668
2008-01-02,68.14,0.6,113.56666666666668
2008-01-03,67.12,0.6,111.86666666666667
2008-01-04,65.65,0.6,109.41666666666669
2008-01-07,65.98,0.6,109.96666666666668
2008-01-08,64.97,0.6,108.28333333333333
2008-01-09,67.27,0.6,112.11666666666666
2008-01-10,69.86,0.6,116.43333333333334
2008-01-11,66.43,0.6,110.71666666666668
2008-01-14,64.71,0.6,107.85
2008-01-15,63.98,0.6,106.63333333333333
2008-01-16,64.1,0.6,106.83333333333333
2008-01-17,64.3,0.6,107.16666666666667
2008-01-18,64.53,0.6,107.55000000000001
2008-01-22,66.14,0.6,110.23333333333333
2008-01-23,68.61,0.6,114.35000000000001
2008-01-24,67.15,0.6,111.91666666666669
2008-01-25,65.46,0.6,109.1
2008-01-28,66.36,0.6,110.60000000000001
2008-01-29,66.68,0.6,111.13333333333335
2008-01-30,66.23,0.6,110.38333333333334
2008-01-31,67.94,0.6,113.23333333333333
2008-02-01,67.79,0.6,112.98333333333335
2008-02-04,66.98,0.6,111.63333333333334
2008-02-05,64.87,0.6,108.11666666666667
2008-02-06,63.71,0.6,106.18333333333334
2008-02-07,64.75,0.6,107.91666666666667
2008-02-08,63.24,0.6,105.4
2008-02-11,64.0,0.6,106.66666666666667
2008-02-12,64.41,0.6,107.35
2008-02-13,65.68,0.6,109.46666666666668
2008-02-14,64.01,0.6,106.68333333333335
2008-02-15,63.92,0.6,106.53333333333335
2008-02-19,62.83,0.6,104.71666666666667
2008-02-20,64.56,0.6,107.60000000000001
2008-02-21,64.97,0.6,108.28333333333333
2008-02-22,66.02,0.6,110.03333333333333
2008-02-25,65.63,0.6,109.38333333333333
2008-02-26,66.46,0.6,110.76666666666667
2008-02-27,64.49,0.6,107.48333333333333
2008-02-28,63.1,0.6,105.16666666666667
2008-02-29,61.92,0.6,103.2
2008-03-03,62.51,0.6,104.18333333333334
2008-03-04,62.39,0.6,103.98333333333333
2008-03-05,60.83,0.6,101.38333333333334
2008-03-06,60.04,0.6,100.06666666666666
2008-03-07,60.3,0.6,100.5
2008-03-10,60.25,0.6,100.41666666666667
2008-03-11,62.62,0.6,104.36666666666666
2008-03-12,62.6,0.6,104.33333333333334
2008-03-13,62.17,0.6,103.61666666666667
2008-03-14,60.86,0.6,101.43333333333334
2008-03-17,60.36,0.6,100.60000000000001
2008-03-18,61.67,0.6,102.78333333333335
2008-03-19,60.88,0.6,101.46666666666667
2008-03-20,63.42,0.6,105.7
2008-03-24,65.5,0.6,109.16666666666667
2008-03-25,66.59,0.6,110.98333333333335
2008-03-26,66.62,0.6,111.03333333333335
2008-03-27,65.26,0.6,108.76666666666668
2008-03-28,64.37,0.75,85.82666666666667
2008-03-31,64.97,0.75,86.62666666666667
2008-04-01,66.49,0.75,88.65333333333332
2008-04-02,66.25,0.75,88.33333333333333
2008-04-03,66.87,0.75,89.16000000000001
2008-04-04,66.45,0.75,88.60000000000001
2008-04-07,66.3,0.75,88.39999999999999
2008-04-08,66.93,0.75,89.24000000000001
2008-04-09,66.03,0.75,88.04
2008-04-10,66.52,0.75,88.69333333333333
2008-04-11,65.7,0.75,87.60000000000001
2008-04-14,65.32,0.75,87.09333333333332
2008-04-15,65.72,0.75,87.62666666666667
2008-04-16,67.24,0.75,89.65333333333332
2008-04-17,68.49,0.75,91.32
2008-04-18,69.43,0.75,92.57333333333334
2008-04-21,69.11,0.75,92.14666666666666
2008-04-22,68.08,0.75,90.77333333333333
2008-04-23,69.6,0.75,92.8
2008-04-24,70.22,0.75,93.62666666666667
2008-04-25,71.54,0.75,95.38666666666667
2008-04-28,70.83,0.75,94.44
2008-04-29,71.0,0.75,94.66666666666667
2008-04-30,71.25,0.75,95.0
2008-05-01,72.0,0.75,96.0
2008-05-02,72.14,0.75,96.18666666666667
2008-05-05,72.43,0.75,96.57333333333334
2008-05-06,72.65,0.75,96.86666666666667
2008-05-07,72.08,0.75,96.10666666666667
2008-05-08,71.2,0.75,94.93333333333334
2008-05-09,71.44,0.75,95.25333333333333
2008-05-12,73.68,0.75,98.24000000000001
2008-05-13,73.98,0.75,98.64
2008-05-14,74.22,0.75,98.96
2008-05-15,74.45,0.75,99.26666666666667
2008-05-16,73.27,0.75,97.69333333333333
2008-05-19,72.11,0.75,96.14666666666666
2008-05-20,71.39,0.75,95.18666666666667
2008-05-21,69.39,0.75,92.52
2008-05-22,70.76,0.75,94.34666666666668
2008-05-23,71.32,0.75,95.09333333333332
2008-05-27,72.59,0.75,96.78666666666668
2008-05-28,73.24,0.75,97.65333333333332
2008-05-29,72.98,0.75,97.30666666666667
2008-05-30,71.32,0.75,95.09333333333332
2008-06-02,70.33,0.75,93.77333333333333
2008-06-03,70.04,0.75,93.38666666666667
2008-06-04,70.81,0.75,94.41333333333334
2008-06-05,73.5,0.75,98.0
2008-06-06,71.19,0.75,94.92
2008-06-09,71.33,0.75,95.10666666666667
2008-06-10,70.46,0.75,93.94666666666666
2008-06-11,68.87,0.75,91.82666666666667
2008-06-12,68.2,0.75,90.93333333333334
2008-06-13,70.32,0.68,103.41176470588233
2008-06-16,70.42,0.68,103.55882352941175
2008-06-17,69.93,0.68,102.83823529411765
2008-06-18,68.96,0.68,101.41176470588233
2008-06-19,70.24,0.68,103.29411764705881
2008-06-20,68.73,0.68,101.07352941176471
2008-06-23,68.44,0.68,100.6470588235294
2008-06-24,69.26,0.68,101.8529411764706
2008-06-25,70.89,0.68,104.25
2008-06-26,69.03,0.68,101.51470588235294
2008-06-27,70.26,0.68,103.32352941176471
2008-06-30,70.14,0.68,103.1470588235294
2008-07-01,72.55,0.68,106.69117647058822
2008-07-02,72.13,0.68,106.0735294117647
2008-07-03,72.23,0.68,106.22058823529412
2008-07-07,72.87,0.68,107.16176470588235
2008-07-08,74.66,0.68,109.79411764705881
2008-07-09,72.15,0.68,106.1029411764706
2008-07-10,70.86,0.68,104.20588235294117
2008-07-11,69.83,0.68,102.69117647058823
2008-07-14,69.57,0.68,102.30882352941175
2008-07-15,69.57,0.68,102.30882352941175
2008-07-16,72.58,0.68,106.73529411764704
2008-07-17,74.13,0.68,109.01470588235293
2008-07-18,72.23,0.68,106.22058823529412
2008-07-21,69.66,0.68,102.44117647058822
2008-07-22,72.0,0.68,105.88235294117646
2008-07-23,63.43,0.68,93.27941176470587
2008-07-24,62.98,0.68,92.61764705882352
2008-07-25,61.76,0.68,90.8235294117647
2008-07-28,60.35,0.68,88.75
2008-07-29,61.78,0.68,90.85294117647058
2008-07-30,63.0,0.68,92.6470588235294
2008-07-31,62.68,0.68,92.17647058823529
2008-08-01,62.2,0.68,91.47058823529412
2008-08-04,62.52,0.68,91.94117647058823
2008-08-05,64.63,0.68,95.04411764705881
2008-08-06,65.72,0.68,96.6470588235294
2008-08-07,65.82,0.68,96.79411764705881
2008-08-08,66.99,0.68,98.51470588235293
2008-08-11,67.1,0.68,98.67647058823528
2008-08-12,67.78,0.68,99.67647058823529
2008-08-13,66.95,0.68,98.45588235294117
2008-08-14,67.14,0.68,98.73529411764706
2008-08-15,68.0,0.68,99.99999999999999
2008-08-18,67.41,0.68,99.13235294117646
2008-08-19,66.46,0.68,97.73529411764704
2008-08-20,65.94,0.68,96.9705882352941
2008-08-21,66.25,0.68,97.42647058823529
2008-08-22,67.43,0.68,99.16176470588236
2008-08-25,66.45,0.68,97.72058823529412
2008-08-26,66.52,0.68,97.8235294117647
2008-08-27,66.71,0.68,98.10294117647057
2008-08-28,67.81,0.68,99.72058823529412
2008-08-29,67.06,0.68,98.61764705882352
2008-09-02,68.26,0.68,100.38235294117646
2008-09-03,68.33,0.68,100.48529411764704
2008-09-04,67.36,0.68,99.05882352941175
2008-09-05,68.44,0.68,100.6470588235294
2008-09-08,68.93,0.68,101.36764705882354
2008-09-09,68.63,0.68,100.92647058823528
2008-09-10,69.43,0.68,102.1029411764706
2008-09-11,70.37,0.68,103.48529411764706
2008-09-12,69.55,0.68,102.27941176470587
2008-09-15,68.95,0.68,101.3970588235294
2008-09-16,68.88,0.68,101.29411764705881
2008-09-17,65.37,0.68,96.13235294117646
2008-09-18,68.23,0.68,100.33823529411765
2008-09-19,66.09,0.68,97.19117647058823
2008-09-22,64.32,0.68,94.58823529411762
2008-09-23,64.16,0.68,94.35294117647058
2008-09-24,64.79,0.68,95.27941176470588
2008-09-25,65.98,0.68,97.02941176470588
2008-09-26,66.29,0.68,97.48529411764706
2008-09-29,63.2,0.68,92.94117647058823
2008-09-30,64.93,0.68,95.48529411764706
2008-10-01,64.69,0.68,95.13235294117646
2008-10-02,61.92,0.68,91.05882352941175
2008-10-03,62.6,0.68,92.05882352941175
2008-10-06,60.47,0.68,88.92647058823529
2008-10-07,57.8,0.68,84.99999999999999
2008-10-08,57.06,0.68,83.91176470588235
2008-10-09,54.4,0.68,79.99999999999999
2008-10-10,53.9,0.68,79.26470588235293
2008-10-13,59.52,0.68,87.52941176470588
2008-10-14,58.41,0.68,85.8970588235294
2008-10-15,53.61,0.68,78.83823529411764
2008-10-16,57.79,2.95,19.589830508474574
2008-10-17,57.98,2.95,19.65423728813559
2008-10-20,58.08,2.95,19.688135593220338
2008-10-21,55.86,2.95,18.935593220338983
2008-10-22,53.55,2.95,18.152542372881353
2008-10-23,52.21,2.95,17.698305084745762
2008-10-24,50.93,2.95,17.264406779661016
2008-10-27,51.9,2.95,17.59322033898305
2008-10-28,57.48,2.95,19.484745762711864
2008-10-29,56.88,2.95,19.28135593220339
2008-10-30,56.97,2.95,19.31186440677966
2008-10-31,57.01,2.95,19.325423728813558
2008-11-03,53.47,2.95,18.12542372881356
2008-11-04,55.09,2.95,18.674576271186442
2008-11-05,53.71,2.95,18.20677966101695
2008-11-06,53.51,2.95,18.138983050847457
2008-11-07,54.07,2.95,18.328813559322032
2008-11-10,53.0,2.95,17.966101694915253
2008-11-11,52.28,2.95,17.722033898305085
2008-11-12,48.78,2.95,16.53559322033898
2008-11-13,49.97,2.95,16.938983050847455
2008-11-14,48.06,2.95,16.291525423728814
2008-11-17,47.31,2.95,16.03728813559322
2008-11-18,46.76,2.95,15.850847457627117
2008-11-19,45.27,2.95,15.345762711864406
2008-11-20,44.99,2.95,15.250847457627119
2008-11-21,46.71,2.95,15.833898305084745
2008-11-24,49.45,2.95,16.76271186440678
2008-11-25,50.67,2.95,17.176271186440676
2008-11-26,51.45,2.95,17.440677966101696
2008-11-28,51.47,2.95,17.44745762711864
2008-12-01,47.91,2.95,16.240677966101693
2008-12-02,50.1,2.95,16.983050847457626
2008-12-03,51.42,2.95,17.43050847457627
2008-12-04,52.75,2.95,17.881355932203387
2008-12-05,55.58,2.95,18.840677966101694
2008-12-08,55.19,2.95,18.708474576271186
2008-12-09,53.1,2.95,18.0
2008-12-10,53.69,2.95,18.2
2008-12-11,52.06,2.95,17.647457627118644
2008-12-12,53.4,2.95,18.101694915254235
2008-12-15,52.74,2.95,17.877966101694916
2008-12-16,53.03,2.95,17.976271186440677
2008-12-17,53.94,2.95,18.28474576271186
2008-12-18,54.15,2.95,18.35593220338983
2008-12-19,53.79,0.61,88.18032786885246
2008-12-22,52.72,0.61,86.42622950819673
2008-12-23,51.47,0.61,84.37704918032787
2008-12-24,51.69,0.61,84.73770491803279
2008-12-26,51.47,0.61,84.37704918032787
2008-12-29,50.83,0.61,83.32786885245902
2008-12-30,51.13,0.61,83.81967213114754
2008-12-31,52.5,0.61,86.06557377049181
2009-01-02,53.35,0.61,87.45901639344262
2009-01-05,52.29,0.61,85.72131147540983
2009-01-06,51.45,0.61,84.34426229508198
2009-01-07,50.12,0.61,82.1639344262295
2009-01-08,50.65,0.61,83.0327868852459
2009-01-09,49.14,0.61,80.55737704918033
2009-01-12,49.43,0.61,81.0327868852459
2009-01-13,48.94,0.61,80.22950819672131
2009-01-14,47.63,0.61,78.08196721311477
2009-01-15,48.47,0.61,79.45901639344262
2009-01-16,48.8,0.61,80.0
2009-01-20,47.22,0.61,77.40983606557377
2009-01-21,47.9,0.61,78.52459016393442
2009-01-22,47.45,0.61,77.78688524590164
2009-01-23,46.97,0.61,77.0
2009-01-26,47.35,0.61,77.62295081967214
2009-01-27,47.9,0.61,78.52459016393442
2009-01-28,47.81,0.61,78.37704918032787
2009-01-29,46.45,0.61,76.14754098360656
2009-01-30,45.03,0.61,73.81967213114754
2009-02-02,45.3,0.61,74.26229508196721
2009-02-03,46.12,0.61,75.60655737704917
2009-02-04,42.98,0.61,70.45901639344262
2009-02-05,43.83,0.61,71.85245901639344
2009-02-06,45.21,0.61,74.11475409836066
2009-02-09,45.17,0.61,74.04918032786885
2009-02-10,43.97,0.61,72.08196721311475
2009-02-11,43.54,0.61,71.37704918032787
2009-02-12,44.32,0.61,72.65573770491804
2009-02-13,42.76,0.61,70.09836065573771
2009-02-17,42.12,0.61,69.04918032786885
2009-02-18,42.38,0.61,69.47540983606558
2009-02-19,42.62,0.61,69.8688524590164
2009-02-20,42.76,0.61,70.09836065573771
2009-02-23,41.17,0.61,67.49180327868852
2009-02-24,42.55,0.61,69.75409836065573
2009-02-25,42.0,0.61,68.85245901639344
2009-02-26,41.55,0.61,68.11475409836065
2009-02-27,42.34,0.61,69.40983606557377
2009-03-02,40.84,0.61,66.95081967213116
2009-03-03,40.69,0.61,66.70491803278688
2009-03-04,40.81,0.61,66.9016393442623
2009-03-05,39.56,0.61,64.85245901639345
2009-03-06,38.98,0.61,63.90163934426229
2009-03-09,38.44,0.61,63.01639344262295
2009-03-10,40.14,0.61,65.80327868852459
2009-03-11,39.56,0.61,64.85245901639345
2009-03-12,40.86,0.61,66.98360655737704
2009-03-13,42.2,0.61,69.18032786885246
2009-03-16,42.12,0.61,69.04918032786885
2009-03-17,43.98,0.61,72.09836065573771
2009-03-18,44.46,0.55,80.83636363636363
2009-03-19,45.12,0.55,82.03636363636363
2009-03-20,44.83,0.55,81.5090909090909
2009-03-23,47.54,0.55,86.43636363636362
2009-03-24,46.36,0.55,84.29090909090908
2009-03-25,46.81,0.55,85.10909090909091
2009-03-26,48.46,0.55,88.10909090909091
2009-03-27,47.4,0.55,86.18181818181817
2009-03-30,46.25,0.55,84.09090909090908
2009-03-31,46.32,0.55,84.21818181818182
2009-04-01,46.35,0.55,84.27272727272727
2009-04-02,48.07,0.55,87.39999999999999
2009-04-03,48.91,0.55,88.92727272727271
2009-04-06,47.74,0.55,86.8
2009-04-07,46.39,0.55,84.34545454545454
2009-04-08,47.7,0.55,86.72727272727272
2009-04-09,46.9,0.55,85.27272727272727
2009-04-13,46.41,0.55,84.38181818181818
2009-04-14,45.35,0.55,82.45454545454545
2009-04-15,45.66,0.55,83.0181818181818
2009-04-16,46.23,0.55,84.05454545454545
2009-04-17,45.77,0.55,83.21818181818182
2009-04-20,44.34,0.55,80.61818181818182
2009-04-21,46.46,0.55,84.47272727272727
2009-04-22,47.07,0.55,85.58181818181818
2009-04-23,46.83,0.55,85.14545454545454
2009-04-24,48.17,0.55,87.58181818181818
2009-04-27,47.64,0.55,86.61818181818181
2009-04-28,47.07,0.55,85.58181818181818
2009-04-29,47.67,0.55,86.67272727272727
2009-04-30,48.6,0.55,88.36363636363636
2009-05-01,47.69,0.55,86.7090909090909
2009-05-04,47.71,0.55,86.74545454545454
2009-05-05,47.65,0.55,86.63636363636363
2009-05-06,46.87,0.55,85.2181818181818
2009-05-07,45.93,0.55,83.5090909090909
2009-05-08,46.6,0.55,84.72727272727272
2009-05-11,46.02,0.55,83.67272727272727
2009-05-12,46.91,0.55,85.29090909090908
2009-05-13,45.65,0.55,82.99999999999999
2009-05-14,44.8,0.55,81.45454545454544
2009-05-15,44.75,0.55,81.36363636363636
2009-05-18,46.09,0.55,83.8
2009-05-19,47.21,0.55,85.83636363636363
2009-05-20,48.78,0.55,88.69090909090909
2009-05-21,48.31,0.55,87.83636363636363
2009-05-22,48.3,0.55,87.81818181818181
2009-05-26,49.14,0.55,89.34545454545454
2009-05-27,48.83,0.55,88.78181818181817
2009-05-28,47.97,0.55,87.2181818181818
2009-05-29,48.52,0.55,88.21818181818182
2009-06-01,49.7,0.55,90.36363636363636
2009-06-02,49.45,0.55,89.9090909090909
2009-06-03,48.47,0.55,88.12727272727271
2009-06-04,47.87,0.55,87.03636363636363
2009-06-05,47.64,0.55,86.61818181818181
2009-06-08,47.53,0.55,86.41818181818181
2009-06-09,47.13,0.55,85.69090909090909
2009-06-10,46.59,0.55,84.7090909090909
2009-06-11,46.27,0.55,84.12727272727273
2009-06-12,47.03,0.48,97.97916666666667
2009-06-15,46.33,0.48,96.52083333333333
2009-06-16,45.95,0.48,95.72916666666667
2009-06-17,46.59,0.48,97.06250000000001
2009-06-18,46.24,0.48,96.33333333333334
2009-06-19,46.11,0.48,96.0625
2009-06-22,45.35,0.48,94.47916666666667
2009-06-23,45.07,0.48,93.89583333333334
2009-06-24,45.04,0.48,93.83333333333333
2009-06-25,46.28,0.48,96.41666666666667
2009-06-26,46.41,0.48,96.6875
2009-06-29,46.2,0.48,96.25000000000001
2009-06-30,45.78,0.48,95.375
2009-07-01,45.79,0.48,95.39583333333333
2009-07-02,44.64,0.48,93.0
2009-07-06,45.7,0.48,95.20833333333334
2009-07-07,44.54,0.48,92.79166666666667
2009-07-08,46.02,0.48,95.87500000000001
2009-07-09,45.5,0.48,94.79166666666667
2009-07-10,44.97,0.48,93.6875
2009-07-13,44.97,0.48,93.6875
2009-07-14,45.03,0.48,93.8125
2009-07-15,46.9,0.48,97.70833333333333
2009-07-16,47.49,0.48,98.93750000000001
2009-07-17,47.48,0.48,98.91666666666666
2009-07-20,48.47,0.48,100.97916666666667
2009-07-21,48.38,0.48,100.79166666666667
2009-07-22,48.82,0.48,101.70833333333334
2009-07-23,48.6,0.48,101.25
2009-07-24,49.13,0.48,102.35416666666667
2009-07-27,48.68,0.48,101.41666666666667
2009-07-28,48.84,0.48,101.75000000000001
2009-07-29,48.77,0.48,101.60416666666667
2009-07-30,49.25,0.48,102.60416666666667
2009-07-31,49.5,0.48,103.125
2009-08-03,50.0,0.48,104.16666666666667
