date,SWK,SWK_EPS,PE Ratio
2007-02-09,57.0,1.11,51.35135135135135
2007-02-12,56.48,1.11,50.882882882882875
2007-02-13,56.71,1.11,51.09009009009009
2007-02-14,57.38,1.11,51.69369369369369
2007-02-15,57.59,1.11,51.88288288288288
2007-02-16,57.05,1.11,51.39639639639639
2007-02-20,57.53,1.11,51.828828828828826
2007-02-21,57.91,1.11,52.17117117117116
2007-02-22,57.63,1.11,51.91891891891892
2007-02-23,57.62,1.11,51.909909909909906
2007-02-26,57.72,1.11,51.99999999999999
2007-02-27,55.41,3.55,15.608450704225351
2007-02-28,55.57,3.55,15.653521126760564
2007-03-01,55.51,3.55,15.63661971830986
2007-03-02,54.39,3.55,15.32112676056338
2007-03-05,53.05,3.55,14.943661971830986
2007-03-06,55.59,3.55,15.659154929577467
2007-03-07,55.95,3.55,15.760563380281692
2007-03-08,56.59,3.55,15.940845070422537
2007-03-09,56.4,3.55,15.887323943661972
2007-03-12,56.6,3.55,15.943661971830988
2007-03-13,55.56,3.55,15.650704225352115
2007-03-14,54.45,3.55,15.338028169014086
2007-03-15,54.28,3.55,15.290140845070423
2007-03-16,53.78,3.55,15.149295774647888
2007-03-19,54.08,3.55,15.23380281690141
2007-03-20,54.56,3.55,15.369014084507043
2007-03-21,55.59,3.55,15.659154929577467
2007-03-22,55.62,3.55,15.667605633802816
2007-03-23,55.95,3.55,15.760563380281692
2007-03-26,55.4,3.55,15.605633802816902
2007-03-27,55.4,3.55,15.605633802816902
2007-03-28,55.17,3.55,15.540845070422536
2007-03-29,55.32,3.55,15.583098591549296
2007-03-30,55.36,3.55,15.5943661971831
2007-04-02,55.81,3.55,15.721126760563381
2007-04-03,56.53,3.55,15.923943661971832
2007-04-04,56.55,3.55,15.929577464788732
2007-04-05,56.5,3.55,15.91549295774648
2007-04-09,56.12,3.55,15.808450704225352
2007-04-10,56.0,3.55,15.774647887323944
2007-04-11,55.18,3.55,15.543661971830987
2007-04-12,55.33,3.55,15.585915492957747
2007-04-13,55.71,3.55,15.692957746478875
2007-04-16,57.02,3.55,16.061971830985918
2007-04-17,57.4,3.55,16.169014084507044
2007-04-18,57.74,3.55,16.26478873239437
2007-04-19,57.91,3.55,16.312676056338027
2007-04-20,58.47,3.55,16.470422535211267
2007-04-23,58.54,3.55,16.490140845070425
2007-04-24,59.45,3.55,16.74647887323944
2007-04-25,61.01,3.55,17.185915492957747
2007-04-26,59.87,3.55,16.864788732394366
2007-04-27,60.08,3.55,16.92394366197183
2007-04-30,58.28,3.55,16.416901408450705
2007-05-01,58.56,0.82,71.41463414634147
2007-05-02,58.84,0.82,71.75609756097562
2007-05-03,59.37,0.82,72.40243902439025
2007-05-04,59.37,0.82,72.40243902439025
2007-05-07,59.51,0.82,72.57317073170732
2007-05-08,59.7,0.82,72.8048780487805
2007-05-09,60.34,0.82,73.58536585365854
2007-05-10,59.5,0.82,72.5609756097561
2007-05-11,60.01,0.82,73.1829268292683
2007-05-14,59.76,0.82,72.8780487804878
2007-05-15,58.96,0.82,71.90243902439025
2007-05-16,59.66,0.82,72.7560975609756
2007-05-17,59.22,0.82,72.21951219512195
2007-05-18,59.83,0.82,72.96341463414635
2007-05-21,60.94,0.82,74.3170731707317
2007-05-22,61.54,0.82,75.04878048780488
2007-05-23,62.28,0.82,75.95121951219512
2007-05-24,61.33,0.82,74.79268292682927
2007-05-25,61.77,0.82,75.32926829268294
2007-05-29,62.27,0.82,75.93902439024392
2007-05-30,62.86,0.82,76.65853658536585
2007-05-31,63.23,0.82,77.10975609756098
2007-06-01,63.13,0.82,76.98780487804879
2007-06-04,62.65,0.82,76.40243902439025
2007-06-05,62.93,0.82,76.7439024390244
2007-06-06,61.24,0.82,74.6829268292683
2007-06-07,59.57,0.82,72.64634146341464
2007-06-08,60.44,0.82,73.70731707317073
2007-06-11,59.97,0.82,73.13414634146342
2007-06-12,59.18,0.82,72.17073170731707
2007-06-13,60.84,0.82,74.19512195121952
2007-06-14,60.82,0.82,74.17073170731707
2007-06-15,60.92,0.82,74.29268292682927
2007-06-18,60.74,0.82,74.07317073170732
2007-06-19,60.85,0.82,74.20731707317074
2007-06-20,60.6,0.82,73.90243902439025
2007-06-21,60.34,0.82,73.58536585365854
2007-06-22,59.5,0.82,72.5609756097561
2007-06-25,60.87,0.82,74.23170731707317
2007-06-26,60.65,0.82,73.96341463414635
2007-06-27,61.16,0.82,74.58536585365853
2007-06-28,61.14,0.82,74.5609756097561
2007-06-29,60.7,0.82,74.02439024390245
2007-07-02,61.72,0.82,75.26829268292683
2007-07-03,62.11,0.82,75.7439024390244
2007-07-05,61.86,0.82,75.4390243902439
2007-07-06,62.65,0.82,76.40243902439025
2007-07-09,61.98,0.82,75.58536585365854
2007-07-10,60.77,0.82,74.10975609756099
2007-07-11,61.22,0.82,74.65853658536585
2007-07-12,63.35,0.82,77.25609756097562
2007-07-13,62.74,0.82,76.51219512195122
2007-07-16,62.82,0.82,76.60975609756098
2007-07-17,63.35,0.82,77.25609756097562
2007-07-18,62.75,0.82,76.52439024390245
2007-07-19,63.92,0.82,77.95121951219512
2007-07-20,62.5,0.82,76.21951219512195
2007-07-23,62.27,0.82,75.93902439024392
2007-07-24,60.98,0.82,74.36585365853658
2007-07-25,60.87,0.82,74.23170731707317
2007-07-26,58.3,0.82,71.09756097560975
2007-07-27,55.46,0.82,67.63414634146342
2007-07-30,55.8,1.03,54.1747572815534
2007-07-31,55.33,1.03,53.71844660194174
2007-08-01,55.37,1.03,53.75728155339805
2007-08-02,55.94,1.03,54.310679611650485
2007-08-03,53.91,1.03,52.33980582524271
2007-08-06,55.09,1.03,53.48543689320388
2007-08-07,55.34,1.03,53.72815533980583
2007-08-08,56.61,1.03,54.961165048543684
2007-08-09,56.16,1.03,54.52427184466019
2007-08-10,56.55,1.03,54.90291262135922
2007-08-13,56.5,1.03,54.85436893203883
2007-08-14,54.81,1.03,53.21359223300971
2007-08-15,53.91,1.03,52.33980582524271
2007-08-16,54.46,1.03,52.87378640776699
2007-08-17,56.32,1.03,54.679611650485434
2007-08-20,56.24,1.03,54.601941747572816
2007-08-21,55.87,1.03,54.24271844660194
2007-08-22,57.24,1.03,55.57281553398058
2007-08-23,56.3,1.03,54.66019417475728
2007-08-24,56.93,1.03,55.271844660194176
2007-08-27,56.52,1.03,54.87378640776699
2007-08-28,53.96,1.03,52.3883495145631
2007-08-29,55.56,1.03,53.94174757281554
2007-08-30,55.85,1.03,54.22330097087379
2007-08-31,56.74,1.03,55.0873786407767
2007-09-04,56.88,1.03,55.22330097087379
2007-09-05,55.37,1.03,53.75728155339805
2007-09-06,55.78,1.03,54.15533980582524
2007-09-07,53.78,1.03,52.213592233009706
2007-09-10,53.14,1.03,51.592233009708735
2007-09-11,53.54,1.03,51.980582524271846
2007-09-12,53.62,1.03,52.05825242718446
2007-09-13,54.05,1.03,52.4757281553398
2007-09-14,54.61,1.03,53.019417475728154
2007-09-17,54.37,1.03,52.78640776699029
2007-09-18,57.11,1.03,55.44660194174757
2007-09-19,57.99,1.03,56.30097087378641
2007-09-20,57.04,1.03,55.37864077669903
2007-09-21,57.09,1.03,55.42718446601942
2007-09-24,56.23,1.03,54.592233009708735
2007-09-25,55.0,1.03,53.398058252427184
2007-09-26,54.54,1.03,52.95145631067961
2007-09-27,55.87,1.03,54.24271844660194
2007-09-28,56.13,1.03,54.49514563106796
2007-10-01,56.3,1.03,54.66019417475728
2007-10-02,56.19,1.03,54.55339805825243
2007-10-03,55.95,1.03,54.320388349514566
2007-10-04,55.47,1.03,53.85436893203883
2007-10-05,56.9,1.03,55.24271844660194
2007-10-08,57.02,1.03,55.359223300970875
2007-10-09,57.36,1.03,55.689320388349515
2007-10-10,57.94,1.03,56.252427184466015
2007-10-11,57.73,1.03,56.04854368932038
2007-10-12,57.61,1.03,55.932038834951456
2007-10-15,55.76,1.03,54.13592233009708
2007-10-16,55.79,1.03,54.165048543689316
2007-10-17,55.08,1.03,53.4757281553398
2007-10-18,55.52,1.03,53.90291262135923
2007-10-19,55.19,1.03,53.582524271844655
2007-10-22,56.02,1.03,54.38834951456311
2007-10-23,55.83,1.03,54.203883495145625
2007-10-24,58.05,1.03,56.35922330097087
2007-10-25,57.43,1.03,55.75728155339806
2007-10-26,57.62,1.03,55.94174757281553
2007-10-29,57.56,1.11,51.85585585585585
2007-10-30,57.61,1.11,51.90090090090089
2007-10-31,57.55,1.11,51.84684684684684
2007-11-01,55.41,1.11,49.91891891891891
2007-11-02,55.28,1.11,49.8018018018018
2007-11-05,54.24,1.11,48.86486486486486
2007-11-06,54.38,1.11,48.99099099099099
2007-11-07,52.19,1.11,47.01801801801801
2007-11-08,53.12,1.11,47.85585585585585
2007-11-09,52.05,1.11,46.89189189189189
2007-11-12,51.77,1.11,46.63963963963964
2007-11-13,53.3,1.11,48.01801801801801
2007-11-14,52.27,1.11,47.09009009009009
2007-11-15,52.24,1.11,47.06306306306306
2007-11-16,51.5,1.11,46.39639639639639
2007-11-19,49.56,1.11,44.648648648648646
2007-11-20,50.04,1.11,45.081081081081074
2007-11-21,49.65,1.11,44.729729729729726
2007-11-23,49.84,1.11,44.9009009009009
2007-11-26,49.77,1.11,44.83783783783784
2007-11-27,50.38,1.11,45.387387387387385
2007-11-28,51.23,1.11,46.15315315315315
2007-11-29,51.42,1.11,46.32432432432432
2007-11-30,52.15,1.11,46.981981981981974
2007-12-03,50.95,1.11,45.9009009009009
2007-12-04,50.55,1.11,45.54054054054053
2007-12-05,50.41,1.11,45.41441441441441
2007-12-06,51.09,1.11,46.027027027027025
2007-12-07,51.16,1.11,46.09009009009009
2007-12-10,51.14,1.11,46.07207207207207
2007-12-11,49.54,1.11,44.63063063063063
2007-12-12,51.13,1.11,46.06306306306306
2007-12-13,51.05,1.11,45.99099099099099
2007-12-14,48.93,1.11,44.081081081081074
2007-12-17,47.68,1.11,42.95495495495495
2007-12-18,47.46,1.11,42.75675675675675
2007-12-19,47.52,1.11,42.81081081081081
2007-12-20,47.87,1.11,43.12612612612612
2007-12-21,48.55,1.11,43.73873873873873
2007-12-24,48.68,1.11,43.85585585585585
2007-12-26,49.13,1.11,44.26126126126126
2007-12-27,48.5,1.11,43.69369369369369
2007-12-28,48.39,1.11,43.59459459459459
2007-12-31,48.48,1.11,43.67567567567567
2008-01-02,46.56,1.11,41.945945945945944
2008-01-03,45.77,1.11,41.234234234234236
2008-01-04,44.35,1.11,39.95495495495495
2008-01-07,44.84,1.11,40.3963963963964
2008-01-08,44.62,1.11,40.19819819819819
2008-01-09,45.49,1.11,40.98198198198198
2008-01-10,46.46,1.11,41.85585585585585
2008-01-11,46.03,1.11,41.468468468468465
2008-01-14,46.6,1.11,41.98198198198198
2008-01-15,46.36,1.11,41.765765765765764
2008-01-16,46.85,1.11,42.207207207207205
2008-01-17,46.33,1.11,41.73873873873873
2008-01-18,46.63,1.11,42.009009009009006
2008-01-22,46.25,1.11,41.666666666666664
2008-01-23,46.48,1.11,41.87387387387387
2008-01-24,46.06,1.11,41.4954954954955
2008-01-25,46.58,1.11,41.963963963963955
2008-01-28,48.91,1.11,44.063063063063055
2008-01-29,48.67,1.11,43.846846846846844
2008-01-30,48.51,1.11,43.702702702702695
2008-01-31,51.36,1.11,46.27027027027027
2008-02-01,51.32,1.11,46.23423423423423
2008-02-04,50.58,1.11,45.567567567567565
2008-02-05,48.97,1.11,44.11711711711711
2008-02-06,48.62,1.11,43.801801801801794
2008-02-07,49.1,1.11,44.23423423423423
2008-02-08,48.73,1.11,43.90090090090089
2008-02-11,49.75,1.11,44.81981981981981
2008-02-12,49.57,1.11,44.65765765765765
2008-02-13,50.68,1.11,45.65765765765765
2008-02-14,49.66,1.11,44.73873873873873
2008-02-15,49.41,1.11,44.51351351351351
2008-02-19,49.66,1.11,44.73873873873873
2008-02-20,50.41,1.11,45.41441441441441
2008-02-21,49.85,1.11,44.909909909909906
2008-02-22,50.01,1.11,45.05405405405405
2008-02-25,50.73,4.09,12.403422982885084
2008-02-26,51.42,4.09,12.572127139364303
2008-02-27,51.15,4.09,12.506112469437653
2008-02-28,49.76,4.09,12.166259168704157
2008-02-29,48.54,4.09,11.8679706601467
2008-03-03,48.68,4.09,11.902200488997556
2008-03-04,48.84,4.09,11.941320293398535
2008-03-05,48.6,4.09,11.882640586797066
2008-03-06,47.58,4.09,11.63325183374083
2008-03-07,47.02,4.09,11.49633251833741
2008-03-10,46.03,4.09,11.254278728606357
2008-03-11,47.85,4.09,11.699266503667483
2008-03-12,48.66,4.09,11.897310513447433
2008-03-13,48.46,4.09,11.84841075794621
2008-03-14,47.43,4.09,11.596577017114916
2008-03-17,46.69,4.09,11.41564792176039
2008-03-18,48.16,4.09,11.775061124694377
2008-03-19,47.34,4.09,11.574572127139366
2008-03-20,48.25,4.09,11.797066014669927
2008-03-24,49.8,4.09,12.1760391198044
2008-03-25,49.97,4.09,12.21760391198044
2008-03-26,49.11,4.09,12.007334963325183
2008-03-27,47.94,4.09,11.72127139364303
2008-03-28,47.12,4.09,11.52078239608802
2008-03-31,47.62,4.09,11.643031784841076
2008-04-01,49.88,4.09,12.195599022004892
2008-04-02,50.65,4.09,12.383863080684597
2008-04-03,50.55,4.09,12.359413202933984
2008-04-04,50.62,4.09,12.376528117359413
2008-04-07,50.34,4.09,12.308068459657703
2008-04-08,49.63,4.09,12.134474327628363
2008-04-09,48.89,4.09,11.95354523227384
2008-04-10,49.25,4.09,12.04156479217604
2008-04-11,48.1,4.09,11.76039119804401
2008-04-14,47.44,4.09,11.599022004889976
2008-04-15,48.34,4.09,11.819070904645478
2008-04-16,49.68,4.09,12.146699266503667
2008-04-17,49.77,4.09,12.168704156479219
2008-04-18,50.45,4.09,12.334963325183375
2008-04-21,50.44,4.09,12.332518337408313
2008-04-22,49.77,4.09,12.168704156479219
2008-04-23,50.02,4.09,12.229828850855746
2008-04-24,48.32,4.09,11.814180929095356
2008-04-25,48.93,0.86,56.895348837209305
2008-04-28,49.19,0.86,57.19767441860465
2008-04-29,49.52,0.86,57.58139534883721
2008-04-30,48.24,0.86,56.093023255813954
2008-05-01,49.66,0.86,57.74418604651162
2008-05-02,50.05,0.86,58.19767441860465
2008-05-05,49.69,0.86,57.77906976744186
2008-05-06,49.55,0.86,57.61627906976744
2008-05-07,48.77,0.86,56.7093023255814
2008-05-08,48.81,0.86,56.75581395348838
2008-05-09,48.64,0.86,56.55813953488372
2008-05-12,49.17,0.86,57.174418604651166
2008-05-13,49.76,0.86,57.860465116279066
2008-05-14,50.0,0.86,58.139534883720934
2008-05-15,50.14,0.86,58.30232558139535
2008-05-16,49.92,0.86,58.04651162790698
2008-05-19,50.13,0.86,58.29069767441861
2008-05-20,49.86,0.86,57.97674418604651
2008-05-21,48.85,0.86,56.80232558139535
2008-05-22,49.0,0.86,56.97674418604651
2008-05-23,48.33,0.86,56.19767441860465
2008-05-27,48.27,0.86,56.12790697674419
2008-05-28,48.93,0.86,56.895348837209305
2008-05-29,48.91,0.86,56.87209302325581
2008-05-30,48.58,0.86,56.48837209302325
2008-06-02,47.46,0.86,55.18604651162791
2008-06-03,47.18,0.86,54.86046511627907
2008-06-04,47.49,0.86,55.220930232558146
2008-06-05,48.5,0.86,56.395348837209305
2008-06-06,47.44,0.86,55.16279069767442
2008-06-09,47.69,0.86,55.45348837209302
2008-06-10,47.6,0.86,55.34883720930233
2008-06-11,46.3,0.86,53.837209302325576
2008-06-12,46.89,0.86,54.52325581395349
2008-06-13,48.34,0.86,56.2093023255814
2008-06-16,47.9,0.86,55.69767441860465
2008-06-17,46.93,0.86,54.56976744186046
2008-06-18,45.87,0.86,53.337209302325576
2008-06-19,46.87,0.86,54.5
2008-06-20,45.77,0.86,53.220930232558146
2008-06-23,45.49,0.86,52.895348837209305
2008-06-24,45.53,0.86,52.94186046511628
2008-06-25,46.01,0.86,53.5
2008-06-26,44.82,0.86,52.116279069767444
2008-06-27,44.87,0.86,52.17441860465116
2008-06-30,44.83,0.86,52.127906976744185
2008-07-01,44.2,0.86,51.395348837209305
2008-07-02,43.31,0.86,50.36046511627907
2008-07-03,44.37,0.86,51.593023255813954
2008-07-07,44.0,0.86,51.16279069767442
2008-07-08,45.11,0.86,52.45348837209303
2008-07-09,43.9,0.86,51.04651162790697
2008-07-10,43.51,0.86,50.593023255813954
2008-07-11,42.43,0.86,49.33720930232558
2008-07-14,42.12,0.86,48.97674418604651
2008-07-15,41.45,0.86,48.197674418604656
2008-07-16,43.07,0.86,50.08139534883721
2008-07-17,45.78,0.86,53.23255813953489
2008-07-18,45.25,0.86,52.616279069767444
2008-07-21,43.44,0.86,50.51162790697674
2008-07-22,46.68,0.86,54.27906976744186
2008-07-23,46.18,0.86,53.69767441860465
2008-07-24,45.25,1.01,44.8019801980198
2008-07-25,45.16,1.01,44.712871287128706
2008-07-28,44.56,1.01,44.11881188118812
2008-07-29,45.25,1.01,44.8019801980198
2008-07-30,45.45,1.01,45.0
2008-07-31,44.48,1.01,44.039603960396036
2008-08-01,44.72,1.01,44.277227722772274
2008-08-04,44.18,1.01,43.742574257425744
2008-08-05,46.25,1.01,45.79207920792079
2008-08-06,46.38,1.01,45.92079207920792
2008-08-07,45.6,1.01,45.148514851485146
2008-08-08,47.5,1.01,47.02970297029703
2008-08-11,48.96,1.01,48.475247524752476
2008-08-12,47.54,1.01,47.06930693069307
2008-08-13,46.98,1.01,46.51485148514851
2008-08-14,47.95,1.01,47.475247524752476
2008-08-15,47.67,1.01,47.1980198019802
2008-08-18,47.41,1.01,46.94059405940594
2008-08-19,46.52,1.01,46.05940594059406
2008-08-20,46.4,1.01,45.94059405940594
2008-08-21,47.33,1.01,46.86138613861386
2008-08-22,47.93,1.01,47.45544554455446
2008-08-25,47.32,1.01,46.851485148514854
2008-08-26,46.68,1.01,46.21782178217822
2008-08-27,47.0,1.01,46.53465346534654
2008-08-28,47.8,1.01,47.32673267326732
2008-08-29,47.95,1.01,47.475247524752476
2008-09-02,48.05,1.01,47.57425742574257
2008-09-03,49.46,1.01,48.97029702970297
2008-09-04,47.45,1.01,46.98019801980198
2008-09-05,47.6,1.01,47.12871287128713
2008-09-08,48.25,1.01,47.772277227722775
2008-09-09,47.28,1.01,46.81188118811881
2008-09-10,46.85,1.01,46.386138613861384
2008-09-11,46.87,1.01,46.4059405940594
2008-09-12,48.12,1.01,47.64356435643564
2008-09-15,46.6,1.01,46.13861386138614
2008-09-16,45.98,1.01,45.524752475247524
2008-09-17,43.55,1.01,43.118811881188115
2008-09-18,45.04,1.01,44.59405940594059
2008-09-19,47.27,1.01,46.801980198019805
2008-09-22,46.0,1.01,45.54455445544554
2008-09-23,45.7,1.01,45.24752475247525
2008-09-24,45.67,1.01,45.21782178217822
2008-09-25,46.07,1.01,45.613861386138616
2008-09-26,44.7,1.01,44.25742574257426
2008-09-29,40.55,1.01,40.148514851485146
2008-09-30,41.74,1.01,41.32673267326733
2008-10-01,42.49,1.01,42.069306930693074
2008-10-02,41.06,1.01,40.65346534653465
2008-10-03,39.73,1.01,39.336633663366335
2008-10-06,38.23,1.01,37.85148514851485
2008-10-07,35.76,1.01,35.4059405940594
2008-10-08,36.66,1.01,36.29702970297029
2008-10-09,34.19,1.01,33.85148514851485
2008-10-10,33.43,1.01,33.0990099009901
2008-10-13,36.36,1.01,36.0
2008-10-14,36.61,1.01,36.24752475247524
2008-10-15,33.13,1.01,32.801980198019805
2008-10-16,34.07,1.01,33.73267326732673
2008-10-17,34.81,1.01,34.46534653465347
2008-10-20,35.96,1.01,35.603960396039604
2008-10-21,35.75,1.01,35.396039603960396
2008-10-22,32.99,1.01,32.663366336633665
2008-10-23,32.17,1.01,31.851485148514854
2008-10-24,31.02,1.01,30.712871287128714
2008-10-27,29.86,1.01,29.564356435643564
2008-10-28,31.73,1.01,31.415841584158414
2008-10-29,31.31,1.01,31.0
2008-10-30,32.22,1.01,31.9009900990099
2008-10-31,32.74,1.01,32.415841584158414
2008-11-03,33.66,2.09,16.105263157894736
2008-11-04,37.43,2.09,17.90909090909091
2008-11-05,35.88,2.09,17.167464114832537
2008-11-06,33.73,2.09,16.138755980861244
2008-11-07,33.83,2.09,16.1866028708134
2008-11-10,33.28,2.09,15.923444976076556
2008-11-11,32.16,2.09,15.387559808612439
2008-11-12,30.16,2.09,14.43062200956938
2008-11-13,33.23,2.09,15.899521531100477
2008-11-14,31.12,2.09,14.88995215311005
2008-11-17,30.49,2.09,14.588516746411484
2008-11-18,30.59,2.09,14.636363636363637
2008-11-19,27.43,2.09,13.124401913875598
2008-11-20,25.38,2.09,12.14354066985646
2008-11-21,26.24,2.09,12.555023923444976
2008-11-24,28.8,2.09,13.779904306220097
2008-11-25,29.38,2.09,14.057416267942584
2008-11-26,31.27,2.09,14.961722488038278
2008-11-28,31.79,2.09,15.210526315789474
2008-12-01,29.25,2.09,13.995215311004786
2008-12-02,30.24,2.09,14.468899521531101
2008-12-03,30.88,2.09,14.775119617224881
2008-12-04,30.59,2.09,14.636363636363637
2008-12-05,32.35,2.09,15.478468899521532
2008-12-08,33.15,2.09,15.861244019138756
2008-12-09,32.84,2.09,15.712918660287084
2008-12-10,34.32,2.09,16.42105263157895
2008-12-11,32.3,2.09,15.454545454545455
2008-12-12,31.4,2.09,15.023923444976077
2008-12-15,29.68,2.09,14.200956937799043
2008-12-16,32.06,2.09,15.33971291866029
2008-12-17,33.19,2.09,15.880382775119617
2008-12-18,33.2,2.09,15.885167464114835
2008-12-19,32.49,2.09,15.545454545454547
2008-12-22,31.69,2.09,15.162679425837322
2008-12-23,31.55,2.09,15.095693779904307
2008-12-24,32.13,2.09,15.373205741626796
2008-12-26,32.44,2.09,15.52153110047847
2008-12-29,31.95,2.09,15.28708133971292
2008-12-30,32.99,2.09,15.784688995215314
2008-12-31,34.1,2.09,16.315789473684212
2009-01-02,35.47,2.09,16.971291866028707
2009-01-05,35.49,2.09,16.98086124401914
2009-01-06,36.38,2.09,17.406698564593302
2009-01-07,35.42,2.09,16.947368421052634
2009-01-08,35.64,2.09,17.05263157894737
2009-01-09,35.04,2.09,16.76555023923445
2009-01-12,34.02,2.09,16.277511961722492
2009-01-13,33.8,2.09,16.172248803827753
2009-01-14,32.56,2.09,15.578947368421055
2009-01-15,32.81,2.09,15.698564593301437
2009-01-16,33.4,2.09,15.98086124401914
2009-01-20,31.31,2.09,14.98086124401914
2009-01-21,32.23,2.09,15.421052631578947
2009-01-22,30.49,2.09,14.588516746411484
2009-01-23,30.06,2.09,14.382775119617225
2009-01-26,30.52,2.09,14.60287081339713
2009-01-27,30.96,2.09,14.813397129186605
2009-01-28,34.85,2.09,16.67464114832536
2009-01-29,32.9,2.09,15.741626794258373
2009-01-30,31.26,2.09,14.956937799043065
2009-02-02,31.12,2.09,14.88995215311005
2009-02-03,32.72,2.09,15.655502392344498
2009-02-04,32.29,2.09,15.44976076555024
2009-02-05,33.27,2.09,15.918660287081343
2009-02-06,34.65,2.09,16.57894736842105
2009-02-09,34.48,2.09,16.497607655502392
2009-02-10,32.88,2.09,15.732057416267946
2009-02-11,33.35,2.09,15.956937799043065
2009-02-12,32.86,2.09,15.722488038277513
2009-02-13,31.54,2.09,15.090909090909092
2009-02-17,30.71,2.09,14.693779904306222
2009-02-18,30.28,2.09,14.488038277511963
2009-02-19,29.81,2.09,14.263157894736842
2009-02-20,28.76,2.09,13.760765550239237
2009-02-23,27.39,2.09,13.105263157894738
2009-02-24,28.28,2.09,13.5311004784689
2009-02-25,27.58,2.09,13.196172248803828
2009-02-26,26.85,3.97,6.763224181360202
2009-02-27,26.76,3.97,6.740554156171284
2009-03-02,24.89,3.97,6.269521410579345
2009-03-03,24.46,3.97,6.161209068010075
2009-03-04,24.87,3.97,6.26448362720403
2009-03-05,23.34,3.97,5.879093198992443
2009-03-06,23.56,3.97,5.934508816120906
2009-03-09,22.75,3.97,5.730478589420654
2009-03-10,25.3,3.97,6.3727959697733
2009-03-11,25.06,3.97,6.3123425692695205
2009-03-12,26.46,3.97,6.664987405541561
2009-03-13,26.92,3.97,6.7808564231738035
2009-03-16,27.31,3.97,6.879093198992443
2009-03-17,28.43,3.97,7.161209068010075
2009-03-18,29.47,3.97,7.423173803526447
2009-03-19,28.74,3.97,7.239294710327455
2009-03-20,27.35,3.97,6.889168765743073
2009-03-23,29.88,3.97,7.526448362720402
2009-03-24,29.54,3.97,7.44080604534005
2009-03-25,30.2,3.97,7.60705289672544
2009-03-26,31.92,3.97,8.040302267002518
2009-03-27,30.96,3.97,7.7984886649874054
2009-03-30,29.02,3.97,7.309823677581863
2009-03-31,29.12,3.97,7.335012594458438
2009-04-01,29.91,3.97,7.534005037783375
2009-04-02,31.85,3.97,8.022670025188917
2009-04-03,32.34,3.97,8.146095717884132
2009-04-06,31.28,3.97,7.879093198992443
2009-04-07,29.91,3.97,7.534005037783375
2009-04-08,30.14,3.97,7.591939546599496
2009-04-09,31.86,3.97,8.025188916876575
2009-04-13,31.82,3.97,8.015113350125944
2009-04-14,30.87,3.97,7.775818639798489
2009-04-15,31.23,3.97,7.866498740554156
2009-04-16,31.58,3.97,7.954659949622165
2009-04-17,33.19,3.97,8.360201511335012
2009-04-20,31.42,3.97,7.914357682619648
2009-04-21,32.21,3.97,8.113350125944585
2009-04-22,32.92,3.97,8.292191435768261
2009-04-23,33.62,3.97,8.46851385390428
2009-04-24,37.59,3.97,9.468513853904282
2009-04-27,37.32,3.97,9.400503778337532
2009-04-28,36.86,3.97,9.28463476070529
2009-04-29,38.38,3.97,9.667506297229219
2009-04-30,38.03,3.97,9.579345088161208
2009-05-01,38.95,3.97,9.811083123425693
2009-05-04,40.01,3.97,10.07808564231738
2009-05-05,38.76,38.3,1.01201044386423
2009-05-06,38.61,38.3,1.008093994778068
2009-05-07,37.43,38.3,0.9772845953002611
2009-05-08,38.08,38.3,0.9942558746736293
2009-05-11,36.42,38.3,0.9509138381201045
2009-05-12,35.48,38.3,0.9263707571801566
2009-05-13,34.2,38.3,0.8929503916449087
2009-05-14,33.95,38.3,0.8864229765013056
2009-05-15,33.94,38.3,0.8861618798955614
2009-05-18,35.64,38.3,0.9305483028720627
2009-05-19,35.63,38.3,0.9302872062663187
2009-05-20,35.19,38.3,0.918798955613577
2009-05-21,34.04,38.3,0.8887728459530027
2009-05-22,34.54,38.3,0.9018276762402089
2009-05-26,36.0,38.3,0.9399477806788512
2009-05-27,34.97,38.3,0.9130548302872064
2009-05-28,34.5,38.3,0.9007832898172324
2009-05-29,35.7,38.3,0.9321148825065275
2009-06-01,36.55,38.3,0.9543080939947781
2009-06-02,36.95,38.3,0.9647519582245432
2009-06-03,36.27,38.3,0.9469973890339427
2009-06-04,35.91,38.3,0.9375979112271541
2009-06-05,35.89,38.3,0.9370757180156659
2009-06-08,36.6,38.3,0.9556135770234988
2009-06-09,37.01,38.3,0.9663185378590079
2009-06-10,37.13,38.3,0.9694516971279374
2009-06-11,37.05,38.3,0.9673629242819843
2009-06-12,37.21,38.3,0.9715404699738904
2009-06-15,35.9,38.3,0.9373368146214099
2009-06-16,35.06,38.3,0.9154046997389035
2009-06-17,35.66,38.3,0.9310704960835509
2009-06-18,35.13,38.3,0.9172323759791124
2009-06-19,34.66,38.3,0.9049608355091383
2009-06-22,33.7,38.3,0.8798955613577025
2009-06-23,33.39,38.3,0.8718015665796346
2009-06-24,33.68,38.3,0.8793733681462141
2009-06-25,34.24,38.3,0.8939947780678852
2009-06-26,34.06,38.3,0.889295039164491
2009-06-29,34.18,38.3,0.8924281984334205
2009-06-30,33.84,38.3,0.8835509138381202
2009-07-01,33.7,38.3,0.8798955613577025
2009-07-02,32.44,38.3,0.8469973890339426
2009-07-06,32.38,38.3,0.8454308093994779
2009-07-07,31.28,38.3,0.8167101827676241
