date,EW,EW_EPS,PE Ratio
2011-02-07,43.33,0.42,103.16666666666667
2011-02-08,44.03,0.42,104.83333333333334
2011-02-09,44.0,0.42,104.76190476190476
2011-02-10,44.25,0.42,105.35714285714286
2011-02-11,44.44,0.42,105.80952380952381
2011-02-14,44.46,0.42,105.85714285714286
2011-02-15,44.32,0.42,105.52380952380953
2011-02-16,44.13,0.42,105.07142857142858
2011-02-17,44.58,0.42,106.14285714285714
2011-02-18,44.75,0.42,106.54761904761905
2011-02-22,43.6,0.42,103.80952380952381
2011-02-23,42.57,0.42,101.35714285714286
2011-02-24,42.29,0.42,100.69047619047619
2011-02-25,43.2,0.42,102.85714285714286
2011-02-28,42.52,0.57,74.59649122807019
2011-03-01,42.49,0.57,74.54385964912282
2011-03-02,44.35,0.57,77.80701754385966
2011-03-03,45.44,0.57,79.71929824561404
2011-03-04,44.76,0.57,78.52631578947368
2011-03-07,44.92,0.57,78.80701754385966
2011-03-08,45.13,0.57,79.17543859649123
2011-03-09,45.68,0.57,80.14035087719299
2011-03-10,44.12,0.57,77.40350877192982
2011-03-11,44.63,0.57,78.2982456140351
2011-03-14,44.23,0.57,77.59649122807018
2011-03-15,43.12,0.57,75.64912280701755
2011-03-16,43.13,0.57,75.66666666666667
2011-03-17,43.56,0.57,76.42105263157896
2011-03-18,43.11,0.57,75.63157894736842
2011-03-21,43.82,0.57,76.87719298245615
2011-03-22,43.31,0.57,75.98245614035089
2011-03-23,42.58,0.57,74.70175438596492
2011-03-24,42.7,0.57,74.9122807017544
2011-03-25,44.25,0.57,77.63157894736842
2011-03-28,44.12,0.57,77.40350877192982
2011-03-29,44.0,0.57,77.19298245614036
2011-03-30,43.96,0.57,77.12280701754386
2011-03-31,43.5,0.57,76.31578947368422
2011-04-01,43.04,0.57,75.50877192982456
2011-04-04,42.74,0.57,74.98245614035089
2011-04-05,41.13,0.57,72.15789473684211
2011-04-06,41.13,0.57,72.15789473684211
2011-04-07,41.39,0.57,72.6140350877193
2011-04-08,41.53,0.57,72.85964912280703
2011-04-11,41.67,0.57,73.10526315789474
2011-04-12,41.63,0.57,73.03508771929826
2011-04-13,42.23,0.57,74.08771929824562
2011-04-14,41.95,0.57,73.59649122807019
2011-04-15,41.97,0.57,73.63157894736842
2011-04-18,40.8,0.57,71.57894736842105
2011-04-19,40.9,0.57,71.75438596491229
2011-04-20,42.18,0.57,74.0
2011-04-21,41.68,0.57,73.12280701754386
2011-04-25,41.9,0.57,73.50877192982456
2011-04-26,41.67,0.57,73.10526315789474
2011-04-27,41.99,0.57,73.66666666666667
2011-04-28,42.13,0.57,73.9122807017544
2011-04-29,43.17,0.57,75.73684210526316
2011-05-02,43.08,0.57,75.57894736842105
2011-05-03,42.71,0.57,74.92982456140352
2011-05-04,42.76,0.57,75.01754385964912
2011-05-05,43.3,0.57,75.96491228070175
2011-05-06,44.1,0.57,77.36842105263159
2011-05-09,44.04,0.56,78.64285714285714
2011-05-10,44.32,0.56,79.14285714285714
2011-05-11,43.99,0.56,78.55357142857143
2011-05-12,44.62,0.56,79.67857142857142
2011-05-13,44.13,0.56,78.80357142857143
2011-05-16,44.65,0.56,79.73214285714285
2011-05-17,44.24,0.56,79.0
2011-05-18,44.75,0.56,79.91071428571428
2011-05-19,44.92,0.56,80.21428571428571
2011-05-20,44.22,0.56,78.96428571428571
2011-05-23,44.08,0.56,78.71428571428571
2011-05-24,43.96,0.56,78.5
2011-05-25,44.06,0.56,78.67857142857143
2011-05-26,43.83,0.56,78.26785714285714
2011-05-27,44.04,0.56,78.64285714285714
2011-05-31,44.37,0.56,79.23214285714285
2011-06-01,43.8,0.56,78.21428571428571
2011-06-02,43.47,0.56,77.62499999999999
2011-06-03,43.22,0.56,77.17857142857142
2011-06-06,43.01,0.56,76.80357142857142
2011-06-07,43.24,0.56,77.21428571428571
2011-06-08,42.97,0.56,76.73214285714285
2011-06-09,43.23,0.56,77.19642857142856
2011-06-10,42.1,0.56,75.17857142857143
2011-06-13,41.79,0.56,74.62499999999999
2011-06-14,42.79,0.56,76.41071428571428
2011-06-15,41.94,0.56,74.89285714285712
2011-06-16,41.62,0.56,74.32142857142856
2011-06-17,42.01,0.56,75.01785714285714
2011-06-20,41.96,0.56,74.92857142857142
2011-06-21,42.13,0.56,75.23214285714286
2011-06-22,42.38,0.56,75.67857142857143
2011-06-23,42.5,0.56,75.89285714285714
2011-06-24,42.38,0.56,75.67857142857143
2011-06-27,42.7,0.56,76.25
2011-06-28,42.72,0.56,76.28571428571428
2011-06-29,42.79,0.56,76.41071428571428
2011-06-30,43.59,0.56,77.83928571428571
2011-07-01,44.04,0.56,78.64285714285714
2011-07-05,44.6,0.56,79.64285714285714
2011-07-06,45.42,0.56,81.10714285714285
2011-07-07,45.54,0.56,81.32142857142856
2011-07-08,45.46,0.56,81.17857142857142
2011-07-11,45.06,0.56,80.46428571428571
2011-07-12,44.95,0.56,80.26785714285714
2011-07-13,45.18,0.56,80.67857142857142
2011-07-14,44.97,0.56,80.30357142857142
2011-07-15,44.47,0.56,79.41071428571428
2011-07-18,44.85,0.56,80.08928571428571
2011-07-19,44.83,0.56,80.05357142857142
2011-07-20,43.76,0.56,78.14285714285714
2011-07-21,41.28,0.56,73.71428571428571
2011-07-22,38.96,0.56,69.57142857142857
2011-07-25,37.2,0.56,66.42857142857143
2011-07-26,36.99,0.56,66.05357142857143
2011-07-27,35.8,0.56,63.928571428571416
2011-07-28,36.23,0.56,64.69642857142856
2011-07-29,35.67,0.56,63.69642857142857
2011-08-01,35.08,0.56,62.64285714285713
2011-08-02,35.1,0.56,62.67857142857142
2011-08-03,36.0,0.56,64.28571428571428
2011-08-04,34.36,0.56,61.35714285714285
2011-08-05,34.2,0.56,61.07142857142857
2011-08-08,31.97,0.5,63.94
2011-08-09,33.01,0.5,66.02
2011-08-10,31.42,0.5,62.84
2011-08-11,33.04,0.5,66.08
2011-08-12,34.58,0.5,69.16
2011-08-15,34.67,0.5,69.34
2011-08-16,34.28,0.5,68.56
2011-08-17,34.51,0.5,69.02
2011-08-18,33.6,0.5,67.2
2011-08-19,33.87,0.5,67.74
2011-08-22,34.02,0.5,68.04
2011-08-23,35.35,0.5,70.7
2011-08-24,36.15,0.5,72.3
2011-08-25,35.45,0.5,70.9
2011-08-26,36.79,0.5,73.58
2011-08-29,37.3,0.5,74.6
2011-08-30,37.26,0.5,74.52
2011-08-31,37.72,0.5,75.44
2011-09-01,37.26,0.5,74.52
2011-09-02,36.35,0.5,72.7
2011-09-06,36.54,0.5,73.08
2011-09-07,37.38,0.5,74.76
2011-09-08,36.54,0.5,73.08
2011-09-09,35.22,0.5,70.44
2011-09-12,35.6,0.5,71.2
2011-09-13,36.73,0.5,73.46
2011-09-14,37.31,0.5,74.62
2011-09-15,38.16,0.5,76.32
2011-09-16,38.58,0.5,77.16
2011-09-19,38.63,0.5,77.26
2011-09-20,39.25,0.5,78.5
2011-09-21,38.24,0.5,76.48
2011-09-22,37.33,0.5,74.66
2011-09-23,37.27,0.5,74.54
2011-09-26,38.31,0.5,76.62
2011-09-27,38.91,0.5,77.82
2011-09-28,37.94,0.5,75.88
2011-09-29,35.44,0.5,70.88
2011-09-30,35.64,0.5,71.28
2011-10-03,34.21,0.5,68.42
2011-10-04,34.94,0.5,69.88
2011-10-05,34.55,0.5,69.1
2011-10-06,35.17,0.5,70.34
2011-10-07,36.01,0.5,72.02
2011-10-10,36.1,0.5,72.2
2011-10-11,35.84,0.5,71.68
2011-10-12,35.45,0.5,70.9
2011-10-13,35.62,0.5,71.24
2011-10-14,36.0,0.5,72.0
2011-10-17,34.26,0.5,68.52
2011-10-18,35.08,0.5,70.16
2011-10-19,33.9,0.5,67.8
2011-10-20,36.0,0.5,72.0
2011-10-21,36.69,0.5,73.38
2011-10-24,37.75,0.5,75.5
2011-10-25,36.47,0.5,72.94
2011-10-26,36.78,0.5,73.56
2011-10-27,37.73,0.5,75.46
2011-10-28,38.03,0.5,76.06
2011-10-31,37.71,0.5,75.42
2011-11-01,36.76,0.5,73.52
2011-11-02,37.19,0.5,74.38
2011-11-03,38.4,0.5,76.8
2011-11-04,38.22,0.5,76.44
2011-11-07,38.11,0.5,76.22
2011-11-08,38.14,0.45,84.75555555555556
2011-11-09,35.85,0.45,79.66666666666667
2011-11-10,34.51,0.45,76.68888888888888
2011-11-11,35.29,0.45,78.42222222222222
2011-11-14,35.16,0.45,78.13333333333333
2011-11-15,34.38,0.45,76.4
2011-11-16,32.67,0.45,72.60000000000001
2011-11-17,31.84,0.45,70.75555555555556
2011-11-18,31.51,0.45,70.02222222222223
2011-11-21,32.06,0.45,71.24444444444445
2011-11-22,31.53,0.45,70.06666666666666
2011-11-23,31.48,0.45,69.95555555555555
2011-11-25,31.25,0.45,69.44444444444444
2011-11-28,31.93,0.45,70.95555555555555
2011-11-29,31.76,0.45,70.57777777777778
2011-11-30,33.01,0.45,73.35555555555555
2011-12-01,33.42,0.45,74.26666666666667
2011-12-02,32.49,0.45,72.2
2011-12-05,32.62,0.45,72.48888888888888
2011-12-06,32.59,0.45,72.42222222222223
2011-12-07,32.4,0.45,72.0
2011-12-08,31.91,0.45,70.91111111111111
2011-12-09,32.26,0.45,71.68888888888888
2011-12-12,33.92,0.45,75.37777777777778
2011-12-13,33.56,0.45,74.57777777777778
2011-12-14,32.94,0.45,73.19999999999999
2011-12-15,33.15,0.45,73.66666666666666
2011-12-16,33.7,0.45,74.8888888888889
2011-12-19,33.8,0.45,75.1111111111111
2011-12-20,35.23,0.45,78.28888888888888
2011-12-21,35.01,0.45,77.8
2011-12-22,35.21,0.45,78.24444444444444
2011-12-23,35.49,0.45,78.86666666666667
2011-12-27,35.36,0.45,78.57777777777777
2011-12-28,35.06,0.45,77.91111111111111
2011-12-29,35.71,0.45,79.35555555555555
2011-12-30,35.35,0.45,78.55555555555556
2012-01-03,36.0,0.45,80.0
2012-01-04,35.42,0.45,78.71111111111111
2012-01-05,35.97,0.45,79.93333333333332
2012-01-06,36.44,0.45,80.97777777777777
2012-01-09,36.31,0.45,80.6888888888889
2012-01-10,37.2,0.45,82.66666666666667
2012-01-11,37.15,0.45,82.55555555555556
2012-01-12,37.08,0.45,82.39999999999999
2012-01-13,36.61,0.45,81.35555555555555
2012-01-17,36.13,0.45,80.28888888888889
2012-01-18,38.84,0.45,86.31111111111112
2012-01-19,38.95,0.45,86.55555555555556
2012-01-20,38.56,0.45,85.6888888888889
2012-01-23,39.65,0.45,88.1111111111111
2012-01-24,39.27,0.45,87.26666666666667
2012-01-25,39.5,0.45,87.77777777777777
2012-01-26,39.13,0.45,86.95555555555556
2012-01-27,39.59,0.45,87.97777777777779
2012-01-30,39.13,0.45,86.95555555555556
2012-01-31,41.33,0.45,91.84444444444443
2012-02-01,40.85,0.45,90.77777777777779
2012-02-02,40.33,0.45,89.62222222222222
2012-02-03,35.77,0.45,79.4888888888889
2012-02-06,36.26,0.45,80.57777777777777
2012-02-07,36.81,0.45,81.8
2012-02-08,37.0,0.45,82.22222222222221
2012-02-09,36.65,0.45,81.44444444444444
2012-02-10,36.94,0.45,82.08888888888889
2012-02-13,37.06,0.45,82.35555555555555
2012-02-14,36.97,0.45,82.15555555555555
2012-02-15,37.92,0.45,84.26666666666667
2012-02-16,38.13,0.45,84.73333333333333
2012-02-17,37.81,0.45,84.02222222222223
2012-02-21,37.32,0.45,82.93333333333334
2012-02-22,37.19,0.45,82.64444444444443
2012-02-23,36.85,0.45,81.88888888888889
2012-02-24,37.13,0.45,82.51111111111112
2012-02-27,36.79,0.56,65.69642857142857
2012-02-28,36.67,0.56,65.48214285714285
2012-02-29,36.56,0.56,65.28571428571428
2012-03-01,36.15,0.56,64.55357142857142
2012-03-02,35.61,0.56,63.58928571428571
2012-03-05,35.4,0.56,63.21428571428571
2012-03-06,34.4,0.56,61.42857142857142
2012-03-07,34.22,0.56,61.10714285714285
2012-03-08,34.26,0.56,61.178571428571416
2012-03-09,34.46,0.56,61.535714285714285
2012-03-12,34.62,0.56,61.82142857142856
2012-03-13,34.65,0.56,61.87499999999999
2012-03-14,34.85,0.56,62.232142857142854
2012-03-15,35.01,0.56,62.51785714285713
2012-03-16,35.71,0.56,63.76785714285714
2012-03-19,35.24,0.56,62.92857142857142
2012-03-20,35.58,0.56,63.53571428571428
2012-03-21,35.54,0.56,63.46428571428571
2012-03-22,35.75,0.56,63.83928571428571
2012-03-23,35.64,0.56,63.64285714285714
2012-03-26,37.76,0.56,67.42857142857142
2012-03-27,37.04,0.56,66.14285714285714
2012-03-28,36.51,0.56,65.19642857142856
2012-03-29,36.44,0.56,65.07142857142856
2012-03-30,36.37,0.56,64.94642857142856
2012-04-02,36.81,0.56,65.73214285714286
2012-04-03,36.58,0.56,65.32142857142856
2012-04-04,35.95,0.56,64.19642857142857
2012-04-05,35.99,0.56,64.26785714285714
2012-04-09,35.6,0.56,63.57142857142857
2012-04-10,35.31,0.56,63.05357142857142
2012-04-11,35.83,0.56,63.98214285714285
2012-04-12,36.3,0.56,64.82142857142856
2012-04-13,34.28,0.56,61.21428571428571
2012-04-16,34.22,0.56,61.10714285714285
2012-04-17,35.69,0.56,63.73214285714285
2012-04-18,36.36,0.56,64.92857142857142
2012-04-19,36.47,0.56,65.12499999999999
2012-04-20,36.69,0.56,65.51785714285714
2012-04-23,36.68,0.56,65.5
2012-04-24,36.67,0.56,65.48214285714285
2012-04-25,40.92,0.56,73.07142857142857
2012-04-26,40.86,0.56,72.96428571428571
2012-04-27,41.35,0.56,73.83928571428571
2012-04-30,41.49,0.56,74.08928571428571
2012-05-01,42.39,0.56,75.69642857142857
2012-05-02,43.12,0.56,76.99999999999999
2012-05-03,43.06,0.56,76.89285714285714
2012-05-04,42.49,0.56,75.875
2012-05-07,42.74,0.56,76.32142857142857
2012-05-08,42.7,0.56,76.25
2012-05-09,42.72,0.57,74.94736842105263
2012-05-10,42.03,0.57,73.73684210526316
2012-05-11,42.34,0.57,74.28070175438597
2012-05-14,42.04,0.57,73.75438596491229
2012-05-15,41.69,0.57,73.14035087719299
2012-05-16,41.54,0.57,72.87719298245615
2012-05-17,41.3,0.57,72.45614035087719
2012-05-18,40.95,0.57,71.8421052631579
2012-05-21,42.05,0.57,73.77192982456141
2012-05-22,41.73,0.57,73.21052631578948
2012-05-23,42.53,0.57,74.6140350877193
2012-05-24,43.67,0.57,76.6140350877193
2012-05-25,43.7,0.57,76.66666666666667
2012-05-29,43.76,0.57,76.77192982456141
2012-05-30,42.88,0.57,75.2280701754386
2012-05-31,42.69,0.57,74.89473684210526
2012-06-01,42.29,0.57,74.19298245614036
2012-06-04,42.09,0.57,73.8421052631579
2012-06-05,43.58,0.57,76.45614035087719
2012-06-06,43.17,0.57,75.73684210526316
2012-06-07,43.61,0.57,76.50877192982456
2012-06-08,44.12,0.57,77.40350877192982
2012-06-11,44.0,0.57,77.19298245614036
2012-06-12,45.4,0.57,79.64912280701755
2012-06-13,45.27,0.57,79.42105263157896
2012-06-14,48.44,0.57,84.98245614035088
2012-06-15,48.76,0.57,85.54385964912281
2012-06-18,50.33,0.57,88.2982456140351
2012-06-19,51.24,0.57,89.89473684210527
2012-06-20,50.94,0.57,89.36842105263159
2012-06-21,49.78,0.57,87.33333333333334
2012-06-22,50.78,0.57,89.08771929824563
2012-06-25,51.08,0.57,89.6140350877193
2012-06-26,50.74,0.57,89.01754385964914
2012-06-27,50.91,0.57,89.3157894736842
2012-06-28,50.59,0.57,88.75438596491229
2012-06-29,51.65,0.57,90.6140350877193
2012-07-02,52.11,0.57,91.42105263157896
2012-07-03,51.97,0.57,91.17543859649123
2012-07-05,52.22,0.57,91.6140350877193
2012-07-06,50.96,0.57,89.40350877192984
2012-07-09,51.67,0.57,90.64912280701755
2012-07-10,50.72,0.57,88.98245614035088
2012-07-11,50.81,0.57,89.140350877193
2012-07-12,50.41,0.57,88.43859649122807
2012-07-13,50.72,0.57,88.98245614035088
2012-07-16,50.52,0.57,88.63157894736844
2012-07-17,51.62,0.57,90.56140350877193
2012-07-18,51.05,0.57,89.56140350877193
2012-07-19,51.41,0.57,90.19298245614036
2012-07-20,50.54,0.57,88.66666666666667
2012-07-23,50.24,0.57,88.14035087719299
2012-07-24,49.33,0.57,86.54385964912281
2012-07-25,52.53,0.57,92.15789473684211
2012-07-26,51.27,0.57,89.94736842105264
2012-07-27,52.6,0.57,92.28070175438597
2012-07-30,51.72,0.57,90.73684210526316
2012-07-31,50.6,0.57,88.77192982456141
2012-08-01,50.03,0.57,87.77192982456141
2012-08-02,49.65,0.57,87.10526315789474
2012-08-03,50.66,0.57,88.87719298245614
2012-08-06,50.21,0.57,88.08771929824562
2012-08-07,50.56,0.59,85.6949152542373
2012-08-08,50.15,0.59,85.0
2012-08-09,49.15,0.59,83.30508474576271
2012-08-10,49.08,0.59,83.1864406779661
2012-08-13,48.93,0.59,82.93220338983052
2012-08-14,48.79,0.59,82.69491525423729
2012-08-15,49.09,0.59,83.20338983050848
2012-08-16,48.9,0.59,82.88135593220339
2012-08-17,50.22,0.59,85.11864406779661
2012-08-20,49.67,0.59,84.1864406779661
2012-08-21,49.83,0.59,84.45762711864407
2012-08-22,49.81,0.59,84.42372881355934
2012-08-23,49.65,0.59,84.15254237288136
2012-08-24,49.59,0.59,84.05084745762713
2012-08-27,50.13,0.59,84.96610169491527
2012-08-28,50.54,0.59,85.66101694915254
2012-08-29,50.91,0.59,86.28813559322033
2012-08-30,51.0,0.59,86.4406779661017
2012-08-31,51.06,0.59,86.54237288135594
2012-09-04,52.12,0.59,88.33898305084746
2012-09-05,51.97,0.59,88.08474576271186
2012-09-06,53.41,0.59,90.52542372881356
2012-09-07,54.41,0.59,92.22033898305085
2012-09-10,53.66,0.59,90.94915254237289
2012-09-11,52.99,0.59,89.81355932203391
2012-09-12,52.83,0.59,89.54237288135593
2012-09-13,52.62,0.59,89.1864406779661
2012-09-14,52.55,0.59,89.0677966101695
2012-09-17,52.0,0.59,88.13559322033899
2012-09-18,52.0,0.59,88.13559322033899
2012-09-19,51.99,0.59,88.11864406779662
2012-09-20,51.74,0.59,87.6949152542373
2012-09-21,52.92,0.59,89.6949152542373
2012-09-24,52.2,0.59,88.47457627118645
2012-09-25,52.21,0.59,88.49152542372882
2012-09-26,51.44,0.59,87.1864406779661
2012-09-27,52.76,0.59,89.42372881355932
2012-09-28,53.69,0.59,91.0
2012-10-01,53.88,0.59,91.3220338983051
2012-10-02,54.01,0.59,91.54237288135593
2012-10-03,54.69,0.59,92.69491525423729
2012-10-04,54.88,0.59,93.01694915254238
2012-10-05,54.22,0.59,91.89830508474577
2012-10-08,53.71,0.59,91.03389830508475
2012-10-09,42.3,0.59,71.69491525423729
2012-10-10,43.9,0.59,74.40677966101696
2012-10-11,43.09,0.59,73.03389830508476
2012-10-12,43.55,0.59,73.8135593220339
2012-10-15,43.65,0.59,73.98305084745763
2012-10-16,44.38,0.59,75.22033898305085
2012-10-17,43.9,0.59,74.40677966101696
2012-10-18,43.37,0.59,73.50847457627118
2012-10-19,43.07,0.59,73.0
2012-10-22,43.26,0.59,73.32203389830508
2012-10-23,42.53,0.59,72.08474576271188
2012-10-24,43.11,0.59,73.0677966101695
2012-10-25,43.49,0.59,73.71186440677967
2012-10-26,43.58,0.59,73.86440677966102
2012-10-31,43.42,0.59,73.59322033898306
2012-11-01,43.79,0.59,74.22033898305085
2012-11-02,43.92,0.59,74.4406779661017
2012-11-05,44.7,0.59,75.76271186440678
2012-11-06,45.03,0.59,76.3220338983051
2012-11-07,44.54,0.6,74.23333333333333
2012-11-08,43.31,0.6,72.18333333333334
2012-11-09,43.85,0.6,73.08333333333334
2012-11-12,43.33,0.6,72.21666666666667
2012-11-13,43.88,0.6,73.13333333333334
2012-11-14,42.79,0.6,71.31666666666666
2012-11-15,43.13,0.6,71.88333333333334
2012-11-16,42.87,0.6,71.45
2012-11-19,42.51,0.6,70.85
2012-11-20,42.59,0.6,70.98333333333335
2012-11-21,41.85,0.6,69.75
2012-11-23,42.8,0.6,71.33333333333333
2012-11-26,42.28,0.6,70.46666666666667
2012-11-27,42.03,0.6,70.05000000000001
2012-11-28,41.99,0.6,69.98333333333333
2012-11-29,41.97,0.6,69.95
2012-11-30,43.38,0.6,72.30000000000001
2012-12-03,43.26,0.6,72.1
2012-12-04,45.75,0.6,76.25
2012-12-05,45.3,0.6,75.5
2012-12-06,45.56,0.6,75.93333333333334
2012-12-07,45.68,0.6,76.13333333333334
2012-12-10,46.04,0.6,76.73333333333333
2012-12-11,45.87,0.6,76.45
2012-12-12,45.29,0.6,75.48333333333333
2012-12-13,45.24,0.6,75.4
2012-12-14,45.51,0.6,75.85
2012-12-17,45.94,0.6,76.56666666666666
2012-12-18,45.97,0.6,76.61666666666667
2012-12-19,46.0,0.6,76.66666666666667
2012-12-20,46.15,0.6,76.91666666666667
2012-12-21,46.06,0.6,76.76666666666668
2012-12-24,45.9,0.6,76.5
2012-12-26,45.17,0.6,75.28333333333335
2012-12-27,45.53,0.6,75.88333333333334
2012-12-28,44.63,0.6,74.38333333333334
2012-12-31,45.08,0.6,75.13333333333334
2013-01-02,46.07,0.6,76.78333333333333
2013-01-03,46.26,0.6,77.1
2013-01-04,46.33,0.6,77.21666666666667
2013-01-07,47.25,0.6,78.75
2013-01-08,46.29,0.6,77.15
2013-01-09,46.6,0.6,77.66666666666667
2013-01-10,46.01,0.6,76.68333333333334
2013-01-11,45.9,0.6,76.5
2013-01-14,45.7,0.6,76.16666666666667
2013-01-15,45.04,0.6,75.06666666666666
2013-01-16,45.65,0.6,76.08333333333333
2013-01-17,45.76,0.6,76.26666666666667
2013-01-18,47.28,0.6,78.80000000000001
2013-01-22,45.99,0.6,76.65
2013-01-23,45.35,0.6,75.58333333333334
2013-01-24,45.81,0.6,76.35000000000001
2013-01-25,46.04,0.6,76.73333333333333
2013-01-28,45.27,0.6,75.45
2013-01-29,45.2,0.6,75.33333333333334
2013-01-30,45.03,0.6,75.05000000000001
2013-01-31,44.97,0.6,74.95
2013-02-01,46.71,0.6,77.85000000000001
2013-02-04,46.53,0.6,77.55000000000001
2013-02-05,43.38,0.6,72.30000000000001
2013-02-06,43.4,0.6,72.33333333333333
2013-02-07,43.0,0.6,71.66666666666667
2013-02-08,43.61,0.6,72.68333333333334
2013-02-11,43.53,0.6,72.55000000000001
2013-02-12,43.71,0.6,72.85000000000001
2013-02-13,43.53,0.6,72.55000000000001
2013-02-14,43.17,0.6,71.95
2013-02-15,43.18,0.6,71.96666666666667
2013-02-19,43.35,0.6,72.25
2013-02-20,43.2,0.6,72.00000000000001
2013-02-21,42.84,0.6,71.4
2013-02-22,43.19,0.6,71.98333333333333
2013-02-25,43.25,0.6,72.08333333333334
2013-02-26,43.4,0.6,72.33333333333333
2013-02-27,43.22,0.6,72.03333333333333
2013-02-28,42.97,0.79,54.392405063291136
2013-03-01,43.05,0.79,54.49367088607595
2013-03-04,43.3,0.79,54.81012658227848
2013-03-05,43.81,0.79,55.45569620253165
2013-03-06,44.45,0.79,56.265822784810126
2013-03-07,44.46,0.79,56.278481012658226
2013-03-08,45.15,0.79,57.15189873417721
2013-03-11,44.04,0.79,55.74683544303797
2013-03-12,43.99,0.79,55.68354430379747
2013-03-13,43.68,0.79,55.291139240506325
2013-03-14,42.69,0.79,54.0379746835443
2013-03-15,41.1,0.79,52.0253164556962
2013-03-18,40.61,0.79,51.405063291139236
2013-03-19,39.33,0.79,49.78481012658227
2013-03-20,40.47,0.79,51.22784810126582
2013-03-21,40.96,0.79,51.848101265822784
2013-03-22,41.1,0.79,52.0253164556962
2013-03-25,40.86,0.79,51.72151898734177
2013-03-26,40.99,0.79,51.88607594936709
2013-03-27,40.85,0.79,51.70886075949367
2013-03-28,41.08,0.79,51.99999999999999
2013-04-01,41.15,0.79,52.088607594936704
2013-04-02,41.58,0.79,52.632911392405056
2013-04-03,41.71,0.79,52.79746835443038
2013-04-04,41.21,0.79,52.164556962025316
2013-04-05,40.7,0.79,51.51898734177215
2013-04-08,40.81,0.79,51.65822784810127
2013-04-09,41.79,0.79,52.89873417721519
2013-04-10,41.54,0.79,52.58227848101266
2013-04-11,41.91,0.79,53.0506329113924
2013-04-12,42.4,0.79,53.67088607594936
2013-04-15,41.83,0.79,52.94936708860759
2013-04-16,42.47,0.79,53.75949367088607
2013-04-17,41.95,0.79,53.10126582278481
2013-04-18,41.38,0.79,52.379746835443036
2013-04-19,41.56,0.79,52.607594936708864
2013-04-22,41.81,0.79,52.924050632911396
2013-04-23,41.4,0.79,52.405063291139236
2013-04-24,32.3,0.79,40.88607594936708
2013-04-25,32.7,0.79,41.39240506329114
2013-04-26,32.08,0.79,40.60759493670886
2013-04-29,32.14,0.79,40.68354430379747
2013-04-30,31.9,0.79,40.379746835443036
2013-05-01,31.27,0.79,39.58227848101266
2013-05-02,32.1,0.79,40.63291139240506
2013-05-03,31.61,0.79,40.0126582278481
2013-05-06,31.83,1.27,25.062992125984252
2013-05-07,32.0,1.27,25.196850393700785
2013-05-08,32.72,1.27,25.763779527559056
2013-05-09,33.37,1.27,26.2755905511811
2013-05-10,33.94,1.27,26.724409448818896
2013-05-13,33.67,1.27,26.511811023622048
2013-05-14,35.79,1.27,28.181102362204722
2013-05-15,35.57,1.27,28.00787401574803
2013-05-16,34.31,1.27,27.015748031496063
2013-05-17,33.53,1.27,26.401574803149607
2013-05-20,33.19,1.27,26.133858267716533
2013-05-21,33.0,1.27,25.984251968503937
2013-05-22,32.15,1.27,25.31496062992126
2013-05-23,32.86,1.27,25.874015748031496
2013-05-24,32.76,1.27,25.795275590551178
2013-05-28,32.6,1.27,25.669291338582678
2013-05-29,32.11,1.27,25.283464566929133
2013-05-30,32.47,1.27,25.566929133858267
2013-05-31,33.23,1.27,26.16535433070866
2013-06-03,33.12,1.27,26.07874015748031
2013-06-04,32.7,1.27,25.748031496062993
2013-06-05,33.29,1.27,26.21259842519685
2013-06-06,33.25,1.27,26.181102362204722
2013-06-07,33.6,1.27,26.456692913385826
2013-06-10,34.72,1.27,27.338582677165352
2013-06-11,34.15,1.27,26.88976377952756
2013-06-12,34.13,1.27,26.874015748031496
2013-06-13,35.97,1.27,28.32283464566929
2013-06-14,35.0,1.27,27.559055118110237
2013-06-17,35.24,1.27,27.748031496062993
2013-06-18,35.08,1.27,27.622047244094485
2013-06-19,34.41,1.27,27.094488188976374
2013-06-20,33.35,1.27,26.25984251968504
2013-06-21,33.22,1.27,26.15748031496063
2013-06-24,33.17,1.27,26.118110236220474
2013-06-25,33.6,1.27,26.456692913385826
2013-06-26,33.12,1.27,26.07874015748031
2013-06-27,33.41,1.27,26.307086614173226
2013-06-28,33.6,1.27,26.456692913385826
2013-07-01,33.53,1.27,26.401574803149607
2013-07-02,33.03,1.27,26.007874015748033
2013-07-03,32.63,1.27,25.692913385826774
2013-07-05,33.3,1.27,26.220472440944878
2013-07-08,33.4,1.27,26.299212598425196
2013-07-09,32.87,1.27,25.881889763779526
2013-07-10,32.74,1.27,25.77952755905512
2013-07-11,32.9,1.27,25.905511811023622
2013-07-12,33.92,1.27,26.708661417322837
2013-07-15,33.72,1.27,26.551181102362204
2013-07-16,33.21,1.27,26.1496062992126
2013-07-17,33.24,1.27,26.173228346456693
2013-07-18,33.51,1.27,26.38582677165354
2013-07-19,34.13,1.27,26.874015748031496
2013-07-22,34.81,1.27,27.40944881889764
2013-07-23,35.43,1.27,27.89763779527559
2013-07-24,35.09,1.27,27.629921259842522
2013-07-25,35.34,1.27,27.82677165354331
2013-07-26,35.9,1.27,28.26771653543307
2013-07-29,35.51,1.27,27.96062992125984
2013-07-30,35.26,1.27,27.763779527559052
2013-07-31,35.69,1.27,28.102362204724407
2013-08-01,36.7,1.27,28.897637795275593
