date,PLD,PLD_EPS,PE Ratio
2015-01-22,45.12,0.27,167.1111111111111
2015-01-23,45.31,0.27,167.8148148148148
2015-01-26,45.85,0.27,169.8148148148148
2015-01-27,47.13,0.27,174.55555555555554
2015-01-28,46.42,0.27,171.92592592592592
2015-01-29,46.24,0.27,171.25925925925927
2015-01-30,45.14,0.27,167.1851851851852
2015-02-02,45.15,0.27,167.2222222222222
2015-02-03,45.22,0.27,167.48148148148147
2015-02-04,45.17,0.27,167.2962962962963
2015-02-05,45.79,0.27,169.59259259259258
2015-02-06,44.64,0.27,165.33333333333331
2015-02-09,44.68,0.27,165.48148148148147
2015-02-10,44.88,0.27,166.22222222222223
2015-02-11,44.41,0.27,164.48148148148147
2015-02-12,44.77,0.27,165.8148148148148
2015-02-13,43.81,0.27,162.25925925925927
2015-02-17,43.71,0.27,161.88888888888889
2015-02-18,43.96,0.27,162.8148148148148
2015-02-19,42.85,0.27,158.7037037037037
2015-02-20,43.02,0.27,159.33333333333334
2015-02-23,43.46,0.27,160.96296296296296
2015-02-24,42.69,0.27,158.1111111111111
2015-02-25,42.9,0.82,52.31707317073171
2015-02-26,42.43,0.82,51.743902439024396
2015-02-27,42.71,0.82,52.085365853658544
2015-03-02,42.7,0.82,52.07317073170732
2015-03-03,42.65,0.82,52.01219512195122
2015-03-04,42.38,0.82,51.6829268292683
2015-03-05,42.66,0.82,52.02439024390244
2015-03-06,41.4,0.82,50.487804878048784
2015-03-09,41.46,0.82,50.5609756097561
2015-03-10,41.15,0.82,50.1829268292683
2015-03-11,41.72,0.82,50.87804878048781
2015-03-12,42.56,0.82,51.90243902439025
2015-03-13,42.45,0.82,51.768292682926834
2015-03-16,42.8,0.82,52.19512195121951
2015-03-17,42.78,0.82,52.170731707317074
2015-03-18,43.5,0.82,53.04878048780488
2015-03-19,43.68,0.82,53.268292682926834
2015-03-20,44.39,0.82,54.13414634146342
2015-03-23,44.73,0.82,54.548780487804876
2015-03-24,44.38,0.82,54.121951219512205
2015-03-25,43.62,0.82,53.19512195121951
2015-03-26,43.07,0.82,52.524390243902445
2015-03-27,43.04,0.82,52.487804878048784
2015-03-30,43.96,0.82,53.60975609756098
2015-03-31,43.56,0.82,53.1219512195122
2015-04-01,43.39,0.82,52.91463414634147
2015-04-02,43.59,0.82,53.15853658536586
2015-04-06,44.37,0.82,54.109756097560975
2015-04-07,43.35,0.82,52.865853658536594
2015-04-08,43.5,0.82,53.04878048780488
2015-04-09,42.37,0.82,51.670731707317074
2015-04-10,42.49,0.82,51.81707317073171
2015-04-13,42.43,0.82,51.743902439024396
2015-04-14,42.84,0.82,52.243902439024396
2015-04-15,42.75,0.82,52.13414634146342
2015-04-16,42.97,0.82,52.40243902439025
2015-04-17,42.88,0.82,52.29268292682927
2015-04-20,43.05,0.82,52.5
2015-04-21,42.76,0.82,52.146341463414636
2015-04-22,42.36,0.82,51.65853658536586
2015-04-23,42.56,0.82,51.90243902439025
2015-04-24,42.56,0.82,51.90243902439025
2015-04-27,42.45,0.82,51.768292682926834
2015-04-28,42.23,0.82,51.5
2015-04-29,41.08,0.82,50.09756097560976
2015-04-30,40.2,0.82,49.024390243902445
2015-05-01,40.42,0.82,49.29268292682927
2015-05-04,40.37,0.67,60.253731343283576
2015-05-05,39.51,0.67,58.970149253731336
2015-05-06,39.61,0.67,59.11940298507462
2015-05-07,40.23,0.67,60.044776119402975
2015-05-08,40.75,0.67,60.82089552238806
2015-05-11,40.44,0.67,60.35820895522387
2015-05-12,40.35,0.67,60.223880597014926
2015-05-13,39.91,0.67,59.567164179104466
2015-05-14,40.27,0.67,60.1044776119403
2015-05-15,40.73,0.67,60.79104477611939
2015-05-18,40.58,0.67,60.56716417910447
2015-05-19,40.55,0.67,60.522388059701484
2015-05-20,40.75,0.67,60.82089552238806
2015-05-21,40.33,0.67,60.19402985074626
2015-05-22,40.28,0.67,60.11940298507462
2015-05-26,39.95,0.67,59.626865671641795
2015-05-27,40.37,0.67,60.253731343283576
2015-05-28,40.26,0.67,60.089552238805965
2015-05-29,39.59,0.67,59.08955223880597
2015-06-01,40.12,0.67,59.880597014925364
2015-06-02,40.17,0.67,59.95522388059701
2015-06-03,39.95,0.67,59.626865671641795
2015-06-04,40.06,0.67,59.7910447761194
2015-06-05,39.98,0.67,59.67164179104477
2015-06-08,39.8,0.67,59.402985074626855
2015-06-09,39.07,0.67,58.31343283582089
2015-06-10,39.39,0.67,58.7910447761194
2015-06-11,39.65,0.67,59.179104477611936
2015-06-12,39.29,0.67,58.64179104477611
2015-06-15,39.03,0.67,58.25373134328358
2015-06-16,39.2,0.67,58.507462686567166
2015-06-17,39.4,0.67,58.805970149253724
2015-06-18,39.75,0.67,59.32835820895522
2015-06-19,39.3,0.67,58.65671641791044
2015-06-22,39.22,0.67,58.537313432835816
2015-06-23,38.8,0.67,57.91044776119402
2015-06-24,38.62,0.67,57.64179104477611
2015-06-25,38.11,0.67,56.88059701492537
2015-06-26,38.24,0.67,57.07462686567164
2015-06-29,37.16,0.67,55.46268656716417
2015-06-30,37.1,0.67,55.373134328358205
2015-07-01,37.8,0.67,56.41791044776119
2015-07-02,37.93,0.67,56.611940298507456
2015-07-06,37.89,0.67,56.55223880597015
2015-07-07,38.7,0.67,57.76119402985075
2015-07-08,38.21,0.67,57.02985074626866
2015-07-09,38.25,0.67,57.089552238805965
2015-07-10,38.57,0.67,57.56716417910447
2015-07-13,38.85,0.67,57.98507462686567
2015-07-14,38.89,0.67,58.04477611940298
2015-07-15,39.0,0.67,58.208955223880594
2015-07-16,39.5,0.67,58.95522388059701
2015-07-17,39.5,0.67,58.95522388059701
2015-07-20,39.65,0.67,59.179104477611936
2015-07-21,40.31,0.67,60.16417910447761
2015-07-22,40.14,0.67,59.91044776119403
2015-07-23,39.92,0.67,59.582089552238806
2015-07-24,39.86,0.67,59.492537313432834
2015-07-27,39.95,0.67,59.626865671641795
2015-07-28,40.36,0.67,60.23880597014925
2015-07-29,40.64,0.67,60.656716417910445
2015-07-30,40.2,0.67,60.0
2015-07-31,40.61,0.27,150.4074074074074
2015-08-03,40.64,0.27,150.5185185185185
2015-08-04,40.45,0.27,149.8148148148148
2015-08-05,40.48,0.27,149.9259259259259
2015-08-06,40.69,0.27,150.7037037037037
2015-08-07,40.76,0.27,150.96296296296293
2015-08-10,40.73,0.27,150.85185185185182
2015-08-11,41.14,0.27,152.37037037037035
2015-08-12,41.18,0.27,152.5185185185185
2015-08-13,41.25,0.27,152.77777777777777
2015-08-14,41.35,0.27,153.14814814814815
2015-08-17,41.94,0.27,155.33333333333331
2015-08-18,42.25,0.27,156.48148148148147
2015-08-19,42.11,0.27,155.96296296296296
2015-08-20,41.61,0.27,154.1111111111111
2015-08-21,40.66,0.27,150.59259259259258
2015-08-24,38.08,0.27,141.037037037037
2015-08-25,36.45,0.27,135.0
2015-08-26,37.53,0.27,139.0
2015-08-27,38.72,0.27,143.4074074074074
2015-08-28,38.89,0.27,144.03703703703704
2015-08-31,38.0,0.27,140.74074074074073
2015-09-01,36.94,0.27,136.8148148148148
2015-09-02,37.44,0.27,138.66666666666666
2015-09-03,37.81,0.27,140.03703703703704
2015-09-04,36.68,0.27,135.85185185185185
2015-09-08,37.27,0.27,138.03703703703704
2015-09-09,36.5,0.27,135.1851851851852
2015-09-10,36.75,0.27,136.11111111111111
2015-09-11,37.23,0.27,137.88888888888886
2015-09-14,37.2,0.27,137.77777777777777
2015-09-15,37.74,0.27,139.77777777777777
2015-09-16,37.71,0.27,139.66666666666666
2015-09-17,38.19,0.27,141.44444444444443
2015-09-18,38.15,0.27,141.29629629629628
2015-09-21,38.66,0.27,143.18518518518516
2015-09-22,38.14,0.27,141.25925925925924
2015-09-23,38.44,0.27,142.37037037037035
2015-09-24,38.01,0.27,140.77777777777777
2015-09-25,38.66,0.27,143.18518518518516
2015-09-28,38.02,0.27,140.8148148148148
2015-09-29,38.74,0.27,143.48148148148147
2015-09-30,38.9,0.27,144.07407407407405
2015-10-01,39.28,0.27,145.48148148148147
2015-10-02,39.87,0.27,147.66666666666666
2015-10-05,40.54,0.27,150.14814814814812
2015-10-06,40.54,0.27,150.14814814814812
2015-10-07,40.75,0.27,150.92592592592592
2015-10-08,41.23,0.27,152.7037037037037
2015-10-09,41.41,0.27,153.37037037037035
2015-10-12,41.91,0.27,155.2222222222222
2015-10-13,41.3,0.27,152.96296296296293
2015-10-14,40.95,0.27,151.66666666666666
2015-10-15,41.5,0.27,153.7037037037037
2015-10-16,41.68,0.27,154.37037037037035
2015-10-19,42.3,0.27,156.66666666666666
2015-10-20,42.76,0.27,158.37037037037035
2015-10-21,42.79,0.27,158.48148148148147
2015-10-22,43.21,0.27,160.03703703703704
2015-10-23,43.03,0.27,159.37037037037035
2015-10-26,43.23,0.27,160.1111111111111
2015-10-27,43.12,0.27,159.7037037037037
2015-10-28,43.35,0.27,160.55555555555554
2015-10-29,43.16,0.27,159.85185185185182
2015-10-30,42.73,0.27,158.25925925925924
2015-11-02,43.68,0.49,89.14285714285714
2015-11-03,43.25,0.49,88.26530612244898
2015-11-04,43.17,0.49,88.10204081632654
2015-11-05,43.15,0.49,88.06122448979592
2015-11-06,41.87,0.49,85.44897959183673
2015-11-09,40.86,0.49,83.38775510204081
2015-11-10,41.14,0.49,83.9591836734694
2015-11-11,41.34,0.49,84.36734693877551
2015-11-12,41.06,0.49,83.79591836734694
2015-11-13,40.97,0.49,83.61224489795919
2015-11-16,41.8,0.49,85.3061224489796
2015-11-17,41.6,0.49,84.89795918367348
2015-11-18,42.27,0.49,86.26530612244899
2015-11-19,42.29,0.49,86.3061224489796
2015-11-20,43.1,0.49,87.9591836734694
2015-11-23,43.22,0.49,88.20408163265306
2015-11-24,43.34,0.49,88.44897959183675
2015-11-25,43.24,0.49,88.24489795918367
2015-11-27,43.6,0.49,88.9795918367347
2015-11-30,42.75,0.49,87.24489795918367
2015-12-01,43.67,0.49,89.12244897959184
2015-12-02,42.35,0.49,86.42857142857143
2015-12-03,41.48,0.49,84.65306122448979
2015-12-04,42.7,0.49,87.14285714285715
2015-12-07,42.66,0.49,87.06122448979592
2015-12-08,42.44,0.49,86.61224489795919
2015-12-09,42.13,0.49,85.9795918367347
2015-12-10,41.99,0.49,85.6938775510204
2015-12-11,41.41,0.49,84.51020408163265
2015-12-14,41.29,0.49,84.26530612244898
2015-12-15,41.56,0.49,84.81632653061224
2015-12-16,42.32,0.49,86.36734693877551
2015-12-17,42.0,0.49,85.71428571428572
2015-12-18,41.69,0.49,85.08163265306122
2015-12-21,41.9,0.49,85.51020408163265
2015-12-22,42.07,0.49,85.85714285714286
2015-12-23,42.39,0.49,86.51020408163265
2015-12-24,42.46,0.49,86.6530612244898
2015-12-28,42.91,0.49,87.57142857142857
2015-12-29,43.57,0.49,88.91836734693878
2015-12-30,43.24,0.49,88.24489795918367
2015-12-31,42.92,0.49,87.59183673469389
2016-01-04,41.9,0.49,85.51020408163265
2016-01-05,42.78,0.49,87.3061224489796
2016-01-06,42.55,0.49,86.83673469387755
2016-01-07,41.44,0.49,84.57142857142857
2016-01-08,41.07,0.49,83.81632653061224
2016-01-11,41.02,0.49,83.71428571428572
2016-01-12,40.69,0.49,83.0408163265306
2016-01-13,40.5,0.49,82.6530612244898
2016-01-14,39.65,0.49,80.91836734693878
2016-01-15,38.81,0.49,79.20408163265307
2016-01-19,39.04,0.49,79.6734693877551
2016-01-20,37.41,0.49,76.3469387755102
2016-01-21,37.73,0.49,77.0
2016-01-22,38.59,0.49,78.75510204081634
2016-01-25,38.22,0.49,78.0
2016-01-26,39.85,0.49,81.32653061224491
2016-01-27,39.47,0.49,80.55102040816327
2016-01-28,38.88,0.49,79.34693877551021
2016-01-29,39.47,0.49,80.55102040816327
2016-02-01,39.47,0.49,80.55102040816327
2016-02-02,39.27,0.49,80.14285714285715
2016-02-03,39.52,0.49,80.6530612244898
2016-02-04,39.58,0.49,80.77551020408163
2016-02-05,39.24,0.49,80.08163265306123
2016-02-08,37.65,0.49,76.83673469387755
2016-02-09,37.4,0.49,76.3265306122449
2016-02-10,37.3,0.49,76.12244897959184
2016-02-11,35.57,0.49,72.59183673469389
2016-02-12,36.07,0.49,73.61224489795919
2016-02-16,37.16,0.49,75.83673469387755
2016-02-17,37.46,0.49,76.44897959183673
2016-02-18,37.67,0.49,76.87755102040816
2016-02-19,37.33,0.23,162.30434782608694
2016-02-22,37.71,0.23,163.95652173913044
2016-02-23,37.91,0.23,164.82608695652172
2016-02-24,38.17,0.23,165.95652173913044
2016-02-25,39.07,0.23,169.8695652173913
2016-02-26,38.61,0.23,167.86956521739128
2016-02-29,38.46,0.23,167.2173913043478
2016-03-01,40.28,0.23,175.1304347826087
2016-03-02,40.47,0.23,175.9565217391304
2016-03-03,41.02,0.23,178.34782608695653
2016-03-04,41.49,0.23,180.3913043478261
2016-03-07,41.6,0.23,180.8695652173913
2016-03-08,41.34,0.23,179.73913043478262
2016-03-09,41.72,0.23,181.39130434782606
2016-03-10,41.4,0.23,180.0
2016-03-11,42.49,0.23,184.73913043478262
2016-03-14,42.39,0.23,184.30434782608694
2016-03-15,42.35,0.23,184.1304347826087
2016-03-16,42.33,0.23,184.04347826086956
2016-03-17,42.97,0.23,186.82608695652172
2016-03-18,42.75,0.23,185.86956521739128
2016-03-21,42.61,0.23,185.26086956521738
2016-03-22,42.56,0.23,185.04347826086956
2016-03-23,42.18,0.23,183.39130434782606
2016-03-24,42.32,0.23,184.0
2016-03-28,42.95,0.23,186.73913043478262
2016-03-29,43.84,0.23,190.6086956521739
2016-03-30,43.67,0.23,189.8695652173913
2016-03-31,44.18,0.23,192.08695652173913
2016-04-01,44.62,0.23,193.99999999999997
2016-04-04,44.39,0.23,193.0
2016-04-05,44.12,0.23,191.82608695652172
2016-04-06,44.05,0.23,191.52173913043475
2016-04-07,43.65,0.23,189.78260869565216
2016-04-08,44.12,0.23,191.82608695652172
2016-04-11,43.97,0.23,191.17391304347825
2016-04-12,43.97,0.23,191.17391304347825
2016-04-13,44.53,0.23,193.6086956521739
2016-04-14,44.4,0.23,193.04347826086956
2016-04-15,44.83,0.23,194.91304347826085
2016-04-18,45.12,0.23,196.17391304347825
2016-04-19,45.78,0.23,199.04347826086956
2016-04-20,45.03,0.23,195.78260869565216
2016-04-21,44.24,0.23,192.34782608695653
2016-04-22,44.9,0.23,195.2173913043478
2016-04-25,45.79,0.23,199.08695652173913
2016-04-26,45.8,0.23,199.1304347826087
2016-04-27,46.0,0.23,200.0
2016-04-28,45.65,0.23,198.4782608695652
2016-04-29,45.41,0.23,197.43478260869563
2016-05-02,46.01,0.23,200.04347826086953
2016-05-03,45.65,0.23,198.4782608695652
2016-05-04,45.88,0.23,199.47826086956522
2016-05-05,46.11,0.23,200.47826086956522
2016-05-06,46.6,0.4,116.5
2016-05-09,47.29,0.4,118.225
2016-05-10,47.75,0.4,119.375
2016-05-11,46.96,0.4,117.39999999999999
2016-05-12,47.45,0.4,118.625
2016-05-13,47.44,0.4,118.6
2016-05-16,48.09,0.4,120.22500000000001
2016-05-17,47.5,0.4,118.75
2016-05-18,46.86,0.4,117.14999999999999
2016-05-19,46.52,0.4,116.3
2016-05-20,46.84,0.4,117.10000000000001
2016-05-23,46.54,0.4,116.35
2016-05-24,47.26,0.4,118.14999999999999
2016-05-25,47.09,0.4,117.72500000000001
2016-05-26,47.11,0.4,117.77499999999999
2016-05-27,47.58,0.4,118.94999999999999
2016-05-31,47.53,0.4,118.825
2016-06-01,47.79,0.4,119.475
2016-06-02,48.01,0.4,120.02499999999999
2016-06-03,48.46,0.4,121.14999999999999
2016-06-06,48.32,0.4,120.8
2016-06-07,49.01,0.4,122.52499999999999
2016-06-08,49.36,0.4,123.39999999999999
2016-06-09,49.87,0.4,124.67499999999998
2016-06-10,49.92,0.4,124.8
2016-06-13,49.98,0.4,124.94999999999999
2016-06-14,49.35,0.4,123.375
2016-06-15,49.88,0.4,124.7
2016-06-16,50.33,0.4,125.82499999999999
2016-06-17,49.86,0.4,124.64999999999999
2016-06-20,49.89,0.4,124.725
2016-06-21,49.97,0.4,124.925
2016-06-22,50.03,0.4,125.075
2016-06-23,50.09,0.4,125.22500000000001
2016-06-24,48.14,0.4,120.35
2016-06-27,46.92,0.4,117.3
2016-06-28,47.96,0.4,119.89999999999999
2016-06-29,49.11,0.4,122.77499999999999
2016-06-30,49.04,0.4,122.6
2016-07-01,48.74,0.4,121.85
2016-07-05,49.54,0.4,123.85
2016-07-06,49.37,0.4,123.42499999999998
2016-07-07,48.75,0.4,121.875
2016-07-08,49.55,0.4,123.87499999999999
2016-07-11,49.91,0.4,124.77499999999999
2016-07-12,50.09,0.4,125.22500000000001
2016-07-13,50.65,0.4,126.62499999999999
2016-07-14,50.96,0.4,127.39999999999999
2016-07-15,51.33,0.4,128.325
2016-07-18,51.62,0.4,129.04999999999998
2016-07-19,51.71,0.4,129.275
2016-07-20,51.6,0.4,129.0
2016-07-21,51.78,0.4,129.45
2016-07-22,52.57,0.4,131.42499999999998
2016-07-25,52.99,0.4,132.475
2016-07-26,53.2,0.4,133.0
2016-07-27,52.52,0.4,131.3
2016-07-28,53.63,0.4,134.075
2016-07-29,54.49,0.52,104.78846153846153
2016-08-01,54.61,0.52,105.01923076923076
2016-08-02,54.2,0.52,104.23076923076923
2016-08-03,54.06,0.52,103.96153846153847
2016-08-04,54.0,0.52,103.84615384615384
2016-08-05,54.12,0.52,104.07692307692307
2016-08-08,53.75,0.52,103.36538461538461
2016-08-09,54.24,0.52,104.3076923076923
2016-08-10,54.4,0.52,104.61538461538461
2016-08-11,54.03,0.52,103.90384615384615
2016-08-12,54.35,0.52,104.51923076923077
2016-08-15,54.17,0.52,104.17307692307692
2016-08-16,53.88,0.52,103.61538461538461
2016-08-17,53.59,0.52,103.0576923076923
2016-08-18,53.42,0.52,102.73076923076923
2016-08-19,53.32,0.52,102.53846153846153
2016-08-22,53.6,0.52,103.07692307692308
2016-08-23,53.82,0.52,103.5
2016-08-24,53.19,0.52,102.28846153846153
2016-08-25,53.31,0.52,102.51923076923077
2016-08-26,52.56,0.52,101.07692307692308
2016-08-29,53.16,0.52,102.23076923076923
2016-08-30,53.14,0.52,102.1923076923077
2016-08-31,53.11,0.52,102.13461538461539
2016-09-01,53.02,0.52,101.96153846153847
2016-09-02,53.98,0.52,103.80769230769229
2016-09-06,54.13,0.52,104.09615384615385
2016-09-07,54.56,0.52,104.92307692307692
2016-09-08,54.04,0.52,103.92307692307692
2016-09-09,51.49,0.52,99.01923076923077
2016-09-12,52.48,0.52,100.92307692307692
2016-09-13,51.15,0.52,98.36538461538461
2016-09-14,51.5,0.52,99.03846153846153
2016-09-15,51.26,0.52,98.57692307692307
2016-09-16,51.47,0.52,98.98076923076923
2016-09-19,52.42,0.52,100.8076923076923
2016-09-20,52.27,0.52,100.51923076923077
2016-09-21,53.29,0.52,102.48076923076923
2016-09-22,54.39,0.52,104.59615384615384
2016-09-23,54.5,0.52,104.8076923076923
2016-09-26,54.34,0.52,104.5
2016-09-27,53.89,0.52,103.63461538461539
2016-09-28,54.51,0.52,104.82692307692307
2016-09-29,53.79,0.52,103.4423076923077
2016-09-30,53.54,0.52,102.96153846153845
2016-10-03,52.63,0.52,101.21153846153847
2016-10-04,51.17,0.52,98.40384615384616
2016-10-05,50.49,0.52,97.09615384615384
2016-10-06,50.21,0.52,96.5576923076923
2016-10-07,49.8,0.52,95.76923076923076
2016-10-10,50.1,0.52,96.34615384615384
2016-10-11,49.72,0.52,95.61538461538461
2016-10-12,50.18,0.52,96.5
2016-10-13,51.21,0.52,98.48076923076923
2016-10-14,50.87,0.52,97.82692307692307
2016-10-17,51.2,0.52,98.46153846153847
2016-10-18,52.07,0.52,100.13461538461539
2016-10-19,52.31,0.52,100.59615384615385
2016-10-20,52.71,0.52,101.36538461538461
2016-10-21,52.4,0.52,100.76923076923076
2016-10-24,52.81,0.52,101.5576923076923
2016-10-25,52.64,0.52,101.23076923076923
2016-10-26,52.08,0.52,100.15384615384615
2016-10-27,51.0,0.52,98.07692307692308
2016-10-28,51.07,0.52,98.21153846153845
2016-10-31,52.16,0.52,100.30769230769229
2016-11-01,50.78,0.52,97.65384615384615
2016-11-02,49.85,0.52,95.86538461538461
2016-11-03,49.28,0.53,92.98113207547169
2016-11-04,49.34,0.53,93.09433962264151
2016-11-07,50.82,0.53,95.88679245283018
2016-11-08,51.05,0.53,96.32075471698113
2016-11-09,48.58,0.53,91.66037735849056
2016-11-10,47.01,0.53,88.69811320754717
2016-11-11,46.38,0.53,87.50943396226415
2016-11-14,47.82,0.53,90.22641509433961
2016-11-15,48.04,0.53,90.64150943396226
2016-11-16,48.14,0.53,90.83018867924528
2016-11-17,48.02,0.53,90.60377358490567
2016-11-18,48.97,0.53,92.39622641509433
2016-11-21,48.91,0.53,92.28301886792451
2016-11-22,49.74,0.53,93.84905660377359
2016-11-23,49.71,0.53,93.79245283018868
2016-11-25,49.7,0.53,93.77358490566037
2016-11-28,50.61,0.53,95.49056603773585
2016-11-29,51.44,0.53,97.0566037735849
2016-11-30,50.9,0.53,96.0377358490566
2016-12-01,49.95,0.53,94.24528301886792
2016-12-02,49.95,0.53,94.24528301886792
2016-12-05,50.6,0.53,95.47169811320755
2016-12-06,50.7,0.53,95.66037735849056
2016-12-07,52.52,0.53,99.09433962264151
2016-12-08,52.48,0.53,99.0188679245283
2016-12-09,52.39,0.53,98.84905660377358
2016-12-12,52.95,0.53,99.90566037735849
2016-12-13,53.2,0.53,100.37735849056604
2016-12-14,51.76,0.53,97.66037735849056
2016-12-15,51.32,0.53,96.83018867924528
2016-12-16,52.48,0.53,99.0188679245283
2016-12-19,52.49,0.53,99.0377358490566
2016-12-20,52.45,0.53,98.9622641509434
2016-12-21,51.9,0.53,97.92452830188678
2016-12-22,51.9,0.53,97.92452830188678
2016-12-23,51.75,0.53,97.64150943396226
2016-12-27,52.04,0.53,98.18867924528301
2016-12-28,51.55,0.53,97.26415094339622
2016-12-29,52.27,0.53,98.62264150943396
2016-12-30,52.79,0.53,99.60377358490565
2017-01-03,52.8,0.53,99.62264150943395
2017-01-04,53.74,0.53,101.39622641509433
2017-01-05,53.76,0.53,101.43396226415094
2017-01-06,54.11,0.53,102.0943396226415
2017-01-09,53.7,0.53,101.32075471698113
2017-01-10,52.47,0.53,98.99999999999999
2017-01-11,52.25,0.53,98.58490566037736
2017-01-12,52.69,0.53,99.41509433962263
2017-01-13,52.3,0.53,98.67924528301886
2017-01-17,52.53,0.53,99.11320754716981
2017-01-18,52.85,0.53,99.71698113207547
2017-01-19,52.76,0.53,99.54716981132074
2017-01-20,52.57,0.53,99.18867924528301
2017-01-23,52.83,0.53,99.67924528301886
2017-01-24,51.83,0.53,97.79245283018867
2017-01-25,51.79,0.53,97.71698113207546
2017-01-26,50.94,0.53,96.11320754716981
2017-01-27,49.25,0.53,92.92452830188678
2017-01-30,48.74,0.53,91.9622641509434
2017-01-31,48.85,0.53,92.16981132075472
2017-02-01,48.44,0.53,91.39622641509433
2017-02-02,49.06,0.53,92.56603773584905
2017-02-03,50.21,0.53,94.73584905660377
2017-02-06,49.39,0.53,93.18867924528301
2017-02-07,48.73,0.53,91.94339622641509
2017-02-08,49.37,0.53,93.15094339622641
2017-02-09,49.42,0.53,93.24528301886792
2017-02-10,50.11,0.53,94.54716981132074
2017-02-13,49.97,0.53,94.28301886792453
2017-02-14,49.92,0.53,94.18867924528301
2017-02-15,49.41,0.84,58.82142857142857
2017-02-16,50.12,0.84,59.666666666666664
2017-02-17,50.19,0.84,59.75
2017-02-21,50.75,0.84,60.41666666666667
2017-02-22,50.34,0.84,59.92857142857144
2017-02-23,50.56,0.84,60.1904761904762
2017-02-24,51.08,0.84,60.80952380952381
2017-02-27,51.61,0.84,61.44047619047619
2017-02-28,51.05,0.84,60.773809523809526
2017-03-01,50.99,0.84,60.702380952380956
2017-03-02,51.05,0.84,60.773809523809526
2017-03-03,51.14,0.84,60.88095238095239
2017-03-06,50.59,0.84,60.22619047619048
2017-03-07,50.55,0.84,60.17857142857143
2017-03-08,49.93,0.84,59.44047619047619
2017-03-09,49.3,0.84,58.69047619047619
2017-03-10,49.4,0.84,58.80952380952381
2017-03-13,49.29,0.84,58.67857142857143
2017-03-14,49.36,0.84,58.761904761904766
2017-03-15,50.7,0.84,60.35714285714286
2017-03-16,50.7,0.84,60.35714285714286
2017-03-17,50.98,0.84,60.69047619047619
2017-03-20,51.51,0.84,61.32142857142857
2017-03-21,50.41,0.84,60.01190476190476
2017-03-22,50.31,0.84,59.892857142857146
2017-03-23,50.86,0.84,60.54761904761905
2017-03-24,51.03,0.84,60.75000000000001
2017-03-27,49.87,0.84,59.36904761904762
2017-03-28,50.3,0.84,59.88095238095238
2017-03-29,50.64,0.84,60.28571428571429
2017-03-30,51.18,0.84,60.92857142857143
2017-03-31,51.88,0.84,61.761904761904766
2017-04-03,52.24,0.84,62.1904761904762
2017-04-04,52.5,0.84,62.5
2017-04-05,52.67,0.84,62.702380952380956
2017-04-06,53.06,0.84,63.16666666666667
2017-04-07,53.58,0.84,63.785714285714285
2017-04-10,54.2,0.84,64.52380952380953
2017-04-11,54.58,0.84,64.97619047619048
2017-04-12,54.93,0.84,65.39285714285714
2017-04-13,54.57,0.84,64.96428571428572
2017-04-17,55.26,0.84,65.78571428571429
2017-04-18,54.56,0.84,64.95238095238096
2017-04-19,54.3,0.84,64.64285714285714
2017-04-20,54.53,0.84,64.91666666666667
2017-04-21,54.35,0.84,64.70238095238096
2017-04-24,54.34,0.84,64.6904761904762
2017-04-25,54.86,0.38,144.3684210526316
2017-04-26,54.45,0.38,143.28947368421052
2017-04-27,54.9,0.38,144.4736842105263
2017-04-28,54.41,0.38,143.18421052631578
2017-05-01,54.76,0.38,144.10526315789474
2017-05-02,54.6,0.38,143.68421052631578
2017-05-03,53.82,0.38,141.6315789473684
2017-05-04,54.11,0.38,142.39473684210526
2017-05-05,54.66,0.38,143.8421052631579
2017-05-08,54.8,0.38,144.21052631578945
2017-05-09,54.2,0.38,142.63157894736844
2017-05-10,54.63,0.38,143.76315789473685
2017-05-11,54.62,0.38,143.73684210526315
2017-05-12,54.35,0.38,143.0263157894737
2017-05-15,55.0,0.38,144.73684210526315
2017-05-16,54.83,0.38,144.28947368421052
2017-05-17,55.33,0.38,145.60526315789474
2017-05-18,54.77,0.38,144.13157894736844
2017-05-19,55.24,0.38,145.3684210526316
2017-05-22,55.41,0.38,145.8157894736842
2017-05-23,55.69,0.38,146.55263157894737
2017-05-24,55.87,0.38,147.02631578947367
2017-05-25,55.9,0.38,147.10526315789474
2017-05-26,55.79,0.38,146.81578947368422
2017-05-30,55.83,0.38,146.92105263157893
2017-05-31,55.54,0.38,146.1578947368421
2017-06-01,55.91,0.38,147.1315789473684
2017-06-02,56.88,0.38,149.68421052631578
2017-06-05,56.41,0.38,148.44736842105263
2017-06-06,56.48,0.38,148.6315789473684
2017-06-07,56.76,0.38,149.36842105263156
2017-06-08,56.46,0.38,148.57894736842104
2017-06-09,57.13,0.38,150.3421052631579
2017-06-12,57.33,0.38,150.86842105263156
2017-06-13,57.19,0.38,150.5
2017-06-14,57.83,0.38,152.18421052631578
2017-06-15,58.51,0.38,153.9736842105263
2017-06-16,58.13,0.38,152.97368421052633
2017-06-19,58.59,0.38,154.1842105263158
2017-06-20,57.67,0.38,151.76315789473685
2017-06-21,58.05,0.38,152.76315789473682
2017-06-22,57.64,0.38,151.68421052631578
2017-06-23,58.52,0.38,154.0
2017-06-26,59.06,0.38,155.42105263157896
2017-06-27,58.72,0.38,154.52631578947367
2017-06-28,59.19,0.38,155.76315789473682
2017-06-29,58.69,0.38,154.44736842105263
2017-06-30,58.64,0.38,154.31578947368422
