date,WY,WY_EPS,PE Ratio
2005-10-28,63.22,2.2,28.736363636363635
2005-10-31,63.34,2.2,28.79090909090909
2005-11-01,63.01,2.2,28.640909090909087
2005-11-02,63.34,2.2,28.79090909090909
2005-11-03,62.99,2.2,28.63181818181818
2005-11-04,62.8,3.36,18.69047619047619
2005-11-07,62.97,3.36,18.74107142857143
2005-11-08,61.27,3.36,18.235119047619047
2005-11-09,61.3,3.36,18.24404761904762
2005-11-10,61.98,3.36,18.446428571428573
2005-11-11,62.22,3.36,18.517857142857142
2005-11-14,63.49,3.36,18.895833333333336
2005-11-15,64.01,3.36,19.05059523809524
2005-11-16,64.42,3.36,19.172619047619047
2005-11-17,64.72,3.36,19.261904761904763
2005-11-18,64.61,3.36,19.229166666666668
2005-11-21,65.29,3.36,19.43154761904762
2005-11-22,65.57,3.36,19.514880952380953
2005-11-23,64.92,3.36,19.321428571428573
2005-11-25,64.83,3.36,19.294642857142858
2005-11-28,64.92,3.36,19.321428571428573
2005-11-29,66.24,3.36,19.71428571428571
2005-11-30,66.31,3.36,19.735119047619047
2005-12-01,66.92,3.36,19.916666666666668
2005-12-02,67.36,3.36,20.047619047619047
2005-12-05,66.87,3.36,19.901785714285715
2005-12-06,67.0,3.36,19.94047619047619
2005-12-07,66.22,3.36,19.708333333333332
2005-12-08,66.1,3.36,19.672619047619047
2005-12-09,66.3,3.36,19.732142857142858
2005-12-12,66.38,3.36,19.75595238095238
2005-12-13,66.57,3.36,19.8125
2005-12-14,66.4,3.36,19.761904761904763
2005-12-15,65.6,3.36,19.523809523809522
2005-12-16,66.27,3.36,19.723214285714285
2005-12-19,66.66,3.36,19.839285714285715
2005-12-20,66.55,3.36,19.80654761904762
2005-12-21,66.84,3.36,19.892857142857146
2005-12-22,67.35,3.36,20.044642857142858
2005-12-23,67.0,3.36,19.94047619047619
2005-12-27,66.48,3.36,19.78571428571429
2005-12-28,67.08,3.36,19.964285714285715
2005-12-29,67.14,3.36,19.982142857142858
2005-12-30,66.34,3.36,19.74404761904762
2006-01-03,66.64,3.36,19.833333333333336
2006-01-04,68.25,3.36,20.3125
2006-01-05,67.65,3.36,20.133928571428573
2006-01-06,67.75,3.36,20.163690476190478
2006-01-09,67.59,3.36,20.11607142857143
2006-01-10,68.49,3.36,20.38392857142857
2006-01-11,68.45,3.36,20.37202380952381
2006-01-12,67.25,3.36,20.014880952380953
2006-01-13,66.48,3.36,19.78571428571429
2006-01-17,66.55,3.36,19.80654761904762
2006-01-18,66.32,3.36,19.738095238095237
2006-01-19,67.07,3.36,19.961309523809522
2006-01-20,66.72,3.36,19.857142857142858
2006-01-23,67.35,3.36,20.044642857142858
2006-01-24,67.64,3.36,20.130952380952383
2006-01-25,67.15,3.36,19.98511904761905
2006-01-26,68.08,3.36,20.261904761904763
2006-01-27,68.49,3.36,20.38392857142857
2006-01-30,70.38,3.36,20.94642857142857
2006-01-31,69.76,3.36,20.761904761904763
2006-02-01,68.63,3.36,20.425595238095237
2006-02-02,67.25,3.36,20.014880952380953
2006-02-03,67.5,3.36,20.089285714285715
2006-02-06,69.7,3.36,20.74404761904762
2006-02-07,69.33,3.36,20.633928571428573
2006-02-08,69.7,3.36,20.74404761904762
2006-02-09,69.62,3.36,20.7202380952381
2006-02-10,69.25,3.36,20.610119047619047
2006-02-13,68.97,3.36,20.526785714285715
2006-02-14,70.4,3.36,20.952380952380956
2006-02-15,69.8,3.36,20.773809523809526
2006-02-16,70.15,3.36,20.877976190476193
2006-02-17,70.0,3.36,20.833333333333336
2006-02-21,68.96,3.36,20.523809523809522
2006-02-22,68.83,1.9,36.22631578947369
2006-02-23,68.67,1.9,36.142105263157895
2006-02-24,69.02,1.9,36.32631578947368
2006-02-27,69.14,1.9,36.38947368421053
2006-02-28,68.29,1.9,35.9421052631579
2006-03-01,67.9,1.9,35.736842105263165
2006-03-02,67.96,1.9,35.768421052631574
2006-03-03,67.57,1.9,35.56315789473684
2006-03-06,68.51,1.9,36.05789473684211
2006-03-07,68.4,1.9,36.00000000000001
2006-03-08,69.43,1.9,36.5421052631579
2006-03-09,70.03,1.9,36.857894736842105
2006-03-10,70.88,1.9,37.305263157894736
2006-03-13,72.2,1.9,38.0
2006-03-14,72.8,1.9,38.31578947368421
2006-03-15,73.47,1.9,38.66842105263158
2006-03-16,73.77,1.9,38.82631578947368
2006-03-17,73.28,1.9,38.56842105263158
2006-03-20,72.95,1.9,38.39473684210527
2006-03-21,72.02,1.9,37.90526315789474
2006-03-22,72.78,1.9,38.30526315789474
2006-03-23,72.85,1.9,38.34210526315789
2006-03-24,73.18,1.9,38.515789473684215
2006-03-27,73.86,1.9,38.87368421052632
2006-03-28,73.11,1.9,38.47894736842105
2006-03-29,74.05,1.9,38.973684210526315
2006-03-30,73.1,1.9,38.473684210526315
2006-03-31,72.43,1.9,38.121052631578955
2006-04-03,72.95,1.9,38.39473684210527
2006-04-04,72.85,1.9,38.34210526315789
2006-04-05,73.62,1.9,38.747368421052634
2006-04-06,75.05,1.9,39.5
2006-04-07,74.04,1.9,38.968421052631584
2006-04-10,73.35,1.9,38.60526315789473
2006-04-11,72.18,1.9,37.98947368421053
2006-04-12,72.05,1.9,37.921052631578945
2006-04-13,72.5,1.9,38.15789473684211
2006-04-17,72.49,1.9,38.152631578947364
2006-04-18,74.4,1.9,39.15789473684211
2006-04-19,74.55,1.9,39.23684210526316
2006-04-20,74.22,1.9,39.06315789473685
2006-04-21,75.04,1.9,39.49473684210527
2006-04-24,75.09,1.9,39.521052631578954
2006-04-25,73.85,1.9,38.868421052631575
2006-04-26,73.29,1.9,38.573684210526324
2006-04-27,70.67,1.9,37.194736842105264
2006-04-28,70.47,1.9,37.089473684210525
2006-05-01,69.85,1.9,36.76315789473684
2006-05-02,69.39,1.9,36.52105263157895
2006-05-03,69.12,1.9,36.37894736842106
2006-05-04,70.11,-2.36,-29.70762711864407
2006-05-05,70.83,-2.36,-30.012711864406782
2006-05-08,70.3,-2.36,-29.78813559322034
2006-05-09,70.69,-2.36,-29.953389830508474
2006-05-10,70.81,-2.36,-30.004237288135595
2006-05-11,69.23,-2.36,-29.33474576271187
2006-05-12,68.13,-2.36,-28.86864406779661
2006-05-15,68.0,-2.36,-28.8135593220339
2006-05-16,67.3,-2.36,-28.516949152542374
2006-05-17,65.52,-2.36,-27.76271186440678
2006-05-18,65.25,-2.36,-27.648305084745765
2006-05-19,65.46,-2.36,-27.737288135593218
2006-05-22,64.75,-2.36,-27.436440677966104
2006-05-23,64.29,-2.36,-27.241525423728817
2006-05-24,62.72,-2.36,-26.576271186440678
2006-05-25,63.6,-2.36,-26.949152542372882
2006-05-26,64.61,-2.36,-27.3771186440678
2006-05-30,63.83,-2.36,-27.046610169491526
2006-05-31,63.96,-2.36,-27.10169491525424
2006-06-01,65.04,-2.36,-27.559322033898308
2006-06-02,64.34,-2.36,-27.262711864406782
2006-06-05,62.34,-2.36,-26.41525423728814
2006-06-06,61.39,-2.36,-26.012711864406782
2006-06-07,60.38,-2.36,-25.584745762711865
2006-06-08,59.79,-2.36,-25.334745762711865
2006-06-09,60.02,-2.36,-25.432203389830512
2006-06-12,58.16,-2.36,-24.64406779661017
2006-06-13,56.69,-2.36,-24.021186440677965
2006-06-14,57.3,-2.36,-24.279661016949152
2006-06-15,59.53,-2.36,-25.224576271186443
2006-06-16,59.05,-2.36,-25.021186440677965
2006-06-19,59.31,-2.36,-25.13135593220339
2006-06-20,58.75,-2.36,-24.89406779661017
2006-06-21,60.33,-2.36,-25.5635593220339
2006-06-22,60.5,-2.36,-25.635593220338983
2006-06-23,60.3,-2.36,-25.550847457627118
2006-06-26,60.5,-2.36,-25.635593220338983
2006-06-27,60.19,-2.36,-25.504237288135595
2006-06-28,59.93,-2.36,-25.39406779661017
2006-06-29,61.89,-2.36,-26.224576271186443
2006-06-30,62.25,-2.36,-26.3771186440678
2006-07-03,61.85,-2.36,-26.20762711864407
2006-07-05,60.81,-2.36,-25.766949152542374
2006-07-06,60.77,-2.36,-25.750000000000004
2006-07-07,60.62,-2.36,-25.6864406779661
2006-07-10,60.8,-2.36,-25.76271186440678
2006-07-11,59.95,-2.36,-25.40254237288136
2006-07-12,60.02,-2.36,-25.432203389830512
2006-07-13,57.66,-2.36,-24.43220338983051
2006-07-14,58.1,-2.36,-24.618644067796613
2006-07-17,57.26,-2.36,-24.26271186440678
2006-07-18,56.35,-2.36,-23.8771186440678
2006-07-19,57.82,-2.36,-24.5
2006-07-20,56.27,-2.36,-23.843220338983052
2006-07-21,55.35,-2.36,-23.453389830508478
2006-07-24,55.6,-2.36,-23.559322033898308
2006-07-25,57.35,-2.36,-24.30084745762712
2006-07-26,58.5,-2.36,-24.78813559322034
2006-07-27,58.87,-2.36,-24.944915254237287
2006-07-28,58.57,-2.36,-24.81779661016949
2006-07-31,58.66,-2.36,-24.85593220338983
2006-08-01,57.73,-2.36,-24.46186440677966
2006-08-02,57.47,-2.36,-24.35169491525424
2006-08-03,58.24,-1.15,-50.64347826086957
2006-08-04,57.36,-1.15,-49.87826086956522
2006-08-07,57.41,-1.15,-49.92173913043478
2006-08-08,56.7,-1.15,-49.30434782608696
2006-08-09,56.86,-1.15,-49.44347826086957
2006-08-10,56.2,-1.15,-48.86956521739131
2006-08-11,55.6,-1.15,-48.34782608695652
2006-08-14,55.38,-1.15,-48.15652173913044
2006-08-15,56.24,-1.15,-48.90434782608696
2006-08-16,58.24,-1.15,-50.64347826086957
2006-08-17,58.3,-1.15,-50.69565217391305
2006-08-18,57.97,-1.15,-50.40869565217392
2006-08-21,57.05,-1.15,-49.608695652173914
2006-08-22,60.03,-1.15,-52.2
2006-08-23,61.35,-1.15,-53.34782608695653
2006-08-24,61.2,-1.15,-53.217391304347835
2006-08-25,60.69,-1.15,-52.77391304347826
2006-08-28,60.99,-1.15,-53.03478260869566
2006-08-29,61.19,-1.15,-53.208695652173915
2006-08-30,61.96,-1.15,-53.878260869565224
2006-08-31,62.0,-1.15,-53.913043478260875
2006-09-01,62.2,-1.15,-54.08695652173914
2006-09-05,63.37,-1.15,-55.10434782608696
2006-09-06,62.76,-1.15,-54.573913043478264
2006-09-07,62.3,-1.15,-54.173913043478265
2006-09-08,63.16,-1.15,-54.92173913043479
2006-09-11,61.92,-1.15,-53.843478260869574
2006-09-12,62.43,-1.15,-54.286956521739135
2006-09-13,62.19,-1.15,-54.07826086956522
2006-09-14,61.72,-1.15,-53.66956521739131
2006-09-15,62.09,-1.15,-53.991304347826095
2006-09-18,61.45,-1.15,-53.434782608695656
2006-09-19,60.16,-1.15,-52.31304347826087
2006-09-20,60.01,-1.15,-52.18260869565218
2006-09-21,59.45,-1.15,-51.69565217391305
2006-09-22,59.02,-1.15,-51.32173913043479
2006-09-25,60.49,-1.15,-52.60000000000001
2006-09-26,61.39,-1.15,-53.38260869565218
2006-09-27,61.86,-1.15,-53.79130434782609
2006-09-28,62.28,-1.15,-54.15652173913044
2006-09-29,61.53,-1.15,-53.50434782608696
2006-10-02,61.83,-1.15,-53.76521739130435
2006-10-03,61.46,-1.15,-53.44347826086957
2006-10-04,60.98,-1.15,-53.02608695652174
2006-10-05,61.19,-1.15,-53.208695652173915
2006-10-06,61.35,-1.15,-53.34782608695653
2006-10-09,61.85,-1.15,-53.78260869565218
2006-10-10,62.05,-1.15,-53.95652173913044
2006-10-11,62.3,-1.15,-54.173913043478265
2006-10-12,63.49,-1.15,-55.20869565217392
2006-10-13,65.13,-1.15,-56.63478260869565
2006-10-16,65.15,-1.15,-56.65217391304349
2006-10-17,64.65,-1.15,-56.217391304347835
2006-10-18,64.43,-1.15,-56.02608695652175
2006-10-19,64.88,-1.15,-56.417391304347824
2006-10-20,64.2,-1.15,-55.82608695652175
2006-10-23,64.15,-1.15,-55.782608695652186
2006-10-24,63.73,-1.15,-55.41739130434783
2006-10-25,63.7,-1.15,-55.39130434782609
2006-10-26,64.02,-1.15,-55.6695652173913
2006-10-27,63.6,-1.15,-55.30434782608696
2006-10-30,64.04,-1.15,-55.68695652173914
2006-10-31,63.59,-1.15,-55.29565217391305
2006-11-01,63.16,-1.15,-54.92173913043479
2006-11-02,63.37,-1.15,-55.10434782608696
2006-11-03,62.97,-0.41,-153.58536585365854
2006-11-06,63.4,-0.41,-154.6341463414634
2006-11-07,63.05,-0.41,-153.78048780487805
2006-11-08,63.59,-0.41,-155.09756097560978
2006-11-09,63.5,-0.41,-154.8780487804878
2006-11-10,63.39,-0.41,-154.609756097561
2006-11-13,64.49,-0.41,-157.29268292682926
2006-11-14,64.84,-0.41,-158.14634146341464
2006-11-15,64.0,-0.41,-156.09756097560975
2006-11-16,64.64,-0.41,-157.65853658536585
2006-11-17,63.86,-0.41,-155.7560975609756
2006-11-20,63.83,-0.41,-155.6829268292683
2006-11-21,63.82,-0.41,-155.65853658536585
2006-11-22,63.74,-0.41,-155.46341463414635
2006-11-24,64.3,-0.41,-156.82926829268294
2006-11-27,63.26,-0.41,-154.2926829268293
2006-11-28,64.4,-0.41,-157.07317073170734
2006-11-29,64.3,-0.41,-156.82926829268294
2006-11-30,64.68,-0.41,-157.75609756097563
2006-12-01,64.81,-0.41,-158.07317073170734
2006-12-04,66.07,-0.41,-161.14634146341461
2006-12-05,67.69,-0.41,-165.09756097560975
2006-12-06,67.77,-0.41,-165.29268292682926
2006-12-07,66.75,-0.41,-162.8048780487805
2006-12-08,66.68,-0.41,-162.63414634146343
2006-12-11,66.25,-0.41,-161.58536585365854
2006-12-12,65.74,-0.41,-160.34146341463415
2006-12-13,65.98,-0.41,-160.9268292682927
2006-12-14,69.49,-0.41,-169.4878048780488
2006-12-15,71.93,-0.41,-175.43902439024393
2006-12-18,70.62,-0.41,-172.24390243902442
2006-12-19,70.5,-0.41,-171.95121951219514
2006-12-20,69.71,-0.41,-170.02439024390245
2006-12-21,70.25,-0.41,-171.34146341463415
2006-12-22,70.26,-0.41,-171.36585365853662
2006-12-26,70.66,-0.41,-172.34146341463415
2006-12-27,71.2,-0.41,-173.65853658536588
2006-12-28,70.8,-0.41,-172.6829268292683
2006-12-29,70.65,-0.41,-172.31707317073173
2007-01-03,72.5,-0.41,-176.82926829268294
2007-01-04,71.77,-0.41,-175.0487804878049
2007-01-05,71.54,-0.41,-174.48780487804882
2007-01-08,72.17,-0.41,-176.02439024390245
2007-01-09,71.8,-0.41,-175.1219512195122
2007-01-10,71.37,-0.41,-174.07317073170734
2007-01-11,72.45,-0.41,-176.70731707317074
2007-01-12,73.0,-0.41,-178.0487804878049
2007-01-16,72.9,-0.41,-177.80487804878052
2007-01-17,72.13,-0.41,-175.9268292682927
2007-01-18,72.01,-0.41,-175.63414634146343
2007-01-19,74.25,-0.41,-181.09756097560978
2007-01-22,73.38,-0.41,-178.97560975609755
2007-01-23,74.67,-0.41,-182.1219512195122
2007-01-24,74.97,-0.41,-182.85365853658539
2007-01-25,74.78,-0.41,-182.39024390243904
2007-01-26,75.15,-0.41,-183.2926829268293
2007-01-29,75.32,-0.41,-183.7073170731707
2007-01-30,74.83,-0.41,-182.51219512195124
2007-01-31,75.0,-0.41,-182.9268292682927
2007-02-01,75.57,-0.41,-184.3170731707317
2007-02-02,76.52,-0.41,-186.6341463414634
2007-02-05,78.22,-0.41,-190.78048780487805
2007-02-06,78.97,-0.41,-192.609756097561
2007-02-07,79.26,-0.41,-193.31707317073173
2007-02-08,78.99,-0.41,-192.65853658536585
2007-02-09,78.14,-0.41,-190.58536585365854
2007-02-12,78.44,-0.41,-191.3170731707317
2007-02-13,80.95,-0.41,-197.43902439024393
2007-02-14,81.56,-0.41,-198.9268292682927
2007-02-15,82.39,-0.41,-200.95121951219514
2007-02-16,83.03,-0.41,-202.51219512195124
2007-02-20,82.83,-0.41,-202.02439024390245
2007-02-21,83.57,-0.41,-203.8292682926829
2007-02-22,83.07,-0.41,-202.60975609756096
2007-02-23,82.25,-0.41,-200.609756097561
2007-02-26,86.02,-0.41,-209.8048780487805
2007-02-27,84.75,-0.41,-206.70731707317074
2007-02-28,85.91,-0.41,-209.53658536585365
2007-03-01,86.0,1.45,59.310344827586206
2007-03-02,86.18,1.45,59.434482758620696
2007-03-05,84.75,1.45,58.44827586206897
2007-03-06,86.2,1.45,59.44827586206897
2007-03-07,84.15,1.45,58.0344827586207
2007-03-08,82.5,1.45,56.896551724137936
2007-03-09,82.17,1.45,56.66896551724138
2007-03-12,80.88,1.45,55.779310344827586
2007-03-13,79.1,1.45,54.55172413793103
2007-03-14,78.83,1.45,54.36551724137931
2007-03-15,79.58,1.45,54.88275862068966
2007-03-16,79.19,1.45,54.61379310344827
2007-03-19,78.81,1.45,54.351724137931036
2007-03-20,78.1,1.45,53.86206896551724
2007-03-21,78.48,1.45,54.12413793103449
2007-03-22,77.67,1.45,53.56551724137931
2007-03-23,78.06,1.45,53.834482758620695
2007-03-26,77.44,1.45,53.40689655172414
2007-03-27,75.97,1.45,52.393103448275866
2007-03-28,74.8,1.45,51.58620689655172
2007-03-29,74.63,1.45,51.46896551724138
2007-03-30,74.74,1.45,51.54482758620689
2007-04-02,74.95,1.45,51.689655172413794
2007-04-03,76.52,1.45,52.772413793103446
2007-04-04,76.71,1.45,52.90344827586207
2007-04-05,75.76,1.45,52.24827586206897
2007-04-09,76.21,1.45,52.55862068965517
2007-04-10,75.98,1.45,52.400000000000006
2007-04-11,74.69,1.45,51.51034482758621
2007-04-12,75.2,1.45,51.862068965517246
2007-04-13,76.02,1.45,52.42758620689655
2007-04-16,79.1,1.45,54.55172413793103
2007-04-17,77.73,1.45,53.60689655172414
2007-04-18,77.48,1.45,53.434482758620696
2007-04-19,76.44,1.45,52.717241379310344
2007-04-20,77.5,1.45,53.44827586206897
2007-04-23,77.09,1.45,53.16551724137931
2007-04-24,76.53,1.45,52.779310344827586
2007-04-25,77.35,1.45,53.3448275862069
2007-04-26,81.25,1.45,56.03448275862069
2007-04-27,81.35,1.45,56.103448275862064
2007-04-30,79.22,1.45,54.63448275862069
2007-05-01,78.91,1.45,54.42068965517241
2007-05-02,79.33,1.45,54.710344827586205
2007-05-03,78.15,1.45,53.896551724137936
2007-05-04,82.62,1.45,56.97931034482759
2007-05-07,82.14,1.45,56.64827586206897
2007-05-08,81.86,1.45,56.45517241379311
2007-05-09,82.15,1.45,56.65517241379311
2007-05-10,80.81,-0.07,-1154.4285714285713
2007-05-11,81.34,-0.07,-1162.0
2007-05-14,81.0,-0.07,-1157.142857142857
2007-05-15,80.03,-0.07,-1143.2857142857142
2007-05-16,79.44,-0.07,-1134.8571428571427
2007-05-17,79.92,-0.07,-1141.7142857142856
2007-05-18,80.14,-0.07,-1144.8571428571427
2007-05-21,80.47,-0.07,-1149.5714285714284
2007-05-22,80.35,-0.07,-1147.8571428571427
2007-05-23,79.65,-0.07,-1137.857142857143
2007-05-24,79.07,-0.07,-1129.5714285714284
2007-05-25,79.95,-0.07,-1142.142857142857
2007-05-29,80.19,-0.07,-1145.5714285714284
2007-05-30,80.96,-0.07,-1156.5714285714284
2007-05-31,81.96,-0.07,-1170.8571428571427
2007-06-01,82.35,-0.07,-1176.4285714285713
2007-06-04,82.43,-0.07,-1177.5714285714287
2007-06-05,82.27,-0.07,-1175.2857142857142
2007-06-06,81.4,-0.07,-1162.857142857143
2007-06-07,80.06,-0.07,-1143.7142857142856
2007-06-08,81.61,-0.07,-1165.8571428571427
2007-06-11,80.67,-0.07,-1152.4285714285713
2007-06-12,80.27,-0.07,-1146.7142857142856
2007-06-13,82.0,-0.07,-1171.4285714285713
2007-06-14,81.8,-0.07,-1168.5714285714284
2007-06-15,82.05,-0.07,-1172.1428571428569
2007-06-18,81.53,-0.07,-1164.7142857142856
2007-06-19,81.21,-0.07,-1160.1428571428569
2007-06-20,80.68,-0.07,-1152.5714285714287
2007-06-21,81.6,-0.07,-1165.7142857142856
2007-06-22,80.57,-0.07,-1150.9999999999998
2007-06-25,79.98,-0.07,-1142.5714285714284
2007-06-26,78.33,-0.07,-1118.9999999999998
2007-06-27,78.69,-0.07,-1124.142857142857
2007-06-28,79.15,-0.07,-1130.7142857142858
2007-06-29,78.93,-0.07,-1127.5714285714287
2007-07-02,80.02,-0.07,-1143.1428571428569
2007-07-03,80.68,-0.07,-1152.5714285714287
2007-07-05,80.93,-0.07,-1156.142857142857
2007-07-06,80.65,-0.07,-1152.142857142857
2007-07-09,80.4,-0.07,-1148.5714285714284
2007-07-10,78.84,-0.07,-1126.2857142857142
2007-07-11,78.69,-0.07,-1124.142857142857
2007-07-12,79.63,-0.07,-1137.5714285714284
2007-07-13,81.68,-0.07,-1166.857142857143
2007-07-16,81.5,-0.07,-1164.2857142857142
2007-07-17,82.76,-0.07,-1182.2857142857142
2007-07-18,82.98,-0.07,-1185.4285714285713
2007-07-19,84.05,-0.07,-1200.7142857142856
2007-07-20,81.4,-0.07,-1162.857142857143
2007-07-23,82.63,-0.07,-1180.4285714285713
2007-07-24,79.75,-0.07,-1139.2857142857142
2007-07-25,79.23,-0.07,-1131.857142857143
2007-07-26,75.72,-0.07,-1081.7142857142856
2007-07-27,72.0,-0.07,-1028.5714285714284
2007-07-30,73.38,-0.07,-1048.2857142857142
2007-07-31,71.24,-0.07,-1017.7142857142856
2007-08-01,70.0,-0.07,-999.9999999999999
2007-08-02,68.73,-0.07,-981.8571428571428
2007-08-03,66.6,-0.07,-951.4285714285712
2007-08-06,67.85,-0.07,-969.2857142857141
2007-08-07,68.36,-0.07,-976.5714285714284
2007-08-08,69.98,-0.07,-999.7142857142857
2007-08-09,66.27,0.09,736.3333333333334
2007-08-10,66.42,0.09,738.0
2007-08-13,68.65,0.09,762.7777777777778
2007-08-14,65.47,0.09,727.4444444444445
2007-08-15,63.28,0.09,703.1111111111112
2007-08-16,62.97,0.09,699.6666666666666
2007-08-17,65.0,0.09,722.2222222222223
2007-08-20,65.25,0.09,725.0
2007-08-21,65.99,0.09,733.2222222222222
2007-08-22,67.0,0.09,744.4444444444445
2007-08-23,66.75,0.09,741.6666666666667
2007-08-24,67.05,0.09,745.0
2007-08-27,66.94,0.09,743.7777777777778
2007-08-28,64.94,0.09,721.5555555555555
2007-08-29,67.63,0.09,751.4444444444445
2007-08-30,67.48,0.09,749.7777777777778
2007-08-31,68.17,0.09,757.4444444444445
2007-09-04,68.43,0.09,760.3333333333335
2007-09-05,67.23,0.09,747.0000000000001
2007-09-06,68.82,0.09,764.6666666666666
2007-09-07,67.3,0.09,747.7777777777778
2007-09-10,66.85,0.09,742.7777777777777
2007-09-11,67.63,0.09,751.4444444444445
2007-09-12,68.31,0.09,759.0
2007-09-13,69.04,0.09,767.1111111111112
2007-09-14,69.39,0.09,771.0
2007-09-17,69.17,0.09,768.5555555555557
2007-09-18,72.43,0.09,804.7777777777778
2007-09-19,72.7,0.09,807.7777777777778
2007-09-20,70.92,0.09,788.0
2007-09-21,71.87,0.09,798.5555555555557
2007-09-24,71.13,0.09,790.3333333333333
2007-09-25,70.87,0.09,787.4444444444446
2007-09-26,71.65,0.09,796.1111111111112
2007-09-27,73.1,0.09,812.2222222222222
2007-09-28,72.3,0.09,803.3333333333334
2007-10-01,74.33,0.09,825.8888888888889
2007-10-02,73.2,0.09,813.3333333333334
2007-10-03,72.53,0.09,805.8888888888889
2007-10-04,73.19,0.09,813.2222222222222
2007-10-05,75.76,0.09,841.7777777777778
2007-10-08,74.75,0.09,830.5555555555555
2007-10-09,75.25,0.09,836.1111111111111
2007-10-10,73.68,0.09,818.6666666666667
2007-10-11,73.43,0.09,815.888888888889
2007-10-12,73.4,0.09,815.5555555555557
2007-10-15,72.79,0.09,808.7777777777778
2007-10-16,70.64,0.09,784.8888888888889
2007-10-17,70.42,0.09,782.4444444444445
2007-10-18,71.6,0.09,795.5555555555555
2007-10-19,69.69,0.09,774.3333333333334
2007-10-22,67.75,0.09,752.7777777777778
2007-10-23,67.95,0.09,755.0000000000001
2007-10-24,68.44,0.09,760.4444444444445
2007-10-25,67.81,0.09,753.4444444444445
2007-10-26,68.34,0.09,759.3333333333334
2007-10-29,73.85,0.09,820.5555555555555
2007-10-30,74.31,0.09,825.6666666666667
2007-10-31,75.91,0.09,843.4444444444445
2007-11-01,73.37,0.09,815.2222222222223
2007-11-02,73.27,0.09,814.1111111111111
2007-11-05,73.04,0.09,811.5555555555557
2007-11-06,73.44,0.09,816.0
2007-11-07,70.2,0.09,780.0000000000001
2007-11-08,70.14,0.09,779.3333333333334
2007-11-09,69.42,0.43,161.4418604651163
2007-11-12,71.77,0.43,166.90697674418604
2007-11-13,73.99,0.43,172.06976744186045
2007-11-14,73.05,0.43,169.88372093023256
2007-11-15,72.71,0.43,169.09302325581393
2007-11-16,71.78,0.43,166.93023255813955
2007-11-19,68.37,0.43,159.0
2007-11-20,68.29,0.43,158.8139534883721
2007-11-21,67.79,0.43,157.6511627906977
2007-11-23,68.71,0.43,159.7906976744186
2007-11-26,68.02,0.43,158.1860465116279
2007-11-27,69.54,0.43,161.72093023255815
2007-11-28,72.05,0.43,167.5581395348837
2007-11-29,72.0,0.43,167.4418604651163
2007-11-30,73.18,0.43,170.18604651162792
2007-12-03,72.49,0.43,168.5813953488372
2007-12-04,71.12,0.43,165.39534883720933
2007-12-05,72.8,0.43,169.30232558139534
2007-12-06,75.9,0.43,176.51162790697677
2007-12-07,75.53,0.43,175.65116279069767
2007-12-10,77.68,0.43,180.6511627906977
2007-12-11,74.1,0.43,172.32558139534882
2007-12-12,73.88,0.43,171.81395348837208
2007-12-13,74.51,0.43,173.27906976744188
2007-12-14,72.49,0.43,168.5813953488372
2007-12-17,70.22,0.43,163.30232558139534
2007-12-18,70.78,0.43,164.6046511627907
2007-12-19,70.77,0.43,164.5813953488372
2007-12-20,71.48,0.43,166.2325581395349
2007-12-21,74.09,0.43,172.30232558139537
2007-12-24,74.13,0.43,172.3953488372093
2007-12-26,73.54,0.43,171.0232558139535
2007-12-27,73.0,0.43,169.7674418604651
2007-12-28,73.58,0.43,171.11627906976744
2007-12-31,73.74,0.43,171.48837209302326
2008-01-02,71.52,0.43,166.32558139534882
2008-01-03,72.2,0.43,167.90697674418607
2008-01-04,68.62,0.43,159.58139534883722
2008-01-07,68.13,0.43,158.44186046511626
2008-01-08,66.7,0.43,155.11627906976744
2008-01-09,66.41,0.43,154.44186046511626
2008-01-10,67.23,0.43,156.34883720930233
2008-01-11,66.0,0.43,153.48837209302326
2008-01-14,67.66,0.43,157.34883720930233
2008-01-15,65.05,0.43,151.27906976744185
2008-01-16,64.84,0.43,150.79069767441862
2008-01-17,63.1,0.43,146.74418604651163
2008-01-18,63.43,0.43,147.51162790697674
2008-01-22,62.69,0.43,145.7906976744186
2008-01-23,65.12,0.43,151.4418604651163
2008-01-24,63.73,0.43,148.20930232558138
2008-01-25,63.43,0.43,147.51162790697674
2008-01-28,64.89,0.43,150.90697674418604
2008-01-29,66.55,0.43,154.7674418604651
2008-01-30,66.0,0.43,153.48837209302326
2008-01-31,67.64,0.43,157.30232558139537
2008-02-01,69.51,0.43,161.6511627906977
2008-02-04,68.03,0.43,158.2093023255814
2008-02-05,65.14,0.43,151.48837209302326
2008-02-06,64.3,0.43,149.53488372093022
2008-02-07,64.71,0.43,150.48837209302323
2008-02-08,62.34,0.43,144.97674418604652
2008-02-11,63.88,0.43,148.55813953488374
2008-02-12,62.4,0.43,145.11627906976744
2008-02-13,63.06,0.43,146.65116279069767
2008-02-14,62.93,0.43,146.34883720930233
2008-02-15,63.86,0.43,148.51162790697674
2008-02-19,62.65,0.43,145.69767441860466
2008-02-20,63.63,0.43,147.97674418604652
2008-02-21,62.47,0.43,145.27906976744185
2008-02-22,63.38,0.43,147.3953488372093
2008-02-25,65.38,0.43,152.04651162790697
2008-02-26,65.38,0.43,152.04651162790697
2008-02-27,64.65,0.43,150.34883720930233
