date,K,dcf,Deviation
2012-04-03,53.38,54.435348189415045,-0.019387185432208853
2012-04-04,53.31,54.30534818941504,-0.01832873229987042
2012-04-05,53.18,54.01534818941504,-0.015465015359814704
2012-04-09,52.89,54.05534818941504,-0.021558425363047418
2012-04-10,52.93,54.13534818941504,-0.022265455561449987
2012-04-11,53.01,54.32534818941504,-0.024212420780605814
2012-04-12,53.2,54.365348189415045,-0.021435495738109434
2012-04-13,53.24,54.62534818941504,-0.02536090359756249
2012-04-16,53.5,54.905348189415044,-0.02559583420847833
2012-04-17,53.78,54.70534818941504,-0.01691513206736317
2012-04-18,53.58,54.92534818941504,-0.024494122181537903
2012-04-19,53.8,55.115348189415045,-0.023865370221278215
2012-04-20,53.99,51.82534818941504,0.04176820583382157
2012-04-23,50.7,51.55534818941504,-0.016590872129744527
2012-04-24,50.43,51.615348189415045,-0.022965033289422454
2012-04-25,50.49,51.435348189415045,-0.018379348496557646
2012-04-26,50.31,51.475348189415044,-0.02263895690665141
2012-04-27,50.35,51.69534818941504,-0.02602455030355144
2012-04-30,50.57,51.12534818941504,-0.01086248229268827
2012-05-01,50.0,51.67534818941504,-0.03242064636456987
2012-05-02,50.55,51.87534818941504,-0.02554870927469699
2012-05-03,50.75,51.51534818941504,-0.014856702251161313
2012-05-04,50.39,51.64534818941504,-0.024307091217797727
2012-05-07,50.52,51.87534818941504,-0.026127018646047273
2012-05-08,50.75,51.88534818941504,-0.02188186509359613
2012-05-09,50.76,52.05534818941504,-0.024884055807323224
2012-05-10,50.93,52.115348189415045,-0.022744704402757776
2012-05-11,50.99,52.08534818941504,-0.021029871691203184
2012-05-14,50.96,52.10534818941504,-0.021981394026030388
2012-05-15,50.98,52.05534818941504,-0.020657784969608683
2012-05-16,50.93,51.83534818941504,-0.017465845625397325
2012-05-17,50.71,51.49534818941504,-0.015250856961415149
2012-05-18,50.37,51.49534818941504,-0.021853395092614636
2012-05-21,50.37,51.52534818941504,-0.022422908917913764
2012-05-22,50.4,51.225348189415044,-0.01611210501416549
2012-05-23,50.1,51.32534818941504,-0.02387413300915009
2012-05-24,50.2,51.39534818941504,-0.023257906241040294
2012-05-25,50.27,51.60534818941504,-0.025876158891781964
2012-05-29,50.48,50.48534818941504,-0.00010593547646697843
2012-05-30,49.36,49.905348189415044,-0.010927650225887264
2012-05-31,48.78,49.34534818941504,-0.011456970315518289
2012-06-01,48.22,49.38534818941504,-0.023597043093538717
2012-06-04,48.26,49.34534818941504,-0.021994944391695692
2012-06-05,48.22,49.49534818941504,-0.025767031368975846
2012-06-06,48.37,49.52534818941504,-0.02332842133681301
2012-06-07,48.4,49.755348189415045,-0.027240251324447184
2012-06-08,48.63,49.64534818941504,-0.020452030783249087
2012-06-11,48.52,49.51534818941504,-0.02010181137386846
2012-06-12,48.39,49.505348189415045,-0.02252985243427741
2012-06-13,48.38,50.255348189415045,-0.03731639033415424
2012-06-14,49.13,50.37534818941504,-0.02472138127427803
2012-06-15,49.25,50.52534818941504,-0.025241749638891586
2012-06-18,49.4,50.725348189415044,-0.026127926898914966
2012-06-19,49.6,50.56534818941504,-0.0190911013961359
2012-06-20,49.44,49.935348189415045,-0.009919790436547893
2012-06-21,48.81,50.09534818941504,-0.02565803484497242
2012-06-22,48.97,49.85534818941504,-0.017758339306975568
2012-06-25,48.73,49.56534818941504,-0.0168534716274511
2012-06-26,48.44,49.82534818941504,-0.027804084462160317
2012-06-27,48.7,50.01534818941504,-0.026298890981097167
2012-06-28,48.89,50.45534818941504,-0.03102442546900175
2012-06-29,49.33,50.09066852367688,-0.01518583293248188
2012-07-02,49.45,50.18066852367688,-0.014560757063890484
2012-07-03,49.54,50.13066852367688,-0.011782578231485319
2012-07-05,49.49,49.76066852367688,-0.005439406899207744
2012-07-06,49.12,49.29066852367688,-0.003462491558516745
2012-07-09,48.65,49.62066852367688,-0.019561778439436406
2012-07-10,48.98,50.12066852367688,-0.022758445912149705
2012-07-11,49.48,49.77066852367688,-0.00584015711058028
2012-07-12,49.13,50.14066852367688,-0.020156662314935625
2012-07-13,49.5,48.99066852367688,0.010396499816632598
2012-07-16,48.35,49.02066852367688,-0.013681341847734063
2012-07-17,48.38,48.70066852367688,-0.006584478886998868
2012-07-18,48.06,48.71066852367688,-0.013357823725219542
2012-07-19,48.07,48.28066852367688,-0.004363413559063889
2012-07-20,47.64,47.79066852367688,-0.0031526766277025775
2012-07-23,47.15,47.17066852367688,-0.0004381647393126853
2012-07-24,46.53,47.15066852367688,-0.013163514815600186
2012-07-25,46.51,47.25066852367688,-0.01567530252626459
2012-07-26,46.61,47.83066852367688,-0.02552062434738145
2012-07-27,47.19,48.04066852367688,-0.017707258242204316
2012-07-30,47.4,48.34066852367688,-0.019459154215381802
2012-07-31,47.7,48.45066852367688,-0.01549346059714407
2012-08-01,47.81,50.08066852367688,-0.045340219901484735
2012-08-02,49.44,50.99066852367688,-0.030410829443368592
2012-08-03,50.35,50.71066852367688,-0.00711228098893002
2012-08-06,50.07,50.89066852367688,-0.016126110100028734
2012-08-07,50.25,51.30066852367688,-0.020480601011894528
2012-08-08,50.66,51.39066852367688,-0.0142179221377563
2012-08-09,50.75,51.62066852367688,-0.016866665011855297
2012-08-10,50.98,51.34066852367688,-0.007025006375025233
2012-08-13,50.7,51.45066852367688,-0.014590063554401289
2012-08-14,50.81,51.61066852367688,-0.015513624345120824
2012-08-15,50.97,51.75066852367688,-0.015085187224580632
2012-08-16,51.11,51.74066852367688,-0.012189029281449715
2012-08-17,51.1,52.02066852367688,-0.017698129412886066
2012-08-20,51.38,52.03066852367688,-0.012505480750853448
2012-08-21,51.39,51.71066852367688,-0.006201206304846996
2012-08-22,51.07,51.80066852367688,-0.014105387912955458
2012-08-23,51.16,52.12066852367688,-0.018431623209907322
2012-08-24,51.48,52.29066852367688,-0.015503120280625504
2012-08-27,51.65,52.30066852367688,-0.012440921732813415
2012-08-28,51.66,52.06066852367688,-0.007696184759799274
2012-08-29,51.42,51.20066852367688,0.004283761963414401
2012-08-30,50.56,51.29066852367688,-0.014245642427912264
2012-08-31,50.65,51.29066852367688,-0.012490937281917747
2012-09-04,50.65,50.83066852367688,-0.003554321218355083
2012-09-05,50.19,51.04066852367688,-0.016666484751904687
2012-09-06,50.4,51.03066852367688,-0.012358617708178143
2012-09-07,50.39,50.91066852367688,-0.010227100503202746
2012-09-10,50.27,51.07066852367688,-0.015677658954193596
2012-09-11,50.43,51.01066852367688,-0.011383276096594508
2012-09-12,50.37,51.46066852367688,-0.021194215989927767
2012-09-13,50.82,50.83066852367688,-0.00020988359954199343
2012-09-14,50.19,51.11066852367688,-0.01801323579343095
2012-09-17,50.47,50.940668523676884,-0.009239543518321125
2012-09-18,50.3,51.58066852367688,-0.024828459194727537
2012-09-19,50.94,51.91066852367688,-0.0186988253336432
2012-09-20,51.27,52.09066852367688,-0.01575461684282009
2012-09-21,51.45,52.37066852367688,-0.0175798505085083
2012-09-24,51.73,52.50066852367688,-0.014679213529049107
2012-09-25,51.86,52.34066852367688,-0.009183461679696525
2012-09-26,51.7,52.29066852367688,-0.011295868657893005
2012-09-27,51.65,52.30066852367688,-0.012440921732813415
2012-09-28,51.66,52.77958217270195,-0.021212410682572846
2012-10-01,51.93,52.74958217270195,-0.015537225868797244
2012-10-02,51.9,52.65958217270195,-0.014424386623707597
2012-10-03,51.81,52.72958217270195,-0.017439587700317838
2012-10-04,51.88,52.79958217270195,-0.017416466851841617
2012-10-05,51.95,52.72958217270195,-0.014784531577523796
2012-10-08,51.88,52.42958217270195,-0.010482291674414501
2012-10-09,51.58,52.27958217270195,-0.013381556309898013
2012-10-10,51.43,52.44958217270195,-0.01943928112419946
2012-10-11,51.6,52.57958217270195,-0.01863046704107363
2012-10-12,51.73,52.54958217270195,-0.015596359453600162
2012-10-15,51.7,52.91958217270195,-0.023045952417422133
2012-10-16,52.07,53.69958217270195,-0.03034627285294489
2012-10-17,52.85,53.34958217270195,-0.00936431275290428
2012-10-18,52.5,52.93958217270195,-0.008303468872646547
2012-10-19,52.09,52.85958217270195,-0.01455899084082013
2012-10-22,52.01,52.49958217270195,-0.009325448935792013
2012-10-23,51.65,52.66958217270195,-0.019358083558718486
2012-10-24,51.82,53.40958217270195,-0.029762115860820226
2012-10-25,52.56,53.74958217270195,-0.022131933395867498
2012-10-26,52.9,53.16958217270195,-0.005070233048405592
2012-10-31,52.32,54.34958217270195,-0.037343105348128014
2012-11-01,53.5,54.53958217270195,-0.019061058616292037
2012-11-02,53.69,54.83958217270195,-0.02096263551173072
2012-11-05,53.99,55.60958217270195,-0.029124156474906515
2012-11-06,54.76,55.00958217270195,-0.004537067231639491
2012-11-07,54.16,54.51958217270195,-0.006595468240437108
2012-11-08,53.67,54.32958217270195,-0.012140387360338512
2012-11-09,53.48,54.51958217270195,-0.01906805098778752
2012-11-12,53.67,54.66958217270195,-0.018284064610998074
2012-11-13,53.82,54.52958217270195,-0.013012793137761713
2012-11-14,53.68,54.73958217270195,-0.019356782252356153
2012-11-15,53.89,55.01958217270195,-0.020530547999370263
2012-11-16,54.17,55.58958217270195,-0.025536838328658162
2012-11-19,54.74,55.66958217270195,-0.016698206388870207
2012-11-20,54.82,55.89958217270195,-0.019312884474996128
2012-11-21,55.05,56.10958217270195,-0.018884157245024902
2012-11-23,55.26,56.23958217270195,-0.017418020100039677
2012-11-26,55.39,56.29958217270195,-0.01615610875959539
2012-11-27,55.45,56.62958217270195,-0.020829787673597888
2012-11-28,55.78,56.44958217270195,-0.011861596612946168
2012-11-29,55.6,56.30958217270195,-0.0126014462427666
2012-11-30,55.46,56.10958217270195,-0.011577027444306665
2012-12-03,55.26,56.07958217270195,-0.014614626945293141
2012-12-04,55.23,56.49958217270195,-0.02247064710711011
2012-12-05,55.65,56.58958217270195,-0.016603447783630987
2012-12-06,55.74,56.81958217270195,-0.019000177956616793
2012-12-07,55.97,56.97958217270195,-0.0177183147753166
2012-12-10,56.13,57.50958217270195,-0.023988735799871486
2012-12-11,56.66,57.44958217270195,-0.01374391497449634
2012-12-12,56.6,57.59958217270195,-0.01735398304982283
2012-12-13,56.75,57.56958217270195,-0.014236375213620645
2012-12-14,56.72,57.70958217270195,-0.01714762324462038
2012-12-17,56.86,57.44958217270195,-0.010262601578712616
2012-12-18,56.6,56.99958217270195,-0.0070102649435439535
2012-12-19,56.15,57.43958217270195,-0.0224511064308337
2012-12-20,56.59,57.02958217270195,-0.007707967618818645
2012-12-21,56.18,56.98958217270195,-0.014205792389363037
2012-12-24,56.14,56.619582172701946,-0.008470252769423814
2012-12-26,55.77,56.58958217270195,-0.014482916134646806
2012-12-27,55.74,56.17958217270195,-0.007824589569759066
2012-12-28,55.33,56.63055555555555,-0.022965615343110812
2012-12-31,55.85,57.690555555555555,-0.031903931897190874
2013-01-02,56.91,57.300555555555555,-0.006815912197865148
2013-01-03,56.52,57.42055555555555,-0.015683504745687138
2013-01-04,56.64,57.440555555555555,-0.013937113731103623
2013-01-07,56.66,57.63055555555555,-0.01684098905865905
2013-01-08,56.85,57.77055555555555,-0.015934684143210198
2013-01-09,56.99,58.090555555555554,-0.018945516100341342
2013-01-10,57.31,57.800555555555555,-0.00848703876356427
2013-01-11,57.02,58.160555555555554,-0.01961046528288546
2013-01-14,57.38,57.900555555555556,-0.00899051054969724
2013-01-15,57.12,57.81055555555555,-0.01194514650342593
2013-01-16,57.03,58.54055555555556,-0.025803573970561766
2013-01-17,57.76,58.99055555555555,-0.02086021302845087
2013-01-18,58.21,58.970555555555556,-0.01289720858809007
2013-01-22,58.19,58.95055555555555,-0.012901584190140536
2013-01-23,58.17,59.370555555555555,-0.020221396689342752
2013-01-24,58.59,59.620555555555555,-0.01728523905811752
2013-01-25,58.84,59.190555555555555,-0.005922491388453466
2013-01-28,58.41,59.60055555555556,-0.019975578154566187
2013-01-29,58.82,59.49055555555555,-0.011271630417526546
2013-01-30,58.71,59.28055555555556,-0.00962466613560753
2013-01-31,58.5,59.43055555555556,-0.015657863986912823
2013-02-01,58.65,58.88055555555555,-0.003915648440817043
2013-02-04,58.1,59.28055555555556,-0.019914718148165478
2013-02-05,58.5,59.77055555555555,-0.021257215091042614
2013-02-06,58.99,59.78055555555556,-0.013224292551461403
2013-02-07,59.0,59.690555555555555,-0.011568924918328727
2013-02-08,58.91,59.900555555555556,-0.01653666725406
2013-02-11,59.12,60.03055555555556,-0.015168201378927493
2013-02-12,59.25,60.07055555555556,-0.013659862938951495
2013-02-13,59.29,60.36055555555556,-0.0177360122964777
2013-02-14,59.58,60.550555555555555,-0.016028846418511655
2013-02-15,59.77,60.92055555555555,-0.01888616321803427
2013-02-19,60.14,60.550555555555555,-0.0067803763613508705
2013-02-20,59.77,60.45055555555555,-0.0112580529542049
2013-02-21,59.67,60.79055555555556,-0.01843305338000234
2013-02-22,60.01,59.81055555555555,0.003334602773572115
2013-02-25,59.03,60.730555555555554,-0.028001646617572984
2013-02-26,59.95,61.27055555555555,-0.021552857544406834
2013-02-27,60.49,61.28055555555556,-0.01290059380807762
2013-02-28,60.5,61.36055555555556,-0.014024572427093096
2013-03-01,60.58,61.830555555555556,-0.020225526753223422
2013-03-04,61.05,62.20055555555555,-0.018497512526683413
2013-03-05,61.42,62.20055555555555,-0.01254901260260266
2013-03-06,61.42,62.25055555555556,-0.013342138847489138
2013-03-07,61.47,62.300555555555555,-0.013331430966372682
2013-03-08,61.52,62.410555555555554,-0.014269309856772772
2013-03-11,61.63,62.510555555555555,-0.0140865098338947
2013-03-12,61.73,62.78055555555556,-0.0167337728419098
2013-03-13,62.0,63.010555555555555,-0.01603787725160688
2013-03-14,62.23,62.980555555555554,-0.011917258413090437
2013-03-15,62.2,63.06055555555555,-0.013646494991586433
2013-03-18,62.28,63.25055555555556,-0.01534461708724566
2013-03-19,62.47,64.03055555555555,-0.024372044596763676
2013-03-20,63.25,63.470555555555556,-0.0034749271315658303
2013-03-21,62.69,64.17055555555555,-0.023072194758759212
2013-03-22,63.39,64.14055555555555,-0.011701731440499463
2013-03-25,63.36,64.78055555555555,-0.021928733759272734
2013-03-26,64.0,65.38055555555555,-0.02111569018991366
2013-03-27,64.6,65.21055555555557,-0.009362833215481814
2013-03-28,64.43,64.61852459016393,-0.0029175006913205737
2013-04-01,63.93,64.97852459016394,-0.016136478887097794
2013-04-02,64.29,64.11852459016393,0.00267435052400411
2013-04-03,63.43,64.69852459016393,-0.019606700434043334
2013-04-04,64.01,64.32852459016394,-0.004951529546080025
2013-04-05,63.64,64.65852459016394,-0.015752363615158527
2013-04-08,63.97,64.55852459016394,-0.009116140647576265
2013-04-09,63.87,65.30852459016394,-0.02202659758724057
2013-04-10,64.62,64.96852459016394,-0.00536451446854469
2013-04-11,64.28,65.38852459016394,-0.016952891919673085
2013-04-12,64.7,64.38852459016394,0.004837436667769923
2013-04-15,63.7,65.62852459016393,-0.0293854631382795
2013-04-16,64.94,65.28852459016393,-0.005338221262491838
2013-04-17,64.6,65.58852459016394,-0.01507160888800041
2013-04-18,64.9,66.78852459016393,-0.02827618369701268
2013-04-19,66.1,66.87852459016393,-0.011640875676232287
2013-04-22,66.19,67.19852459016393,-0.015008135912429665
2013-04-23,66.51,66.11852459016394,0.005920812847271195
2013-04-24,65.43,66.48852459016393,-0.015920410276640706
2013-04-25,65.8,66.38852459016394,-0.008864854186729998
2013-04-26,65.7,66.16852459016394,-0.00708077734944057
2013-04-29,65.48,65.72852459016394,-0.00378107665908467
2013-04-30,65.04,65.29852459016394,-0.003959118399481709
2013-05-01,64.61,64.10852459016394,0.007822289048795339
2013-05-02,63.42,64.34852459016393,-0.014429617401140238
2013-05-03,63.66,64.12852459016393,-0.007306024786289833
2013-05-06,63.44,64.58852459016393,-0.017782177212619543
2013-05-07,63.9,64.90852459016394,-0.015537629248728368
2013-05-08,64.22,64.59852459016393,-0.005859647609065877
2013-05-09,63.91,64.97852459016394,-0.016444272887133127
2013-05-10,64.29,65.10852459016394,-0.012571696184428438
2013-05-13,64.42,65.96852459016394,-0.02347368839585695
2013-05-14,65.28,66.58852459016394,-0.019650902287107086
2013-05-15,65.9,66.50852459016393,-0.009149572839177389
2013-05-16,65.82,66.34852459016393,-0.00796588309127666
2013-05-17,65.66,65.56852459016393,0.0013951116089288007
2013-05-20,64.88,66.11852459016394,-0.018731884866472037
2013-05-21,65.43,65.78852459016393,-0.0054496523884277615
2013-05-22,65.1,65.37852459016393,-0.004260184699944158
2013-05-23,64.69,65.13852459016394,-0.00688570385936671
2013-05-24,64.45,65.40852459016394,-0.01465442916148696
2013-05-28,64.72,64.29852459016394,0.0065549779333589075
2013-05-29,63.61,63.63852459016393,-0.00044822833885027613
2013-05-30,62.95,62.738524590163934,0.0033707424778877115
2013-05-31,62.05,63.31852459016393,-0.020034020034019995
2013-06-03,62.63,63.738524590163934,-0.017391751649284304
2013-06-04,63.05,62.478524590163936,0.009146749440463342
2013-06-05,61.79,62.728524590163936,-0.014961687626096398
2013-06-06,62.04,64.07852459016394,-0.031812913970819645
2013-06-07,63.39,63.75852459016394,-0.005780004988082621
2013-06-10,63.07,63.68852459016394,-0.009711711711711701
2013-06-11,63.0,63.52852459016393,-0.00831948472868771
2013-06-12,62.84,64.91852459016394,-0.032017434211357054
2013-06-13,64.23,64.92852459016393,-0.010758362284883138
2013-06-14,64.24,65.36852459016394,-0.017264036434038732
2013-06-17,64.68,65.60852459016394,-0.014152499175436928
2013-06-18,64.92,64.55852459016394,0.00559918945066995
2013-06-19,63.87,63.25852459016394,0.009666292626925088
2013-06-20,62.57,63.93852459016394,-0.021403756169476318
2013-06-21,63.25,63.948524590163935,-0.01092323231287462
2013-06-24,63.26,63.868524590163936,-0.009527769649741558
2013-06-25,63.18,64.20852459016393,-0.016018505279928097
2013-06-26,63.52,65.10852459016394,-0.02439810455179503
2013-06-27,64.42,64.91852459016394,-0.007679234753272146
2013-06-28,64.23,65.60584699453553,-0.02097140815284526
2013-07-01,64.89,65.82584699453552,-0.014217014094983327
2013-07-02,65.11,65.77584699453551,-0.010122971044231988
2013-07-03,65.06,66.05584699453551,-0.015075834159206103
2013-07-05,65.34,66.44584699453551,-0.0166428308849228
2013-07-08,65.73,66.63584699453551,-0.013593989352454594
2013-07-09,65.92,66.68584699453552,-0.01148440079944213
2013-07-10,65.97,67.24584699453553,-0.01897287418566096
2013-07-11,66.53,67.21584699453553,-0.010203650258119645
2013-07-12,66.5,67.23584699453552,-0.010944266004343284
2013-07-15,66.52,67.02584699453551,-0.007547043673715281
2013-07-16,66.31,66.89584699453553,-0.00875759887730232
2013-07-17,66.18,67.35584699453553,-0.017457237151674687
2013-07-18,66.64,68.0358469945355,-0.020516346252698492
2013-07-19,67.32,68.1758469945355,-0.012553521991506944
2013-07-22,67.46,67.94584699453551,-0.007150503173131262
2013-07-23,67.23,67.58584699453552,-0.005265111119555632
2013-07-24,66.87,67.68584699453552,-0.012053435552064284
2013-07-25,66.97,67.69584699453551,-0.010722179081297356
2013-07-26,66.98,67.60584699453553,-0.009257290935000162
2013-07-29,66.89,67.16584699453551,-0.004106953263880553
2013-07-30,66.45,66.95584699453552,-0.007554933844340694
2013-07-31,66.24,66.13584699453551,0.0015748343779899976
2013-08-01,65.42,65.94584699453551,-0.00797392130817709
2013-08-02,65.23,65.89584699453553,-0.01010453655130561
2013-08-05,65.18,66.51584699453552,-0.020083138904406606
2013-08-06,65.8,66.24584699453553,-0.006730187849697256
2013-08-07,65.53,66.37584699453552,-0.0127432949308377
2013-08-08,65.66,66.39584699453553,-0.011082726222260475
2013-08-09,65.68,66.44584699453551,-0.01152588204043048
2013-08-12,65.73,66.61584699453553,-0.013297841797435872
2013-08-13,65.9,66.13584699453551,-0.0035660992525731183
2013-08-14,65.42,65.1758469945355,0.0037460657087426963
2013-08-15,64.46,63.66584699453552,0.012473768008342656
2013-08-16,62.95,63.51584699453552,-0.008908753032675465
2013-08-19,62.8,63.32584699453552,-0.00830382883912939
2013-08-20,62.61,62.75584699453552,-0.0023240383409727228
2013-08-21,62.04,63.13584699453552,-0.017356969878464912
2013-08-22,62.42,63.44584699453552,-0.016168859635901423
2013-08-23,62.73,62.41584699453552,0.005033225063692193
2013-08-26,61.7,62.34584699453552,-0.01035910210013069
2013-08-27,61.63,61.795846994535516,-0.0026837886783909193
2013-08-28,61.08,61.30584699453552,-0.0036839388999169165
2013-08-29,60.59,61.42584699453552,-0.013607415044840532
2013-08-30,60.71,61.46584699453552,-0.012297023981508226
2013-09-03,60.75,61.50584699453552,-0.012289026677458348
2013-09-04,60.79,61.13584699453552,-0.005657024667809596
2013-09-05,60.42,60.94584699453552,-0.008628102167202112
2013-09-06,60.23,60.975846994535516,-0.012231843119823504
2013-09-09,60.26,60.17584699453552,0.0013984515327574165
2013-09-10,59.46,60.795846994535516,-0.02197266853861879
2013-09-11,60.08,60.83584699453552,-0.012424368721346446
2013-09-12,60.12,61.35584699453552,-0.020142285618607647
2013-09-13,60.64,61.69584699453552,-0.017113745024507687
2013-09-16,60.98,61.35584699453552,-0.006125691567243741
2013-09-17,60.64,61.92584699453552,-0.020764302095843457
2013-09-18,61.21,61.795846994535516,-0.009480361917967084
2013-09-19,61.08,61.28584699453552,-0.0033588014954557543
2013-09-20,60.57,60.95584699453552,-0.006329942303485825
2013-09-23,60.24,60.67584699453552,-0.007183204126920084
2013-09-24,59.96,60.59584699453552,-0.010493243779443495
2013-09-25,59.88,60.56584699453552,-0.011323989155099135
2013-09-26,59.85,59.73584699453552,0.0019109632022948908
2013-09-27,59.02,59.54967213114754,-0.00889462716068401
2013-09-30,58.73,59.56967213114754,-0.014095631234950168
2013-10-01,58.75,59.70967213114754,-0.01607230615903732
2013-10-02,58.89,59.70967213114754,-0.013727627399246045
2013-10-03,58.89,60.17967213114754,-0.02143036154030553
2013-10-04,59.36,60.33967213114754,-0.01623595383511922
2013-10-07,59.52,60.41967213114754,-0.014890384197959627
2013-10-08,59.6,60.42967213114754,-0.013729548777741907
2013-10-09,59.61,61.47967213114754,-0.03041122482174563
2013-10-10,60.66,61.57967213114754,-0.01493467079832611
2013-10-11,60.76,61.10967213114754,-0.005722042337211519
2013-10-14,60.29,60.80967213114754,-0.008545879511186572
2013-10-15,59.99,61.48967213114754,-0.024389008416713986
2013-10-16,60.67,61.77967213114754,-0.017961767890122493
2013-10-17,60.96,62.269672131147544,-0.021032263159973197
2013-10-18,61.45,61.86967213114754,-0.006783163975039974
2013-10-21,61.05,62.70967213114754,-0.02646596728614048
2013-10-22,61.89,63.13967213114754,-0.019792185942173468
2013-10-23,62.32,62.949672131147544,-0.010002786509129113
2013-10-24,62.13,63.24967213114754,-0.017702417948126437
2013-10-25,62.43,64.26967213114754,-0.028624265071611754
2013-10-28,63.45,65.09967213114754,-0.025340713357575262
2013-10-29,64.28,64.60967213114755,-0.005102519797320237
2013-10-30,63.79,64.06967213114754,-0.004365125055971308
2013-10-31,63.25,63.10967213114754,0.0022235556629235376
2013-11-01,62.29,63.53967213114754,-0.01966758859831985
2013-11-04,62.72,63.90967213114754,-0.018614899614979086
2013-11-05,63.09,64.16967213114754,-0.01682527111780996
2013-11-06,63.35,62.89967213114754,0.007159462896937141
2013-11-07,62.08,63.00967213114754,-0.014754435306575386
2013-11-08,62.19,62.75967213114754,-0.009077041224133664
2013-11-11,61.94,62.86967213114754,-0.01478729090885389
2013-11-12,62.05,63.28967213114754,-0.019587273711557884
2013-11-13,62.47,64.11967213114754,-0.025728018817273046
2013-11-14,63.3,63.42967213114754,-0.0020443449696450067
2013-11-15,62.61,63.18967213114754,-0.009173526489336004
2013-11-18,62.37,62.52967213114754,-0.0025535417939287486
2013-11-19,61.71,61.95967213114754,-0.00402959090259658
2013-11-20,61.14,62.55967213114754,-0.022693087779798504
2013-11-21,61.74,63.28967213114754,-0.024485387251435564
2013-11-22,62.47,62.949672131147544,-0.007619930571651112
2013-11-25,62.13,62.54967213114754,-0.006709421757920886
2013-11-26,61.73,61.699672131147544,0.0004915401947029885
2013-11-27,60.88,61.45967213114754,-0.00943174786078571
2013-11-29,60.64,61.40967213114754,-0.012533402384950265
2013-12-02,60.59,61.949672131147544,-0.021948011738772588
2013-12-03,61.13,61.71967213114754,-0.009554038619883576
2013-12-04,60.9,61.39967213114754,-0.008138026048091218
2013-12-05,60.58,62.45967213114754,-0.0300941722396616
2013-12-06,61.64,62.75967213114754,-0.017840630664987867
2013-12-09,61.94,61.90967213114754,0.000489872871370034
2013-12-10,61.09,61.85967213114754,-0.0124422277815468
2013-12-11,61.04,61.45967213114754,-0.006828414740840394
2013-12-12,60.64,61.31967213114754,-0.011084079668493563
2013-12-13,60.5,61.24967213114754,-0.012239610516483146
2013-12-16,60.43,61.15967213114754,-0.011930608940853515
2013-12-17,60.34,61.34967213114754,-0.01645766140345717
2013-12-18,60.53,61.41967213114754,-0.014485133187423282
2013-12-19,60.6,61.33967213114754,-0.012058625444982485
2013-12-20,60.52,61.15967213114754,-0.010459051019368726
2013-12-23,60.34,61.06967213114754,-0.011948191396550567
2013-12-24,60.25,61.53967213114754,-0.020956759867018948
2013-12-26,60.72,61.79967213114754,-0.01747051552079959
2013-12-27,60.98,62.00794520547945,-0.016577636979794974
2013-12-30,61.26,61.817945205479454,-0.009025618752368403
2013-12-31,61.07,61.55794520547945,-0.007926599951487923
2014-01-02,60.81,61.32794520547945,-0.008445500721474875
2014-01-03,60.58,60.99794520547945,-0.006851791549232544
2014-01-06,60.25,61.54794520547945,-0.021088359670598633
2014-01-07,60.8,60.92794520547945,-0.0020999428923453856
2014-01-08,60.18,61.027945205479455,-0.013894375808073622
2014-01-09,60.28,61.527945205479455,-0.020282575686735527
2014-01-10,60.78,61.17794520547945,-0.006504716759329954
2014-01-13,60.43,61.637945205479454,-0.01959742819869459
2014-01-14,60.89,61.847945205479455,-0.01548871514319261
2014-01-15,61.1,62.03794520547945,-0.01511889541751954
2014-01-16,61.29,61.21794520547945,0.0011770207947798816
2014-01-17,60.47,61.50794520547945,-0.01687497772868185
2014-01-21,60.76,61.75794520547945,-0.01615897682733969
2014-01-22,61.01,61.24794520547945,-0.0038849500123012692
2014-01-23,60.5,60.57794520547945,-0.0012866927924851668
2014-01-24,59.83,60.60794520547945,-0.012835696752991455
2014-01-27,59.86,60.777945205479455,-0.015103261592277373
2014-01-28,60.03,59.11794520547945,0.015427714737893394
2014-01-29,58.37,58.87794520547945,-0.00862708784599675
2014-01-30,58.13,58.72794520547945,-0.010181612916769667
2014-01-31,57.98,57.64794520547945,0.0057600456241238
2014-02-03,56.9,58.00794520547945,-0.019099887119856107
2014-02-04,57.26,58.11794520547945,-0.014762139343470149
2014-02-05,57.37,58.487945205479456,-0.019114113199769633
2014-02-06,57.74,59.10794520547945,-0.023143169682586784
2014-02-07,58.36,60.07794520547945,-0.02859527235167103
2014-02-10,59.33,60.61794520547945,-0.021246929454861063
2014-02-11,59.87,60.15794520547945,-0.004786486714197569
2014-02-12,59.41,60.22794520547945,-0.01358082535754579
2014-02-13,59.48,60.93794520547945,-0.023925079858917786
2014-02-14,60.19,60.86794520547945,-0.011137967664110016
2014-02-18,60.12,60.47794520547945,-0.005918607258618036
2014-02-19,59.73,60.987945205479456,-0.020626128675777067
2014-02-20,60.24,60.69794520547945,-0.007544657466231786
2014-02-21,59.95,61.457945205479454,-0.024536212534242097
2014-02-24,60.71,61.567945205479454,-0.013934933228908486
2014-02-25,60.82,61.07794520547945,-0.004223213544785609
2014-02-26,60.33,60.90794520547945,-0.009488831112750451
2014-02-27,60.16,61.43794520547945,-0.02080058506522897
2014-02-28,60.69,61.417945205479455,-0.011852321060954574
2014-03-03,60.67,62.00794520547945,-0.02157699631951715
2014-03-04,61.26,62.027945205479455,-0.012380632679923398
2014-03-05,61.28,62.17794520547945,-0.014441538756419403
