date,UNP,dcf,Deviation
2006-08-02,21.19,22.703977695167286,-0.0666833677998876
2006-08-03,21.73,21.933977695167286,-0.009299621710303296
2006-08-04,20.96,21.223977695167285,-0.01243771073258304
2006-08-07,20.25,21.173977695167288,-0.043637417044137816
2006-08-08,20.2,20.693977695167288,-0.02387060150754139
2006-08-09,19.72,21.073977695167287,-0.06424879606272826
2006-08-10,20.1,20.773977695167286,-0.032443362800186004
2006-08-11,19.8,20.873977695167287,-0.051450552973232866
2006-08-14,19.9,21.503977695167286,-0.07458981393604025
2006-08-15,20.53,22.123977695167287,-0.07204751863022674
2006-08-16,21.15,22.053977695167287,-0.04098932662679611
2006-08-17,21.08,21.903977695167285,-0.03761771978744677
2006-08-18,20.93,21.353977695167288,-0.019854740939588056
2006-08-21,20.38,21.373977695167287,-0.04650410463336585
2006-08-22,20.4,21.353977695167288,-0.04467447277437164
2006-08-23,20.38,21.113977695167286,-0.03476264424278919
2006-08-24,20.14,21.213977695167287,-0.05062594627936967
2006-08-25,20.24,21.143977695167287,-0.042753435905009685
2006-08-28,20.17,20.993977695167285,-0.039248288586919755
2006-08-29,20.02,21.003977695167286,-0.0468472072027426
2006-08-30,20.03,21.063977695167285,-0.049087485285578825
2006-08-31,20.09,21.113977695167286,-0.048497621336488383
2006-09-01,20.14,21.163977695167286,-0.04838304547075323
2006-09-05,20.19,21.043977695167285,-0.04058062156962838
2006-09-06,20.07,20.943977695167288,-0.04172930796087282
2006-09-07,19.97,21.003977695167286,-0.04922770868325532
2006-09-08,20.03,20.943977695167288,-0.04363916484585362
2006-09-11,19.97,21.463977695167287,-0.06960395302235445
2006-09-12,20.49,22.153977695167285,-0.0751096583224542
2006-09-13,21.18,22.273977695167286,-0.04911460854181615
2006-09-14,21.3,21.923977695167288,-0.028460971081211706
2006-09-15,20.95,22.483977695167287,-0.06822536990405403
2006-09-18,21.51,22.213977695167287,-0.03169075366994889
2006-09-19,21.24,22.123977695167287,-0.03995564031690302
2006-09-20,21.15,21.783977695167287,-0.029102935379333172
2006-09-21,20.81,21.833977695167285,-0.04689835766361217
2006-09-22,20.86,22.083977695167285,-0.05542378787292168
2006-09-25,21.11,22.483977695167287,-0.06110919134484871
2006-09-26,21.51,22.883977695167285,-0.06004103453821519
2006-09-27,21.91,22.853977695167288,-0.04130474387252514
2006-09-28,21.88,22.973977695167285,-0.047618122977346244
2006-09-29,22.0,24.4628624535316,-0.10067760705477236
2006-10-02,21.79,24.5828624535316,-0.11361014034923245
2006-10-03,21.91,25.062862453531597,-0.12579817885436018
2006-10-04,22.39,25.152862453531597,-0.10984286415257183
2006-10-05,22.48,24.8928624535316,-0.09692989137090102
2006-10-06,22.22,25.0028624535316,-0.11130175429727751
2006-10-09,22.33,25.272862453531598,-0.11644357495881386
2006-10-10,22.6,25.1728624535316,-0.10220778261832686
2006-10-11,22.5,25.3728624535316,-0.11322579227286711
2006-10-12,22.7,25.4428624535316,-0.10780479038241542
2006-10-13,22.77,25.7528624535316,-0.1158264429406195
2006-10-16,23.08,25.5528624535316,-0.09677438126662141
2006-10-17,22.88,25.5028624535316,-0.10284580636039109
2006-10-18,22.83,25.5128624535316,-0.1051572499329736
2006-10-19,22.84,25.382862453531597,-0.10018028731735107
2006-10-20,22.71,25.472862453531597,-0.10846297539476368
2006-10-23,22.8,25.5528624535316,-0.10773205775038841
2006-10-24,22.88,25.6228624535316,-0.10704746429115497
2006-10-25,22.95,25.452862453531598,-0.09833324083297068
2006-10-26,22.78,25.3928624535316,-0.10289751532790292
2006-10-27,22.72,25.402862453531597,-0.10561260402992956
2006-10-30,22.73,25.3328624535316,-0.10274648032002165
2006-10-31,22.66,25.362862453531598,-0.10656772115070334
2006-11-01,22.69,25.3928624535316,-0.10644181838411404
2006-11-02,22.72,25.222862453531597,-0.09922991326391495
2006-11-03,22.55,25.472862453531597,-0.11474416975569879
2006-11-06,22.8,25.432862453531598,-0.10352206553006382
2006-11-07,22.76,25.5928624535316,-0.11068955099005295
2006-11-08,22.92,25.3428624535316,-0.09560334622713318
2006-11-09,22.67,25.4628624535316,-0.10968375840023592
2006-11-10,22.79,25.812862453531597,-0.11710682838733466
2006-11-13,23.14,25.542862453531598,-0.0940717767205207
2006-11-14,22.87,25.4828624535316,-0.10253410339188518
2006-11-15,22.81,25.6728624535316,-0.1115131769475819
2006-11-16,23.0,25.5128624535316,-0.09849394430391556
2006-11-17,22.84,25.5128624535316,-0.10476529077832308
2006-11-20,22.84,25.542862453531598,-0.10581674072155123
2006-11-21,22.87,25.8328624535316,-0.11469354040270308
2006-11-22,23.16,25.5328624535316,-0.09293366373825407
2006-11-24,22.86,25.3728624535316,-0.09903740494923308
2006-11-27,22.7,25.062862453531597,-0.09427743769940566
2006-11-28,22.39,25.182862453531598,-0.11090329618744077
2006-11-29,22.51,25.3028624535316,-0.11037733215602208
2006-11-30,22.63,25.292862453531598,-0.1052811819312206
2006-12-01,22.62,25.702862453531598,-0.11994237836758948
2006-12-04,23.03,26.6628624535316,-0.13625177941276934
2006-12-05,23.99,26.0828624535316,-0.08023898670094887
2006-12-06,23.41,25.972862453531597,-0.09867462464396637
2006-12-07,23.3,25.8728624535316,-0.09944251271588267
2006-12-08,23.2,26.1428624535316,-0.11256848628425742
2006-12-11,23.47,25.8728624535316,-0.0928719216069428
2006-12-12,23.2,25.8028624535316,-0.10087494975486144
2006-12-13,23.13,26.3328624535316,-0.12162986303458445
2006-12-14,23.66,26.152862453531597,-0.09531891424737593
2006-12-15,23.48,26.022862453531598,-0.09771647750405343
2006-12-18,23.35,25.8328624535316,-0.0961125565545744
2006-12-19,23.16,25.522862453531598,-0.09257827008367736
2006-12-20,22.85,25.472862453531597,-0.10296693032894533
2006-12-21,22.8,25.3228624535316,-0.09962785440078681
2006-12-22,22.65,25.5028624535316,-0.11186440183841162
2006-12-26,22.83,25.612862453531598,-0.10865097404011115
2006-12-27,22.94,25.6728624535316,-0.10644946423399948
2006-12-28,23.0,25.6728624535316,-0.10411236605849994
2006-12-29,23.0,26.19434944237918,-0.12194803499151319
2007-01-03,23.12,26.024349442379183,-0.11160123133182387
2007-01-04,22.95,25.744349442379182,-0.10854224336231433
2007-01-05,22.67,25.774349442379183,-0.12044336751618989
2007-01-08,22.7,25.78434944237918,-0.11962099137974536
2007-01-09,22.71,25.60434944237918,-0.11304131936227135
2007-01-10,22.53,25.704349442379183,-0.12349464239486174
2007-01-11,22.63,26.064349442379182,-0.13176424947691667
2007-01-12,22.99,26.934349442379183,-0.1464430930777576
2007-01-16,23.86,26.58434944237918,-0.10247944747657378
2007-01-17,23.51,27.254349442379183,-0.13738539055189858
2007-01-18,24.18,27.154349442379182,-0.10953491810550176
2007-01-19,24.08,26.904349442379182,-0.1049774293345419
2007-01-22,23.83,27.634349442379182,-0.13766741461787235
2007-01-23,24.56,27.314349442379182,-0.10083891795371525
2007-01-24,24.24,27.19434944237918,-0.108638356973349
2007-01-25,24.12,26.934349442379183,-0.10448923031907409
2007-01-26,23.86,26.96434944237918,-0.11512791914423692
2007-01-29,23.89,27.324349442379184,-0.12568824189653416
2007-01-30,24.25,28.324349442379184,-0.14384617908586805
2007-01-31,25.25,28.78434944237918,-0.1227871920278858
2007-02-01,25.71,28.67434944237918,-0.10337983249928695
2007-02-02,25.6,28.684349442379183,-0.10752725797651397
2007-02-05,25.61,28.064349442379182,-0.08745435013266112
2007-02-06,24.99,28.114349442379183,-0.11113006362756461
2007-02-07,25.04,28.224349442379182,-0.11282277555697517
2007-02-08,25.15,27.984349442379184,-0.10128337799008746
2007-02-09,24.91,28.01434944237918,-0.11081283357174887
2007-02-12,24.94,28.774349442379183,-0.13325581695799904
2007-02-13,25.7,29.19434944237918,-0.11969266344762952
2007-02-14,26.12,28.634349442379182,-0.0878088551457682
2007-02-15,25.56,28.504349442379183,-0.10329474273149475
2007-02-16,25.43,28.744349442379182,-0.11530438178895352
2007-02-20,25.67,29.154349442379182,-0.11951388074241431
2007-02-21,26.08,29.10434944237918,-0.10391400255713645
2007-02-22,26.03,29.044349442379183,-0.10378436770840127
2007-02-23,25.97,28.504349442379183,-0.0889109729552785
2007-02-26,25.43,27.574349442379184,-0.07776609369733745
2007-02-27,24.5,27.724349442379182,-0.11630027420771405
2007-02-28,24.65,27.794349442379183,-0.11312908938191824
2007-03-01,24.72,27.53434944237918,-0.10221230932907055
2007-03-02,24.46,27.10434944237918,-0.09756181191512348
2007-03-05,24.03,27.12434944237918,-0.11408013486010316
2007-03-06,24.05,27.454349442379183,-0.12400036830317851
2007-03-07,24.38,27.844349442379183,-0.12441840128275483
2007-03-08,24.77,27.754349442379183,-0.1075272705842013
2007-03-09,24.68,28.414349442379184,-0.13142477359729765
2007-03-12,25.34,27.58434944237918,-0.08136314568764413
2007-03-13,24.51,27.46434944237918,-0.10757034127378373
2007-03-14,24.39,27.744349442379182,-0.12090207591083213
2007-03-15,24.67,28.064349442379182,-0.12094880194348878
2007-03-16,24.99,27.974349442379182,-0.10668163878220893
2007-03-19,24.9,28.184349442379183,-0.11653096514055772
2007-03-20,25.11,28.404349442379182,-0.11598045746698304
2007-03-21,25.33,28.164349442379184,-0.10063607001389885
2007-03-22,25.09,29.12434944237918,-0.138521529909566
2007-03-23,26.05,28.734349442379184,-0.09341953078708443
2007-03-26,25.66,28.314349442379182,-0.09374573298181854
2007-03-27,25.24,28.08434944237918,-0.10127880826347613
2007-03-28,25.01,28.404349442379182,-0.11950104505174208
2007-03-29,25.33,28.46434944237918,-0.11011491580807398
2007-03-30,25.39,27.704814814814814,-0.08355279868454468
2007-04-02,25.49,27.994814814814816,-0.08947424126160941
2007-04-03,25.78,27.964814814814815,-0.07812727633931527
2007-04-04,25.75,28.014814814814816,-0.08084346906398732
2007-04-05,25.8,29.004814814814814,-0.11049251082195799
2007-04-09,26.79,29.094814814814814,-0.07921737359336012
2007-04-10,26.88,28.814814814814813,-0.06714652956298195
2007-04-11,26.6,29.964814814814815,-0.11229219454916262
2007-04-12,27.75,29.664814814814815,-0.06454834883575755
2007-04-13,27.45,30.074814814814815,-0.08727617546365851
2007-04-16,27.86,29.834814814814816,-0.06619162301065129
2007-04-17,27.62,30.664814814814815,-0.09929343559393677
2007-04-18,28.45,31.334814814814816,-0.09206420500212764
2007-04-19,29.12,31.514814814814816,-0.07599012809965922
2007-04-20,29.3,31.364814814814814,-0.0658322016886107
2007-04-23,29.15,31.204814814814814,-0.06584928726573536
2007-04-24,28.99,31.304814814814815,-0.07394437017143274
2007-04-25,29.09,30.904814814814817,-0.05872272089929653
2007-04-26,28.69,31.174814814814816,-0.07970584042199302
2007-04-27,28.96,30.774814814814814,-0.058970779377075955
2007-04-30,28.56,30.274814814814814,-0.056641628538572575
2007-05-01,28.06,30.574814814814815,-0.08225118713053592
2007-05-02,28.36,31.354814814814816,-0.09551371400222075
2007-05-03,29.14,31.374814814814815,-0.07122957786382089
2007-05-04,29.16,31.324814814814815,-0.0691086229116663
2007-05-07,29.11,31.604814814814816,-0.07893780835081388
2007-05-08,29.39,31.604814814814816,-0.07007839874374511
2007-05-09,29.39,31.214814814814815,-0.0584598955861414
2007-05-10,29.0,31.444814814814816,-0.07774937868811915
2007-05-11,29.23,31.564814814814813,-0.07396890583748894
2007-05-14,29.35,31.784814814814816,-0.07660308323331666
2007-05-15,29.57,32.06481481481482,-0.07780537106555019
2007-05-16,29.85,32.41481481481482,-0.07912477148080443
2007-05-17,30.2,32.174814814814816,-0.06137765908463033
2007-05-18,29.96,31.984814814814815,-0.06330550376914967
2007-05-21,29.77,31.854814814814816,-0.06544740024183804
2007-05-22,29.64,31.944814814814816,-0.07214988811723921
2007-05-23,29.73,31.534814814814816,-0.05723245325566095
2007-05-24,29.32,31.704814814814814,-0.07521932642547569
2007-05-25,29.49,31.884814814814813,-0.07510831813588259
2007-05-29,29.67,31.924814814814816,-0.07062890819866119
2007-05-30,29.71,32.38481481481482,-0.0825947231784444
2007-05-31,30.17,32.72481481481481,-0.07806964926378201
2007-06-01,30.51,32.69481481481481,-0.06682450496171088
2007-06-04,30.48,32.464814814814815,-0.06113741372425985
2007-06-05,30.25,31.754814814814814,-0.04738855583288626
2007-06-06,29.54,30.924814814814816,-0.04478005197791546
2007-06-07,28.71,31.374814814814815,-0.08493483803947488
2007-06-08,29.16,31.134814814814813,-0.06342786448420246
2007-06-11,28.92,30.544814814814814,-0.05319445623310004
2007-06-12,28.33,31.394814814814815,-0.09762168794091974
2007-06-13,29.18,31.764814814814816,-0.08137352066693881
2007-06-14,29.55,32.284814814814816,-0.08470901352545057
2007-06-15,30.07,32.08481481481481,-0.0627965231042722
2007-06-18,29.87,32.09481481481482,-0.06932007016248154
2007-06-19,29.88,31.544814814814814,-0.05277617968557369
2007-06-20,29.33,31.714814814814815,-0.07519560901553202
2007-06-21,29.5,31.234814814814815,-0.05554106291649863
2007-06-22,29.02,30.884814814814813,-0.06037966638285619
2007-06-25,28.67,30.584814814814816,-0.06260671599317014
2007-06-26,28.37,30.884814814814813,-0.08142560769406026
2007-06-27,28.67,30.994814814814816,-0.07500657218650675
2007-06-28,28.78,31.004814814814814,-0.07175707476735982
2007-06-29,28.79,31.00776119402985,-0.07152277715737998
2007-07-02,29.06,31.12776119402985,-0.06642820153819606
2007-07-03,29.18,30.94776119402985,-0.05712081022425852
2007-07-05,29.0,31.14776119402985,-0.06895395083616851
2007-07-06,29.2,31.16776119402985,-0.06313450561238176
2007-07-09,29.22,30.71776119402985,-0.04875880063554072
2007-07-10,28.77,31.38776119402985,-0.08340069805704287
2007-07-11,29.44,31.87776119402985,-0.07647215810395114
2007-07-12,29.93,32.14776119402985,-0.06898648962347365
2007-07-13,30.2,32.49776119402985,-0.07070521505499805
2007-07-16,30.55,32.92776119402985,-0.07221144431954152
2007-07-17,30.98,33.42776119402985,-0.07322540028397162
2007-07-18,31.48,33.37776119402985,-0.056857054701718424
2007-07-19,31.43,33.41776119402985,-0.05948217723169824
2007-07-20,31.47,33.77776119402985,-0.06832191099858165
2007-07-23,31.83,33.19776119402985,-0.041200404630774456
2007-07-24,31.25,32.64776119402985,-0.04281338575477722
2007-07-25,30.7,31.97776119402985,-0.03995780649798597
2007-07-26,30.03,31.72776119402985,-0.05351027397260266
2007-07-27,29.78,32.11776119402985,-0.07278717778325106
2007-07-30,30.17,31.73776119402985,-0.049397346726673286
2007-07-31,29.79,31.77776119402985,-0.06255195833000649
2007-08-01,29.83,31.94776119402985,-0.06628825040878306
2007-08-02,30.0,30.50776119402985,-0.016643672762497452
2007-08-03,28.56,30.61776119402985,-0.06720808817435986
2007-08-06,28.67,31.16776119402985,-0.08013925602421168
2007-08-07,29.22,31.70776119402985,-0.0784590617674471
2007-08-08,29.76,30.86776119402985,-0.03588731904029696
2007-08-09,28.92,31.10776119402985,-0.07032846820393235
2007-08-10,29.16,31.43776119402985,-0.07245303442480522
2007-08-13,29.49,30.23776119402985,-0.024729383542373196
2007-08-14,28.29,28.85776119402985,-0.01967447128737454
2007-08-15,26.91,28.19776119402985,-0.04566891623660185
2007-08-16,26.25,28.427761194029852,-0.07660684846639298
2007-08-17,26.48,29.87776119402985,-0.11372208151622787
2007-08-20,27.93,29.35776119402985,-0.04863317691678071
2007-08-21,27.41,30.16776119402985,-0.09141418139359991
2007-08-22,28.22,29.36776119402985,-0.03908235246284886
2007-08-23,27.42,29.71776119402985,-0.07731945818621955
2007-08-24,27.77,29.32776119402985,-0.05311558505007741
2007-08-27,27.38,28.657761194029852,-0.04458691610201726
2007-08-28,26.71,29.427761194029852,-0.09235365123804307
2007-08-29,27.48,28.91776119402985,-0.049718966291438904
2007-08-30,26.97,29.837761194029852,-0.09611180863675706
2007-08-31,27.89,30.087761194029852,-0.07304502252118183
2007-09-04,28.14,29.22776119402985,-0.03721671279605354
2007-09-05,27.28,29.267761194029852,-0.06791640743724947
2007-09-06,27.32,28.97776119402985,-0.057208049404844585
2007-09-07,27.03,28.427761194029852,-0.049168880535108594
2007-09-10,26.48,29.06776119402985,-0.08902512913727056
2007-09-11,27.12,29.11776119402985,-0.06860971146502359
2007-09-12,27.17,30.11776119402985,-0.09787451248581436
2007-09-13,28.17,29.907761194029852,-0.058104021319280164
2007-09-14,27.96,29.69776119402985,-0.05851488880512623
2007-09-17,27.75,31.017761194029852,-0.10535129126788223
2007-09-18,29.07,30.657761194029852,-0.0517898611050257
2007-09-19,28.71,29.95776119402985,-0.04165068230394031
2007-09-20,28.01,30.16776119402985,-0.07152540024935183
2007-09-21,28.22,29.79776119402985,-0.052948984447394154
2007-09-24,27.85,29.677761194029852,-0.061586896062683194
2007-09-25,27.73,30.03776119402985,-0.0768286683925209
2007-09-26,28.09,30.39776119402985,-0.07591878820612286
2007-09-27,28.45,30.20776119402985,-0.05818905885608128
2007-09-28,28.26,32.46593155893536,-0.12954907981926644
2007-10-01,28.58,32.21593155893536,-0.11286128890247482
2007-10-02,28.33,31.63593155893536,-0.10449926384423547
2007-10-03,27.75,31.97593155893536,-0.132159763700597
2007-10-04,28.09,33.225931558935365,-0.15457599886478346
2007-10-05,29.34,33.225931558935365,-0.1169547812991365
2007-10-08,29.34,33.42593155893536,-0.12223837506910462
2007-10-09,29.54,33.30593155893536,-0.11307089706443096
2007-10-10,29.42,33.48593155893536,-0.12142208293591317
2007-10-11,29.6,33.765931558935364,-0.12337676961952337
2007-10-12,29.88,33.42593155893536,-0.10608325313786116
2007-10-15,29.54,32.93593155893536,-0.10310719625035347
2007-10-16,29.05,33.63593155893536,-0.13634025717111764
2007-10-17,29.75,35.36593155893536,-0.1587949563714085
2007-10-18,31.48,34.54593155893536,-0.08874942491288385
2007-10-19,30.66,35.195931558935364,-0.1288765876629796
2007-10-22,31.31,36.37593155893536,-0.13926602953735134
2007-10-23,32.49,36.14593155893536,-0.10114365299935402
2007-10-24,32.26,35.70593155893536,-0.09650865860333568
2007-10-25,31.82,35.86593155893536,-0.11280709528726529
2007-10-26,31.98,35.75593155893536,-0.10560294178636098
2007-10-29,31.87,35.43593155893536,-0.10063038848025396
2007-10-30,31.55,35.89593155893536,-0.12107030992635015
2007-10-31,32.01,35.07593155893536,-0.08740841433630675
2007-11-01,31.19,35.38593155893536,-0.11857626390157416
2007-11-02,31.5,35.28593155893536,-0.10729294627270958
2007-11-05,31.4,35.60593155893536,-0.11812446339098459
2007-11-06,31.72,35.02593155893536,-0.09438525720215984
2007-11-07,31.14,35.50593155893536,-0.122963442085401
2007-11-08,31.62,35.04593155893536,-0.09775547136403273
2007-11-09,31.16,34.78593155893536,-0.10423557445320097
2007-11-12,30.9,35.25593155893536,-0.12355173629872163
2007-11-13,31.37,34.975931558935365,-0.103097513010033
2007-11-14,31.09,34.99593155893536,-0.11161101833673226
2007-11-15,31.11,35.50593155893536,-0.12380837133194689
2007-11-16,31.62,35.05593155893536,-0.09801284422178136
2007-11-19,31.17,35.49593155893536,-0.12187119393536228
2007-11-20,31.61,34.61593155893536,-0.08683665074324554
2007-11-21,30.73,35.05593155893536,-0.12340084449510891
2007-11-23,31.17,34.225931558935365,-0.08928702360294272
2007-11-26,30.34,34.98593155893536,-0.132794279069262
2007-11-27,31.1,35.60593155893536,-0.12655002584266295
2007-11-28,31.72,35.25593155893536,-0.10029323868593687
2007-11-29,31.37,35.42593155893536,-0.11449047012886093
2007-11-30,31.54,35.46593155893536,-0.11069585335468946
2007-12-03,31.58,35.56593155893536,-0.11207161978396041
2007-12-04,31.68,36.21593155893536,-0.12524685583619166
2007-12-05,32.33,37.42593155893536,-0.13616044669217375
2007-12-06,33.54,37.59593155893536,-0.10788219338513494
2007-12-07,33.71,37.695931558935364,-0.10573903851410582
2007-12-10,33.81,36.54593155893536,-0.07486282172129854
2007-12-11,32.66,37.02593155893536,-0.11791550880998014
2007-12-12,33.14,37.335931558935364,-0.11238320255414058
2007-12-13,33.45,36.52593155893536,-0.08421226858984499
2007-12-14,32.64,36.12593155893536,-0.09649388703647577
2007-12-17,32.24,36.24593155893536,-0.11052086087018542
2007-12-18,32.36,35.03593155893536,-0.0763767777783807
2007-12-19,31.15,34.71593155893536,-0.10271743832890301
2007-12-20,30.83,35.38593155893536,-0.12874979852791069
2007-12-21,31.5,36.00593155893536,-0.12514414608492896
2007-12-24,32.12,35.88593155893536,-0.10494172494172505
2007-12-26,32.0,35.71593155893536,-0.10404128904782028
2007-12-27,31.83,35.81593155893536,-0.1112893448653286
2007-12-28,31.93,35.29593155893536,-0.09536315972607479
2007-12-31,31.41,34.37320754716981,-0.0862068965517242
2008-01-02,31.06,34.28320754716981,-0.09401709401709402
2008-01-03,30.97,33.32320754716981,-0.07061767820035891
2008-01-04,30.01,33.06320754716981,-0.09234456586869055
2008-01-07,29.75,32.13320754716981,-0.07416650029946092
2008-01-08,28.82,31.943207547169813,-0.09777376121536452
2008-01-09,28.63,32.52320754716981,-0.11970552232658249
2008-01-10,29.21,31.84320754716981,-0.0826929116129147
2008-01-11,28.53,32.12320754716981,-0.11185705978749272
2008-01-14,28.81,31.38320754716981,-0.08199313417222287
2008-01-15,28.07,31.54320754716981,-0.110109523325298
2008-01-16,28.23,30.57320754716981,-0.07664251595304805
2008-01-17,27.26,30.92320754716981,-0.11846143520467611
2008-01-18,27.61,30.90320754716981,-0.1065652341150396
2008-01-22,27.59,32.56320754716981,-0.1527247443288814
2008-01-23,29.25,33.55320754716981,-0.1282502586711053
2008-01-24,30.24,33.26320754716981,-0.09088743299583091
2008-01-25,29.95,33.62320754716981,-0.10924619675314118
2008-01-28,30.31,33.67320754716981,-0.09987784925028576
2008-01-29,30.36,33.55320754716981,-0.09516847361554726
2008-01-30,30.24,34.50320754716981,-0.1235597456074633
2008-01-31,31.19,35.30320754716981,-0.11651087345743338
2008-02-01,31.99,34.73320754716981,-0.07897939006768584
2008-02-04,31.42,33.973207547169814,-0.07515356163014142
2008-02-05,30.66,34.10320754716981,-0.10096433135819671
2008-02-06,30.79,34.38320754716981,-0.10450472202863403
2008-02-07,31.07,34.65320754716981,-0.10340190131872684
2008-02-08,31.34,34.69320754716981,-0.0966531429130818
2008-02-11,31.38,34.71320754716981,-0.09602130666376774
2008-02-12,31.4,34.80320754716981,-0.09778430745376976
2008-02-13,31.49,34.49320754716981,-0.08706663603443943
2008-02-14,31.18,34.51320754716981,-0.09657773890225241
2008-02-15,31.2,34.00320754716981,-0.08243950348746232
2008-02-19,30.69,34.30320754716981,-0.10533147788588992
2008-02-20,30.99,34.12320754716981,-0.09182042874599816
2008-02-21,30.81,34.34320754716981,-0.10287936973612644
2008-02-22,31.03,34.98320754716981,-0.11300300413675557
2008-02-25,31.67,35.59320754716981,-0.11022348974788487
2008-02-26,32.28,35.25320754716981,-0.08433863906402184
2008-02-27,31.94,34.88320754716981,-0.08437319140420052
2008-02-28,31.57,34.50320754716981,-0.08501260478927297
2008-02-29,31.19,34.27320754716981,-0.08995970228133532
2008-03-03,30.96,34.19320754716981,-0.09455701231624947
2008-03-04,30.88,34.75320754716981,-0.11144892286309926
2008-03-05,31.44,33.56320754716981,-0.06325997132979166
2008-03-06,30.25,33.23320754716981,-0.08976586274242637
2008-03-07,29.92,33.00320754716981,-0.09342145131691015
2008-03-10,29.69,34.45320754716981,-0.13825149779301427
2008-03-11,31.14,34.16320754716981,-0.08849308259464828
2008-03-12,30.85,34.15320754716981,-0.09671734470642834
2008-03-13,30.84,34.00320754716981,-0.09302673998568389
2008-03-14,30.69,33.863207547169814,-0.0937066443794401
2008-03-17,30.55,35.64320754716981,-0.14289419773541745
2008-03-18,32.33,34.39320754716981,-0.059988808672181815
2008-03-19,31.08,33.82320754716981,-0.0811042992697879
2008-03-20,30.51,34.70320754716981,-0.12083054690175987
2008-03-24,31.39,35.56320754716981,-0.11734620792105466
2008-03-25,32.25,35.28320754716981,-0.08596745471949341
2008-03-26,31.97,34.71320754716981,-0.0790248940102185
2008-03-27,31.4,34.56320754716981,-0.0915195021426427
2008-03-28,31.25,34.65320754716981,-0.09820757696202809
2008-03-31,31.34,35.18305019305019,-0.10923015974917716
2008-04-01,31.99,35.603050193050194,-0.10148147907157323
2008-04-02,32.41,36.213050193050194,-0.1050187756285732
2008-04-03,33.02,36.61305019305019,-0.09813577874842594
2008-04-04,33.42,36.55305019305019,-0.08571241460024237
2008-04-07,33.36,36.563050193050195,-0.0876034733464065
2008-04-08,33.37,35.663050193050196,-0.0642976464614643
2008-04-09,32.47,35.69305019305019,-0.09029909676023573
2008-04-10,32.5,35.743050193050195,-0.0907323290971056
2008-04-11,32.55,36.033050193050194,-0.0966626520483127
2008-04-14,32.84,35.913050193050196,-0.0855691782383019
2008-04-15,32.72,37.33305019305019,-0.12356478158618134
2008-04-16,34.14,37.08305019305019,-0.07936375723488232
2008-04-17,33.89,37.713050193050194,-0.10137207607128818
2008-04-18,34.52,37.64305019305019,-0.08296485478816962
2008-04-21,34.45,37.40305019305019,-0.07895212229506599
2008-04-22,34.21,36.98305019305019,-0.07498165182630867
2008-04-23,33.79,37.703050193050196,-0.10378603781429574
2008-04-24,34.51,38.343050193050196,-0.09996727369761915
2008-04-25,35.15,38.593050193050196,-0.08921425427187979
2008-04-28,35.4,39.173050193050194,-0.09631749824065483
2008-04-29,35.98,39.493050193050195,-0.08895363047112548
2008-04-30,36.3,39.853050193050194,-0.08915378310666411
2008-05-01,36.66,39.913050193050196,-0.08150342249755271
2008-05-02,36.72,39.90305019305019,-0.07976959599957034
2008-05-05,36.71,40.423050193050194,-0.09185477531550967
2008-05-06,37.23,39.463050193050194,-0.05658584884154383
2008-05-07,36.27,39.993050193050195,-0.09309242918653815
2008-05-08,36.8,39.76305019305019,-0.07451767856501301
2008-05-09,36.57,40.103050193050194,-0.0880992886087868
2008-05-12,36.91,40.453050193050196,-0.0875842532551202
2008-05-13,37.26,40.68305019305019,-0.08413946783259996
2008-05-14,37.49,41.19305019305019,-0.08989502296372653
2008-05-15,38.0,41.44305019305019,-0.08307907301735173
2008-05-16,38.25,41.57305019305019,-0.07993279727176983
2008-05-19,38.38,41.593050193050196,-0.07724968902586193
2008-05-20,38.4,41.463050193050194,-0.07387421279401207
2008-05-21,38.27,41.80305019305019,-0.08451656462230028
2008-05-22,38.61,41.23305019305019,-0.06361523536990976
2008-05-23,38.04,42.663050193050196,-0.10836192377551312
2008-05-27,39.47,42.593050193050196,-0.0733229993835891
2008-05-28,39.4,43.36305019305019,-0.0913923300000089
2008-05-29,40.17,44.343050193050196,-0.09410832531552438
2008-05-30,41.15,43.783050193050194,-0.06013857375035392
2008-06-02,40.59,43.05305019305019,-0.05720965604076489
2008-06-03,39.86,43.01305019305019,-0.07330450128272104
2008-06-04,39.82,44.05305019305019,-0.09608983202071208
2008-06-05,40.86,42.163050193050196,-0.03090502672562767
2008-06-06,38.97,43.05305019305019,-0.09483765203026884
2008-06-09,39.86,42.47305019305019,-0.06152254620690656
2008-06-10,39.28,40.243050193050195,-0.023930844914347715
2008-06-11,37.05,40.90305019305019,-0.0941995810792825
2008-06-12,37.71,40.98305019305019,-0.07986350888068416
2008-06-13,37.79,41.22305019305019,-0.08327986834969747
2008-06-16,38.03,39.43305019305019,-0.03558056468321258
2008-06-17,36.24,41.103050193050194,-0.1183136086059241
2008-06-18,37.91,42.093050193050196,-0.09937626695774227
2008-06-19,38.9,41.633050193050195,-0.06564616765711839
2008-06-20,38.44,40.963050193050194,-0.061593318396935604
2008-06-23,37.77,40.07305019305019,-0.05747129759165681
2008-06-24,36.88,40.633050193050195,-0.09236447116864754
2008-06-25,37.44,39.68305019305019,-0.056524137689471954
2008-06-26,36.49,40.11305019305019,-0.09032098470731365
2008-06-27,36.92,40.94305019305019,-0.09825966004196418
2008-06-30,37.75,38.01871595330739,-0.007067991292431186
2008-07-01,36.83,36.29871595330739,0.014636441888909113
