date,EBAY,dcf,Deviation
2010-01-08,9.89,12.935039261108015,-0.2354101290023588
2010-01-11,9.87,12.825039261108016,-0.23041171266190075
2010-01-12,9.76,12.995039261108015,-0.248944169856412
2010-01-13,9.93,12.695039261108018,-0.21780470341504776
2010-01-14,9.63,12.525039261108018,-0.23114013463395
2010-01-15,9.46,12.855039261108015,-0.2641018196949003
2010-01-19,9.79,12.425039261108017,-0.2120749243309059
2010-01-20,9.36,13.225039261108016,-0.2922516285055018
2010-01-21,10.16,12.985039261108016,-0.21756108736377855
2010-01-22,9.92,13.035039261108016,-0.23897429065689124
2010-01-25,9.97,13.195039261108017,-0.24441300986604286
2010-01-26,10.13,13.155039261108016,-0.22995288733583175
2010-01-27,10.09,12.885039261108016,-0.2169212840153708
2010-01-28,9.82,12.755039261108017,-0.2301082106471739
2010-01-29,9.69,12.815039261108016,-0.24385717417129615
2010-02-01,9.75,12.775039261108018,-0.23679295219994867
2010-02-02,9.71,12.845039261108017,-0.24406614860261522
2010-02-03,9.78,12.515039261108017,-0.21854020623071313
2010-02-04,9.45,12.625039261108016,-0.25148747623216217
2010-02-05,9.56,12.535039261108016,-0.2373378494584022
2010-02-08,9.47,12.475039261108016,-0.24088415260354956
2010-02-09,9.41,12.305039261108016,-0.23527265534684116
2010-02-10,9.24,12.375039261108016,-0.253335702211527
2010-02-11,9.31,12.225039261108016,-0.2384482535268202
2010-02-12,9.16,12.545039261108016,-0.26983090213215
2010-02-16,9.48,12.615039261108016,-0.24851601300784665
2010-02-17,9.55,12.675039261108017,-0.24655065729830594
2010-02-18,9.61,12.925039261108017,-0.2564819490400396
2010-02-19,9.86,12.865039261108016,-0.23358181814434698
2010-02-22,9.8,12.695039261108018,-0.22804492381344077
2010-02-23,9.63,12.855039261108015,-0.25087743379089755
2010-02-24,9.79,12.745039261108015,-0.2318579959283008
2010-02-25,9.68,12.755039261108017,-0.241084264670534
2010-02-26,9.69,13.115039261108016,-0.26115356522529043
2010-03-01,10.05,13.165039261108015,-0.23661450599015088
2010-03-02,10.1,12.955039261108016,-0.22038059503833807
2010-03-03,9.89,13.075039261108016,-0.24359691756964608
2010-03-04,10.01,13.435039261108017,-0.2549333272901464
2010-03-05,10.37,13.515039261108017,-0.23270663150483328
2010-03-08,10.45,13.805039261108016,-0.24303004125167083
2010-03-09,10.74,13.825039261108016,-0.22314867993082022
2010-03-10,10.76,13.775039261108017,-0.21887699947401074
2010-03-11,10.71,13.995039261108015,-0.23472883496919406
2010-03-12,10.93,14.125039261108016,-0.22619684108809957
2010-03-15,11.06,14.345039261108017,-0.22900176160649133
2010-03-16,11.28,14.425039261108017,-0.2180263917608527
2010-03-17,11.36,14.625039261108016,-0.22324994844907187
2010-03-18,11.56,14.505039261108017,-0.20303559391283232
2010-03-19,11.44,14.455039261108016,-0.20858049616095653
2010-03-22,11.39,14.445039261108017,-0.21149400883481417
2010-03-23,11.38,14.405039261108016,-0.20999868214696782
2010-03-24,11.34,14.665039261108015,-0.2267323804530198
2010-03-25,11.6,14.615039261108016,-0.20629703466697602
2010-03-26,11.55,14.545039261108016,-0.20591482823401186
2010-03-29,11.48,14.485039261108016,-0.20745813711230132
2010-03-30,11.42,14.415039261108015,-0.20777184209193755
2010-03-31,11.35,13.889612442035231,-0.18284257049170083
2010-04-01,11.18,14.229612442035231,-0.21431451168877036
2010-04-05,11.52,14.189612442035232,-0.18813850293238366
2010-04-06,11.48,14.009612442035232,-0.18056262815987967
2010-04-07,11.3,13.849612442035232,-0.1840926923194509
2010-04-08,11.14,13.879612442035231,-0.19738392937674198
2010-04-09,11.17,13.919612442035232,-0.1975351291916575
2010-04-12,11.21,13.919612442035232,-0.1946614859658442
2010-04-13,11.21,14.089612442035232,-0.20437839961049165
2010-04-14,11.38,14.06961244203523,-0.1911646431709505
2010-04-15,11.36,13.789612442035232,-0.1761914957543681
2010-04-16,11.08,13.789612442035232,-0.196496634943521
2010-04-19,11.08,13.81961244203523,-0.19824090245122428
2010-04-20,11.11,13.769612442035232,-0.19315085687641376
2010-04-21,11.06,13.139612442035231,-0.15827045517585403
2010-04-22,10.43,13.039612442035232,-0.2001296015227214
2010-04-23,10.33,13.049612442035231,-0.20840561006048375
2010-04-26,10.34,12.709612442035231,-0.186442541253113
2010-04-27,10.0,12.809612442035231,-0.21933625663922363
2010-04-28,10.1,12.909612442035233,-0.2176372416019865
2010-04-29,10.2,12.719612442035231,-0.19808877460043706
2010-04-30,10.01,12.769612442035232,-0.21610776791871078
2010-05-03,10.06,12.419612442035232,-0.18999082725391037
2010-05-04,9.71,12.24961244203523,-0.20732186051212587
2010-05-05,9.54,12.07961244203523,-0.2102395630838091
2010-05-06,9.37,11.74961244203523,-0.20252688791010387
2010-05-07,9.04,12.109612442035232,-0.2534856054831207
2010-05-10,9.4,12.129612442035231,-0.22503706982225957
2010-05-11,9.42,12.179612442035232,-0.2265763754937753
2010-05-12,9.47,12.259612442035232,-0.2275449126328275
2010-05-13,9.55,12.06961244203523,-0.2087566982068202
2010-05-14,9.36,12.179612442035232,-0.23150264061801884
2010-05-17,9.47,12.039612442035232,-0.21342983043737007
2010-05-18,9.33,11.81961244203523,-0.21063401649119906
2010-05-19,9.11,11.469612442035231,-0.20572730368703973
2010-05-20,8.76,11.729612442035231,-0.25317225583626934
2010-05-21,9.02,11.699612442035232,-0.2290342911195693
2010-05-24,8.99,11.799612442035231,-0.23811056980364864
2010-05-25,9.09,11.709612442035231,-0.2237147006361485
2010-05-26,9.0,11.929612442035232,-0.24557482116622975
2010-05-27,9.22,11.719612442035231,-0.21328456503132853
2010-05-28,9.01,11.529612442035232,-0.2185340101154748
2010-06-01,8.82,11.649612442035231,-0.2428932684339915
2010-06-02,8.94,12.049612442035231,-0.25806742391044113
2010-06-03,9.34,11.969612442035231,-0.21969069213974568
2010-06-04,9.26,11.779612442035232,-0.2138960389769754
2010-06-07,9.07,11.839612442035234,-0.23392762690457936
2010-06-08,9.13,11.879612442035231,-0.23145640949581037
2010-06-09,9.17,12.089612442035234,-0.2414976043304602
2010-06-10,9.38,12.239612442035233,-0.23363586515323753
2010-06-11,9.53,12.059612442035231,-0.2097590162365387
2010-06-14,9.35,12.129612442035231,-0.2291592130678859
2010-06-15,9.42,12.019612442035232,-0.21628088713940685
2010-06-16,9.31,12.009612442035232,-0.22478764032269938
2010-06-17,9.3,12.039612442035232,-0.2275498862795715
2010-06-18,9.33,11.909612442035233,-0.21659919284446527
2010-06-21,9.2,11.779612442035232,-0.21898958516070988
2010-06-22,9.07,11.689612442035232,-0.22409745875023568
2010-06-23,8.98,11.489612442035233,-0.2184244642450871
2010-06-24,8.78,11.529612442035232,-0.23848264248766582
2010-06-25,8.82,11.429612442035232,-0.2283202912845702
2010-06-28,8.72,10.99961244203523,-0.20724479649152427
2010-06-29,8.29,10.959612442035231,-0.24358639104755397
2010-06-30,8.25,11.310769109107753,-0.2706066298040807
2010-07-01,8.27,11.150769109107753,-0.2583471221509547
2010-07-02,8.11,11.180769109107752,-0.27464739492798684
2010-07-06,8.14,11.380769109107753,-0.28475835666626814
2010-07-07,8.34,11.41076910910775,-0.26911149281399016
2010-07-08,8.37,11.58076910910775,-0.27725007543606295
2010-07-09,8.54,11.550769109107753,-0.26065529322491343
2010-07-12,8.51,11.880769109107753,-0.28371640574377754
2010-07-13,8.84,11.920769109107754,-0.25843710929305497
2010-07-14,8.88,11.890769109107753,-0.253202217743985
2010-07-15,8.85,11.500769109107754,-0.2304862469596527
2010-07-16,8.46,11.630769109107753,-0.2726190400104156
2010-07-19,8.59,11.790769109107751,-0.2714639799566022
2010-07-20,8.75,11.530769109107752,-0.2411607658426982
2010-07-21,8.49,11.850769109107752,-0.2835908014210552
2010-07-22,8.81,11.920769109107754,-0.260953725437988
2010-07-23,8.88,11.940769109107752,-0.2563293102094376
2010-07-26,8.9,11.900769109107753,-0.25214917469588083
2010-07-27,8.86,11.900769109107753,-0.2555103020006185
2010-07-28,8.86,11.780769109107752,-0.2479268613158453
2010-07-29,8.74,11.840769109107752,-0.2618722720235026
2010-07-30,8.8,12.070769109107752,-0.27096609002651373
2010-08-02,9.03,11.870769109107751,-0.23930792377455934
2010-08-03,8.83,11.920769109107754,-0.259275981341366
2010-08-04,8.88,11.91076910910775,-0.2544562052496028
2010-08-05,8.87,12.070769109107752,-0.26516695665172474
2010-08-06,9.03,12.290769109107751,-0.2653022833771602
2010-08-09,9.25,12.260769109107752,-0.24556119459677628
2010-08-10,9.22,11.980769109107753,-0.23043337902313987
2010-08-11,8.94,12.130769109107753,-0.2630310642638587
2010-08-12,9.09,12.090769109107752,-0.24818678464774657
2010-08-13,9.05,12.320769109107752,-0.2654679330602775
2010-08-16,9.28,12.450769109107751,-0.254664517615087
2010-08-17,9.41,12.610769109107752,-0.2538123631806162
2010-08-18,9.57,12.770769109107752,-0.25063244678232055
2010-08-19,9.73,12.880769109107753,-0.2446103243074128
2010-08-20,9.84,12.83076910910775,-0.23309351790804134
2010-08-23,9.79,12.670769109107754,-0.2273555049659185
2010-08-24,9.63,12.790769109107751,-0.24711329570143703
2010-08-25,9.75,12.610769109107752,-0.22685127959734408
2010-08-26,9.57,12.800769109107753,-0.2523886714595187
2010-08-27,9.76,12.770769109107752,-0.2357547210653551
2010-08-30,9.73,12.820769109107752,-0.2410751712946846
2010-08-31,9.78,13.150769109107753,-0.2563172603169862
2010-09-01,10.11,13.170769109107752,-0.2323910687183175
2010-09-02,10.13,13.200769109107751,-0.23262046958984395
2010-09-03,10.16,12.940769109107752,-0.21488437709244335
2010-09-07,9.9,13.380769109107753,-0.2601322151757729
2010-09-08,10.34,13.270769109107752,-0.22084395297755277
2010-09-09,10.23,13.180769109107752,-0.22386926625312065
2010-09-10,10.14,13.270769109107752,-0.23591466955438922
2010-09-13,10.23,13.250769109107752,-0.2279693415706311
2010-09-14,10.21,13.220769109107753,-0.22773025413730585
2010-09-15,10.18,13.100769109107752,-0.22294638465746353
2010-09-16,10.06,13.230769109107753,-0.2396511557990283
2010-09-17,10.19,13.410769109107752,-0.24016289318711848
2010-09-20,10.37,13.450769109107751,-0.22904036818398066
2010-09-21,10.41,13.280769109107752,-0.21615985380989877
2010-09-22,10.24,13.250769109107752,-0.22721466839523574
2010-09-23,10.21,13.450769109107751,-0.2409355987616626
2010-09-24,10.41,13.470769109107753,-0.2272156165929924
2010-09-27,10.43,13.510769109107752,-0.2280232223812465
2010-09-28,10.47,13.560769109107753,-0.2279198977757031
2010-09-29,10.52,13.310769109107753,-0.20966249855526375
2010-09-30,10.27,13.446571227526578,-0.23623652258828598
2010-10-01,10.29,13.286571227526577,-0.22553382480789352
2010-10-04,10.13,13.506571227526578,-0.24999470040516858
2010-10-05,10.35,13.446571227526578,-0.23028705051497167
2010-10-06,10.29,13.576571227526578,-0.24207667550574452
2010-10-07,10.42,13.516571227526578,-0.22909443344776614
2010-10-08,10.36,13.376571227526577,-0.22551154374441018
2010-10-11,10.22,13.446571227526578,-0.23995494263410722
2010-10-12,10.29,13.626571227526577,-0.24485772479480994
2010-10-13,10.47,13.796571227526577,-0.2411157941104587
2010-10-14,10.64,13.966571227526577,-0.23818095174070142
2010-10-15,10.81,13.976571227526577,-0.2265628082866331
2010-10-18,10.82,13.896571227526577,-0.22139067091833775
2010-10-19,10.74,13.956571227526577,-0.2304700183940971
2010-10-20,10.8,14.606571227526578,-0.2606067617260487
2010-10-21,11.45,14.966571227526577,-0.23496171394680476
2010-10-22,11.81,14.916571227526578,-0.2082630907693993
2010-10-25,11.76,15.256571227526578,-0.2291846034984526
2010-10-26,12.1,15.476571227526577,-0.21817308096776755
2010-10-27,12.32,15.666571227526578,-0.2136122307123951
2010-10-28,12.51,15.726571227526577,-0.20453099286489984
2010-10-29,12.57,15.516571227526578,-0.18989834702007657
2010-11-01,12.36,15.816571227526579,-0.21854112233319511
2010-11-02,12.66,15.826571227526578,-0.200079422257872
2010-11-03,12.67,15.846571227526578,-0.2004579528225422
2010-11-04,12.69,16.14657122752658,-0.21407462790823584
2010-11-05,12.99,16.136571227526577,-0.19499627170851497
2010-11-08,12.98,16.006571227526578,-0.1890830449885338
2010-11-09,12.85,16.176571227526576,-0.20564130561029992
2010-11-10,13.02,16.116571227526578,-0.19213585717523685
2010-11-11,12.96,15.846571227526578,-0.1821574639763336
2010-11-12,12.69,15.806571227526577,-0.19716934069162195
2010-11-15,12.65,15.686571227526578,-0.1935777540854846
2010-11-16,12.53,15.846571227526578,-0.20929267157588438
2010-11-17,12.69,16.026571227526578,-0.20818996029517667
2010-11-18,12.87,15.906571227526578,-0.19090042625099135
2010-11-19,12.75,16.05657122752658,-0.20593258552348703
2010-11-22,12.9,15.856571227526578,-0.18645715931285634
2010-11-23,12.7,16.296571227526577,-0.2206949656656365
2010-11-24,13.14,16.266571227526576,-0.1922083753111865
2010-11-26,13.11,15.876571227526577,-0.17425495643101674
2010-11-29,12.72,15.416571227526578,-0.17491381110164095
2010-11-30,12.26,15.466571227526577,-0.20732269488532096
2010-12-01,12.31,15.746571227526578,-0.21824250993251837
2010-12-02,12.59,15.616571227526578,-0.19380510506632764
2010-12-03,12.46,15.566571227526579,-0.19956682702438577
2010-12-06,12.41,15.786571227526577,-0.2138888286038294
2010-12-07,12.63,15.846571227526578,-0.20298215818063992
2010-12-08,12.69,15.926571227526578,-0.20321833125843647
2010-12-09,12.77,16.07657122752658,-0.20567639583899655
2010-12-10,12.92,15.896571227526577,-0.18724611646896105
2010-12-13,12.74,16.096571227526578,-0.20852709437812078
2010-12-14,12.94,15.866571227526578,-0.18444887591399284
2010-12-15,12.71,16.006571227526578,-0.20595111724223913
2010-12-16,12.85,15.706571227526577,-0.18187108988626932
2010-12-17,12.55,15.606571227526578,-0.19585155400024412
2010-12-20,12.45,15.216571227526577,-0.18181305013851523
2010-12-21,12.06,15.176571227526578,-0.20535410672167387
2010-12-22,12.02,15.076571227526578,-0.2027364963424798
2010-12-23,11.92,15.066571227526579,-0.20884454598255264
2010-12-27,11.91,15.086571227526578,-0.2105562078764912
2010-12-28,11.93,15.096571227526578,-0.20975433294102963
2010-12-29,11.94,14.996571227526578,-0.2038180048727516
2010-12-30,11.84,14.866571227526578,-0.2035823312051035
2010-12-31,11.71,16.27170225332356,-0.2803457304162392
2011-01-03,12.07,16.18170225332356,-0.25409577984782517
2011-01-04,11.98,16.29170225332356,-0.26465633770368957
2011-01-05,12.09,16.16170225332356,-0.2519352348844466
2011-01-06,11.96,15.86170225332356,-0.24598256801258656
2011-01-07,11.66,16.09170225332356,-0.2754029488961146
2011-01-10,11.89,16.14170225332356,-0.2633986296239692
2011-01-11,11.94,16.33170225332356,-0.26890658335568374
2011-01-12,12.13,16.28170225332356,-0.2549919037167061
2011-01-13,12.08,16.48170225332356,-0.2670659975328672
2011-01-14,12.28,16.59170225332356,-0.2598709998222072
2011-01-18,12.39,16.45170225332356,-0.2468864431644463
2011-01-19,12.25,17.15170225332356,-0.285785176359025
2011-01-20,12.95,16.83170225332356,-0.23061851944042588
2011-01-21,12.63,17.04170225332356,-0.25887685324763654
2011-01-24,12.84,17.21170225332356,-0.25399592608449806
2011-01-25,13.01,17.27170225332356,-0.24674477308705867
2011-01-26,13.07,17.23170225332356,-0.24151428524833485
2011-01-27,13.03,16.96170225332356,-0.23179880147661258
2011-01-28,12.76,16.98170225332356,-0.24860300753991338
2011-01-31,12.78,17.52170225332356,-0.27061881230313356
2011-02-01,13.32,17.62170225332356,-0.24411388817514668
2011-02-02,13.42,17.69170225332356,-0.24145230301516507
2011-02-03,13.49,17.76170225332356,-0.24050072410848122
2011-02-04,13.56,17.77170225332356,-0.23698924240844244
2011-02-07,13.57,17.94170225332356,-0.2436615094598248
2011-02-08,13.74,17.65170225332356,-0.22160481732502835
2011-02-09,13.45,18.72170225332356,-0.28158242140549505
2011-02-10,14.52,18.72170225332356,-0.22442949879611807
2011-02-11,14.52,18.45170225332356,-0.2130807336550954
2011-02-14,14.25,18.70170225332356,-0.23803727559251608
2011-02-15,14.5,18.70170225332356,-0.224669508497648
2011-02-16,14.5,18.80170225332356,-0.22879323347241876
2011-02-17,14.6,18.73170225332356,-0.22057270596378797
2011-02-18,14.53,18.36170225332356,-0.20867903206686644
2011-02-22,14.16,18.03170225332356,-0.21471640330628994
2011-02-23,13.83,18.13170225332356,-0.23724756744971665
2011-02-24,13.93,18.35170225332356,-0.2409423492320868
2011-02-25,14.15,18.30170225332356,-0.2268478743593163
2011-02-28,14.1,17.79170225332356,-0.20749573035564572
2011-03-01,13.59,17.95170225332356,-0.24296872752087006
2011-03-02,13.75,18.06170225332356,-0.23872070266965884
2011-03-03,13.86,17.67170225332356,-0.21569525101107245
2011-03-04,13.47,17.46170225332356,-0.22859754423792222
2011-03-07,13.26,17.53170225332356,-0.2436558750314023
2011-03-08,13.33,17.39170225332356,-0.23354253621420917
2011-03-09,13.19,17.28170225332356,-0.23676500111767962
2011-03-10,13.08,17.21170225332356,-0.24005192470289982
2011-03-11,13.01,17.15170225332356,-0.2414747056678298
2011-03-14,12.95,17.01170225332356,-0.23875930773065523
2011-03-15,12.81,16.71170225332356,-0.2334712642781559
2011-03-16,12.51,16.81170225332356,-0.2558754722457176
2011-03-17,12.61,17.02170225332356,-0.25918102594363956
2011-03-18,12.82,17.07170225332356,-0.24904969582021785
2011-03-21,12.87,16.92170225332356,-0.23943821919734898
2011-03-22,12.72,17.11170225332356,-0.2566490573706991
2011-03-23,12.91,17.57170225332356,-0.2652959961486847
2011-03-24,13.37,17.54170225332356,-0.23781627307766917
2011-03-25,13.34,16.97170225332356,-0.21398573926857367
2011-03-28,12.77,17.28170225332356,-0.2610681625680644
2011-03-29,13.08,17.51170225332356,-0.25307090020231826
2011-03-30,13.31,17.26170225332356,-0.22892888518933296
2011-03-31,13.06,17.33936133063566,-0.24680040106637424
2011-04-01,13.2,17.349361330635663,-0.23916507654426922
2011-04-04,13.21,17.53936133063566,-0.24683688584906727
2011-04-05,13.4,17.53936133063566,-0.23600410827990181
2011-04-06,13.4,17.40936133063566,-0.2302991623007039
2011-04-07,13.27,17.24936133063566,-0.2306961547363573
2011-04-08,13.11,17.26936133063566,-0.24085206459007835
2011-04-11,13.13,17.059361330635664,-0.230334609513148
2011-04-12,12.92,17.049361330635662,-0.2422003528786556
2011-04-13,12.91,17.119361330635662,-0.24588308227964506
2011-04-14,12.98,17.439361330635663,-0.25570668822612896
2011-04-15,13.3,17.24936133063566,-0.2289569599090845
2011-04-18,13.11,17.24936133063566,-0.23997186048181185
2011-04-19,13.11,17.509361330635663,-0.25125766997213195
2011-04-20,13.37,17.58936133063566,-0.2398814403389813
2011-04-21,13.45,18.009361330635663,-0.25316618656985634
2011-04-25,13.87,18.059361330635664,-0.2319772695133403
2011-04-26,13.92,18.459361330635662,-0.245911071858267
2011-04-27,14.32,18.44936133063566,-0.2238213701077416
2011-04-28,14.31,18.60936133063566,-0.23103218075291154
2011-04-29,14.47,18.299361330635662,-0.20926202075833
2011-05-02,14.16,18.259361330635663,-0.22450737769002527
2011-05-03,14.12,18.029361330635663,-0.21683304577144613
2011-05-04,13.89,17.889361330635662,-0.22356087826269833
2011-05-05,13.75,17.90936133063566,-0.2322450953915749
2011-05-06,13.77,18.079361330635663,-0.23835805102990038
2011-05-09,13.94,18.419361330635663,-0.24318765728241887
2011-05-10,14.28,18.15936133063566,-0.21362873176002095
2011-05-11,14.02,18.26936133063566,-0.2325949579589277
2011-05-12,14.13,18.26936133063566,-0.22657394835660827
2011-05-13,14.13,17.759361330635663,-0.2043632799100077
2011-05-16,13.62,17.87936133063566,-0.23822782323535208
2011-05-17,13.74,17.979361330635662,-0.23579042951943274
2011-05-18,13.84,17.989361330635663,-0.2306564004342584
2011-05-19,13.85,17.809361330635664,-0.22231910831214208
2011-05-20,13.67,17.44936133063566,-0.21659023840604852
2011-05-23,13.31,17.10936133063566,-0.22206330541588393
2011-05-24,12.97,17.059361330635664,-0.23971362417254605
2011-05-25,12.92,17.03936133063566,-0.24175561810696022
2011-05-26,12.9,17.049361330635662,-0.24337341734788365
2011-05-27,12.91,17.259361330635663,-0.2520001318308037
2011-05-31,13.12,17.03936133063566,-0.23001808897548903
2011-06-01,12.9,17.299361330635662,-0.2543077311672065
2011-06-02,13.16,16.889361330635662,-0.22081127033921422
2011-06-03,12.75,16.579361330635663,-0.2309715829378599
2011-06-06,12.44,16.729361330635662,-0.25639719567660746
2011-06-07,12.59,17.009361330635663,-0.2598193573956198
2011-06-08,12.87,17.03936133063566,-0.24469000038982813
2011-06-09,12.9,16.74936133063566,-0.22982137973195016
2011-06-10,12.61,16.709361330635662,-0.24533321468844638
2011-06-13,12.57,16.669361330635663,-0.24592191922204487
2011-06-14,12.53,16.19936133063566,-0.22651271588690935
2011-06-15,12.06,16.119361330635662,-0.25183139997740733
2011-06-16,11.98,16.26936133063566,-0.2636465712122745
2011-06-17,12.13,16.26936133063566,-0.25442678704548327
2011-06-20,12.13,16.669361330635663,-0.2723176515643122
2011-06-21,12.53,16.489361330635663,-0.2401161119126881
2011-06-22,12.35,16.44936133063566,-0.2492109722826088
2011-06-23,12.31,16.06936133063566,-0.2339459081966483
2011-06-24,11.93,16.219361330635664,-0.26445932384117843
2011-06-27,12.08,16.329361330635663,-0.2602282627345258
2011-06-28,12.19,17.12936133063566,-0.28835642119368876
2011-06-29,12.99,17.719361330635664,-0.26690360010091874
2011-06-30,13.58,16.259147783602746,-0.16477787269420419
2011-07-01,13.78,16.219147783602743,-0.15038692637529805
2011-07-05,13.74,16.339147783602744,-0.1590748684096691
2011-07-06,13.86,16.509147783602746,-0.1604654472978877
2011-07-07,14.03,16.549147783602745,-0.15222220603400327
2011-07-08,14.07,16.329147783602746,-0.13835062389914288
2011-07-11,13.85,16.059147783602743,-0.13756320157028523
2011-07-12,13.58,16.109147783602744,-0.15700071894412226
2011-07-13,13.63,16.029147783602745,-0.1496740697628971
2011-07-14,13.55,16.289147783602743,-0.16815783244106053
2011-07-15,13.81,16.239147783602743,-0.149585915219981
2011-07-18,13.76,16.689147783602746,-0.17551212450048903
2011-07-19,14.21,16.439147783602746,-0.1355999601041492
2011-07-20,13.96,16.549147783602745,-0.15645203109299244
2011-07-21,14.07,16.579147783602746,-0.15134359234582406
2011-07-22,14.1,16.709147783602745,-0.1561508592414983
2011-07-25,14.23,16.969147783602743,-0.1614192897918879
2011-07-26,14.49,16.519147783602744,-0.12283610572313652
2011-07-27,14.04,16.519147783602744,-0.1500772204522317
2011-07-28,14.04,16.259147783602746,-0.1364861069680875
2011-07-29,13.78,16.379147783602743,-0.15868638698069293
2011-08-01,13.9,15.839147783602744,-0.12242753272434392
2011-08-02,13.36,16.049147783602745,-0.16755704538718386
2011-08-03,13.57,15.119147783602745,-0.10246263914973108
2011-08-04,12.64,14.809147783602745,-0.1464735051131374
2011-08-05,12.33,13.819147783602745,-0.1077597408263995
2011-08-08,11.34,15.169147783602744,-0.2524299873814865
2011-08-09,12.69,14.749147783602744,-0.13961130594216342
2011-08-10,12.27,15.189147783602744,-0.1921864100074182
2011-08-11,12.71,15.329147783602744,-0.17086062582059447
2011-08-12,12.85,15.479147783602745,-0.16985093884741087
2011-08-15,13.0,15.259147783602744,-0.14805202856940614
2011-08-16,12.78,15.209147783602745,-0.15971623250460187
2011-08-17,12.73,14.239147783602744,-0.10598582208273877
2011-08-18,11.76,13.909147783602744,-0.15451326113137842
2011-08-19,11.43,13.999147783602744,-0.1835217274162929
2011-08-22,11.52,14.649147783602745,-0.21360613121162575
2011-08-23,12.17,14.709147783602745,-0.17262371831176382
2011-08-24,12.23,14.399147783602745,-0.15064417812788167
2011-08-25,11.92,14.879147783602745,-0.1988788488856742
2011-08-26,12.4,15.309147783602745,-0.1900267620852587
2011-08-29,12.83,15.509147783602744,-0.1727462927676342
2011-08-30,13.03,15.469147783602745,-0.15767822621671734
2011-08-31,12.99,15.269147783602744,-0.14926489781245544
2011-09-01,12.79,14.859147783602744,-0.13925077088782134
2011-09-02,12.38,14.799147783602745,-0.16346534401684443
2011-09-06,12.32,14.999147783602744,-0.17862000043306603
2011-09-07,12.52,15.319147783602745,-0.18272216073265424
2011-09-08,12.84,14.459147783602745,-0.1119808586118003
2011-09-09,11.98,14.859147783602744,-0.19376264544457378
2011-09-12,12.38,14.849147783602744,-0.1662821206702053
2011-09-13,12.37,15.169147783602744,-0.18452900739938172
2011-09-14,12.69,15.959147783602745,-0.2048447591269026
2011-09-15,13.48,16.659147783602744,-0.19083495896062064
2011-09-16,14.18,16.409147783602744,-0.1358478705292835
2011-09-19,13.93,16.259147783602746,-0.1432515292069414
2011-09-20,13.78,16.049147783602745,-0.14138743154456535
2011-09-21,13.57,15.809147783602745,-0.14163621051889907
2011-09-22,13.33,15.979147783602745,-0.16578780166994944
2011-09-23,13.5,16.179147783602744,-0.16559263933036128
2011-09-26,13.7,16.169147783602746,-0.15270735456489104
2011-09-27,13.69,15.799147783602745,-0.13349756660873435
2011-09-28,13.32,15.389147783602745,-0.13445499469486133
2011-09-29,12.91,14.889147783602745,-0.13292552484315845
2011-09-30,12.41,14.117226780905343,-0.12093216375998872
2011-10-03,11.83,14.637226780905342,-0.19178679287578204
2011-10-04,12.35,15.137226780905342,-0.18413060868066355
2011-10-05,12.85,15.517226780905341,-0.17188810981273317
2011-10-06,13.23,15.367226780905343,-0.13907693374844765
2011-10-07,13.08,15.877226780905342,-0.17617854928351917
2011-10-10,13.59,16.107226780905343,-0.1562793406428873
2011-10-11,13.82,16.067226780905344,-0.1398640108556879
2011-10-12,13.78,16.067226780905344,-0.14235355062166277
2011-10-13,13.78,16.467226780905342,-0.16318635898191014
2011-10-14,14.18,16.267226780905343,-0.12830870369099134
2011-10-17,13.98,16.54722678090534,-0.15514544007264042
2011-10-18,14.26,16.247226780905343,-0.1223117525041778
2011-10-19,13.96,15.817226780905342,-0.1174179776664388
2011-10-20,13.53,15.807226780905342,-0.14406238440611008
2011-10-21,13.52,15.907226780905342,-0.1500718392831938
2011-10-24,13.62,15.617226780905343,-0.1278861355427895
2011-10-25,13.33,15.367226780905343,-0.1325695787503256
2011-10-26,13.08,15.877226780905342,-0.17617854928351917
2011-10-27,13.59,16.27722678090534,-0.16509119256467575
2011-10-28,13.99,15.687226780905341,-0.10819163926228337
2011-10-31,13.4,15.287226780905343,-0.12345121897861822
2011-11-01,13.0,15.667226780905342,-0.1702424314273706
2011-11-02,13.38,16.197226780905343,-0.1739326626102764
2011-11-03,13.91,16.057226780905342,-0.13372338886430524
2011-11-04,13.77,15.957226780905343,-0.13706810155274674
2011-11-07,13.67,16.147226780905342,-0.15341499902848632
2011-11-08,13.86,15.407226780905342,-0.10042214623743118
2011-11-09,13.12,15.227226780905342,-0.13838545988871498
2011-11-10,12.94,15.657226780905342,-0.1735445758644255
2011-11-11,13.37,15.507226780905341,-0.13782134040478433
2011-11-14,13.22,15.527226780905343,-0.14859232839586412
2011-11-15,13.24,15.137226780905342,-0.12533516266655753
2011-11-16,12.85,14.767226780905341,-0.12982984614175486
2011-11-17,12.48,14.837226780905342,-0.15887246422215207
2011-11-18,12.55,14.387226780905342,-0.12769846537372298
2011-11-21,12.1,14.507226780905341,-0.16593293930400088
2011-11-22,12.22,14.307226780905342,-0.14588618834860356
2011-11-23,12.02,14.167226780905342,-0.15156295682365906
2011-11-25,11.88,14.767226780905341,-0.19551584219175455
2011-11-28,12.48,14.387226780905342,-0.1325638922600848
2011-11-29,12.1,14.737226780905342,-0.17895000328842947
2011-11-30,12.45,14.777226780905343,-0.15748738348608893
2011-12-01,12.49,14.747226780905342,-0.15306110188988153
2011-12-02,12.46,15.207226780905343,-0.1806527133766982
2011-12-05,12.92,15.297226780905342,-0.15540246705845395
