date,GWW,dcf,Deviation
2006-07-17,63.0,65.91405978053116,-0.04420998782708696
2006-07-18,61.0,66.39405978053117,-0.08124310816903646
2006-07-19,61.48,65.53405978053117,-0.061861874483404855
2006-07-20,60.62,67.51405978053117,-0.10211294955364525
2006-07-21,62.6,67.82405978053117,-0.07702369627290773
2006-07-24,62.91,67.93405978053117,-0.07395494685231507
2006-07-25,63.02,66.76405978053117,-0.056078971123666776
2006-07-26,61.85,66.56405978053117,-0.07081989584280057
2006-07-27,61.65,66.99405978053117,-0.07976915860955458
2006-07-28,62.08,67.00405978053116,-0.07348897658828002
2006-07-31,62.09,66.66405978053116,-0.06861357972481275
2006-08-01,61.75,67.29405978053117,-0.08238557457541185
2006-08-02,62.38,67.96405978053116,-0.08216195145733118
2006-08-03,63.05,68.21405978053116,-0.07570374490458087
2006-08-04,63.3,67.24405978053117,-0.058652909913584406
2006-08-07,62.33,66.93405978053117,-0.06878500714923519
2006-08-08,62.02,66.51405978053117,-0.06756556125666813
2006-08-09,61.6,66.03405978053117,-0.06714807169615311
2006-08-10,61.12,66.00405978053116,-0.07399635411474781
2006-08-11,61.09,66.16405978053116,-0.07668906347890403
2006-08-14,61.25,67.91405978053116,-0.09812489198947194
2006-08-15,63.0,68.99405978053117,-0.08687791093317554
2006-08-16,64.08,68.81405978053117,-0.06879494968948952
2006-08-17,63.9,68.38405978053116,-0.06557171064312517
2006-08-18,63.47,67.91405978053116,-0.06543652072770267
2006-08-21,63.0,67.83405978053116,-0.07126301737167395
2006-08-22,62.92,68.21405978053116,-0.07760951037900432
2006-08-23,63.3,68.48405978053117,-0.07569731988939288
2006-08-24,63.57,68.99405978053117,-0.07861633012733282
2006-08-25,64.08,70.11405978053118,-0.08606062463675335
2006-08-28,65.2,70.76405978053116,-0.0786283290951314
2006-08-29,65.85,71.02405978053118,-0.07284939493066644
2006-08-30,66.11,71.71405978053116,-0.07814450607986001
2006-08-31,66.8,71.79405978053116,-0.06956090511941537
2006-09-01,66.88,71.66405978053116,-0.06675675080622268
2006-09-05,66.75,70.31405978053118,-0.05068772577853642
2006-09-06,65.4,69.66405978053116,-0.06120889012160069
2006-09-07,64.75,69.82405978053117,-0.07266921740843768
2006-09-08,64.91,69.65405978053117,-0.0681088768620085
2006-09-11,64.74,70.50405978053116,-0.08175500529294122
2006-09-12,65.59,71.34405978053118,-0.08065226170520479
2006-09-13,66.43,71.68405978053116,-0.07329467383149124
2006-09-14,66.77,73.40405978053117,-0.0903772870378855
2006-09-15,68.49,73.12405978053117,-0.06337257250813866
2006-09-18,68.21,74.20405978053117,-0.08077805713406305
2006-09-19,69.29,74.56405978053118,-0.07073192897563019
2006-09-20,69.65,73.52405978053118,-0.05269104823774984
2006-09-21,68.61,73.23405978053115,-0.06314083630470035
2006-09-22,68.32,73.66405978053116,-0.07254636516712265
2006-09-25,68.75,72.84405978053118,-0.056203069857253984
2006-09-26,67.93,73.17405978053117,-0.07166555738822633
2006-09-27,68.26,72.89405978053118,-0.0635725297024663
2006-09-28,67.98,71.93405978053116,-0.05496783849813125
2006-09-29,67.02,71.11443246319918,-0.05757526737372198
2006-10-02,66.44,71.67443246319918,-0.07303067890892301
2006-10-03,67.0,72.55443246319918,-0.07655538434562881
2006-10-04,67.88,73.33443246319918,-0.07437750971804868
2006-10-05,68.66,73.29443246319919,-0.06323034789206017
2006-10-06,68.62,72.99443246319917,-0.059928302962072966
2006-10-09,68.32,73.55443246319918,-0.0711640656845266
2006-10-10,68.88,73.59443246319918,-0.06405963474963461
2006-10-11,68.92,74.36443246319918,-0.07321285570078773
2006-10-12,69.69,75.19443246319918,-0.07320265986305696
2006-10-13,70.52,77.37443246319918,-0.08858782216540706
2006-10-16,72.7,77.03443246319918,-0.056266169875007765
2006-10-17,72.36,77.56443246319918,-0.06709818273560442
2006-10-18,72.89,76.97443246319918,-0.05306219653067157
2006-10-19,72.3,76.30443246319918,-0.05247968347226062
2006-10-20,71.63,76.76443246319919,-0.06688556533861734
2006-10-23,72.09,77.77443246319918,-0.0730887038730742
2006-10-24,73.1,77.57443246319919,-0.05767921622013583
2006-10-25,72.9,78.00443246319918,-0.06543772324229569
2006-10-26,73.33,77.51443246319919,-0.05398262401244813
2006-10-27,72.84,77.34443246319918,-0.05823861291299037
2006-10-30,72.67,77.45443246319918,-0.06177093177298021
2006-10-31,72.78,77.49443246319917,-0.060835757013098735
2006-11-01,72.82,76.97443246319918,-0.053971589399965825
2006-11-02,72.3,75.94443246319918,-0.04798814534515328
2006-11-03,71.27,76.00443246319918,-0.06229153103000362
2006-11-06,71.33,76.52443246319918,-0.06787939872271764
2006-11-07,71.85,77.29443246319919,-0.07043757602840739
2006-11-08,72.62,75.09443246319918,-0.032950944324824594
2006-11-09,70.42,75.17443246319918,-0.06324533897248452
2006-11-10,70.5,75.47443246319918,-0.06590884225097926
2006-11-13,70.8,75.75443246319918,-0.06540122210810573
2006-11-14,71.08,78.24443246319917,-0.09156475723137025
2006-11-15,73.57,78.62443246319918,-0.06428577358017762
2006-11-16,73.95,78.37443246319918,-0.056452497634055354
2006-11-17,73.7,77.81443246319918,-0.05287492734904953
2006-11-20,73.14,78.04443246319919,-0.0628415417782916
2006-11-21,73.37,78.08443246319918,-0.06037608668566641
2006-11-22,73.41,77.97443246319918,-0.058537552874827425
2006-11-24,73.3,76.86443246319918,-0.04637297575709998
2006-11-27,72.19,76.72443246319918,-0.059100241182938884
2006-11-28,72.05,77.09443246319918,-0.0654318645591837
2006-11-29,72.42,77.03443246319918,-0.059900908147841325
2006-11-30,72.36,76.57443246319919,-0.05503707082941289
2006-12-01,71.9,77.24443246319917,-0.06918857829326874
2006-12-04,72.57,77.04443246319919,-0.05807600004499269
2006-12-05,72.37,78.25443246319918,-0.0751961553866799
2006-12-06,73.58,78.05443246319918,-0.05732451472642208
2006-12-07,73.38,78.79443246319919,-0.0687159269245069
2006-12-08,74.12,76.79443246319919,-0.034825864029671694
2006-12-11,72.12,77.31443246319918,-0.06718580603526603
2006-12-12,72.64,76.67443246319918,-0.05261770232385554
2006-12-13,72.0,77.12443246319918,-0.0664436975357241
2006-12-14,72.45,75.67443246319918,-0.042609271827274475
2006-12-15,71.0,75.94443246319918,-0.06510592419786831
2006-12-18,71.27,75.83443246319918,-0.06018944580898922
2006-12-19,71.16,76.18443246319919,-0.06595090756403854
2006-12-20,71.51,75.6544324631992,-0.054781092505256535
2006-12-21,70.98,74.67443246319918,-0.04947386061514236
2006-12-22,70.0,74.62443246319918,-0.061969415519236404
2006-12-26,69.95,75.48443246319918,-0.0733188590362307
2006-12-27,70.81,75.07443246319919,-0.056802726617874444
2006-12-28,70.4,74.61443246319918,-0.056482805324261975
2006-12-29,69.94,74.8116038574191,-0.0651182918989911
2007-01-03,71.0,74.5916038574191,-0.04815024307942761
2007-01-04,70.78,73.1516038574191,-0.03242039452807666
2007-01-05,69.34,73.8316038574191,-0.06083578877811069
2007-01-08,70.02,73.8816038574191,-0.05226746112430691
2007-01-09,70.07,74.3716038574191,-0.05783933160384569
2007-01-10,70.56,75.1616038574191,-0.06122280022321369
2007-01-11,71.35,75.5716038574191,-0.05586230332472508
2007-01-12,71.76,75.5416038574191,-0.050059883088485635
2007-01-16,71.73,75.9016038574191,-0.05496068126907361
2007-01-17,72.09,74.7116038574191,-0.035089647686083913
2007-01-18,70.9,75.1316038574191,-0.05632255455972446
2007-01-19,71.32,74.9316038574191,-0.048198672809557364
2007-01-22,71.12,75.6116038574191,-0.0594036315628077
2007-01-23,71.8,76.2316038574191,-0.05813342017187284
2007-01-24,72.42,75.8016038574191,-0.04461124416021334
2007-01-25,71.99,76.5416038574191,-0.05946574971041618
2007-01-26,72.73,80.4116038574191,-0.09552854922580123
2007-01-29,76.6,80.2916038574191,-0.04597745816579546
2007-01-30,76.48,81.4616038574191,-0.06115278390710699
2007-01-31,77.65,81.4116038574191,-0.04620476294763831
2007-02-01,77.6,81.3116038574191,-0.045646668880464425
2007-02-02,77.5,82.3816038574191,-0.05925599440705076
2007-02-05,78.57,82.4216038574191,-0.04673051332611755
2007-02-06,78.61,82.5016038574191,-0.04717003882911952
2007-02-07,78.69,81.7616038574191,-0.03756780337596555
2007-02-08,77.95,81.9816038574191,-0.049176933210904106
2007-02-09,78.17,81.4116038574191,-0.03981746709100953
2007-02-12,77.6,82.3216038574191,-0.057355586336691466
2007-02-13,78.51,82.7116038574191,-0.05079823944246031
2007-02-14,78.9,83.0216038574191,-0.04964495584182538
2007-02-15,79.21,82.5416038574191,-0.0403627225753217
2007-02-16,78.73,83.7616038574191,-0.06007052904555177
2007-02-20,79.95,84.1316038574191,-0.04970312778662589
2007-02-21,80.32,84.1816038574191,-0.045872300840925084
2007-02-22,80.37,83.7916038574191,-0.0408346862919744
2007-02-23,79.98,83.3816038574191,-0.0407956155800957
2007-02-26,79.57,80.7616038574191,-0.014754583867883975
2007-02-27,76.95,81.10160385741911,-0.05119015728366905
2007-02-28,77.29,80.85160385741911,-0.044051121901056534
2007-03-01,77.04,79.5716038574191,-0.0318154182483914
2007-03-02,75.76,78.1116038574191,-0.03010569161672305
2007-03-05,74.3,78.8816038574191,-0.0580820322276977
2007-03-06,75.07,79.2116038574191,-0.052285317500627815
2007-03-07,75.4,80.0616038574191,-0.058225211997012916
2007-03-08,76.25,80.3916038574191,-0.051517865780667416
2007-03-09,76.58,80.4316038574191,-0.047886697177478066
2007-03-12,76.62,79.0616038574191,-0.030882296061465198
2007-03-13,75.25,78.6516038574191,-0.04324900816499033
2007-03-14,74.84,78.9216038574191,-0.05171719349232917
2007-03-15,75.11,79.0716038574191,-0.05010147340077509
2007-03-16,75.26,79.7616038574191,-0.05643823142606452
2007-03-19,75.95,80.0116038574191,-0.050762685180725686
2007-03-20,76.2,81.2816038574191,-0.06251849885163485
2007-03-21,77.47,81.8216038574191,-0.0531840449498171
2007-03-22,78.01,82.5216038574191,-0.05467179073754125
2007-03-23,78.71,81.5216038574191,-0.03448906454706879
2007-03-26,77.71,80.8616038574191,-0.038975282545424594
2007-03-27,77.05,80.0216038574191,-0.037135019971779704
2007-03-28,76.21,80.4316038574191,-0.05248687897487081
2007-03-29,76.62,81.0516038574191,-0.054676325285492045
2007-03-30,77.24,80.14145162258708,-0.03620413111869991
2007-04-02,76.39,80.83145162258708,-0.05494707237629248
2007-04-03,77.08,80.78145162258708,-0.04582056336249518
2007-04-04,77.03,81.26145162258709,-0.052072065390115774
2007-04-05,77.51,81.17145162258709,-0.04510762773605781
2007-04-09,77.42,81.33145162258708,-0.04809273097371847
2007-04-10,77.58,80.75145162258708,-0.03927423667143082
2007-04-11,77.0,81.94145162258708,-0.060304662960412814
2007-04-12,78.19,83.28145162258708,-0.06113548123128798
2007-04-13,79.53,85.34145162258709,-0.06809647026262888
2007-04-16,81.59,85.85145162258708,-0.04963750224423591
2007-04-17,82.1,86.45145162258709,-0.05033404923706564
2007-04-18,82.7,85.78145162258708,-0.03592212027542452
2007-04-19,82.03,86.73145162258709,-0.054206997976299354
2007-04-20,82.98,87.65145162258709,-0.05329577019102427
2007-04-23,83.9,86.83145162258708,-0.03376025124316284
2007-04-24,83.08,87.77145162258708,-0.05345076942284255
2007-04-25,84.02,87.77145162258708,-0.04274113681881597
2007-04-26,84.02,87.60145162258708,-0.040883473461342135
2007-04-27,83.85,86.37145162258709,-0.029193113872914345
2007-04-30,82.62,87.33145162258708,-0.05394908174603763
2007-05-01,83.58,88.21145162258708,-0.052503972413953215
2007-05-02,84.46,88.07145162258708,-0.041005928210008924
2007-05-03,84.32,87.83145162258708,-0.0399794328536871
2007-05-04,84.08,87.05145162258708,-0.03413442931968391
2007-05-07,83.3,87.93145162258709,-0.0526711607408219
2007-05-08,84.18,88.25145162258708,-0.046134670282806156
2007-05-09,84.5,87.37145162258709,-0.03286487255574866
2007-05-10,83.62,88.33145162258708,-0.053338324413796045
2007-05-11,84.58,88.20145162258709,-0.04105886644681578
2007-05-14,84.45,87.79145162258709,-0.03806124128066468
2007-05-15,84.04,87.65145162258709,-0.04120241656849455
2007-05-16,83.9,87.36145162258708,-0.039622185280768885
2007-05-17,83.61,88.53145162258708,-0.055589867017739825
2007-05-18,84.78,89.15145162258709,-0.04903399263865216
2007-05-21,85.4,89.57145162258708,-0.04657121825114152
2007-05-22,85.82,89.89145162258708,-0.04529297891062267
2007-05-23,86.14,88.56145162258709,-0.02734204982215427
2007-05-24,84.81,89.39145162258708,-0.0512515630905076
2007-05-25,85.64,89.64145162258708,-0.044638407234124156
2007-05-29,85.89,91.00145162258708,-0.056168902049892
2007-05-30,87.25,91.80145162258708,-0.049579299043101765
2007-05-31,88.05,92.45145162258709,-0.04760824784617834
2007-06-01,88.7,91.98145162258709,-0.03567514498522317
2007-06-04,88.23,91.45145162258709,-0.03522581178789552
2007-06-05,87.7,90.58145162258708,-0.031810614325246345
2007-06-06,86.83,88.90145162258709,-0.023300537671544608
2007-06-07,85.15,89.70145162258709,-0.05073999963497822
2007-06-08,85.95,90.49145162258708,-0.050186526364149
2007-06-11,86.74,90.79145162258709,-0.04462371236698204
2007-06-12,87.04,93.24145162258708,-0.06650959969701731
2007-06-13,89.49,93.35145162258708,-0.04136466606002698
2007-06-14,89.6,93.48145162258709,-0.04152108846424085
2007-06-15,89.73,94.55145162258708,-0.05099288842050198
2007-06-18,90.8,94.67145162258709,-0.040893548754495135
2007-06-19,90.92,94.43145162258709,-0.03718519160990197
2007-06-20,90.68,96.29145162258709,-0.05827569870460658
2007-06-21,92.54,95.69145162258708,-0.03293347074529285
2007-06-22,91.94,97.00145162258708,-0.05217913276473596
2007-06-25,93.25,96.94145162258708,-0.038079186568802936
2007-06-26,93.19,97.09145162258709,-0.040183265955820446
2007-06-27,93.34,96.68145162258709,-0.034561454824147964
2007-06-28,92.93,96.80145162258708,-0.03999373519398475
2007-06-29,93.05,98.74767433316507,-0.05769932681089451
2007-07-02,94.26,97.72767433316506,-0.035483033407132436
2007-07-03,93.24,98.17767433316506,-0.05029325013759345
2007-07-05,93.69,98.69767433316505,-0.05073751095959045
2007-07-06,94.21,99.48767433316506,-0.05304852453873987
2007-07-09,95.0,97.35767433316506,-0.024216625441328188
2007-07-10,92.87,98.57767433316506,-0.05790027378688922
2007-07-11,94.09,101.25767433316506,-0.0707864799420681
2007-07-12,96.77,102.93767433316505,-0.0599165890731409
2007-07-13,98.45,98.81767433316506,-0.0037207345310054096
2007-07-16,94.33,99.88767433316507,-0.05563924047954116
2007-07-17,95.4,99.82767433316506,-0.04435317523663962
2007-07-18,95.34,99.46767433316506,-0.04149764595218641
2007-07-19,94.98,97.68767433316506,-0.02771766603768766
2007-07-20,93.2,97.41767433316507,-0.04329475489982204
2007-07-23,92.93,95.65767433316506,-0.02851495556608319
2007-07-24,91.17,95.03767433316506,-0.04069622242234694
2007-07-25,90.55,92.94767433316505,-0.025795958321353396
2007-07-26,88.46,91.34767433316506,-0.03161190861447749
2007-07-27,86.86,93.03767433316506,-0.06639970718789678
2007-07-30,88.55,91.84767433316506,-0.03590373253440471
2007-07-31,87.36,92.09767433316506,-0.051441845491412064
2007-08-01,87.61,92.20767433316506,-0.04986216566478763
2007-08-02,87.72,90.08767433316505,-0.02628188984442925
2007-08-03,85.6,91.19767433316505,-0.0613795732631901
2007-08-06,86.71,91.33767433316505,-0.05066555905819392
2007-08-07,86.85,91.56767433316506,-0.051521176741914476
2007-08-08,87.08,89.09767433316506,-0.02264564533548119
2007-08-09,84.61,90.86767433316506,-0.06886579170301399
2007-08-10,86.38,90.83767433316505,-0.04907296852202159
2007-08-13,86.35,87.94767433316505,-0.018166191946278443
2007-08-14,83.46,86.42767433316506,-0.0343370842275027
2007-08-15,81.94,86.25767433316506,-0.0500555384381024
2007-08-16,81.77,89.13767433316507,-0.08265499844237922
2007-08-17,84.65,90.34767433316506,-0.0630638738099043
2007-08-20,85.86,91.93767433316506,-0.06610646154851274
2007-08-21,87.45,93.87767433316506,-0.06846861491640399
2007-08-22,89.39,93.21767433316506,-0.0410616802076047
2007-08-23,88.73,95.14767433316507,-0.06744961848140618
2007-08-24,90.66,95.53767433316506,-0.05105498293956079
2007-08-27,91.05,91.62767433316506,-0.006304583602816272
2007-08-28,87.14,94.57767433316506,-0.07864090955508862
2007-08-29,90.09,94.41767433316507,-0.045835426086585196
2007-08-30,89.93,96.09767433316506,-0.06418130694591095
2007-08-31,91.61,96.53767433316506,-0.05104405474031792
2007-09-04,92.05,94.56767433316506,-0.02662299089956688
2007-09-05,90.08,95.33767433316505,-0.05514791890970294
2007-09-06,90.85,92.58767433316505,-0.01876787969543614
2007-09-07,88.1,92.99767433316507,-0.052664481862407686
2007-09-10,88.51,91.55767433316505,-0.033286934769389265
2007-09-11,87.07,91.24767433316507,-0.04578389930149318
2007-09-12,86.76,91.03767433316506,-0.04698795706830461
2007-09-13,86.55,91.81767433316506,-0.05737102765259594
2007-09-14,87.33,90.90767433316506,-0.039355030908098554
2007-09-17,86.42,94.17767433316506,-0.08237275328886684
2007-09-18,89.69,95.48767433316506,-0.06071646810599296
2007-09-19,91.0,95.17767433316506,-0.043893427344539826
2007-09-20,90.69,95.58767433316505,-0.051237509096565215
2007-09-21,91.1,95.19767433316505,-0.04304384914724235
2007-09-24,90.71,94.86767433316506,-0.04382603834646304
2007-09-25,90.38,95.78767433316506,-0.056454803510066376
2007-09-26,91.3,95.89767433316507,-0.047943543627470664
2007-09-27,91.41,95.67767433316506,-0.044604703896797604
2007-09-28,91.19,94.49769556943262,-0.035002923081889126
2007-10-01,93.46,93.79769556943263,-0.0036002544346376286
2007-10-02,92.76,92.08769556943263,0.0073006977361103065
2007-10-03,91.05,93.02769556943262,-0.021259212725059262
2007-10-04,91.99,95.38769556943262,-0.035619851692081705
2007-10-05,94.35,95.15769556943263,-0.008487968992936579
2007-10-08,94.12,95.83769556943263,-0.01792296401981186
2007-10-09,94.8,95.08769556943263,-0.0030255814667687897
2007-10-10,94.05,93.74769556943262,0.0032246598567693407
2007-10-11,92.71,95.25769556943263,-0.026745299203418504
2007-10-12,94.22,94.78769556943263,-0.0059891272387436745
2007-10-15,93.75,94.62769556943263,-0.009275250381518885
2007-10-16,93.59,93.74769556943262,-0.0016821274216369808
2007-10-17,92.71,91.73769556943263,0.01059874487289103
2007-10-18,90.7,90.19769556943263,0.005568927536299562
2007-10-19,89.16,90.83769556943263,-0.01846915599207677
2007-10-22,89.8,89.88769556943262,-0.0009756126116826636
2007-10-23,88.85,90.17769556943263,-0.014723103768052859
2007-10-24,89.14,89.92769556943263,-0.0087592099902577
2007-10-25,88.89,90.08769556943263,-0.013294774184888891
2007-10-26,89.05,89.95769556943263,-0.010090249240900628
2007-10-29,88.92,88.95769556943263,-0.000423747143980413
2007-10-30,87.92,90.95769556943263,-0.0333967956247726
2007-10-31,89.92,88.55769556943262,0.015383241646111712
2007-11-01,87.52,89.21769556943264,-0.01902868661420898
2007-11-02,88.18,89.21769556943264,-0.011631051024233785
2007-11-05,88.18,88.99769556943262,-0.009187828563433809
2007-11-06,87.96,86.72769556943263,0.01420889166345729
2007-11-07,85.69,87.93769556943263,-0.025560091777228067
2007-11-08,86.9,86.32769556943263,0.006629441765963362
2007-11-09,85.29,85.65769556943263,-0.0042926157070684035
2007-11-12,84.62,88.24769556943262,-0.04110810538478449
2007-11-13,87.21,89.39769556943263,-0.024471498459750718
2007-11-14,88.36,90.22769556943263,-0.0206998035098368
2007-11-15,89.19,89.42769556943263,-0.0026579637093308017
2007-11-16,88.39,87.02769556943262,0.015653688422445855
2007-11-19,85.99,87.45769556943263,-0.0167817772910267
2007-11-20,86.42,85.43769556943263,0.011497318882729868
2007-11-21,84.4,87.87769556943263,-0.039574269066772194
2007-11-23,86.84,86.84769556943263,-8.860994390436083e-05
2007-11-26,85.81,87.78769556943263,-0.022528163617968944
2007-11-27,86.75,90.23769556943263,-0.03865009569918654
2007-11-28,89.2,90.03769556943263,-0.00930383173552718
2007-11-29,89.0,89.33769556943263,-0.0037799897040121655
2007-11-30,88.3,87.95769556943263,0.003891693937083218
2007-12-03,86.92,87.68769556943263,-0.008754883617904663
2007-12-04,86.65,89.28769556943263,-0.02954153483983102
2007-12-05,88.25,91.18769556943263,-0.032215920701667455
2007-12-06,90.15,92.32769556943263,-0.023586590740748536
2007-12-07,91.29,92.45769556943263,-0.012629511932359616
2007-12-10,91.42,90.65769556943263,0.008408601451638908
2007-12-11,89.62,90.99769556943262,-0.015139895145821702
2007-12-12,89.96,93.07769556943263,-0.033495624814937064
2007-12-13,92.04,91.51769556943263,0.005707141414756256
2007-12-14,90.48,89.22769556943263,0.014034929654693329
2007-12-17,88.19,89.84769556943263,-0.01845006217384393
2007-12-18,88.81,88.84769556943263,-0.00042427177419779305
2007-12-19,87.81,88.99769556943262,-0.013345239579894752
2007-12-20,87.96,90.29769556943263,-0.02588876221802483
2007-12-21,89.26,91.86769556943263,-0.028385337775907904
2007-12-24,90.83,91.71769556943264,-0.00967856381390031
2007-12-26,90.68,90.13769556943262,0.00601639998827852
2007-12-27,89.1,89.57769556943263,-0.0053327512657698195
2007-12-28,88.54,88.55769556943262,-0.00019981966918669603
2007-12-31,87.52,86.8272019818469,0.007979043460342616
2008-01-02,85.51,86.4972019818469,-0.011413108854712806
2008-01-03,85.18,83.85720198184688,0.015774411581720438
2008-01-04,82.54,83.4072019818469,-0.010397207450210777
2008-01-07,82.09,81.44720198184689,0.007892205042186573
2008-01-08,80.13,81.4572019818469,-0.016293242949133813
2008-01-09,80.14,81.25720198184689,-0.013748959533414373
2008-01-10,79.94,78.1872019818469,0.022417965776036608
2008-01-11,76.87,78.76720198184688,-0.02408619240130072
2008-01-14,77.45,77.38720198184689,0.0008114780809345135
2008-01-15,76.07,76.9372019818469,-0.011271556015924777
2008-01-16,75.62,74.60720198184688,0.013575070385289933
2008-01-17,73.29,73.1872019818469,0.0014045900836405778
2008-01-18,71.87,77.61720198184689,-0.074045467178668
2008-01-22,76.3,79.53720198184688,-0.04070047601857707
2008-01-23,78.22,82.10720198184688,-0.047343008749784365
2008-01-24,80.79,78.89720198184688,0.023990686242442827
2008-01-25,77.58,77.9872019818469,-0.005221394940437496
2008-01-28,76.67,78.61720198184689,-0.024768141485072226
2008-01-29,77.3,79.12720198184688,-0.02309195745688153
2008-01-30,77.81,80.69720198184689,-0.035778216727964995
2008-01-31,79.38,81.66720198184687,-0.0280063713013613
2008-02-01,80.35,81.4872019818469,-0.013955590009094188
2008-02-04,80.17,80.3472019818469,-0.002205453052203654
2008-02-05,79.03,80.17720198184689,-0.01430833146443089
2008-02-06,78.86,80.39720198184688,-0.01912009303749107
2008-02-07,79.08,77.9672019818469,0.014272642724977969
2008-02-08,76.65,77.6872019818469,-0.01335100190748606
2008-02-11,76.37,77.16720198184687,-0.010330839545463988
2008-02-12,75.85,78.72720198184689,-0.036546478338075894
2008-02-13,77.41,76.77720198184689,0.00824200416033305
2008-02-14,75.46,76.4372019818469,-0.01278437667144039
2008-02-15,75.12,75.85720198184688,-0.00971828597136104
2008-02-19,74.54,76.2372019818469,-0.022262123185620264
2008-02-20,74.92,76.01720198184688,-0.014433601253948991
2008-02-21,74.7,76.08720198184689,-0.01823173865925376
2008-02-22,74.77,77.2472019818469,-0.032068501101555014
2008-02-25,75.93,78.1572019818469,-0.028496439552226915
2008-02-26,76.84,78.2172019818469,-0.01760740536546579
2008-02-27,76.9,77.02720198184689,-0.0016513903994183066
2008-02-28,75.71,74.97720198184689,0.009773611161570495
2008-02-29,73.66,75.8472019818469,-0.02883695014049925
2008-03-03,74.53,75.51720198184688,-0.013072544479126535
2008-03-04,74.2,76.08720198184689,-0.024803146031012413
2008-03-05,74.77,74.85720198184688,-0.0011649110511509075
2008-03-06,73.54,73.83720198184689,-0.004025098105964964
2008-03-07,72.52,72.91720198184687,-0.005447301474153732
2008-03-10,71.6,74.66720198184687,-0.04107830346438557
2008-03-11,73.35,75.36720198184689,-0.026764984353973564
2008-03-12,74.05,75.06720198184689,-0.013550551439134195
2008-03-13,73.75,74.17720198184689,-0.005759208630590318
2008-03-14,72.86,75.31720198184689,-0.03262471144957213
2008-03-17,74.0,77.4972019818469,-0.045126816096742295
2008-03-18,76.18,77.5972019818469,-0.01826357066558182
2008-03-19,76.28,79.5772019818469,-0.04143400244958417
2008-03-20,78.26,80.9672019818469,-0.033435785300495624
2008-03-24,79.65,81.36720198184689,-0.02110435089349627
2008-03-25,80.05,80.80720198184687,-0.00937047643373401
2008-03-26,79.49,79.31720198184689,0.0021785692615916563
2008-03-27,78.0,77.77720198184689,0.002864567154332809
2008-03-28,76.46,77.7072019818469,-0.01605001788815219
2008-03-31,76.39,80.76545265470014,-0.054174805079180266
2008-04-01,79.3,81.97545265470013,-0.03263724161389836
2008-04-02,80.51,81.71545265470013,-0.014751832310027413
2008-04-03,80.25,82.41545265470013,-0.026274837848344168
2008-04-04,80.95,83.11545265470014,-0.02605355063993242
2008-04-07,81.65,84.46545265470013,-0.03333259416971179
2008-04-08,83.0,82.73545265470013,0.0031975088890123793
2008-04-09,81.27,81.46545265470013,-0.002399209092086907
2008-04-10,80.0,81.46545265470013,-0.01798863944096163
2008-04-11,80.0,83.19545265470015,-0.03840898213466981
2008-04-14,81.73,84.09545265470013,-0.02812818743497081
2008-04-15,82.63,86.78545265470012,-0.04788190333273645
2008-04-16,85.32,87.37545265470014,-0.02352437203184643
2008-04-17,85.91,88.96545265470013,-0.03434426019905956
2008-04-18,87.5,89.10545265470013,-0.018017445699103907
2008-04-21,87.64,87.32545265470014,0.0036020121938975525
2008-04-22,85.86,86.54545265470013,-0.007920146393305627
2008-04-23,85.08,86.17545265470012,-0.012711887445367331
2008-04-24,84.71,87.43545265470014,-0.031171024703943617
2008-04-25,85.97,87.24545265470013,-0.014619130463430774
2008-04-28,85.78,87.28545265470012,-0.017247463453683
2008-04-29,85.82,88.17545265470012,-0.02671324709751377
2008-04-30,86.71,89.30545265470013,-0.02906264486151222
2008-05-01,87.84,88.76545265470014,-0.010425820260278162
2008-05-02,87.3,88.15545265470013,-0.009703910863584242
2008-05-05,86.69,88.83545265470015,-0.024150860839753263
2008-05-06,87.37,87.31545265470014,0.0006247158279713005
2008-05-07,85.85,87.67545265470012,-0.020820567210408036
2008-05-08,86.21,87.33545265470015,-0.012886549739999364
2008-05-09,85.87,89.39545265470015,-0.03943659940195843
2008-05-12,87.93,90.92545265470012,-0.03294404995788902
2008-05-13,89.46,91.67545265470012,-0.024166258148129782
2008-05-14,90.21,92.67545265470012,-0.02660308187418481
2008-05-15,91.21,93.22545265470013,-0.021619124362583952
2008-05-16,91.76,92.96545265470013,-0.012966673320868094
2008-05-19,91.5,91.97545265470013,-0.005169342916800934
2008-05-20,90.51,91.72545265470013,-0.0132509856263745
2008-05-21,90.26,91.67545265470012,-0.015439821824839939
2008-05-22,90.21,90.20545265470014,5.041098033475855e-05
2008-05-23,88.74,90.72545265470013,-0.021884185711993576
2008-05-27,89.26,92.02545265470013,-0.030050954110236394
2008-05-28,90.56,92.62545265470014,-0.022298975017158273
2008-05-29,91.16,92.72545265470013,-0.01688266392755955
2008-05-30,91.26,91.39545265470015,-0.0014820502636153643
2008-06-02,89.93,91.82545265470014,-0.02064190918641895
2008-06-03,90.36,92.87545265470014,-0.02708414960896388
2008-06-04,91.41,94.21545265470013,-0.029776990670332237
2008-06-05,92.75,90.68545265470014,0.022766025695002634
2008-06-06,89.22,91.43545265470014,-0.02422968980168616
2008-06-09,89.97,91.46545265470013,-0.01634991804332675
2008-06-10,90.0,89.96545265470013,0.00038400679683636696
2008-06-11,88.5,89.91545265470013,-0.015742040026599846
2008-06-12,88.45,91.19545265470015,-0.030105148609716803
2008-06-13,89.73,91.55545265470013,-0.019938218880144576
