date,TEL,dcf,Deviation
2010-01-28,25.27,28.56478260869565,-0.11534422137323241
2010-01-29,24.88,29.214782608695653,-0.14837634312587444
2010-02-01,25.53,29.35478260869565,-0.130295041175425
2010-02-02,25.67,29.124782608695654,-0.11862003075223548
2010-02-03,25.44,28.47478260869565,-0.10657790264459777
2010-02-04,24.79,28.284782608695654,-0.12355699023902855
2010-02-05,24.6,28.364782608695652,-0.13272735633593402
2010-02-08,24.68,28.574782608695653,-0.13630139070630842
2010-02-09,24.89,28.374782608695654,-0.12281266280530789
2010-02-10,24.69,28.81478260869565,-0.14314814255967645
2010-02-11,25.13,28.984782608695653,-0.13299332483312087
2010-02-12,25.3,29.504782608695653,-0.1425118993236174
2010-02-16,25.82,29.894782608695653,-0.1363041391547165
2010-02-17,26.21,29.85478260869565,-0.12208370955057812
2010-02-18,26.17,30.08478260869565,-0.1301250090324444
2010-02-19,26.4,29.85478260869565,-0.11571957009291356
2010-02-22,26.17,29.31478260869565,-0.10727634076886561
2010-02-23,25.63,30.01478260869565,-0.1460874351768694
2010-02-24,26.33,29.42478260869565,-0.10517605685831233
2010-02-25,25.74,29.31478260869565,-0.12194470811580449
2010-02-26,25.63,30.074782608695653,-0.1477910137049674
2010-03-01,26.39,29.504782608695653,-0.10556873609289574
2010-03-02,25.82,29.54478260869565,-0.12607243241652322
2010-03-03,25.86,29.54478260869565,-0.1247185554721646
2010-03-04,25.86,29.47478260869565,-0.12263983950908663
2010-03-05,25.79,29.574782608695653,-0.12797330275499108
2010-03-08,25.89,29.454782608695652,-0.12102559560712067
2010-03-09,25.77,30.464782608695653,-0.15410523912143748
2010-03-10,26.78,30.194782608695654,-0.1130918096993434
2010-03-11,26.51,30.324782608695653,-0.12579752534159172
2010-03-12,26.64,30.214782608695653,-0.11831237229113312
2010-03-15,26.53,30.394782608695653,-0.12715282943296902
2010-03-16,26.71,31.094782608695652,-0.14101345115914876
2010-03-17,27.41,30.964782608695653,-0.11480082562237603
2010-03-18,27.28,31.184782608695652,-0.125214360404322
2010-03-19,27.5,31.26478260869565,-0.1204160814362597
2010-03-22,27.58,31.90478260869565,-0.13555279977105794
2010-03-23,28.22,31.85478260869565,-0.11410476892419397
2010-03-24,28.17,31.56478260869565,-0.10754969076709042
2010-03-25,27.88,31.364782608695652,-0.11110495016565247
2010-03-26,27.68,31.71782608695652,-0.1273046291346246
2010-03-29,27.72,31.887826086956522,-0.1307027351313027
2010-03-30,27.89,31.477826086956522,-0.11397947485462501
2010-03-31,27.48,31.597826086956523,-0.13031991744066052
2010-04-01,27.6,32.04782608695652,-0.13878713878713866
2010-04-05,28.05,32.27782608695652,-0.1309823677581864
2010-04-06,28.28,32.53782608695652,-0.13085773080160878
2010-04-07,28.54,32.65782608695652,-0.12609002436329253
2010-04-08,28.66,33.04782608695652,-0.13277200368372577
2010-04-09,29.05,32.84782608695652,-0.11561879549966914
2010-04-12,28.85,32.42782608695652,-0.11033197468625977
2010-04-13,28.43,33.18782608695652,-0.143360582717602
2010-04-14,29.19,33.02782608695652,-0.11619977884260968
2010-04-15,29.03,32.487826086956524,-0.10643451727737485
2010-04-16,28.49,32.337826086956525,-0.11898839695067043
2010-04-19,28.34,33.34782608695652,-0.1501694915254238
2010-04-20,29.35,32.917826086956524,-0.1083858356117341
2010-04-21,28.92,32.96782608695652,-0.12278110410677068
2010-04-22,28.97,33.56782608695652,-0.13697121985337934
2010-04-23,29.57,34.09782608695652,-0.13278928912974186
2010-04-26,30.1,33.197826086956525,-0.09331412481173473
2010-04-27,29.2,34.75782608695652,-0.15990142976871013
2010-04-28,30.76,36.307826086956524,-0.1527997317622264
2010-04-29,32.31,36.11782608695652,-0.1054278869882389
2010-04-30,32.12,36.84782608695652,-0.12830678466076706
2010-05-03,32.85,35.587826086956525,-0.07693153496554761
2010-05-04,31.59,34.54782608695652,-0.08561540397684364
2010-05-05,30.55,33.00782608695652,-0.07446191943939506
2010-05-06,29.01,31.977826086956522,-0.09280887571550933
2010-05-07,27.98,33.54782608695652,-0.1659668221876619
2010-05-10,29.55,34.34782608695652,-0.13968354430379748
2010-05-11,30.35,35.81782608695652,-0.1526565591580583
2010-05-12,31.82,34.47782608695652,-0.07708798345502454
2010-05-13,30.48,32.987826086956524,-0.07602277520033751
2010-05-14,28.99,33.27782608695652,-0.12884934477847898
2010-05-17,29.28,31.937826086956523,-0.08321875382877053
2010-05-18,27.94,32.24782608695652,-0.13358500741539703
2010-05-19,28.25,31.39782608695652,-0.10025617946410026
2010-05-20,27.4,31.92782608695652,-0.14181441838930198
2010-05-21,27.93,32.14782608695652,-0.13120097376251016
2010-05-24,28.15,32.03782608695652,-0.12135112027901807
2010-05-25,28.04,31.747826086956522,-0.11678992056970694
2010-05-26,27.75,33.22782608695652,-0.16485658955301996
2010-05-27,29.23,32.81782608695652,-0.10932552562896625
2010-05-28,28.82,32.00782608695652,-0.0995952076937705
2010-06-01,28.01,33.06782608695652,-0.152953087198906
2010-06-02,29.07,33.167826086956524,-0.12354822641113705
2010-06-03,29.17,32.127826086956524,-0.09206430833355894
2010-06-04,28.13,30.887826086956522,-0.08928521156498981
2010-06-07,26.89,30.87782608695652,-0.12914853771525925
2010-06-08,26.88,31.26782608695652,-0.14033038544969134
2010-06-09,27.27,32.167826086956524,-0.15225853539858902
2010-06-10,28.17,32.82782608695652,-0.14188652256834067
2010-06-11,28.83,32.67782608695652,-0.11775036921725945
2010-06-14,28.68,32.93782608695652,-0.12926858244122652
2010-06-15,28.94,32.88782608695652,-0.12003913169932046
2010-06-16,28.89,32.75782608695652,-0.1180733445708293
2010-06-17,28.76,32.81782608695652,-0.12364701050595506
2010-06-18,28.82,33.36782608695652,-0.1362937482083756
2010-06-21,29.37,32.75782608695652,-0.10342035756473722
2010-06-22,28.76,32.61782608695652,-0.11827355007264617
2010-06-23,28.62,31.637826086956522,-0.09538664504514405
2010-06-24,27.64,31.547826086956523,-0.12386990077177507
2010-06-25,27.55,31.205652173913045,-0.11714711660373678
2010-06-28,27.26,29.595652173913045,-0.07891876009989718
2010-06-29,25.65,29.325652173913042,-0.12533914513187738
2010-06-30,25.38,28.555652173913042,-0.11120923292426688
2010-07-01,24.61,28.525652173913045,-0.13726775289975468
2010-07-02,24.58,28.335652173913044,-0.13254158227459656
2010-07-06,24.39,29.275652173913045,-0.16688448629221497
2010-07-07,25.33,28.795652173913044,-0.12035331420806294
2010-07-08,24.85,29.025652173913045,-0.1438607528572926
2010-07-09,25.08,29.225652173913044,-0.14184977461729575
2010-07-12,25.28,29.865652173913045,-0.153542676624303
2010-07-13,25.92,29.495652173913044,-0.12122641509433962
2010-07-14,25.55,29.485652173913042,-0.13347685683530675
2010-07-15,25.54,29.315652173913044,-0.12879304719247775
2010-07-16,25.37,29.445652173913043,-0.13841269841269832
2010-07-19,25.5,29.435652173913045,-0.13370358335056576
2010-07-20,25.49,29.405652173913044,-0.1331598480031938
2010-07-21,25.46,29.705652173913045,-0.14292405192980406
2010-07-22,25.76,29.985652173913042,-0.1409224701668913
2010-07-23,26.04,30.805652173913042,-0.15470057725149255
2010-07-26,26.86,31.115652173913045,-0.13676885671967143
2010-07-27,27.17,30.715652173913043,-0.11543470260170419
2010-07-28,26.77,31.025652173913045,-0.13716559929371208
2010-07-29,27.08,30.945652173913043,-0.12491745697225154
2010-07-30,27.0,31.275652173913045,-0.13670864959546258
2010-08-02,27.33,30.835652173913044,-0.11368827726234465
2010-08-03,26.89,31.825652173913042,-0.15508408584816724
2010-08-04,27.88,31.695652173913043,-0.12038408779149523
2010-08-05,27.75,32.01565217391305,-0.13323646042696513
2010-08-06,28.07,32.385652173913044,-0.13325815242928296
2010-08-09,28.44,31.925652173913043,-0.10918029661305473
2010-08-10,27.98,31.135652173913044,-0.10135172876054288
2010-08-11,27.19,30.605652173913043,-0.11160200588126656
2010-08-12,26.66,30.675652173913043,-0.13090682314255742
2010-08-13,26.73,30.545652173913044,-0.12491637605864347
2010-08-16,26.6,30.695652173913043,-0.13342776203966
2010-08-17,26.75,30.75565217391304,-0.13024117164748783
2010-08-18,26.81,30.515652173913043,-0.1214344741116462
2010-08-19,26.57,30.175652173913043,-0.11948879027145409
2010-08-20,26.23,29.425652173913043,-0.10860089540330087
2010-08-23,25.48,29.175652173913043,-0.12666905102527415
2010-08-24,25.23,29.335652173913044,-0.13995435143466917
2010-08-25,25.39,28.995652173913044,-0.12435147698305593
2010-08-26,25.05,28.885652173913044,-0.1327874527748092
2010-08-27,24.94,28.865652173913045,-0.1359973490382732
2010-08-30,24.92,28.465652173913043,-0.1245589650379556
2010-08-31,24.52,29.045652173913044,-0.15581169074171097
2010-09-01,25.1,29.725652173913044,-0.1556114613348154
2010-09-02,25.78,30.405652173913044,-0.15213132569745325
2010-09-03,26.46,29.835652173913044,-0.11314155810090054
2010-09-07,25.89,30.565652173913044,-0.1529707970014651
2010-09-08,26.62,29.985652173913042,-0.11224208679513381
2010-09-09,26.04,30.295652173913044,-0.1404707233065443
2010-09-10,26.35,30.695652173913043,-0.1415722379603399
2010-09-13,26.75,30.835652173913044,-0.13249767350046526
2010-09-14,26.89,31.125652173913043,-0.13608235902163734
2010-09-15,27.18,31.025652173913045,-0.12395072800908091
2010-09-16,27.08,31.285652173913043,-0.1344275053156747
2010-09-17,27.34,31.995652173913044,-0.14550890066585132
2010-09-20,28.05,32.345652173913045,-0.13280462396666448
2010-09-21,28.4,32.14565217391304,-0.11652126868195034
2010-09-22,28.2,31.955652173913045,-0.11752700753762013
2010-09-23,28.01,33.205652173913045,-0.15646890916947087
2010-09-24,29.26,33.324485776805254,-0.12196694658779239
2010-09-27,28.97,33.44448577680525,-0.13378844592397476
2010-09-28,29.09,34.04448577680525,-0.14552975801387424
2010-09-29,29.69,33.574485776805254,-0.11569755089112421
2010-09-30,29.22,34.18448577680525,-0.14522628215673616
2010-10-01,29.83,33.77448577680525,-0.11678892175803723
2010-10-04,29.42,34.16448577680525,-0.13887186266466056
2010-10-05,29.81,34.27448577680525,-0.13025682736359312
2010-10-06,29.92,33.93448577680525,-0.1183010640918335
2010-10-07,29.58,34.30448577680525,-0.1377220987233011
2010-10-08,29.95,34.74448577680525,-0.13799271077443764
2010-10-11,30.39,34.48448577680525,-0.11873414042784591
2010-10-12,30.13,34.90448577680525,-0.13678716848417227
2010-10-13,30.55,35.034485776805255,-0.1280020436256618
2010-10-14,30.68,35.144485776805254,-0.12703232607124204
2010-10-15,30.79,35.18448577680525,-0.12489839427189353
2010-10-18,30.83,35.074485776805254,-0.12101348552377444
2010-10-19,30.72,35.464485776805255,-0.13378132159210043
2010-10-20,31.11,36.08448577680525,-0.13785663477579058
2010-10-21,31.73,35.754485776805254,-0.11255890524975831
2010-10-22,31.4,36.06448577680525,-0.1293373709990674
2010-10-25,31.71,35.68448577680525,-0.11137853580585011
2010-10-26,31.33,35.34448577680525,-0.11358167161225896
2010-10-27,30.99,35.754485776805254,-0.1332556090037823
2010-10-28,31.4,36.034485776805255,-0.12861251317726285
2010-10-29,31.68,36.02448577680525,-0.12059813438343359
2010-11-01,31.67,36.12448577680525,-0.12330932000879524
2010-11-02,31.77,36.474485776805246,-0.12898018098439945
2010-11-03,32.12,37.05448577680525,-0.13316837822356342
2010-11-04,32.7,37.45448577680525,-0.1269403564939502
2010-11-05,33.1,38.08448577680525,-0.13087969221947515
2010-11-08,33.73,37.23448577680525,-0.09411935477804634
2010-11-09,32.88,37.17448577680525,-0.11552239895365979
2010-11-10,32.82,36.504485776805254,-0.10093241141192444
2010-11-11,32.15,36.22448577680525,-0.11247877476881041
2010-11-12,31.87,36.01448577680525,-0.11507829939569658
2010-11-15,31.66,35.36448577680525,-0.10475158044670163
2010-11-16,31.01,35.33448577680525,-0.12238711507283317
2010-11-17,30.98,36.034485776805255,-0.14026801459336313
2010-11-18,31.68,36.324485776805254,-0.12786101929544613
2010-11-19,31.97,36.04448577680525,-0.11304047454124588
2010-11-22,31.69,35.31448577680525,-0.1026345335937422
2010-11-23,30.96,36.104485776805255,-0.1424888255882666
2010-11-24,31.75,35.72448577680525,-0.11125382746266865
2010-11-26,31.37,35.17448577680525,-0.10816038082108936
2010-11-29,30.82,34.77448577680525,-0.11371802309850143
2010-11-30,30.42,36.284485776805255,-0.1616251588317701
2010-12-01,31.93,37.45448577680525,-0.1474986416774261
2010-12-02,33.1,37.40448577680525,-0.11507939990113403
2010-12-03,33.05,37.16448577680525,-0.11071014950980829
2010-12-06,32.81,37.72448577680525,-0.13027310182255425
2010-12-07,33.37,37.90448577680525,-0.11962926508239369
2010-12-08,33.55,38.13448577680525,-0.12021889592631396
2010-12-09,33.78,37.90448577680525,-0.1088126033707898
2010-12-10,33.55,38.30448577680525,-0.12412347223531361
2010-12-13,33.95,39.08448577680525,-0.1313688967567873
2010-12-14,34.73,39.13448577680525,-0.11254742944433327
2010-12-15,34.78,39.23448577680525,-0.11353496008959196
2010-12-16,34.88,39.69448577680525,-0.12128852868572759
2010-12-17,35.34,39.52448577680525,-0.10587072025263111
2010-12-20,35.17,39.51448577680525,-0.10994666111422446
2010-12-21,35.16,39.784485776805255,-0.11623842024122322
2010-12-22,35.43,39.98448577680525,-0.11390632362333086
2010-12-23,35.63,38.3936302895323,-0.07198147892479378
2010-12-27,35.26,38.09363028953229,-0.07438593455113529
2010-12-28,34.96,38.16363028953229,-0.08394458978948338
2010-12-29,35.03,38.3936302895323,-0.08760907119661876
2010-12-30,35.26,38.5336302895323,-0.08495514865677178
2010-12-31,35.4,39.373630289532294,-0.10092110532639165
2011-01-03,36.24,38.63363028953229,-0.06195716715187494
2011-01-04,35.5,38.323630289532296,-0.07367857032854064
2011-01-05,35.19,38.27363028953229,-0.08056801161021976
2011-01-06,35.14,38.363630289532296,-0.0840282909934068
2011-01-07,35.23,39.003630289532296,-0.09675074503372727
2011-01-10,35.87,38.99363028953229,-0.08010616775968205
2011-01-11,35.86,39.333630289532294,-0.08831196774778038
2011-01-12,36.2,39.4636302895323,-0.08269969755919715
2011-01-13,36.33,39.7136302895323,-0.08520072994747485
2011-01-14,36.58,39.91363028953229,-0.08352109956799814
2011-01-18,36.78,39.16363028953229,-0.06086336409343007
2011-01-19,36.03,39.153630289532295,-0.07977881658568442
2011-01-20,36.02,39.583630289532294,-0.09002787928914835
2011-01-21,36.45,40.27363028953229,-0.09494128694244153
2011-01-24,37.14,40.193630289532294,-0.07597299043494354
2011-01-25,37.06,40.183630289532296,-0.07773389977525225
2011-01-26,37.05,39.20363028953229,-0.054934460753430114
2011-01-27,36.07,38.6436302895323,-0.06659908166623352
2011-01-28,35.51,39.363630289532296,-0.09789824417076354
2011-01-31,36.23,40.333630289532294,-0.10174215065875947
2011-02-01,37.2,40.1436302895323,-0.07332745614439018
2011-02-02,37.01,39.70363028953229,-0.06784342564872359
2011-02-03,36.57,40.02363028953229,-0.08628978092563355
2011-02-04,36.89,40.10363028953229,-0.08013315169552371
2011-02-07,36.97,40.373630289532294,-0.0843033005732644
2011-02-08,37.24,40.873630289532294,-0.08889913285884132
2011-02-09,37.74,41.223630289532295,-0.08450566495636547
2011-02-10,38.09,41.6436302895323,-0.08533430598690017
2011-02-11,38.51,41.503630289532296,-0.0721293599776337
2011-02-14,38.37,40.623630289532294,-0.05547584677859285
2011-02-15,37.49,40.77363028953229,-0.08053318446788604
2011-02-16,37.64,41.02363028953229,-0.0824800307932686
2011-02-17,37.89,40.85363028953229,-0.07254264231914898
2011-02-18,37.72,39.23363028953229,-0.03857991927747095
2011-02-22,36.1,38.35363028953229,-0.05875924319339765
2011-02-23,35.22,38.623630289532294,-0.08812300304289988
2011-02-24,35.49,38.823630289532296,-0.08586601161898855
2011-02-25,35.69,39.17363028953229,-0.08892794116309322
2011-02-28,36.04,39.123630289532294,-0.0788175909728227
2011-03-01,35.99,39.403630289532295,-0.08663238042914878
2011-03-02,36.27,39.88363028953229,-0.09060434727980893
2011-03-03,36.75,39.91363028953229,-0.07926190292848367
2011-03-04,36.78,39.45363028953229,-0.06776639487701719
2011-03-07,36.32,39.363630289532296,-0.07732087378997832
2011-03-08,36.23,38.5336302895323,-0.05978233226984808
2011-03-09,35.4,37.38363028953229,-0.05306146765761599
2011-03-10,34.25,37.7836302895323,-0.09352278387371549
2011-03-11,34.65,37.31363028953229,-0.07138491400767111
2011-03-14,34.18,36.763630289532294,-0.07027679990210134
2011-03-15,33.63,35.4636302895323,-0.05170452868367292
2011-03-16,32.33,36.09363028953229,-0.10427408546443184
2011-03-17,32.96,36.323630289532296,-0.09260171031147246
2011-03-18,33.19,36.873630289532294,-0.09989876940806686
2011-03-21,33.74,37.30363028953229,-0.09553038837971417
2011-03-22,34.17,37.27363028953229,-0.08326611240772797
2011-03-23,34.14,37.77363028953229,-0.09619489208955467
2011-03-24,34.64,37.263630289532294,-0.07040726491614258
2011-03-25,34.13,37.02946547884187,-0.07830157528194903
2011-03-28,34.27,37.35946547884187,-0.0826956552842425
2011-03-29,34.6,37.409465478841874,-0.07510039084709341
2011-03-30,34.65,37.57946547884187,-0.07795388895276412
2011-03-31,34.82,37.77946547884187,-0.07833529250167126
2011-04-01,35.02,37.61946547884187,-0.06909894773236125
2011-04-04,34.86,37.02946547884187,-0.05858754510192632
2011-04-05,34.27,36.33946547884187,-0.05694815406811049
2011-04-06,33.58,36.67946547884187,-0.08450138076929614
2011-04-07,33.92,36.67946547884187,-0.0752318890915582
2011-04-08,33.92,36.44946547884187,-0.06939650405326714
2011-04-11,33.69,36.45946547884187,-0.0759601229055058
2011-04-12,33.7,37.659465478841874,-0.1051386531512617
2011-04-13,34.9,38.02946547884187,-0.082290546013143
2011-04-14,35.27,38.36946547884187,-0.08077948024975767
2011-04-15,35.61,38.00946547884187,-0.06312810371346955
2011-04-18,35.25,37.86946547884187,-0.06917091238864714
2011-04-19,35.11,38.479465478841874,-0.08756528805460129
2011-04-20,35.72,37.75946547884187,-0.05401203255868814
2011-04-21,35.0,37.62946547884187,-0.06987783231522005
2011-04-25,34.87,37.78946547884187,-0.07725606705065635
2011-04-26,35.03,38.229465478841874,-0.08369108588799445
2011-04-27,35.47,38.14946547884187,-0.07023599007770975
2011-04-28,35.39,38.60946547884187,-0.08338539368295961
2011-04-29,35.85,38.95946547884187,-0.07981283728162436
2011-05-02,36.2,38.799465478841874,-0.06699745593813433
2011-05-03,36.04,38.36946547884187,-0.060711439415970236
2011-05-04,35.61,39.01946547884187,-0.08737857981910702
2011-05-05,36.26,39.78946547884187,-0.08870351577652313
2011-05-06,37.03,39.95946547884187,-0.07331092755464885
2011-05-09,37.2,40.659465478841874,-0.08508388976835135
2011-05-10,37.9,40.34946547884187,-0.06070626834267001
2011-05-11,37.59,40.45946547884187,-0.0709219819115614
2011-05-12,37.7,39.44946547884187,-0.04434700084289278
2011-05-13,36.69,39.33946547884187,-0.06734879202328892
2011-05-16,36.58,38.77946547884187,-0.056717271671573255
2011-05-17,36.02,38.96946547884187,-0.07568657775004006
2011-05-18,36.21,39.48946547884187,-0.08304659075719778
2011-05-19,36.73,39.84946547884187,-0.07828123768681816
2011-05-20,37.09,39.12946547884187,-0.05212096444160863
2011-05-23,36.37,38.55946547884187,-0.056781530855070206
2011-05-24,35.8,38.35946547884187,-0.06672317893098922
2011-05-25,35.6,38.80946547884187,-0.08269800779893777
2011-05-26,36.05,39.31946547884187,-0.08315132057431451
2011-05-27,36.56,39.58946547884187,-0.07652201014082738
2011-05-31,36.83,39.34946547884187,-0.0640279467124295
2011-06-01,36.59,39.28946547884187,-0.06870710624189025
2011-06-02,36.53,38.86946547884187,-0.06018774505955904
2011-06-03,36.11,39.09946547884187,-0.07645796284503126
2011-06-06,36.34,38.659465478841874,-0.059997349940373645
2011-06-07,35.9,37.94946547884187,-0.054005121099387376
2011-06-08,35.19,38.26946547884187,-0.08046795115401928
2011-06-09,35.51,37.75946547884187,-0.05957355196413827
2011-06-10,35.0,38.00946547884187,-0.07917673771332301
2011-06-13,35.25,38.25946547884187,-0.07865937072503415
2011-06-14,35.5,37.30946547884187,-0.048498831479320326
2011-06-15,34.55,36.60946547884187,-0.05625499995437311
2011-06-16,33.85,36.58946547884187,-0.07487033338669535
2011-06-17,33.83,37.05946547884187,-0.08714279704561989
2011-06-20,34.3,37.729465478841874,-0.0908962116297426
2011-06-21,34.97,37.68946547884187,-0.07215452499236219
2011-06-22,34.93,37.25946547884187,-0.06252009922591828
2011-06-23,34.5,37.42946547884187,-0.07826629211410563
2011-06-24,34.67,37.321409395973156,-0.0710425849099694
2011-06-27,34.61,38.16140939597315,-0.09306284679170951
2011-06-28,35.45,38.94140939597315,-0.08965801315691957
2011-06-29,36.23,39.471409395973154,-0.0821204371867158
2011-06-30,36.76,40.611409395973155,-0.09483564971658054
2011-07-01,37.9,40.711409395973156,-0.06905703923508089
2011-07-05,38.0,40.641409395973156,-0.06499305597986649
2011-07-06,37.93,40.94140939597315,-0.07355412137495554
2011-07-07,38.23,40.44140939597315,-0.05468180830001812
2011-07-08,37.73,39.431409395973155,-0.04314858185482229
2011-07-11,36.72,38.66140939597315,-0.05021569121004066
2011-07-12,35.95,38.70140939597315,-0.07109326091518076
2011-07-13,35.99,37.99140939597316,-0.052680577735694456
2011-07-14,35.28,37.91140939597315,-0.06940943209177164
2011-07-15,35.2,37.19140939597315,-0.053544875774155676
2011-07-18,34.48,38.06140939597316,-0.09409555381183732
2011-07-19,35.35,38.84140939597315,-0.08988884415546261
2011-07-20,36.13,38.88140939597315,-0.07076413737867493
2011-07-21,36.17,39.12140939597315,-0.07544230746137037
2011-07-22,36.41,38.971409395973154,-0.06572534675222252
2011-07-25,36.26,39.05140939597315,-0.07148037520666273
2011-07-26,36.34,38.111409395973155,-0.04647976613954141
2011-07-27,35.4,37.35140939597316,-0.05224459873215759
2011-07-28,34.64,37.141409395973156,-0.0673482626710541
2011-07-29,34.43,36.321409395973156,-0.05207422915099902
2011-08-01,33.61,35.56140939597316,-0.054874354788484014
2011-08-02,32.85,35.34140939597315,-0.07049547368241138
2011-08-03,32.63,33.62140939597315,-0.0294874430841644
2011-08-04,30.91,33.20140939597315,-0.06901542547922879
2011-08-05,30.49,30.741409395973154,-0.008178200053706286
2011-08-08,28.03,31.751409395973155,-0.11720454199570485
2011-08-09,29.04,31.141409395973156,-0.06747958543728871
2011-08-10,28.43,32.94140939597315,-0.1369525311362252
2011-08-11,30.23,33.38140939597315,-0.0944061216406672
2011-08-12,30.67,34.221409395973154,-0.10377741474291957
2011-08-15,31.51,33.69140939597315,-0.06474675399699592
2011-08-16,30.98,33.51140939597315,-0.07553873267643996
2011-08-17,30.8,31.271409395973155,-0.015074772934086544
2011-08-18,28.56,30.801409395973156,-0.07276970242362313
2011-08-19,28.09,30.721409395973154,-0.08565392824451834
2011-08-22,28.01,31.711409395973153,-0.116721693121693
2011-08-23,29.0,32.34140939597315,-0.10331675268268281
2011-08-24,29.63,31.661409395973156,-0.06416042225307639
2011-08-25,28.95,32.37140939597315,-0.10569232108870619
2011-08-26,29.66,33.77140939597315,-0.12174231012293457
2011-08-29,31.06,33.831409395973154,-0.08191823649838914
2011-08-30,31.12,33.331409395973154,-0.0663461112520588
2011-08-31,30.62,33.31140939597316,-0.08079542249264626
2011-09-01,30.6,32.02140939597315,-0.044389345215763654
2011-09-02,29.31,31.471409395973154,-0.06867850653837304
2011-09-06,28.76,32.361409395973155,-0.11128716156661855
2011-09-07,29.65,31.971409395973154,-0.07260891652357182
2011-09-08,29.26,30.801409395973156,-0.05004346963988837
2011-09-09,28.09,30.661409395973156,-0.08386468354291843
2011-09-12,27.95,31.621409395973153,-0.11610517893110395
2011-09-13,28.91,32.17140939597316,-0.1013760185583098
2011-09-14,29.46,32.571409395973156,-0.0955257833073021
2011-09-15,29.86,32.19140939597315,-0.07242334025501818
2011-09-16,29.48,32.001409395973155,-0.07879057340175877
2011-09-19,29.29,31.191409395973153,-0.06095939339690848
2011-09-20,28.48,30.911409395973156,-0.07865734508662992
2011-09-21,28.2,30.571409395973156,-0.0775695148776987
2011-09-22,27.86,30.641409395973156,-0.0907728936365011
2011-09-23,27.93,31.021409395973155,-0.09965406008839972
2011-09-26,28.31,31.481409395973156,-0.10073911736552743
2011-09-27,28.77,31.651409395973154,-0.091035737458811
2011-09-28,28.94,31.821409395973156,-0.09054939585227118
2011-09-29,29.11,30.851409395973153,-0.056445051622194264
2011-09-30,28.14,30.001693002257337,-0.062052931550138246
2011-10-03,27.25,31.051693002257338,-0.12243110229065346
2011-10-04,28.3,31.651693002257336,-0.10589300869366758
2011-10-05,28.9,32.631693002257336,-0.11435793423280838
2011-10-06,29.88,32.25169300225733,-0.07353700787401574
2011-10-07,29.5,33.50169300225733,-0.11944748589236076
2011-10-10,30.75,33.44169300225734,-0.08048913678131209
2011-10-11,30.69,35.61169300225733,-0.13820440948834867
2011-10-12,32.86,36.54169300225734,-0.10075321365186629
2011-10-13,33.79,37.00169300225733,-0.08679854194945624
2011-10-14,34.25,36.69169300225734,-0.06654620712396997
2011-10-17,33.94,37.29169300225734,-0.08987773770567231
2011-10-18,34.54,36.05169300225734,-0.04193126248364221
2011-10-19,33.3,35.86169300225733,-0.07143257297127859
2011-10-20,33.11,36.62169300225734,-0.09589106112709977
2011-10-21,33.87,37.62169300225734,-0.0997215357116501
2011-10-24,34.87,36.73169300225734,-0.05068356098214499
2011-10-25,33.98,37.461693002257334,-0.09294008687881616
2011-10-26,34.71,39.44169300225734,-0.11996678240932845
2011-10-27,36.69,39.09169300225734,-0.061437426159021924
2011-10-28,36.34,38.30169300225734,-0.05121687446405365
2011-10-31,35.55,37.381693002257336,-0.048999733697099535
2011-11-01,34.63,38.26169300225734,-0.09491720614775401
2011-11-02,35.51,38.491693002257335,-0.07746328544401715
2011-11-03,35.74,37.86169300225733,-0.056037985468078144
2011-11-04,35.11,37.93169300225733,-0.0743887967797644
2011-11-07,35.18,38.531693002257335,-0.08698535519996431
2011-11-08,35.78,36.701693002257336,-0.025113092254372194
2011-11-09,33.95,36.61169300225733,-0.0727006260566323
2011-11-10,33.86,37.391693002257334,-0.09445127296172784
2011-11-11,34.64,37.241693002257335,-0.06985968661788922
2011-11-14,34.49,37.40169300225734,-0.07784923003569932
2011-11-15,34.65,37.01169300225734,-0.06380937511054419
2011-11-16,34.26,36.241693002257335,-0.05467992353817208
2011-11-17,33.49,35.65169300225734,-0.060633670387559624
2011-11-18,32.9,34.821693002257334,-0.05518666200786848
2011-11-21,32.07,34.08169300225734,-0.05902561830259134
2011-11-22,31.33,33.08169300225734,-0.05295052469466466
2011-11-23,30.33,32.86169300225733,-0.07704085733146582
2011-11-25,30.11,33.631693002257336,-0.104713521321123
2011-11-28,30.88,33.83169300225734,-0.08724638764191894
2011-11-29,31.08,34.461693002257334,-0.09812904438664183
2011-11-30,31.71,34.031693002257335,-0.06822149583046999
2011-12-01,31.28,34.171693002257335,-0.08462246813660401
2011-12-02,31.42,34.81169300225734,-0.09742970564624387
2011-12-05,32.06,35.461693002257334,-0.09592584883188726
2011-12-06,32.71,35.811693002257336,-0.08661118037792359
2011-12-07,33.06,34.921693002257335,-0.053310502504474555
2011-12-08,32.17,35.77169300225734,-0.10068556168225118
2011-12-09,33.02,34.72169300225734,-0.049009505445103296
2011-12-12,31.97,33.90169300225734,-0.05697924885723904
2011-12-13,31.15,33.08169300225734,-0.05839160051831482
2011-12-14,30.33,33.02169300225734,-0.0815128710109847
2011-12-15,30.27,33.201693002257336,-0.08829950334333903
2011-12-16,30.45,32.52169300225734,-0.06370188052982173
2011-12-19,29.77,33.87169300225734,-0.12109500998323253
2011-12-20,31.12,33.351693002257335,-0.06691393453718486
2011-12-21,30.6,33.94169300225734,-0.09845392809472098
2011-12-22,31.19,34.04169300225734,-0.08377059866171288
