date,NTAP,dcf,Deviation
2010-11-11,55.44,58.7342819843342,-0.056087890632814164
2010-11-12,54.11,58.5542819843342,-0.07590020462591007
2010-11-15,53.93,57.3142819843342,-0.059047795194559605
2010-11-16,52.69,53.8742819843342,-0.021982325159870864
2010-11-17,49.25,57.7442819843342,-0.14710169894637648
2010-11-18,53.12,56.084281984334204,-0.05285405963050771
2010-11-19,51.46,56.8442819843342,-0.09471985213601719
2010-11-22,52.22,55.474281984334205,-0.058662895091696865
2010-11-23,50.85,56.014281984334204,-0.09219580795088156
2010-11-24,51.39,55.6742819843342,-0.07695262213780729
2010-11-26,51.05,55.5542819843342,-0.08107893439437075
2010-11-29,50.93,55.5542819843342,-0.08323898391195494
2010-11-30,50.93,56.8142819843342,-0.10357047169859013
2010-12-01,52.19,58.46428198433421,-0.1073182081670897
2010-12-02,53.84,58.694281984334204,-0.08270451260703438
2010-12-03,54.07,57.89428198433421,-0.0660562987095864
2010-12-06,53.27,58.254281984334206,-0.08556078307985293
2010-12-07,53.63,59.754281984334206,-0.10249109822689872
2010-12-08,55.13,59.1742819843342,-0.0683452650157188
2010-12-09,54.55,58.7742819843342,-0.07187296623138928
2010-12-10,54.15,60.2042819843342,-0.10056231525042669
2010-12-13,55.58,58.114281984334205,-0.043608591516580586
2010-12-14,53.49,57.294281984334205,-0.06639898175832615
2010-12-15,52.67,58.334281984334204,-0.09710039777048007
2010-12-16,53.71,58.4242819843342,-0.08069045650570905
2010-12-17,53.8,59.974281984334205,-0.10294882706469055
2010-12-20,55.35,59.934281984334206,-0.07648847758837685
2010-12-21,55.31,59.6742819843342,-0.07313505649686602
2010-12-22,55.05,59.4142819843342,-0.07345509932249861
2010-12-23,54.79,59.64428198433421,-0.08138721471421528
2010-12-27,55.02,59.334281984334204,-0.07271145516639577
2010-12-28,54.71,59.334281984334204,-0.07793609073343355
2010-12-29,54.71,59.5242819843342,-0.0808792953706059
2010-12-30,54.9,59.584281984334204,-0.07861606833771684
2010-12-31,54.96,62.03428198433421,-0.11403826655268945
2011-01-03,57.41,62.004281984334206,-0.07409620492815294
2011-01-04,57.38,62.4942819843342,-0.0818359987817161
2011-01-05,57.87,62.114281984334205,-0.06833021084272783
2011-01-06,57.49,61.824281984334206,-0.07010646699354273
2011-01-07,57.2,62.8442819843342,-0.08981377153360115
2011-01-10,58.22,62.904281984334204,-0.07446682223478507
2011-01-11,58.28,63.5542819843342,-0.08298861728363616
2011-01-12,58.93,63.2442819843342,-0.06821615882053755
2011-01-13,58.62,64.10428198433421,-0.08555250623779642
2011-01-14,59.48,63.614281984334205,-0.06498983962991711
2011-01-18,58.99,62.254281984334206,-0.05243465799116653
2011-01-19,57.63,60.8442819843342,-0.05282800420196909
2011-01-20,56.22,60.39428198433421,-0.0691171721425049
2011-01-21,55.77,60.1742819843342,-0.07319209866900966
2011-01-24,55.55,58.324281984334206,-0.04756650043423383
2011-01-25,53.7,59.794281984334205,-0.10192081553769428
2011-01-26,55.17,59.9542819843342,-0.07979883714701663
2011-01-27,55.33,58.654281984334204,-0.05667586187862772
2011-01-28,54.03,59.64272075761454,-0.09410571292386871
2011-01-31,54.73,61.43272075761454,-0.10910668899169251
2011-02-01,56.52,62.022720757614536,-0.0887210475515775
2011-02-02,57.11,61.922720757614535,-0.07772140336748246
2011-02-03,57.01,62.842720757614536,-0.09281458038889567
2011-02-04,57.93,63.55272075761454,-0.08847332876682312
2011-02-07,58.64,64.22272075761454,-0.0869275030979223
2011-02-08,59.31,64.68272075761453,-0.08306268961300689
2011-02-09,59.77,65.45272075761454,-0.08682176526563157
2011-02-10,60.54,65.51272075761453,-0.07590465943267288
2011-02-11,60.6,64.53272075761454,-0.060941499311424896
2011-02-14,59.62,63.35272075761454,-0.05891965985006098
2011-02-15,58.44,63.452720757614536,-0.0789993036983051
2011-02-16,58.54,59.68272075761454,-0.019146592901744475
2011-02-17,54.77,57.96272075761454,-0.05508231352640758
2011-02-18,53.05,56.75272075761454,-0.06524305281201426
2011-02-22,51.84,55.55272075761454,-0.06683238385053603
2011-02-23,50.64,55.75272075761454,-0.09170352026122885
2011-02-24,50.84,57.382720757614536,-0.11401900556878575
2011-02-25,52.47,56.57272075761454,-0.07252118516966188
2011-02-28,51.66,55.54272075761454,-0.06990512356350942
2011-03-01,50.63,55.992720757614535,-0.09577532016758172
2011-03-02,51.08,57.37272075761454,-0.10968140737476473
2011-03-03,52.46,56.96272075761454,-0.07904679934047276
2011-03-04,52.05,56.04272075761454,-0.07124423482013142
2011-03-07,51.13,56.562720757614535,-0.09604772692768981
2011-03-08,51.65,56.452720757614536,-0.08507509812034575
2011-03-09,51.54,53.32272075761454,-0.03343266683105184
2011-03-10,48.41,52.43272075761454,-0.07672157193998641
2011-03-11,47.52,51.29272075761454,-0.07355275177237441
2011-03-14,46.38,51.43272075761454,-0.09823942197081781
2011-03-15,46.52,51.68272075761454,-0.09989258850800542
2011-03-16,46.77,51.89272075761454,-0.09871752112482657
2011-03-17,46.98,53.60272075761454,-0.12355195154294019
2011-03-18,48.69,53.48272075761454,-0.08961250829656386
2011-03-21,48.57,53.022720757614536,-0.0839775985462814
2011-03-22,48.11,52.86272075761454,-0.08990685098117923
2011-03-23,47.95,53.86272075761454,-0.10977389694483008
2011-03-24,48.95,53.522720757614536,-0.0854351328349463
2011-03-25,48.61,52.53272075761454,-0.07467195113906122
2011-03-28,47.62,53.18272075761454,-0.10459639293309542
2011-03-29,48.27,52.922720757614535,-0.08791537341634303
2011-03-30,48.01,53.062720757614535,-0.09522166759399475
2011-03-31,48.15,53.11272075761454,-0.09343751716773152
2011-04-01,48.2,50.61272075761454,-0.047670244189580546
2011-04-04,45.7,50.96272075761454,-0.10326608704124596
2011-04-05,46.05,51.61272075761454,-0.10777809570897035
2011-04-06,46.7,51.58272075761454,-0.09465806932825971
2011-04-07,46.67,51.702720757614536,-0.09733957292515094
2011-04-08,46.79,52.04272075761454,-0.10093094060317742
2011-04-11,47.13,52.742720757614535,-0.10641697426661889
2011-04-12,47.83,53.492720757614535,-0.10585965113409312
2011-04-13,48.58,53.33272075761454,-0.08911453775656053
2011-04-14,48.42,53.47272075761454,-0.09449155917309537
2011-04-15,48.56,53.022720757614536,-0.08416619694065108
2011-04-18,48.11,52.41272075761454,-0.0820930624363635
2011-04-19,47.5,53.91272075761454,-0.11894633896229057
2011-04-20,49.0,55.93272075761454,-0.12394749734520538
2011-04-21,51.02,56.85272075761454,-0.1025935202376983
2011-04-25,51.94,57.19272075761454,-0.09184247030099901
2011-04-26,52.28,57.47272075761454,-0.09035105158000645
2011-04-27,52.56,57.32272075761454,-0.08308609037860215
2011-04-28,52.41,57.022720757614536,-0.08089268095820523
2011-04-29,52.11,58.70355600711201,-0.11231953318659593
2011-05-02,51.7,59.053556007112014,-0.12452350890141817
2011-05-03,52.05,58.88355600711201,-0.11605202658424119
2011-05-04,51.88,58.50355600711202,-0.11321629759235174
2011-05-05,51.5,60.303556007112014,-0.1459873445286336
2011-05-06,53.3,60.17355600711201,-0.11422884840476466
2011-05-09,53.17,61.21355600711201,-0.1314015478234507
2011-05-10,54.21,60.973556007112016,-0.11092605467070193
2011-05-11,53.97,60.99355600711201,-0.11515242702512785
2011-05-12,53.99,60.99355600711201,-0.11482452353319716
2011-05-13,53.99,60.10355600711201,-0.10171704327092723
2011-05-16,53.1,59.28355600711201,-0.10430474188104022
2011-05-17,52.28,60.61355600711202,-0.13748667057471775
2011-05-18,53.61,61.45355600711201,-0.1276338834843712
2011-05-19,54.45,60.70355600711201,-0.10301795180465778
2011-05-20,53.7,59.82355600711202,-0.10236028106360018
2011-05-23,52.82,58.473556007112016,-0.0966856882523851
2011-05-24,51.47,58.733556007112014,-0.12366961071167692
2011-05-25,51.73,62.31355600711201,-0.1698435570889918
2011-05-26,55.31,62.333556007112016,-0.11267696658138115
2011-05-27,55.33,61.77355600711201,-0.10430929387277244
2011-05-31,54.77,60.223556007112016,-0.09055519747900609
2011-06-01,53.22,60.31355600711201,-0.11761130460083569
2011-06-02,53.31,58.943556007112015,-0.09557543502180765
2011-06-03,51.94,57.39355600711201,-0.09502035396510766
2011-06-06,50.39,57.653556007112016,-0.12598626190925677
2011-06-07,50.65,56.983556007112014,-0.11114708261312323
2011-06-08,49.98,57.20355600711201,-0.1262780937292417
2011-06-09,50.2,56.013556007112015,-0.10378837591339263
2011-06-10,49.01,55.843556007112014,-0.12236964290457653
2011-06-13,48.84,56.873556007112015,-0.1412529226431246
2011-06-14,49.87,57.553556007112014,-0.13350271538673553
2011-06-15,50.55,56.653556007112016,-0.10773473789263655
2011-06-16,49.65,56.35355600711201,-0.11895533276136117
2011-06-17,49.35,56.71355600711201,-0.12983767066534502
2011-06-20,49.71,57.913556007112014,-0.14165174050276907
2011-06-21,50.91,57.71355600711201,-0.11788488663345598
2011-06-22,50.71,58.263556007112015,-0.12964461019492146
2011-06-23,51.26,56.223556007112016,-0.08828249864672655
2011-06-24,49.22,57.42355600711201,-0.1428604666366532
2011-06-27,50.42,57.723556007112016,-0.1265264393311486
2011-06-28,50.72,56.96355600711201,-0.10960614899695675
2011-06-29,49.96,59.78355600711201,-0.164318696698861
2011-06-30,52.78,61.32355600711202,-0.13931931811196951
2011-07-01,54.32,60.943556007112015,-0.10868345139458313
2011-07-05,53.94,60.49355600711201,-0.10833477877117248
2011-07-06,53.49,60.903556007112016,-0.12172616006602788
2011-07-07,53.9,60.483556007112014,-0.1088486927973924
2011-07-08,53.48,59.56355600711201,-0.10213554083952991
2011-07-11,52.56,58.973556007112016,-0.10875308259075578
2011-07-12,51.97,58.233556007112014,-0.10755922249273342
2011-07-13,51.23,56.63355600711201,-0.09541262085738422
2011-07-14,49.63,57.663556007112014,-0.13931773486396126
2011-07-15,50.66,57.18355600711202,-0.11408097821514762
2011-07-18,50.18,58.803556007112014,-0.14665024690120843
2011-07-19,51.8,57.053556007112014,-0.09208113174325427
2011-07-20,50.05,56.75355600711202,-0.11811693361156028
2011-07-21,49.75,58.083556007112016,-0.14347530660987107
2011-07-22,51.08,56.803556007112014,-0.1007605229221108
2011-07-25,49.8,57.18355600711202,-0.1291202667807807
2011-07-26,50.18,54.28355600711201,-0.0755948266648998
2011-07-27,47.28,54.913556007112014,-0.13901041131125014
2011-07-28,47.91,54.52355600711201,-0.12129722438223489
2011-07-29,47.52,52.521763255240444,-0.09523220366637974
2011-08-01,46.25,51.21176325524044,-0.09688717864508811
2011-08-02,44.94,52.18176325524044,-0.13877958128433265
2011-08-03,45.91,49.60176325524044,-0.07442806491058374
2011-08-04,43.33,48.14176325524044,-0.09994987573947367
2011-08-05,41.87,45.581763255240446,-0.08143088354120909
2011-08-08,39.31,47.99176325524044,-0.18090111023983768
2011-08-09,41.72,47.231763255240445,-0.11669611455017836
2011-08-10,40.96,48.951763255240444,-0.1632579242053125
2011-08-11,42.68,49.691763255240446,-0.141105140890749
2011-08-12,43.42,50.581763255240446,-0.14158785290068865
2011-08-15,44.31,49.301763255240445,-0.10124918310522801
2011-08-16,43.03,47.93176325524044,-0.10226544826106565
2011-08-17,41.66,42.081763255240446,-0.010022471080460948
2011-08-18,35.81,42.22176325524045,-0.15185920153262744
2011-08-19,35.95,42.06176325524044,-0.1453044946820906
2011-08-22,35.79,44.06176325524044,-0.18773109935078802
2011-08-23,37.79,44.28176325524044,-0.14660128183744325
2011-08-24,38.01,43.121763255240445,-0.11854253790559532
2011-08-25,36.85,42.81176325524044,-0.1392552607491746
2011-08-26,36.54,43.591763255240444,-0.16176824997765393
2011-08-29,37.32,43.661763255240444,-0.14524752970161559
2011-08-30,37.39,43.89176325524044,-0.1481317398308022
2011-08-31,37.62,43.481763255240445,-0.1348096952929797
2011-09-01,37.21,42.081763255240446,-0.1157689906121927
2011-09-02,35.81,41.54176325524045,-0.13797592605839593
2011-09-06,35.27,42.581763255240446,-0.17171114336935311
2011-09-07,36.31,42.731763255240445,-0.15028079269471528
2011-09-08,36.46,41.951763255240444,-0.13090661343190224
2011-09-09,35.68,42.57176325524044,-0.16188578363364092
2011-09-12,36.3,43.06176325524044,-0.15702476499072682
2011-09-13,36.79,42.951763255240444,-0.14345774860566785
2011-09-14,36.68,44.341763255240444,-0.1727888719972126
2011-09-15,38.07,44.06176325524044,-0.13598555329098905
2011-09-16,37.79,42.621763255240445,-0.11336375800094023
2011-09-19,36.35,41.53176325524044,-0.124766271621916
2011-09-20,35.26,42.161763255240444,-0.16369721573213858
2011-09-21,35.89,41.31176325524044,-0.131240180230087
2011-09-22,35.04,41.39176325524044,-0.15345476383966972
2011-09-23,35.12,42.081763255240446,-0.1654342098978825
2011-09-26,35.81,42.31176325524044,-0.153663254731772
2011-09-27,36.04,41.231763255240445,-0.12591659549220435
2011-09-28,34.96,41.24176325524044,-0.15231558399584777
2011-09-29,34.97,40.201763255240444,-0.1301376564511375
2011-09-30,33.93,39.911763255240444,-0.1498746927562774
2011-10-03,33.64,41.10176325524044,-0.18154362889258946
2011-10-04,34.83,42.50176325524044,-0.18050458775482725
2011-10-05,36.23,43.61176325524045,-0.16926083020395755
2011-10-06,37.34,43.56176325524044,-0.1428262492219473
2011-10-07,37.29,44.581763255240446,-0.16355932836244025
2011-10-10,38.31,44.92176325524044,-0.14718396554634638
2011-10-11,38.65,45.161763255240444,-0.14418753356546232
2011-10-12,38.89,44.92176325524044,-0.13427262908111237
2011-10-13,38.65,45.50176325524044,-0.15058236791409008
2011-10-14,39.23,44.32176325524044,-0.11488178450658582
2011-10-17,38.05,45.72176325524045,-0.16779237520681456
2011-10-18,39.45,44.78176325524044,-0.11906103886198605
2011-10-19,38.51,43.99176325524044,-0.12460885514943387
2011-10-20,37.72,44.371763255240445,-0.1499098247905407
2011-10-21,38.1,45.401763255240446,-0.16082554358497625
2011-10-24,39.13,44.441763255240446,-0.1195218836105495
2011-10-25,38.17,44.85176325524044,-0.14897437180376072
2011-10-26,38.58,47.981763255240445,-0.1959445134441492
2011-10-27,41.71,47.86176325524045,-0.12853189763264483
2011-10-28,41.59,46.76603889457523,-0.11067943783401413
2011-10-31,40.96,45.54603889457523,-0.10069018087808845
2011-11-01,39.74,46.05603889457523,-0.1371381266424797
2011-11-02,40.25,47.76603889457523,-0.1573511027607697
2011-11-03,41.96,48.43603889457523,-0.1337029006164362
2011-11-04,42.63,48.64603889457523,-0.1236696559736975
2011-11-07,42.84,49.74603889457523,-0.13882590549995177
2011-11-08,43.94,47.83603889457523,-0.08144568372731753
2011-11-09,42.03,47.69603889457523,-0.11879474744431373
2011-11-10,41.89,47.97603889457523,-0.12685580207963765
2011-11-11,42.17,48.09603889457523,-0.1232126185602288
2011-11-14,42.29,47.70603889457523,-0.11352941933712091
2011-11-15,41.9,46.54603889457523,-0.09981598874822217
2011-11-16,40.74,41.53603889457523,-0.019165017073382806
2011-11-17,35.73,40.54603889457523,-0.11877951646762686
2011-11-18,34.74,40.646038894575234,-0.1453041687504627
2011-11-21,34.84,40.99603889457523,-0.15016179759234782
2011-11-22,35.19,40.46603889457523,-0.1303818964915422
2011-11-23,34.66,40.05603889457523,-0.1347122442330666
2011-11-25,34.25,41.52603889457523,-0.17521630013995237
2011-11-28,35.72,41.43603889457523,-0.13794848752600175
2011-11-29,35.63,42.63603889457523,-0.16432199322969088
2011-11-30,36.83,42.72603889457523,-0.13799638457296426
2011-12-01,36.92,42.34603889457523,-0.1281356895761585
2011-12-02,36.54,43.34603889457523,-0.1570163979949506
2011-12-05,37.54,43.08603889457523,-0.1287200920963173
2011-12-06,37.28,43.52603889457523,-0.14350120188294202
2011-12-07,37.72,42.90603889457523,-0.12086967308536434
2011-12-08,37.1,43.81603889457523,-0.1532780932282477
2011-12-09,38.01,42.93603889457523,-0.11472970076887123
2011-12-12,37.13,43.72603889457523,-0.1508492207693103
2011-12-13,37.92,42.93603889457523,-0.11682584196673496
2011-12-14,37.13,42.08603889457523,-0.1177596900242861
2011-12-15,36.28,41.51603889457523,-0.1261208688013684
2011-12-16,35.71,40.96603889457523,-0.12830234595298495
2011-12-19,35.16,41.93603889457523,-0.16158032740311512
2011-12-20,36.13,41.02603889457523,-0.119339790691385
2011-12-21,35.22,41.88603889457523,-0.15914703491903992
2011-12-22,36.08,42.31603889457523,-0.14736820972566667
2011-12-23,36.51,42.15603889457523,-0.13393191207302413
2011-12-27,36.35,41.74603889457523,-0.12925870423783914
2011-12-28,35.94,42.11603889457523,-0.14664339421936334
2011-12-29,36.31,42.076038894575234,-0.137038538941902
2011-12-30,36.27,42.58603889457523,-0.14831242957841262
2012-01-03,36.78,41.44603889457523,-0.11258105766015569
2012-01-04,35.64,40.47603889457523,-0.11947905542761439
2012-01-05,34.67,41.13603889457523,-0.1571867167654767
2012-01-06,35.33,40.84603889457523,-0.13504464677253725
2012-01-09,35.04,40.93603889457523,-0.14403051818862145
2012-01-10,35.13,40.55603889457523,-0.13379114535026781
2012-01-11,34.75,40.23603889457523,-0.13634639604931087
2012-01-12,34.43,39.78603889457523,-0.13462106415689234
2012-01-13,33.98,39.53603889457523,-0.1405309952620868
2012-01-17,33.73,40.45603889457523,-0.1662554980259605
2012-01-18,34.65,43.31603889457523,-0.20006535952345672
2012-01-19,37.51,42.65603889457523,-0.12064033670106389
2012-01-20,36.85,43.04603889457523,-0.14393981545549528
2012-01-23,37.24,43.46603889457523,-0.14323915988011193
2012-01-24,37.66,43.60603889457523,-0.13635815234102688
2012-01-25,37.8,43.36603889457523,-0.12835017992089437
2012-01-26,37.56,43.08603889457523,-0.12825590461208514
2012-01-27,37.28,43.71641911191898,-0.14723116034369188
2012-01-30,37.43,44.02641911191898,-0.1498286539077892
2012-01-31,37.74,45.68641911191898,-0.17393394506258997
2012-02-01,39.4,45.71641911191898,-0.13816522016861543
2012-02-02,39.43,46.63641911191898,-0.15452342287740573
2012-02-03,40.35,46.21641911191898,-0.12693365744569463
2012-02-06,39.93,45.696419111918985,-0.12618973705129843
2012-02-07,39.41,46.06641911191898,-0.14449612625081898
2012-02-08,39.78,47.39641911191898,-0.16069608748150443
2012-02-09,41.11,45.97641911191898,-0.10584597943725904
2012-02-10,39.69,45.266419111918985,-0.12319108118827704
2012-02-13,38.98,45.40641911191898,-0.1415310706637969
2012-02-14,39.12,46.166419111918984,-0.15263083530123267
2012-02-15,39.88,49.02641911191898,-0.18656102725021095
2012-02-16,42.74,48.486419111918984,-0.11851605495251749
2012-02-17,42.2,49.28641911191898,-0.14378036058629506
2012-02-21,43.0,48.916419111918984,-0.12094955475752289
2012-02-22,42.63,49.56641911191898,-0.13994190494691228
2012-02-23,43.28,49.36641911191898,-0.1232906745397192
2012-02-24,43.08,49.54641911191898,-0.13051234030278103
2012-02-27,43.26,49.86641911191898,-0.13248232436926533
2012-02-28,43.58,49.28641911191898,-0.11578076100357215
2012-02-29,43.0,49.59641911191898,-0.1330019229217646
2012-03-01,43.31,49.836419111918985,-0.13095682290620492
2012-03-02,43.55,48.60641911191898,-0.1040278054689916
2012-03-05,42.32,47.236419111918984,-0.10408111377516427
2012-03-06,40.95,47.86641911191898,-0.1444941827745112
2012-03-07,41.58,48.126419111918985,-0.13602547691518774
2012-03-08,41.84,49.22641911191898,-0.15004989688820436
2012-03-09,42.94,48.81641911191898,-0.12037792240447642
2012-03-12,42.53,49.79641911191898,-0.14592252297474395
2012-03-13,43.51,49.15641911191898,-0.11486636361902713
2012-03-14,42.87,49.61641911191898,-0.13597150364078447
2012-03-15,43.33,49.67641911191898,-0.1277551648322468
2012-03-16,43.39,50.34641911191898,-0.13817108018059865
2012-03-19,44.06,51.59641911191898,-0.1460647704169462
2012-03-20,45.31,52.306419111918984,-0.13375832700282708
2012-03-21,46.02,51.47641911191898,-0.10599842036517226
2012-03-22,45.19,51.90641911191898,-0.12939476902533487
2012-03-23,45.62,52.61641911191898,-0.13297026346542296
2012-03-26,46.33,52.34641911191898,-0.11493468347960178
2012-03-27,46.06,51.57641911191898,-0.10695622547871242
2012-03-28,45.29,50.95641911191898,-0.11120128161818921
2012-03-29,44.67,51.056419111918984,-0.12508552740292145
2012-03-30,44.77,51.336419111918985,-0.12790956645424512
2012-04-02,45.05,51.75641911191898,-0.129576567061506
2012-04-03,45.47,50.99641911191898,-0.10836876800683715
2012-04-04,44.71,50.00641911191898,-0.10591478466124726
2012-04-05,43.72,49.056419111918984,-0.10878126060820492
2012-04-09,42.77,48.306419111918984,-0.11461042266643484
2012-04-10,42.02,47.15641911191898,-0.10892301003026594
2012-04-11,40.87,47.22641911191898,-0.13459456023661875
2012-04-12,40.94,46.416419111918984,-0.1179845239399937
2012-04-13,40.13,46.07641911191898,-0.12905558258499228
2012-04-16,39.79,46.72641911191898,-0.14844747883001452
2012-04-17,40.44,46.39641911191898,-0.12838100926605378
2012-04-18,40.11,45.95641911191898,-0.12721659400139584
2012-04-19,39.67,45.02641911191898,-0.11896169443554705
2012-04-20,38.74,44.96641911191898,-0.1384681999343056
2012-04-23,38.68,44.96641911191898,-0.1398025289999727
2012-04-24,38.68,45.54641911191898,-0.1507565083227831
2012-04-25,39.26,45.696419111918985,-0.14085171742133684
2012-04-26,39.41,45.31641911191898,-0.13033728674217993
2012-04-27,39.03,42.8627868852459,-0.08941991792337733
2012-04-30,38.83,44.712786885245905,-0.13156833413993874
2012-05-01,40.68,43.322786885245904,-0.061002236357650785
2012-05-02,39.29,42.512786885245895,-0.07580747161895351
2012-05-03,38.48,42.4527868852459,-0.09358129764212508
2012-05-04,38.42,42.0227868852459,-0.08573412551348014
2012-05-07,37.99,41.8427868852459,-0.09207768344427414
2012-05-08,37.81,41.8127868852459,-0.09573116702867568
2012-05-09,37.78,39.73278688524591,-0.04914799686429849
2012-05-10,35.7,40.1127868852459,-0.11000948146210676
2012-05-11,36.08,39.822786885245904,-0.09398606119735398
2012-05-14,35.79,39.2027868852459,-0.08705470086184908
2012-05-15,35.17,38.6727868852459,-0.09057497965273997
2012-05-16,34.64,38.30278688524591,-0.09562716405517735
2012-05-17,34.27,37.0927868852459,-0.07610069564141309
2012-05-18,33.06,37.55278688524591,-0.11963924006425941
2012-05-21,33.52,37.2927868852459,-0.10116666520137496
2012-05-22,33.26,36.892786885245904,-0.09846875749846706
2012-05-23,32.86,32.852786885245905,0.0002195586870388233
2012-05-24,28.82,32.642786885245904,-0.11710969711883734
2012-05-25,28.61,33.7427868852459,-0.15211508470541357
2012-05-29,29.71,33.6327868852459,-0.11663579645154987
2012-05-30,29.6,33.7927868852459,-0.1240734272519114
2012-05-31,29.76,33.4727868852459,-0.11091956274732595
2012-06-01,29.44,33.9327868852459,-0.13240253152326198
2012-06-04,29.9,35.1727868852459,-0.14991097812205778
2012-06-05,31.14,36.102786885245905,-0.1374627089321474
2012-06-06,32.07,35.3427868852459,-0.09260126814199099
2012-06-07,31.31,34.3627868852459,-0.08883990973842282
2012-06-08,30.33,33.6827868852459,-0.09954006765142487
2012-06-11,29.65,34.2927868852459,-0.13538668935779652
2012-06-12,30.26,34.212786885245905,-0.11553536689378918
2012-06-13,30.18,34.1227868852459,-0.1155470360174683
2012-06-14,30.09,34.7627868852459,-0.13441922538233364
2012-06-15,30.73,34.8127868852459,-0.11727836954576698
2012-06-18,30.78,34.9327868852459,-0.11887934675489231
2012-06-19,30.9,35.002786885245904,-0.11721314930427096
2012-06-20,30.97,33.5827868852459,-0.07780137170193557
2012-06-21,29.55,34.1927868852459,-0.13578264038048482
2012-06-22,30.16,34.0527868852459,-0.11431624960283449
2012-06-25,30.02,33.6927868852459,-0.10900810603038058
2012-06-26,29.66,34.6227868852459,-0.14333874686906656
2012-06-27,30.59,33.9227868852459,-0.09824625837847756
2012-06-28,29.89,35.852786885245905,-0.16631306526689293
2012-06-29,31.82,34.9827868852459,-0.09040980341619997
2012-07-02,30.95,35.1327868852459,-0.11905650692921466
2012-07-03,31.1,35.1527868852459,-0.11529062826443814
2012-07-05,31.12,33.7927868852459,-0.0790934140567392
2012-07-06,29.76,33.1727868852459,-0.10287911284185125
2012-07-09,29.14,32.8627868852459,-0.11328275043274816
2012-07-10,28.83,32.7927868852459,-0.12084324821532133
2012-07-11,28.76,32.4027868852459,-0.11242202401129231
2012-07-12,28.37,32.6327868852459,-0.13062895609364
2012-07-13,28.6,32.6527868852459,-0.12411764115231294
2012-07-16,28.62,32.572786885245904,-0.12135243137689111
2012-07-17,28.54,34.2927868852459,-0.1677550122857171
2012-07-18,30.26,35.1527868852459,-0.13918631547530214
2012-07-19,31.12,35.2227868852459,-0.11648104105483126
2012-07-20,31.19,34.6327868852459,-0.09940831203256639
2012-07-23,30.6,35.2727868852459,-0.13247569295978867
2012-07-24,31.24,35.502786885245904,-0.1200690779296939
2012-07-25,31.47,36.12278688524591,-0.1288047597220774
2012-07-26,32.09,36.942786885245894,-0.13135952358764746
2012-07-27,32.91,36.61015086206896,-0.10106898701427147
2012-07-30,32.49,36.79015086206896,-0.11688320817685094
2012-07-31,32.67,36.21015086206897,-0.09776680786429326
2012-08-01,32.09,35.73015086206897,-0.10187896704162358
2012-08-02,31.61,36.46015086206897,-0.13302607771474662
2012-08-03,32.34,36.18015086206896,-0.1061397139196274
2012-08-06,32.06,37.57015086206897,-0.14666299537359717
2012-08-07,33.45,37.10015086206896,-0.09838641561430561
2012-08-08,32.98,36.25015086206896,-0.09021068283306788
2012-08-09,32.13,36.700150862068966,-0.12452675955597758
2012-08-10,32.58,35.93015086206896,-0.09324065671000781
2012-08-13,31.81,35.54015086206896,-0.10495596590306122
2012-08-14,31.42,35.87015086206897,-0.12406278633120538
2012-08-15,31.75,37.09015086206897,-0.14397759884902994
2012-08-16,32.97,37.58015086206897,-0.12267515580205313
2012-08-17,33.46,37.200150862068966,-0.10054128210223467
2012-08-20,33.08,37.26015086206897,-0.11218824307886488
2012-08-21,33.14,37.51015086206897,-0.11650581940175975
2012-08-22,33.39,37.52015086206897,-0.1100782051024306
2012-08-23,33.4,38.90015086206896,-0.14139150466462813
2012-08-24,34.78,39.03015086206896,-0.10889404135507508
2012-08-27,34.91,38.80015086206897,-0.10026123032093626
2012-08-28,34.68,39.05015086206897,-0.11191124145729936
2012-08-29,34.93,38.25015086206896,-0.08680098737496522
2012-08-30,34.13,38.64015086206897,-0.11672187508192022
2012-08-31,34.52,38.740150862068965,-0.10893480712283365
2012-09-04,34.62,38.67015086206896,-0.10473584332565145
2012-09-05,34.55,39.68015086206896,-0.12928758461382206
2012-09-06,35.56,39.92015086206896,-0.10922180322248864
2012-09-07,35.8,39.200150862068966,-0.08673820858580006
2012-09-10,35.08,39.30015086206897,-0.10738256137693614
2012-09-11,35.18,39.32015086206897,-0.10529336157921143
2012-09-12,35.2,39.40015086206896,-0.1066024055789212
2012-09-13,35.28,39.93015086206896,-0.11645713230916699
2012-09-14,35.81,39.53015086206896,-0.09410919971060916
2012-09-17,35.41,39.58015086206897,-0.10535965051273644
2012-09-18,35.46,39.86015086206896,-0.11038971922848784
2012-09-19,35.74,39.630150862068966,-0.09816139422755332
2012-09-20,35.51,40.380150862068966,-0.1206075449966616
2012-09-21,36.26,39.52015086206897,-0.08249338099561832
2012-09-24,35.4,38.54015086206896,-0.08147738895229617
2012-09-25,34.42,37.09015086206897,-0.07199083314594046
2012-09-26,32.97,37.35015086206896,-0.11727264176909213
2012-09-27,33.23,37.00015086206896,-0.1018955537809434
2012-09-28,32.88,37.060150862068966,-0.11279368175339366
2012-10-01,32.94,36.57015086206897,-0.09926540570643949
2012-10-02,32.45,35.490150862068965,-0.0856618185108422
2012-10-03,31.37,35.16015086206897,-0.10779677473334759
2012-10-04,31.04,34.710150862068964,-0.10573710487901344
2012-10-05,30.59,34.640150862068964,-0.11692070505685603
2012-10-08,30.52,34.33015086206897,-0.11098555544883337
2012-10-09,30.21,33.43015086206896,-0.09632474813993919
