date,APD,dcf,Deviation
2010-06-08,61.8,63.4892700729927,-0.026607174268196476
2010-06-09,62.44,64.7992700729927,-0.036408898901717834
2010-06-10,63.75,65.2792700729927,-0.02342658046394719
2010-06-11,64.23,64.8992700729927,-0.01031244376462126
2010-06-14,63.85,66.0292700729927,-0.033004606450799834
2010-06-15,64.98,66.2992700729927,-0.019898711879334896
2010-06-16,65.25,66.4092700729927,-0.017456449554685727
2010-06-17,65.36,67.2292700729927,-0.027804408272813164
2010-06-18,66.18,66.8692700729927,-0.010307725390755862
2010-06-21,65.82,66.0092700729927,-0.002867325646585983
2010-06-22,64.96,64.8792700729927,0.0012443100379593286
2010-06-23,63.83,63.3292700729927,0.007906769277936876
2010-06-24,62.28,64.4892700729927,-0.03425794819032868
2010-06-25,63.44,63.7592700729927,-0.005007429862782242
2010-06-28,62.71,61.6592700729927,0.017040907648816495
2010-06-29,60.61,60.9992700729927,-0.006381552968205972
2010-06-30,59.95,62.04037735849057,-0.03369382082271433
2010-07-01,60.13,62.010377358490565,-0.03032359160822129
2010-07-02,60.1,62.720377358490566,-0.04177872437713959
2010-07-06,60.81,64.57037735849056,-0.05823688063046595
2010-07-07,62.66,65.54037735849056,-0.04394813509747697
2010-07-08,63.63,66.42037735849057,-0.0420108627722795
2010-07-09,64.51,65.90037735849057,-0.021098169907693753
2010-07-12,63.99,67.53037735849057,-0.05242644121024498
2010-07-13,65.62,66.91037735849056,-0.01928516038068373
2010-07-14,65.0,66.96037735849056,-0.029276677280283936
2010-07-15,65.05,66.04037735849056,-0.014996542995422968
2010-07-16,64.13,66.04037735849056,-0.02892741433199808
2010-07-19,64.13,67.38037735849056,-0.048239227589914835
2010-07-20,65.47,66.71037735849056,-0.01859346937621087
2010-07-21,64.8,68.14037735849057,-0.049021996765833076
2010-07-22,66.23,68.60037735849056,-0.034553415735652404
2010-07-23,66.69,69.26037735849057,-0.03711180124223612
2010-07-26,67.35,68.86037735849057,-0.021933910565541503
2010-07-27,66.95,68.99037735849056,-0.029574810815836905
2010-07-28,67.08,69.15037735849057,-0.029940217791687318
2010-07-29,67.24,69.05037735849056,-0.026218210931586827
2010-07-30,67.14,71.28037735849057,-0.058085794603293994
2010-08-02,69.37,71.92037735849057,-0.03546112314981453
2010-08-03,70.01,72.86037735849057,-0.03912108970374972
2010-08-04,70.95,73.20037735849057,-0.030742701604796308
2010-08-05,71.29,72.42037735849057,-0.015608553831403582
2010-08-06,70.51,73.14037735849057,-0.03596340972644996
2010-08-09,71.23,73.08037735849057,-0.025319756484201927
2010-08-10,71.17,71.66037735849056,-0.006843075302790935
2010-08-11,69.75,71.01037735849057,-0.017749199558927176
2010-08-12,69.1,71.92037735849057,-0.039215274753527374
2010-08-13,70.01,72.12037735849057,-0.02926187349243148
2010-08-16,70.21,72.88037735849056,-0.036640553401024234
2010-08-17,70.97,73.17037735849057,-0.030071969530921727
2010-08-18,71.26,71.84037735849057,-0.008078706986663353
2010-08-19,69.93,71.30037735849056,-0.019219777079165334
2010-08-20,69.39,71.00037735849057,-0.02268125069757798
2010-08-23,69.09,70.22037735849057,-0.016097568839878673
2010-08-24,68.31,69.95037735849057,-0.02345058626465668
2010-08-25,68.04,69.96037735849056,-0.027449499716820647
2010-08-26,68.05,70.75037735849057,-0.03816767428402279
2010-08-27,68.84,70.09037735849057,-0.01783950102159204
2010-08-30,68.18,70.39037735849057,-0.031401697809252394
2010-08-31,68.48,71.06037735849057,-0.036312463491051994
2010-09-01,69.15,73.32037735849056,-0.0568788310799333
2010-09-02,71.41,74.10037735849056,-0.03630720185775538
2010-09-03,72.19,73.49037735849056,-0.01769452553151607
2010-09-07,71.58,73.87037735849057,-0.03100535614398514
2010-09-08,71.96,74.02037735849056,-0.027835272286060975
2010-09-09,72.11,74.02037735849056,-0.025808803287213133
2010-09-10,72.11,74.79037735849056,-0.035838532350796704
2010-09-13,72.88,76.11037735849057,-0.04244332337593126
2010-09-14,74.2,77.19037735849057,-0.03874028681842734
2010-09-15,75.28,77.53037735849057,-0.029025750101603576
2010-09-16,75.62,77.95037735849057,-0.029895652047625787
2010-09-17,76.04,78.74037735849056,-0.0342946966865072
2010-09-20,76.83,78.69037735849057,-0.02364173893861543
2010-09-21,76.78,78.86037735849057,-0.026380514881806816
2010-09-22,76.95,78.64037735849057,-0.02149503111849016
2010-09-23,76.73,79.80037735849056,-0.038475724803873734
2010-09-24,77.89,79.49037735849056,-0.020132969696106562
2010-09-27,77.58,79.59037735849057,-0.02525905046831778
2010-09-28,77.68,78.55037735849056,-0.011080498754554746
2010-09-29,76.64,78.52037735849056,-0.023947635273141366
2010-09-30,76.61,78.56415094339623,-0.02487331588174546
2010-10-01,76.8,77.68415094339623,-0.011381355561708606
2010-10-04,75.92,79.65415094339623,-0.046879552404617164
2010-10-05,77.89,79.48415094339623,-0.02005621151481496
2010-10-06,77.72,77.99415094339622,-0.0035150192684985093
2010-10-07,76.23,78.26415094339623,-0.025990838958534268
2010-10-08,76.5,78.11415094339623,-0.02066400164249227
2010-10-11,76.35,78.15415094339623,-0.023084518501172213
2010-10-12,76.39,78.46415094339622,-0.02643437695378248
2010-10-13,76.7,77.71415094339622,-0.013049759034681863
2010-10-14,75.95,77.30415094339622,-0.017517182801577658
2010-10-15,75.54,78.49415094339622,-0.03763530031080298
2010-10-18,76.73,76.97415094339622,-0.003171856271279472
2010-10-19,75.21,78.63415094339622,-0.043545341334721877
2010-10-20,76.87,80.33415094339622,-0.04312177203238354
2010-10-21,78.57,80.15415094339623,-0.01976380417921142
2010-10-22,78.39,81.08415094339622,-0.03322660362167418
2010-10-25,79.32,81.04415094339623,-0.021274218106133835
2010-10-26,79.28,79.62415094339623,-0.004322192944209657
2010-10-27,77.86,80.53415094339623,-0.0332051795675572
2010-10-28,78.77,80.36415094339623,-0.019836592867372604
2010-10-29,78.6,80.34415094339623,-0.02170849928609009
2010-11-01,78.58,81.65415094339623,-0.03764843437692811
2010-11-02,79.89,80.82415094339623,-0.011557819444963258
2010-11-03,79.06,82.11415094339623,-0.037193966061970785
2010-11-04,80.35,81.92415094339623,-0.0192147361342061
2010-11-05,80.16,82.44415094339622,-0.027705433523894984
2010-11-08,80.68,80.93415094339623,-0.0031402188128714092
2010-11-09,79.17,80.64415094339623,-0.018279700711722136
2010-11-10,78.88,80.84415094339623,-0.02429552318227024
2010-11-11,79.08,79.47415094339622,-0.004959486055748474
2010-11-12,77.71,79.95415094339623,-0.02806797291844154
2010-11-15,78.19,78.74415094339622,-0.007037360067474241
2010-11-16,76.98,79.23415094339623,-0.02844923453532755
2010-11-17,77.47,80.99415094339622,-0.04351117830544482
2010-11-18,79.23,81.33415094339622,-0.02587044825562368
2010-11-19,79.57,80.85415094339622,-0.015882313133128156
2010-11-22,79.09,79.99415094339622,-0.011302713170066592
2010-11-23,78.23,81.82415094339623,-0.04392530691681196
2010-11-24,80.06,80.96415094339622,-0.011167299759968219
2010-11-26,79.2,81.15415094339623,-0.024079494649130395
2010-11-29,79.39,81.52415094339622,-0.026178143761080075
2010-11-30,79.76,81.68415094339623,-0.02355598878330245
2010-12-01,79.92,83.75415094339623,-0.045778637837155856
2010-12-02,81.99,82.81415094339623,-0.009951812993404308
2010-12-03,81.05,82.88415094339622,-0.022129091298151993
2010-12-06,81.12,82.72415094339622,-0.01939156733677272
2010-12-07,80.96,82.30415094339622,-0.01633150853254839
2010-12-08,80.54,83.86415094339623,-0.03963732901367878
2010-12-09,82.1,83.94415094339622,-0.021968784277057507
2010-12-10,82.18,83.80415094339622,-0.019380316190939273
2010-12-13,82.04,82.79415094339623,-0.009108746630082765
2010-12-14,81.03,83.18415094339623,-0.02589617035175429
2010-12-15,81.42,83.70415094339623,-0.027288383164424612
2010-12-16,81.94,84.40415094339623,-0.029194665379061346
2010-12-17,82.64,84.95415094339623,-0.02723999848975145
2010-12-20,83.19,85.51415094339623,-0.0271785536984942
2010-12-21,83.75,85.54415094339623,-0.020973391209217818
2010-12-22,83.78,85.76415094339623,-0.023134968650313503
2010-12-23,84.0,85.84415094339623,-0.021482546255390478
2010-12-27,84.08,86.14415094339623,-0.023961591365066037
2010-12-28,84.38,86.17415094339623,-0.020820059423326653
2010-12-29,84.41,85.90415094339623,-0.01739323335354026
2010-12-30,84.14,85.90415094339623,-0.02053627122813495
2010-12-31,84.14,84.87682481751825,-0.008681107229239537
2011-01-03,83.75,83.63682481751825,0.0013531740681056448
2011-01-04,82.51,83.27682481751825,-0.009208141871385744
2011-01-05,82.15,82.84682481751825,-0.008411002099997233
2011-01-06,81.72,82.99682481751825,-0.015384020055291825
2011-01-07,81.87,83.00682481751825,-0.013695558407606057
2011-01-10,81.88,82.82682481751824,-0.011431378899339317
2011-01-11,81.7,83.13682481751825,-0.017282652069910198
2011-01-12,82.01,83.32682481751824,-0.01580313206943884
2011-01-13,82.2,83.20682481751825,-0.012100267252431851
2011-01-14,82.08,83.54682481751824,-0.01755691877844623
2011-01-18,82.42,83.00682481751825,-0.007069597214546142
2011-01-19,81.88,81.84682481751825,0.00040533255328734086
2011-01-20,80.72,81.15682481751824,-0.005382477918529305
2011-01-21,80.03,81.14682481751825,-0.013763013155841275
2011-01-24,80.02,81.31682481751825,-0.015947804411060584
2011-01-25,80.19,81.53682481751825,-0.016517994421937354
2011-01-26,80.41,80.99682481751825,-0.007245034837357278
2011-01-27,79.87,80.46682481751824,-0.007417029550646603
2011-01-28,79.34,81.83682481751825,-0.03050979584173419
2011-01-31,80.71,84.02682481751825,-0.03947340417445777
2011-02-01,82.9,83.49682481751825,-0.007147874411064126
2011-02-02,82.37,83.07682481751824,-0.008508086570121254
2011-02-03,81.95,83.09682481751825,-0.013801066647693094
2011-02-04,81.97,83.68682481751824,-0.020514875803471222
2011-02-07,82.56,83.96682481751824,-0.01675453157334028
2011-02-08,82.84,82.98682481751825,-0.0017692545514436109
2011-02-09,81.86,83.09682481751825,-0.014884140522027578
2011-02-10,81.97,83.51682481751824,-0.018521116205004295
2011-02-11,82.39,84.40682481751824,-0.023894096500827744
2011-02-14,83.28,84.58682481751825,-0.01544950789129984
2011-02-15,83.46,88.64682481751825,-0.05851111789052199
2011-02-16,87.52,88.02682481751825,-0.005757617846252061
2011-02-17,86.9,88.96682481751824,-0.023231410379740414
2011-02-18,87.84,86.07682481751824,0.020483738639519578
2011-02-22,84.95,85.20682481751825,-0.003014134349780928
2011-02-23,84.08,85.17682481751825,-0.012877033393391635
2011-02-24,84.05,85.69682481751825,-0.019216870882030723
2011-02-25,84.57,86.23682481751825,-0.019328457663479015
2011-02-28,85.11,84.28682481751825,0.009766356536314191
2011-03-01,83.16,84.76682481751824,-0.018955821702385744
2011-03-02,83.64,86.13682481751825,-0.028986729227688524
2011-03-03,85.01,85.50682481751825,-0.005810352782699257
2011-03-04,84.38,83.97682481751825,0.004801029133428836
2011-03-07,82.85,84.27682481751825,-0.016930215638851
2011-03-08,83.15,84.00682481751825,-0.010199466762128684
2011-03-09,82.88,82.43682481751824,0.005375937070147607
2011-03-10,81.31,81.62682481751825,-0.0038813811296291023
2011-03-11,80.5,81.49682481751825,-0.012231455884941123
2011-03-14,80.37,80.43682481751824,-0.0008307739355679633
2011-03-15,79.31,78.94682481751825,0.004600250653794102
2011-03-16,77.82,80.91682481751825,-0.038271704611521074
2011-03-17,79.79,82.53682481751825,-0.03327999136859505
2011-03-18,81.41,82.88682481751825,-0.017817365073032887
2011-03-21,81.76,82.41682481751825,-0.007969547710343639
2011-03-22,81.29,83.03682481751825,-0.02103674871187655
2011-03-23,81.91,84.23682481751825,-0.027622418372948432
2011-03-24,83.11,84.32682481751824,-0.01442986641737587
2011-03-25,83.2,84.27682481751825,-0.012777235258326969
2011-03-28,83.15,84.64682481751825,-0.017683177375466874
2011-03-29,83.52,84.55682481751825,-0.012261870283750809
2011-03-30,83.43,84.54682481751824,-0.01320954181222933
2011-03-31,83.42,84.93424657534247,-0.017828457146543686
2011-04-01,83.7,85.17424657534247,-0.017308595433695895
2011-04-04,83.94,86.54424657534247,-0.030091504385277745
2011-04-05,85.31,86.79424657534247,-0.017100748424079604
2011-04-06,85.56,85.78424657534246,-0.0026140764102359215
2011-04-07,84.55,86.35424657534247,-0.02089354776279939
2011-04-08,85.12,85.59424657534247,-0.005540636132885579
2011-04-11,84.36,84.28424657534246,0.0008987850960953114
2011-04-12,83.05,84.56424657534247,-0.017906463271015527
2011-04-13,83.33,85.01424657534247,-0.019811345076731768
2011-04-14,83.78,86.17424657534247,-0.02778378309637053
2011-04-15,84.94,84.96424657534247,-0.0002853738639461145
2011-04-18,83.73,86.39424657534246,-0.0308382407504304
2011-04-19,85.16,87.93424657534247,-0.03154910269192435
2011-04-20,86.7,88.11424657534246,-0.016050146602946902
2011-04-21,86.88,88.21424657534247,-0.015125069103241962
2011-04-25,86.98,89.21424657534247,-0.02504360750786161
2011-04-26,87.98,88.95424657534247,-0.010952221089493452
2011-04-27,87.72,89.74424657534247,-0.022555725326002585
2011-04-28,88.51,89.59424657534247,-0.012101743323782332
2011-04-29,88.36,88.90424657534247,-0.006121716299358648
2011-05-02,87.67,88.52424657534246,-0.009649859878958833
2011-05-03,87.29,87.34424657534247,-0.0006210663835272134
2011-05-04,86.11,86.48424657534247,-0.00432733810100816
2011-05-05,85.25,86.80424657534246,-0.017905190548407557
2011-05-06,85.57,87.84424657534247,-0.025889533623490002
2011-05-09,86.61,88.87424657534247,-0.025476970692775103
2011-05-10,87.64,87.24424657534247,0.004536154992361263
2011-05-11,86.01,86.59424657534247,-0.006746944496296647
2011-05-12,85.36,85.10424657534247,0.0030051781779316666
2011-05-13,83.87,85.29424657534247,-0.016698038056815356
2011-05-16,84.06,84.03424657534246,0.0003064634444536196
2011-05-17,82.8,85.79424657534247,-0.0349003190174646
2011-05-18,84.56,86.35424657534247,-0.020777745698667194
2011-05-19,85.12,85.66424657534246,-0.006353252343891058
2011-05-20,84.43,85.07424657534247,-0.00757275675397151
2011-05-23,83.84,85.46424657534247,-0.01900498325823985
2011-05-24,84.23,86.72424657534246,-0.028760660067257637
2011-05-25,85.49,87.03424657534246,-0.017742976312268843
2011-05-26,85.8,88.15424657534247,-0.02670599167710408
2011-05-27,86.92,89.19424657534246,-0.02549768244772832
2011-05-31,87.96,86.43424657534247,0.017652186316306606
2011-06-01,85.2,86.22424657534246,-0.011878869529436509
2011-06-02,84.99,84.14424657534246,0.01005123296101118
2011-06-03,82.91,84.13424657534246,-0.01455110879546706
2011-06-06,82.9,85.04424657534247,-0.02521330556374357
2011-06-07,83.81,85.23424657534247,-0.016709792513781463
2011-06-08,84.0,86.94424657534246,-0.03386361595290943
2011-06-09,85.71,85.57424657534247,0.001586381768935663
2011-06-10,84.34,86.64424657534246,-0.02659434026399865
2011-06-13,85.41,87.50424657534246,-0.02393308504792724
2011-06-14,86.27,85.32424657534247,0.011084228254185868
2011-06-15,84.09,84.88424657534246,-0.009356819520539572
2011-06-16,83.65,84.52424657534246,-0.010343145437719747
2011-06-17,83.29,85.58424657534246,-0.026806879386649274
2011-06-20,84.35,86.80424657534246,-0.0282733468945241
2011-06-21,85.57,87.23424657534247,-0.019077903927388173
2011-06-22,86.0,87.24424657534247,-0.014261646173630127
2011-06-23,86.01,87.25424657534246,-0.014260011680555573
2011-06-24,86.02,87.27424657534246,-0.014371325156725234
2011-06-27,86.04,88.96424657534247,-0.032869907720355585
2011-06-28,87.73,88.27424657534246,-0.006165406066399481
2011-06-29,87.04,89.65424657534247,-0.02915920522677684
2011-06-30,88.42,91.18932234432235,-0.030368932163632567
2011-07-01,89.22,91.03932234432234,-0.019983917910124993
2011-07-05,89.07,91.51932234432235,-0.026762898605250718
2011-07-06,89.55,92.42932234432234,-0.031151611537258206
2011-07-07,90.46,91.71932234432235,-0.013730174974415421
2011-07-08,89.75,90.12932234432235,-0.0042086452494696225
2011-07-11,88.16,89.60932234432235,-0.016173789806749772
2011-07-12,87.64,89.77932234432234,-0.023828675562036383
2011-07-13,87.81,88.86932234432234,-0.011920000247307105
2011-07-14,86.9,89.18932234432235,-0.02566812129689955
2011-07-15,87.22,87.92932234432234,-0.008066960206342899
2011-07-18,85.96,89.10932234432235,-0.03534223200747999
2011-07-19,87.14,89.04932234432235,-0.021441177698575564
2011-07-20,87.08,90.22932234432234,-0.03490353537516633
2011-07-21,88.26,86.97932234432234,0.014723932322763922
2011-07-22,85.01,86.88932234432234,-0.02162892163981911
2011-07-25,84.92,86.11932234432234,-0.013926286362626161
2011-07-26,84.15,85.11932234432234,-0.011387806171685222
2011-07-27,83.15,84.35932234432235,-0.014335372910967203
2011-07-28,82.39,84.04932234432235,-0.019742245363081556
2011-07-29,82.08,83.86932234432234,-0.021334646498946896
2011-08-01,81.9,80.80932234432234,0.01349692862205143
2011-08-02,78.84,81.87932234432235,-0.037119534667632625
2011-08-03,79.91,77.89932234432234,0.02581123423372378
2011-08-04,75.93,78.05932234432234,-0.0272782581295008
2011-08-05,76.09,73.42932234432234,0.036234539155915124
2011-08-08,71.46,76.20932234432235,-0.06231944069603945
2011-08-09,74.24,73.95932234432235,0.0037950274121081318
2011-08-10,71.99,77.22932234432234,-0.06784110212651018
2011-08-11,75.26,77.81932234432234,-0.03288800605328157
2011-08-12,75.85,78.07932234432235,-0.028552019630642467
2011-08-15,76.11,77.51932234432235,-0.018180271727124664
2011-08-16,75.55,77.40932234432235,-0.024019359529488526
2011-08-17,75.44,73.04932234432235,0.032726897101236
2011-08-18,71.08,71.56932234432234,-0.006837040344858991
2011-08-19,69.6,71.16932234432234,-0.0220505449908579
2011-08-22,69.2,72.74932234432235,-0.04878839046119787
2011-08-23,70.78,73.71932234432235,-0.0398718036309883
2011-08-24,71.75,73.64932234432234,-0.025788728040737507
2011-08-25,71.68,74.71932234432235,-0.04067652447805281
2011-08-26,72.75,77.12932234432235,-0.056778955282040244
2011-08-29,75.16,77.91932234432234,-0.03541255572178881
2011-08-30,75.95,77.70932234432235,-0.02263978492216101
2011-08-31,75.74,77.33932234432234,-0.020679290894249136
2011-09-01,75.37,76.00932234432234,-0.008411104383041379
2011-09-02,74.04,76.23932234432235,-0.028847611399134165
2011-09-06,74.27,78.31932234432234,-0.051702724476087036
2011-09-07,76.35,76.96932234432235,-0.008046353085347624
2011-09-08,75.0,74.48932234432235,0.006855716223555852
2011-09-09,72.52,73.71932234432235,-0.01626876517828879
2011-09-12,71.75,74.85932234432235,-0.0415355395553908
2011-09-13,72.89,76.08932234432234,-0.0420469291321145
2011-09-14,74.12,77.73932234432235,-0.046557163545775104
2011-09-15,75.77,78.15932234432235,-0.030569895857034846
2011-09-16,76.19,77.43932234432235,-0.016132919381285693
2011-09-19,75.47,77.98932234432235,-0.032303426528051515
2011-09-20,76.02,74.24932234432235,0.023847728164660298
2011-09-21,72.28,72.50932234432234,-0.0031626601505578833
2011-09-22,70.54,72.93932234432235,-0.03289477153346643
2011-09-23,70.97,74.90932234432235,-0.05258787853152869
2011-09-26,72.94,76.75932234432234,-0.049757113894125515
2011-09-27,74.79,75.04932234432235,-0.003455358905608552
2011-09-28,73.08,75.31932234432234,-0.02973104742081034
2011-09-29,73.35,72.61932234432234,0.010061752603710117
2011-09-30,70.65,70.27163602941177,0.005384305702373027
2011-10-03,68.33,72.72163602941177,-0.06038967588181876
2011-10-04,70.78,75.14163602941177,-0.058045529215048575
2011-10-05,73.2,76.17163602941176,-0.03901236975223077
2011-10-06,74.23,75.97163602941177,-0.022924819319903866
2011-10-07,74.03,78.72163602941177,-0.059597796311790185
2011-10-10,76.78,77.55163602941177,-0.009949964551606905
2011-10-11,75.61,78.55163602941177,-0.03744843746233806
2011-10-12,76.61,78.63163602941177,-0.02571021196424783
2011-10-13,76.69,79.70163602941176,-0.03778637653435868
2011-10-14,77.76,78.39163602941177,-0.008057441602249305
2011-10-17,76.45,80.87163602941176,-0.0546747444036334
2011-10-18,78.93,78.94163602941177,-0.00014740040866934034
2011-10-19,77.0,78.79163602941176,-0.022738911383220595
2011-10-20,76.85,78.48163602941176,-0.020790035885596136
2011-10-21,76.54,78.86163602941177,-0.029439359190391423
2011-10-24,76.92,78.21163602941176,-0.016514627426103656
2011-10-25,76.27,80.15163602941176,-0.048428656253347024
2011-10-26,78.21,84.04163602941176,-0.06938984418831273
2011-10-27,82.1,84.65163602941176,-0.030142784582748217
2011-10-28,82.71,81.63163602941177,0.013210123219871361
2011-10-31,79.69,78.93163602941176,0.009607858252243195
2011-11-01,76.99,80.52163602941177,-0.043859466890635246
2011-11-02,78.58,81.80163602941177,-0.03938351585356348
2011-11-03,79.86,81.28163602941177,-0.017490248706329647
2011-11-04,79.34,81.93163602941176,-0.031631688991068274
2011-11-07,79.99,82.91163602941177,-0.035237949331688
2011-11-08,80.97,79.09163602941176,0.023749211229993294
2011-11-09,77.15,80.08163602941177,-0.036608093625048466
2011-11-10,78.14,81.92163602941176,-0.04616162729042739
2011-11-11,79.98,81.07163602941176,-0.013465079562668847
2011-11-14,79.13,81.14163602941177,-0.02479166218293416
2011-11-15,79.2,79.14163602941177,0.0007374622703850697
2011-11-16,77.2,77.06163602941176,0.0017954974448690653
2011-11-17,75.12,76.94163602941177,-0.023675556219202587
2011-11-18,75.0,75.34163602941176,-0.0045344917819197805
2011-11-21,73.4,74.84163602941176,-0.019262486844157323
2011-11-22,72.9,73.11163602941177,-0.0028946969443636172
2011-11-23,71.17,72.93163602941176,-0.024154621030321177
2011-11-25,70.99,75.13163602941177,-0.05512506113656901
2011-11-28,73.19,74.96163602941176,-0.023633902930248918
2011-11-29,73.02,79.41163602941177,-0.08048739893791501
2011-11-30,77.47,78.39163602941177,-0.01175681585553312
2011-12-01,76.45,77.76163602941176,-0.01686739241077262
2011-12-02,75.82,79.06163602941176,-0.04100137806667503
2011-12-05,77.12,78.55163602941177,-0.018225413266704238
2011-12-06,76.61,79.22163602941177,-0.032966196613790855
2011-12-07,77.28,77.98163602941176,-0.008997452030207853
2011-12-08,76.04,78.92163602941176,-0.036512624096361246
2011-12-09,76.98,77.05163602941177,-0.0009297145797710904
2011-12-12,75.11,76.75163602941177,-0.021388938586047623
2011-12-13,74.81,76.39163602941177,-0.020704308895843182
2011-12-14,74.45,77.96163602941176,-0.04504312900882379
2011-12-15,76.02,78.30163602941177,-0.029139059477055418
2011-12-16,76.36,77.24163602941177,-0.011413999945263487
2011-12-19,75.3,80.40163602941176,-0.06345189328666812
2011-12-20,78.46,79.90163602941176,-0.01804263468248768
2011-12-21,77.96,80.39163602941177,-0.03024737584046866
2011-12-22,78.45,81.54163602941176,-0.037914814810640074
2011-12-23,79.6,81.88163602941177,-0.027865051799798035
2011-12-27,79.94,80.55163602941177,-0.007593092574661564
2011-12-28,78.61,80.56163602941176,-0.024225377308614293
2011-12-29,78.62,80.75163602941177,-0.026397434581206136
2011-12-30,78.81,81.7841608228144,-0.03636597591626478
2012-01-03,79.88,82.46416082281439,-0.031336774630700726
2012-01-04,80.56,81.9241608228144,-0.016651508042478502
2012-01-05,80.02,81.7541608228144,-0.021211896805752084
2012-01-06,79.85,81.7541608228144,-0.023291301673822873
2012-01-09,79.85,82.6741608228144,-0.03416013896853565
2012-01-10,80.77,83.2541608228144,-0.029838278330632795
2012-01-11,81.35,85.2841608228144,-0.0461300291268385
2012-01-12,83.38,85.0741608228144,-0.01991392928744684
2012-01-13,83.17,85.5641608228144,-0.027980883582463978
2012-01-17,83.66,86.60416082281439,-0.033995604770513554
2012-01-18,84.7,86.8641608228144,-0.024914312212476863
2012-01-19,84.96,85.7641608228144,-0.009376420349704984
2012-01-20,83.86,85.0841608228144,-0.014387646431204493
2012-01-23,83.18,82.9241608228144,0.0030852187667267383
2012-01-24,81.02,83.0741608228144,-0.024726832055464887
2012-01-25,81.17,83.4541608228144,-0.027370244937984678
2012-01-26,81.55,83.4841608228144,-0.023167997423121256
2012-01-27,81.58,83.6141608228144,-0.024327946400430456
2012-01-30,81.71,83.3341608228144,-0.0194897363431511
2012-01-31,81.43,84.5641608228144,-0.03706251906621927
2012-02-01,82.66,83.8141608228144,-0.013770475197554477
2012-02-02,81.91,85.5341608228144,-0.042370916928990754
2012-02-03,83.63,85.0941608228144,-0.017206360679237753
2012-02-06,83.19,85.1941608228144,-0.02352462661123722
2012-02-07,83.29,85.8441608228144,-0.029753460204314686
2012-02-08,83.94,86.1341608228144,-0.025473758632512555
2012-02-09,84.23,85.5341608228144,-0.01524725104296032
2012-02-10,83.63,85.6441608228144,-0.023517783389592872
2012-02-13,83.74,85.8841608228144,-0.02496573061053675
2012-02-14,83.98,85.8341608228144,-0.02160166540967179
2012-02-15,83.93,86.9041608228144,-0.03422345713547936
2012-02-16,85.0,87.0641608228144,-0.02370850190602769
2012-02-17,85.16,86.7841608228144,-0.01871494530125628
2012-02-21,84.88,85.9441608228144,-0.012382002600599185
2012-02-22,84.04,86.9241608228144,-0.03318019749070056
2012-02-23,85.02,86.9541608228144,-0.022243453384083844
2012-02-24,85.05,87.0241608228144,-0.022685203788794794
2012-02-27,85.12,86.3041608228144,-0.0137207848558486
2012-02-28,84.4,85.3841608228144,-0.011526269197125183
2012-02-29,83.48,86.8941608228144,-0.039291027043534044
2012-03-01,84.99,86.9041608228144,-0.02202611249784825
2012-03-02,85.0,85.9941608228144,-0.011560794515604322
2012-03-05,84.09,83.8141608228144,0.003291080820682968
2012-03-06,81.91,84.1341608228144,-0.02643588289301957
2012-03-07,82.23,85.1741608228144,-0.03456636137500735
2012-03-08,83.27,84.6441608228144,-0.01623456136201684
2012-03-09,82.74,84.5441608228144,-0.021339863158563066
2012-03-12,82.64,85.8441608228144,-0.03732532058211757
2012-03-13,83.94,86.21416082281439,-0.026378042784505062
2012-03-14,84.31,86.6541608228144,-0.027051913036323927
2012-03-15,84.75,86.7441608228144,-0.022988992041639733
2012-03-16,84.84,87.0241608228144,-0.025098326742402643
2012-03-19,85.12,86.2441608228144,-0.013034631122725404
2012-03-20,84.34,86.0141608228144,-0.01946378139133509
2012-03-21,84.11,84.7941608228144,-0.008068489813160884
2012-03-22,82.89,85.3441608228144,-0.0287560484414342
2012-03-23,83.44,86.3941608228144,-0.034193987124582215
2012-03-26,84.49,86.7441608228144,-0.02598631194806067
2012-03-27,84.84,86.2041608228144,-0.015824767735032164
2012-03-28,84.3,86.6841608228144,-0.027503996118595664
2012-03-29,84.78,86.8241608228144,-0.023543686497425553
2012-03-30,84.92,87.22951048951049,-0.026476251861899502
2012-04-02,85.74,86.36951048951049,-0.007288573084907601
2012-04-03,84.88,85.27951048951049,-0.004684718371590901
2012-04-04,83.79,85.49951048951048,-0.01999438920437102
2012-04-05,84.01,83.7695104895105,0.0028708477473988747
2012-04-09,82.28,81.9395104895105,0.00415537642897057
2012-04-10,80.45,82.28951048951049,-0.02235413090402294
2012-04-11,80.8,84.2695104895105,-0.041171598949092836
2012-04-12,82.78,83.13951048951049,-0.004324183380365776
2012-04-13,81.65,83.95951048951049,-0.02750743157082869
2012-04-16,82.47,84.85951048951048,-0.02815842886350206
2012-04-17,83.37,83.28951048951049,0.000966382321332615
2012-04-18,81.8,84.05951048951049,-0.026879891119428345
2012-04-19,82.57,84.50951048951049,-0.022950203808732694
2012-04-20,83.02,83.56951048951049,-0.0065754901074772665
2012-04-23,82.08,79.85951048951048,0.027804947674719083
2012-04-24,78.37,80.55951048951049,-0.027178795851739657
2012-04-25,79.07,81.30951048951049,-0.02754303249432799
2012-04-26,79.82,80.63951048951049,-0.010162642165555957
2012-04-27,79.15,80.56951048951049,-0.017618457415045308
2012-04-30,79.08,81.1595104895105,-0.02562251148347261
2012-05-01,79.67,81.20951048951049,-0.0189572684311321
2012-05-02,79.72,81.32951048951048,-0.019789993568424036
2012-05-03,79.84,80.5995104895105,-0.00942326429649143
